year,origin,dest,export,import
1998,abw,nld,0,270166
1998,abw,usa,0,2931055
1998,abw,ven,0,116718365
1998,afg,bgr,0,8352697
1998,afg,deu,0,108e3
1998,afg,idn,0,85259
1998,afg,ind,0,1029714
1998,afg,jpn,0,3365614
1998,afg,kor,0,898773
1998,afg,mys,42403,593299
1998,afg,rou,11e3,0
1998,ago,blx,0,3481
1998,ago,bra,0,308394
1998,ago,deu,33e3,0
1998,ago,dnk,0,2658
1998,ago,grc,0,29434
1998,ago,ita,0,2700
1998,ago,kor,0,1100
1998,ago,nld,0,10604
1998,ago,prt,0,537511
1998,ago,zmb,19102,0
1998,alb,bgr,0,58509
1998,alb,che,0,379662
1998,alb,cyp,0,334182
1998,alb,deu,682377.98,1485945.89
1998,alb,dnk,0,148088
1998,alb,fra,55536.78,0
1998,alb,grc,7149254.6,4549366.75
1998,alb,hrv,0,1332820
1998,alb,ita,1263524.23,1310
1998,alb,jpn,501725.3,0
1998,alb,kor,0,9156
1998,alb,mex,948805.21,0
1998,alb,mkd,1929971.7,740779.98
1998,alb,mlt,0,5740
1998,alb,nld,1876392.15,0
1998,alb,pol,301232.84,0
1998,alb,prt,56362.31,0
1998,alb,rus,415575.67,0
1998,alb,sen,61371.07,0
1998,alb,svk,438003.29,0
1998,alb,usa,4043215.37,0
1998,and,bhs,0,4464
1998,and,blx,0,84527.78
1998,and,che,0,2677861.73
1998,and,civ,3266,0
1998,and,cub,0,2009068
1998,and,deu,0,5607909.06
1998,and,dnk,0,66410.4
1998,and,dom,0,362252.63
1998,and,esp,468817,7079763.32
1998,and,fra,592910.88,5662014.38
1998,and,gbr,15750,3188032.15
1998,and,grc,0,1853.95
1998,and,hnd,0,7349
1998,and,idn,0,18701.08
1998,and,irl,0,259901
1998,and,ita,69663.15,311486.15
1998,and,nld,1249104,4342573.54
1998,and,phl,0,31527
1998,and,prt,0,17275.33
1998,and,swe,0,7288.46
1998,and,tur,497084,0
1998,and,usa,0,9450991.11
1998,ant,bra,0,102850
1998,ant,can,0,2445806
1998,ant,che,0,7268
1998,ant,deu,0,142454.21
1998,ant,dnk,0,68731
1998,ant,dom,0,1117
1998,ant,esp,0,23539
1998,ant,fra,0,3906
1998,ant,gbr,0,1847
1998,ant,hnd,35224.05,0
1998,ant,ner,0,1676
1998,ant,nld,0,789760.72
1998,ant,nzl,1885,0
1998,ant,usa,50720,2365913.51
1998,ant,vct,2763,0
1998,ant,ven,0,2872e3
1998,ant,xxa,0,117885
1998,ant,xxf,0,3910
1998,are,aus,0,402982
1998,are,blx,0,205309
1998,are,can,0,8375
1998,are,che,0,515105
1998,are,chn,0,18e3
1998,are,cyp,77605,31848582
1998,are,deu,0,1807e3
1998,are,esp,0,12055
1998,are,fin,0,1164642
1998,are,fra,0,1209006
1998,are,gbr,67306,44241627
1998,are,grc,0,2097354
1998,are,hun,8992.41,0
1998,are,idn,0,331239
1998,are,ind,174348.81,14352007
1998,are,irl,0,17382
1998,are,irn,0,30449
1998,are,jor,0,9873
1998,are,jpn,0,2409479
1998,are,kaz,2399,0
1998,are,ken,4548,0
1998,are,kor,0,1947883
1998,are,mdv,52686.31,0
1998,are,mex,0,47162140
1998,are,mys,0,879723
1998,are,nld,0,639311
1998,are,nor,0,10655
1998,are,pol,0,298e3
1998,are,sgp,1309,11878583
1998,are,svn,0,92479
1998,are,swe,0,201020
1998,are,tur,0,27574151
1998,are,uga,2279.59,0
1998,are,usa,181708,43407326
1998,are,zaf,4098,0
1998,arg,aut,271964,0
1998,arg,bfa,15480,0
1998,arg,bgr,420774.97,0
1998,arg,blx,653117.38,75514.70999999999
1998,arg,bol,786197.06,0
1998,arg,bra,9367843.71,12436570.89
1998,arg,can,757917.3,0
1998,arg,che,2044458.45,121475.4
1998,arg,chl,3875871.27,184241.35
1998,arg,civ,13587,0
1998,arg,cmr,425867,0
1998,arg,cri,133507.26,0
1998,arg,cub,0,1217107
1998,arg,cze,51626.97,0
1998,arg,deu,21628971.06,856773.2
1998,arg,dma,57714,0
1998,arg,dnk,0,39780.85
1998,arg,dom,175494,119561
1998,arg,dza,2431307.18,0
1998,arg,ecu,166739.36,0
1998,arg,egy,1533757,0
1998,arg,esp,5105946.67,34034.29
1998,arg,fra,5929441.94,86648.75
1998,arg,gbr,7342460.84,450402.77
1998,arg,grc,528491.67,53878
1998,arg,gtm,2418,5681
1998,arg,hkg,8277.92,0
1998,arg,hnd,0,58178.31
1998,arg,hrv,0,1979
1998,arg,hun,318588.17,0
1998,arg,irl,214246.55,0
1998,arg,isr,144555,0
1998,arg,ita,910124.54,125421.36
1998,arg,jam,1100487,0
1998,arg,jpn,2088734.13,0
1998,arg,kor,0,212537
1998,arg,mdg,4002.3,0
1998,arg,mex,2418,0
1998,arg,mwi,0,2946653.79
1998,arg,mys,67041.72,0
1998,arg,nic,0,3092.96
1998,arg,nld,1760452.97,716939.7999999999
1998,arg,nzl,160819.99,0
1998,arg,pan,154850.05,0
1998,arg,phl,36562,0
1998,arg,pol,2273845.79,0
1998,arg,prt,318841.89,0
1998,arg,pry,28826016.1,583015.54
1998,arg,rus,459739.87,0
1998,arg,sen,178090.16,0
1998,arg,sgp,323117.42,0
1998,arg,svk,317736.34,0
1998,arg,svn,115722.69,0
1998,arg,swe,1017513.93,16579.87
1998,arg,tha,262072,0
1998,arg,tur,67685.84,579395.35
1998,arg,ukr,2347167,0
1998,arg,ury,4929897.41,474952.48000000004
1998,arg,usa,26173533.6,1239922.24
1998,arg,ven,681490.09,101534.46
1998,arg,xxh,0,13674.84
1998,arg,zaf,709637,0
1998,arm,bgr,0,3302281
1998,arm,blx,0,1627
1998,arm,che,0,202534
1998,arm,cyp,0,3050751
1998,arm,cze,0,3253095
1998,arm,deu,0,115e4
1998,arm,fra,0,550660
1998,arm,gbr,0,1202213
1998,arm,geo,0,244816
1998,arm,grc,0,28762
1998,arm,irn,0,1828594
1998,arm,nld,0,6564
1998,arm,nor,0,1299667
1998,arm,rus,601922,5687
1998,arm,usa,0,4587225
1998,atf,aus,0,9543
1998,atg,gbr,0,563013
1998,atg,jam,0,18294
1998,atg,usa,0,32330
1998,aus,are,402982,0
1998,aus,atf,9543,0
1998,aus,bhr,66929,0
1998,aus,blx,10280225,294763.98
1998,aus,bra,6535,414555.80000000005
1998,aus,can,0,1025057.73
1998,aus,cck,8061,0
1998,aus,che,3982.94,360753.70999999996
1998,aus,chn,67256.12,7984093.19
1998,aus,cok,3929,0
1998,aus,col,0,185072.38
1998,aus,cri,0,14457
1998,aus,cub,0,1582530
1998,aus,cxr,61363,0
1998,aus,deu,2198,119445.68
1998,aus,dnk,0,54317.25
1998,aus,dom,0,962730
1998,aus,ecu,0,5511
1998,aus,esp,1360,184631.04
1998,aus,fji,491717,0
1998,aus,fra,0,36932.22
1998,aus,fsm,42174,0
1998,aus,gbr,32315,2810997.05
1998,aus,gin,2516296,0
1998,aus,grc,0,2240898.96
1998,aus,hkg,2582,303450.35
1998,aus,hnd,0,28745.81
1998,aus,idn,254924.25,765572.57
1998,aus,ind,301900.3,1314256.04
1998,aus,irl,0,356180.95
1998,aus,irn,0,8046.9
1998,aus,isr,4273,0
1998,aus,ita,29904,698009.83
1998,aus,jam,0,162900
1998,aus,jpn,0,854446.47
1998,aus,ken,0,7945.5
1998,aus,kir,1316791,0
1998,aus,kor,0,1434.53
1998,aus,mex,0,354647.26
1998,aus,mhl,18656,0
1998,aus,mwi,0,3682157.67
1998,aus,mys,2041064.01,8698.5
1998,aus,ncl,3454065,2474
1998,aus,ner,536426,0
1998,aus,nfk,259507,0
1998,aus,nic,0,37144.71
1998,aus,nld,0,15330869.620000001
1998,aus,nru,443395,0
1998,aus,nzl,2086229.44,1204956.4100000001
1998,aus,omn,130047,0
1998,aus,phl,784263,192798.97999999998
1998,aus,png,3309626,145691
1998,aus,prt,0,18681
1998,aus,pyf,716229.45,0
1998,aus,qat,19575,0
1998,aus,sau,2013488,0
1998,aus,sgp,686613.58,172549.83
1998,aus,slb,1298232,0
1998,aus,svn,0,53439.12
1998,aus,swe,0,249857.3
1998,aus,tha,0,2250595.33
1998,aus,ton,902497,55130
1998,aus,tuv,91660,0
1998,aus,tza,0,1407311.57
1998,aus,umi,235666,0
1998,aus,usa,181609,23235031.86
1998,aus,ven,0,30216
1998,aus,vnm,0,28088.19
1998,aus,vut,1070216,0
1998,aus,wlf,14246,0
1998,aus,wsm,1096,0
1998,aus,xxb,0,9849136.74
1998,aus,xxf,0,550042
1998,aus,xxh,100727,0
1998,aus,zaf,95341,199266.79
1998,aus,zmb,0,481206.39
1998,aus,zwe,0,4177538.87
1998,aut,arg,0,271964
1998,aut,aze,55958,0
1998,aut,ben,35105,0
1998,aut,bgr,0,2446800
1998,aut,blx,348706,109709.63
1998,aut,bra,0,1166662
1998,aut,can,1628,0
1998,aut,che,630188.39,82397.32
1998,aut,col,0,21817.01
1998,aut,cub,0,600289
1998,aut,cyp,30221.04,0
1998,aut,cze,225488.4,0
1998,aut,deu,64064902,29693099.740000002
1998,aut,dji,292344,0
1998,aut,dnk,143668.62,1383375.1
1998,aut,dom,0,676062.21
1998,aut,esp,239639.77,2509155.0000000005
1998,aut,fra,171751.56,9875845.94
1998,aut,gbr,2066619.95,4426939.63
1998,aut,geo,5587,0
1998,aut,gin,6618517.21,0
1998,aut,grc,708837.12,4759639.29
1998,aut,gtm,0,260634.21
1998,aut,hkg,548653,0
1998,aut,hnd,0,58507.77
1998,aut,hrv,0,293077
1998,aut,hun,399429.04,0
1998,aut,idn,0,280291
1998,aut,irl,0,209603.16
1998,aut,ita,3823408.6,2519745.09
1998,aut,jam,0,25950.1
1998,aut,jpn,2735418.12,9028
1998,aut,kgz,35227,0
1998,aut,khm,140584,0
1998,aut,kor,0,43389
1998,aut,lbn,0,80964
1998,aut,mda,116614,0
1998,aut,mex,0,660748
1998,aut,mkd,234442,389250
1998,aut,mlt,291518.9,36061
1998,aut,mwi,0,3097165.36
1998,aut,nic,0,5913
1998,aut,nld,125700,5013823.56
1998,aut,prt,83685.22,29365.5
1998,aut,rou,553259.31,0
1998,aut,rus,428757.05,0
1998,aut,sgp,171309,0
1998,aut,sle,22674,0
1998,aut,som,1282997,0
1998,aut,svk,200400.02,0
1998,aut,svn,953725.44,387537
1998,aut,swe,0,408062.51
1998,aut,syr,2834,0
1998,aut,tur,173414,3871692.63
1998,aut,tza,0,50023.01
1998,aut,uga,0,752857.93
1998,aut,ukr,2716054,0
1998,aut,umi,114508,0
1998,aut,ury,16780.41,0
1998,aut,usa,498282,2258678.21
1998,aut,xxb,418110,0
1998,aut,yug,2883202,0
1998,aut,zmb,0,1831721
1998,aut,zwe,0,8706030.62
1998,aze,aut,0,55958
1998,aze,bgr,0,5156251
1998,aze,blr,364488.87,77399
1998,aze,che,0,3162
1998,aze,deu,0,3206e3
1998,aze,gbr,0,42252
1998,aze,geo,109949,17679
1998,aze,grc,0,74153
1998,aze,jpn,0,32946
1998,aze,lva,0,59223
1998,aze,rus,11215448.44,56927
1998,aze,usa,0,66453037
1998,bdi,gbr,0,264714
1998,bdi,prt,434176.43,0
1998,ben,aut,0,35105
1998,ben,blx,0,77150.42
1998,ben,bra,233824,5576427
1998,ben,che,0,45772
1998,ben,cyp,51824.19,0
1998,ben,deu,0,261e3
1998,ben,fra,0,965159.75
1998,ben,gab,1016,0
1998,ben,gbr,734578,24602752.200000003
1998,ben,gha,253817,0
1998,ben,grc,0,49634
1998,ben,idn,0,37080
1998,ben,kwt,4175,0
1998,ben,mli,5878544,0
1998,ben,mlt,0,284744
1998,ben,ner,4541988.45,45348
1998,ben,nga,9673483,0
1998,ben,nld,0,655116.75
1998,ben,rus,4373,0
1998,ben,sen,0,500138.53
1998,ben,tcd,562684,0
1998,ben,tgo,78949,60613
1998,ben,tls,0,58095
1998,ben,tun,6373,0
1998,ben,usa,0,406218.72
1998,ben,xxf,269533,0
1998,ben,zaf,0,2517281.04
1998,bfa,arg,0,15480
1998,bfa,deu,0,6e3
1998,bfa,fra,0,91889
1998,bfa,gbr,0,555318
1998,bfa,ita,0,1765879
1998,bfa,lbn,0,98679
1998,bfa,ner,880903,154020
1998,bfa,nld,0,1514
1998,bfa,usa,0,407860
1998,bfa,ven,0,52957
1998,bgd,blr,216734.82,0
1998,bgd,blx,1020306.24,57848
1998,bgd,bra,0,2530795
1998,bgd,can,0,1913863
1998,bgd,chn,0,39072
1998,bgd,deu,130597.19,0
1998,bgd,gbr,747821.28,450078
1998,bgd,grc,0,79557
1998,bgd,hun,843912.03,0
1998,bgd,idn,0,77391
1998,bgd,ind,0,4391484
1998,bgd,kor,0,26537
1998,bgd,mys,0,38997
1998,bgd,nzl,66812.31,0
1998,bgd,rus,1436257.94,0
1998,bgd,sgp,260440,6258349
1998,bgd,tur,0,66898
1998,bgd,tza,0,92906
1998,bgd,usa,1090915.2,5394144
1998,bgd,zmb,0,252713
1998,bgr,afg,8352697,0
1998,bgr,alb,58509,0
1998,bgr,arg,0,420774.97
1998,bgr,arm,3302281,0
1998,bgr,aut,2446800,0
1998,bgr,aze,5156251,0
1998,bgr,blr,778458.96,0
1998,bgr,blx,676453.49,764212
1998,bgr,bra,0,7452733.36
1998,bgr,che,192233.99,0
1998,bgr,chn,0,545063.82
1998,bgr,col,21483,0
1998,bgr,cub,0,1334350.1
1998,bgr,cyp,411149.75,45834483
1998,bgr,cze,787952.84,0
1998,bgr,deu,5576466.15,1122217.53
1998,bgr,dnk,0,28511
1998,bgr,dza,349875,0
1998,bgr,egy,9144896,0
1998,bgr,esp,320812.88,4176.26
1998,bgr,fra,2238486.39,2059783.86
1998,bgr,gbr,199447.19,148685.59
1998,bgr,geo,506011.54,0
1998,bgr,grc,194765.79,4471786.1
1998,bgr,hun,1204401.77,0
1998,bgr,idn,418904.67,174619
1998,bgr,ind,0,13382763.41
1998,bgr,isr,1792075.94,0
1998,bgr,ita,1528912.91,294308.25
1998,bgr,jor,90007,0
1998,bgr,jpn,646091.92,0
1998,bgr,kaz,200091,0
1998,bgr,kgz,848060,0
1998,bgr,kor,0,17781
1998,bgr,ltu,192623,0
1998,bgr,lva,18500.73,0
1998,bgr,mda,1517543,92994.74
1998,bgr,mex,283833.72,0
1998,bgr,mkd,1357124,630468.6699999999
1998,bgr,mlt,0,3917
1998,bgr,mng,3186421,0
1998,bgr,mwi,0,1081266.95
1998,bgr,mys,43012.72,1194
1998,bgr,nga,0,178608.24
1998,bgr,nld,1832745.3,12906
1998,bgr,nor,81902.18,0
1998,bgr,pan,47840,0
1998,bgr,pol,1676107.68,0
1998,bgr,pry,256198,0
1998,bgr,rou,208142.74000000002,0
1998,bgr,rus,20328214.54,414585
1998,bgr,sgp,72915.35,0
1998,bgr,svk,56539.92,0
1998,bgr,svn,72703.16,101923
1998,bgr,swe,90345.95999999999,1762
1998,bgr,tjk,4655091,0
1998,bgr,tkm,711392,0
1998,bgr,tto,92069,0
1998,bgr,tur,7273058,934396.34
1998,bgr,tza,42299,243058.61
1998,bgr,ukr,6399764,32006.62
1998,bgr,usa,16805689.75,2649496.66
1998,bgr,uzb,169731,0
1998,bgr,ven,536294.03,0
1998,bgr,vnm,23449,0
1998,bgr,yug,327160,0
1998,bgr,zwe,0,7563678.02
1998,bhr,aus,0,66929
1998,bhr,blx,0,15896
1998,bhr,che,0,228848
1998,bhr,cze,1042,0
1998,bhr,deu,0,19e3
1998,bhr,dnk,0,3573
1998,bhr,fin,0,14197
1998,bhr,gbr,44714,8044823
1998,bhr,hkg,688898,0
1998,bhr,ind,0,171553
1998,bhr,jpn,0,146502
1998,bhr,kor,0,16731
1998,bhr,lbn,2652,0
1998,bhr,nld,0,32318
1998,bhr,sgp,0,40117
1998,bhr,swe,0,5034
1998,bhr,usa,0,5831639
1998,bhs,and,4464,0
1998,bhs,bra,0,8162
1998,bhs,can,83856.51,296693.54
1998,bhs,dom,0,5027.28
1998,bhs,esp,0,2103
1998,bhs,fra,0,1358
1998,bhs,gbr,2500,74941.12
1998,bhs,grc,0,37707
1998,bhs,hti,1439,0
1998,bhs,kor,0,1524
1998,bhs,lva,0,7831
1998,bhs,sgp,1754,2031
1998,bhs,tza,0,20005
1998,bhs,usa,83439.34,1485981.13
1998,bih,blr,133011.72,0
1998,bih,blx,0,436326
1998,bih,bra,0,90210
1998,bih,can,0,19728
1998,bih,deu,6946.96,513e3
1998,bih,dnk,0,292773
1998,bih,esp,0,38278
1998,bih,fin,0,2401
1998,bih,fra,60801.4,818006
1998,bih,gbr,0,11487
1998,bih,hrv,446380.27,15149732
1998,bih,ita,0,262171
1998,bih,mkd,934614.02,2128509
1998,bih,nor,0,1056
1998,bih,prt,0,59321
1998,bih,svn,728650.17,495182
1998,bih,swe,0,25300
1998,bih,tur,0,19020
1998,blr,aze,77399,364488.87
1998,blr,bgd,0,216734.82
1998,blr,bgr,0,778458.96
1998,blr,bih,0,133011.72
1998,blr,blx,0,36955
1998,blr,bra,0,699699
1998,blr,can,0,2699
1998,blr,che,0,917e3
1998,blr,chn,0,1703474.38
1998,blr,cze,0,5564653.42
1998,blr,deu,0,2440739.27
1998,blr,esp,0,37e3
1998,blr,est,0,19733
1998,blr,gbr,0,1120450.5
1998,blr,grc,0,1698290.3399999999
1998,blr,hun,0,730500
1998,blr,idn,0,783324.22
1998,blr,ind,0,841882.88
1998,blr,irn,0,409087.35
1998,blr,ita,0,1346509.24
1998,blr,kaz,0,1930088.11
1998,blr,kgz,0,4828815.11
1998,blr,lbn,0,244295.46
1998,blr,ltu,99300,0
1998,blr,lva,2699,0
1998,blr,mda,22600,1718053.48
1998,blr,mkd,0,551606.8
1998,blr,nld,50490,91100
1998,blr,nor,0,2160558.79
1998,blr,pol,704300,20399
1998,blr,rus,523497,77037104
1998,blr,swe,0,5199
1998,blr,syr,0,649641.76
1998,blr,tjk,0,85444.13
1998,blr,tur,0,1438450
1998,blr,ukr,8600,5579366.4
1998,blr,usa,0,7343372.01
1998,blr,uzb,0,226642.11
1998,blr,xxh,1322109,0
1998,blx,ago,3481,0
1998,blx,and,84527.78,0
1998,blx,are,205309,0
1998,blx,arg,75514.70999999999,653117.38
1998,blx,arm,1627,0
1998,blx,aus,294763.98,10280225
1998,blx,aut,109709.63,348706
1998,blx,ben,77150.42,0
1998,blx,bgd,57848,1020306.24
1998,blx,bgr,764212,676453.49
1998,blx,bhr,15896,0
1998,blx,bih,436326,0
1998,blx,blr,36955,0
1998,blx,blz,39060,0
1998,blx,bmu,1516,0
1998,blx,bra,26188037.74,176612412.97
1998,blx,brb,9759,0
1998,blx,caf,0,76094.65
1998,blx,can,364459.48,5104008.73
1998,blx,che,525473.09,25920953.369999997
1998,blx,chn,0,2863162.35
1998,blx,civ,162375,0
1998,blx,cod,27264,332724.66
1998,blx,col,0,781377.13
1998,blx,com,25290,0
1998,blx,cpv,53482,0
1998,blx,cri,3550,0
1998,blx,cub,0,4094568.27
1998,blx,cyp,901870.76,5474470.59
1998,blx,cze,1117021.53,45981536
1998,blx,deu,71715499.09,45935908.13
1998,blx,dnk,2828014.52,1159463.1400000001
1998,blx,dom,22500,1783050.47
1998,blx,dza,3227,71726
1998,blx,ecu,0,1502067.6
1998,blx,egy,181734,0
1998,blx,esp,2501768.82,9003077.38
1998,blx,est,2321901.78,975589
1998,blx,fin,10294130.14,833423.64
1998,blx,fra,116030059.66,23834150.03
1998,blx,gab,171731,0
1998,blx,gbr,22889609.91,62687472.79
1998,blx,gha,0,166496.77
1998,blx,gib,50356,0
1998,blx,gin,6229522.72,0
1998,blx,gmb,68246.5,5063
1998,blx,grc,529363.48,5939103.529999999
1998,blx,gtm,0,66633.09
1998,blx,hkg,27780440.369999997,0
1998,blx,hnd,0,107713.11
1998,blx,hrv,356950.81,167501
1998,blx,hun,2282321.68,879e3
1998,blx,idn,102556,16782144.29
1998,blx,ind,0,9365898.65
1998,blx,irl,361715.86,224987.58000000002
1998,blx,irn,0,63039.27
1998,blx,isr,265786.14,0
1998,blx,ita,6880868.43,11371894.74
1998,blx,jam,40562,0
1998,blx,jor,48791,0
1998,blx,jpn,37196.15,13304
1998,blx,kaz,1684422.12,0
1998,blx,ken,32749.29,431927.04
1998,blx,kor,1351,251711.17
1998,blx,kwt,15853,0
1998,blx,lbn,9824,583167
1998,blx,lbr,682588,0
1998,blx,lka,218285,13342741.09
1998,blx,ltu,953533.5,0
1998,blx,lva,11095523.14,0
1998,blx,mac,7761.34,0
1998,blx,mar,591877,0
1998,blx,mdg,46037.17,0
1998,blx,mdv,4464,0
1998,blx,mex,3751,374275.58
1998,blx,mkd,20731.26,1071504
1998,blx,mli,143233.47,0
1998,blx,mlt,669844.97,0
1998,blx,mrt,360466,0
1998,blx,mus,30478.83,0
1998,blx,mwi,0,2996742.83
1998,blx,mys,193836,5338820
1998,blx,nic,0,49383.81
1998,blx,nld,176186568.11999997,325001024.78
1998,blx,nor,105679.23,18542
1998,blx,nzl,115980.47,0
1998,blx,pak,0,38695.28
1998,blx,phl,0,1075311.6800000002
1998,blx,pol,2611451.33,13371495.04
1998,blx,prt,540058.8,301618.98000000004
1998,blx,pry,0,2325818.51
1998,blx,pyf,125905.24,0
1998,blx,rou,1181528.44,0
1998,blx,rus,5235949.68,217240
1998,blx,rwa,12855,0
1998,blx,sau,7854,0
1998,blx,sdn,23417,0
1998,blx,sen,1005,0
1998,blx,sgp,1059281.8,679424.12
1998,blx,sle,0,12387.31
1998,blx,svk,25924,0
1998,blx,svn,18748.34,269979
1998,blx,swe,3028597.5100000002,87193.84
1998,blx,syc,5271,4974
1998,blx,syr,8484,0
1998,blx,tgo,240430,0
1998,blx,tha,18176,796329.66
1998,blx,tun,667959,200499.42
1998,blx,tur,258002.31,15614859.55
1998,blx,tza,0,1780284.36
1998,blx,uga,0,36141.02
1998,blx,ukr,1829703,0
1998,blx,ury,29365.37,0
1998,blx,usa,4656079.2,132570130.91999999
1998,blx,uzb,28125,0
1998,blx,vct,21555,0
1998,blx,ven,308480.41,1125533
1998,blx,xxb,415828,0
1998,blx,xxg,1754272,0
1998,blx,yug,7612,235775.05
1998,blx,zaf,1554226.13,0
1998,blx,zmb,0,286327.49
1998,blx,zwe,2509,10743687.06
1998,blz,blx,0,39060
1998,blz,che,0,8608
1998,blz,cri,0,44363
1998,blz,cub,0,6786
1998,blz,cym,0,4666
1998,blz,dom,0,6263
1998,blz,est,0,6748
1998,blz,gbr,12437,119450.78
1998,blz,ita,0,470709.23
1998,blz,kor,0,1759
1998,blz,mex,330760,0
1998,blz,nic,0,38468.03
1998,blz,nld,0,1264
1998,blz,pan,0,3087
1998,blz,usa,245752.95,1034195.9
1998,bmu,blx,0,1516
1998,bmu,can,1109,0
1998,bmu,che,0,4011
1998,bmu,esp,0,416868
1998,bmu,gbr,4316,237291
1998,bmu,jam,0,17682
1998,bmu,nld,0,52012
1998,bmu,usa,0,1754662
1998,bol,arg,0,786197.06
1998,bol,bra,7975,9562497.4
1998,bol,chl,883293,2423
1998,bol,fra,0,126612.7
1998,bol,kor,0,4676
1998,bol,usa,0,1086164.3599999999
1998,bol,ven,0,752597
1998,bol,xxh,2126672,0
1998,bra,ago,308394,0
1998,bra,ant,102850,0
1998,bra,arg,12436570.89,9367843.71
1998,bra,aus,414555.80000000005,6535
1998,bra,aut,1166662,0
1998,bra,ben,5576427,233824
1998,bra,bgd,2530795,0
1998,bra,bgr,7452733.36,0
1998,bra,bhs,8162,0
1998,bra,bih,90210,0
1998,bra,blr,699699,0
1998,bra,blx,176612412.97,26188037.74
1998,bra,bol,9562497.4,7975
1998,bra,can,10622744.47,0
1998,bra,che,27237491.720000003,4775612.18
1998,bra,chl,11691270.98,10101
1998,bra,civ,14624,0
1998,bra,cmr,699136,0
1998,bra,col,4026487.15,0
1998,bra,cri,751607.24,0
1998,bra,cub,1021396,1503235
1998,bra,cyp,1832663.29,40119
1998,bra,cze,13935095.15,0
1998,bra,deu,152105365.14999998,134509.72
1998,bra,dma,66391,0
1998,bra,dnk,6564451.83,10313.69
1998,bra,dom,3207696,300182.53
1998,bra,dza,976479.11,0
1998,bra,ecu,1606781.53,0
1998,bra,egy,32980161,0
1998,bra,esp,36214178.43,1719316.78
1998,bra,est,96436,0
1998,bra,fin,17946147.33,0
1998,bra,fji,33246,0
1998,bra,fra,9381234.88,1704985.46
1998,bra,gbr,124678293.27000001,1417262.92
1998,bra,gha,198318,0
1998,bra,gmb,150378,0
1998,bra,grc,9859304.78,1208852.82
1998,bra,gtm,1241657.25,0
1998,bra,guy,444e3,0
1998,bra,hkg,5337170.02,0
1998,bra,hnd,95191,7731
1998,bra,hrv,849664.17,0
1998,bra,hun,4342872.62,0
1998,bra,idn,12478392.61,392582.73
1998,bra,ind,139640.31,103622
1998,bra,irl,1385385.5,2933724.89
1998,bra,irn,2433009.1,0
1998,bra,isr,2549995.31,0
1998,bra,ita,17565313.06,1828178.28
1998,bra,jam,744728.19,0
1998,bra,jor,1467680.1,0
1998,bra,jpn,74884731.77,0
1998,bra,kaz,576e3,0
1998,bra,khm,937661,0
1998,bra,kor,1610.16,110007
1998,bra,lby,8432313,0
1998,bra,lca,74302,0
1998,bra,lva,7041,0
1998,bra,mac,1821,0
1998,bra,mar,7891510,0
1998,bra,mdg,83134.1,0
1998,bra,mex,18242475.189999998,0
1998,bra,mkd,262747.1,0
1998,bra,mli,63924.62,0
1998,bra,mrt,50050,0
1998,bra,mys,4833655.16,5108
1998,bra,nga,230604,0
1998,bra,nic,0,8177.07
1998,bra,nld,49117074.089999996,3198591.2199999997
1998,bra,nor,2152711.55,0
1998,bra,nzl,2614299.36,0
1998,bra,pak,1757669,0
1998,bra,pan,4583936.72,116835
1998,bra,per,349418.86,0
1998,bra,phl,30347268,0
1998,bra,pol,10146524.69,0
1998,bra,prt,4381370.21,0
1998,bra,pry,229367477.41,0
1998,bra,rou,5977539.84,0
1998,bra,rus,125596548.82,0
1998,bra,sen,844482.51,0
1998,bra,sgp,7174966.9,984609
1998,bra,sur,1155549,0
1998,bra,svk,3657609.49,0
1998,bra,svn,4776574.84,0
1998,bra,swe,3024117.84,35771.95
1998,bra,tgo,433583,0
1998,bra,tha,183516,0
1998,bra,tto,14492582,0
1998,bra,tun,3527499,0
1998,bra,tur,12085251.18,1174288.99
1998,bra,tza,67268.53,0
1998,bra,ury,69835565.23,0
1998,bra,usa,116853888.26,18138358.71
1998,bra,vct,113870.62,0
1998,bra,ven,8886357.92,2364031.91
1998,bra,vnm,1047749,0
1998,bra,xxb,3016535,0
1998,bra,xxh,0,391236
1998,bra,zaf,9730147,0
1998,bra,zmb,0,233260.23
1998,brb,blx,0,9759
1998,brb,can,0,6089
1998,brb,che,7625,0
1998,brb,deu,64e3,8e3
1998,brb,fra,61641,0
1998,brb,gbr,0,855120
1998,brb,ind,0,30503
1998,brb,jam,0,1940
1998,brb,nld,0,36864
1998,brb,nzl,1926,0
1998,brb,usa,29479,132086
1998,brn,gbr,0,5950
1998,brn,idn,0,563948
1998,brn,mys,0,1919868
1998,brn,sgp,0,17185209
1998,btn,gbr,0,130614
1998,caf,blx,76094.65,0
1998,caf,fra,0,3227
1998,caf,gab,0,344582
1998,caf,tcd,0,7043757
1998,caf,usa,2299681.98,0
1998,can,ant,2445806,0
1998,can,are,8375,0
1998,can,arg,0,757917.3
1998,can,aus,1025057.73,0
1998,can,aut,0,1628
1998,can,bgd,1913863,0
1998,can,bhs,296693.54,83856.51
1998,can,bih,19728,0
1998,can,blr,2699,0
1998,can,blx,5104008.73,364459.48
1998,can,bmu,0,1109
1998,can,bra,0,10622744.47
1998,can,brb,6089,0
1998,can,che,904198.83,83029
1998,can,chl,1535831,0
1998,can,chn,0,2172875.15
1998,can,col,0,14345
1998,can,cri,0,2885.17
1998,can,cub,46783,5640130.46
