"id","title","art","description","url","Avg2010","Avg2012","Avg2014","Sd2010","Sd2012","Sd2014"
5048,"Comprehensive multisectoral national tobacco control strategy",5,"3.1.1.1 - Comprehensive multisectoral national tobacco control strategy","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5048",0.325443786982249,0.520710059171598,0.579881656804734,0.469932820147987,0.501055521546286,0.495044476315585
5049,"Tobacco control included in national health strategies",5,"3.1.1.2 - Tobacco control included in national health strategies","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5049",0.106508875739645,0.284023668639053,0.260355029585799,0.309404576380244,0.452288255544103,0.440132411747176
5050,"Any aspect of tobacco referred in any national strategy",5,"3.1.1.3 - Any aspect of tobacco referred in any national strategy","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5050",0.0355029585798817,0.130177514792899,0.106508875739645,0.185597206088511,0.337498630284312,0.309404576380244
5784,"Focal point for tobacco control",5,"3.1.1.4 - Focal point for tobacco control","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5784",0.390532544378698,0.710059171597633,0.751479289940828,0.489319571731805,0.455083060238432,0.433439525753256
5212,"Tobacco control unit ",5,"3.1.1.4 - Tobacco control unit ","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5212",0.307692307692308,0.526627218934911,0.57396449704142,0.462910049886276,0.500774266670604,0.495968531709748
5785,"National coordinating mechanism for tobacco control ",5,"3.1.1.4 - National coordinating mechanism for tobacco control ","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5785",0.331360946745562,0.63905325443787,0.650887573964497,0.472101349731333,0.481702391083597,0.478106177587213
5214,"Details on focal point for tobacco control, tobacco control unit and national coordinating mechanism for tobacco control",5,"3.1.1.5 - Details on focal point for tobacco control, tobacco control unit and national coordinating mechanism for tobacco control","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5214",<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
5215,"Progress made in implementing Article 5.1",5,"3.1.1.6 - Progress made in implementing Article 5.1","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5215",<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
5216,"Additional information concerning general obligations",5,"3.1.1.7 - Additional information concerning general obligations","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5216",<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
5067,"Interference by the tobacco industry",5,"3.1.2.1 - Interference by the tobacco industry","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5067",0.289940828402367,0.479289940828402,0.591715976331361,0.455083060238432,0.501055521546286,0.49297688035512
5790,"Public access to a wide range of information on the tobacco industry",5,"3.1.2.2 - Public access to a wide range of information on the tobacco industry","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5790",0.142011834319527,0.236686390532544,0.236686390532544,0.350099611474154,0.426311312994963,0.426311312994963
5787,"Details on the protection of public health policies",5,"3.1.2.3 - Details on the protection of public health policies","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5787",<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
5788,"Progress made in protection of public health policies",5,"3.1.2.4 - Progress made in protection of public health policies","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=5788",<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
7004,"Use of guidelines on Article 5.3",5,"3.1.2.5 - Use of guidelines on Article 5.3","http://apps.who.int/fctc/implementation/database/sites/implementation/scripts/src/tabulardata.php?indicator=7004",<NA>,<NA>,<NA>,<NA>,<NA>,<NA>
