"","Party","2018","2016","2014","Region"
"1","Afghanistan","Report not provided","MoF insist that they are making much more money from raw tobacco export so still they are not ready to take measures against, and they says that all these tobacco exports to another countries so it is not using by afghans in our country","Answer not provided","WHO Eastern Mediterranean Region"
"2","Albania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"3","Algeria","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"4","Angola","Report not provided","Answer not provided","Report not provided","WHO African Region"
"5","Antigua and Barbuda","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"6","Armenia","Report not provided","Report not provided","Answer not provided","WHO European Region"
"7","Australia","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"8","Austria","Report not provided","Answer not provided","The last remaining tobacco manufacturing site within Austrian territory (Austria Tabak in Hainburg) closed down in December 2011.","WHO European Region"
"9","Azerbaijan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"10","Bahamas","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"11","Bahrain (Kingdom of)","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","Report not provided","none","Answer not provided","WHO Region of the Americas"
"14","Belarus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"15","Belgium","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"18","Bhutan","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"21","Botswana","Report not provided","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Report not provided","xxx","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","Report not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Report not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"34","China","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Report not provided","Answer not provided","En las zonas productoras. se realizan actividades de reforestación. manejo de aguas y suelos y conservación del medio ambiente entre otras.","WHO Region of the Americas"
"36","Comoros","Report not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"38","Cook Islands","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Report not provided","Dado que desde 1999 con la apertura comercial se ha reducido el área de siembra, dandose la  reconversión del uso del suelo hacia el cultivo de piña, caña de azúcar, café y ganadería. Actualmente son pocas las hectáreas de tabaco sembradas para la elaboración de puros que se alternan con otros productos.","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","The above question is not applicable to Cyprus given that we do not grow tobacco.","Answer not provided","WHO European Region"
"43","Czech Republic","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Report not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Report not provided","En marzo de 2015 se creó la resolución para la aplicación de Sobretasa Arancelaria para bienes de consumo, en el caso del tabaco se aplicó una sobretasa arancelaria del 45%","Answer not provided","WHO Region of the Americas"
"50","Egypt","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","Report not provided","NO","Report not provided","WHO African Region"
"53","Estonia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Report not provided","La culture du tabac est quasi inexistante au Gabon
Lunique usine de fabrication de cigarettes est en cours de liquidation.","Answer not provided","WHO African Region"
"60","Gambia","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"62","Germany","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"63","Ghana","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"65","Grenada","Report not provided","N/A","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Report not provided","La protección del medio ambiente, en relación con el cultivo de tabaco, se atiende indirectamente por causa de la implementación de otros Convenios.","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Report not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Report not provided","Es imperativo el trabajo interinstitucional en la búsqueda de las opciones y recomendaciones de política sobre las alternativas económicamente viables al cultivo de tabaco en relación con los artículos 17 y 18 del CMCT de la OMS al elaborar y aplicar políticas en esta área.","Se contempla en la Ley Especial para el Control del Tabaco y su reglamentación que cuando procediere la destrucción de los productos derivados de tabaco. se adoptarán medidas adecuadas. utilizando métodos apropiados a la protección del medio ambiente","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"72","Iceland","Report not provided","There is no tobacco cultivation in Iceland.","Answer not provided","WHO European Region"
"73","India","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Report not provided","A basic and compulsory set of environmental cross-compliance rules and specific agro-environmental measures are foreseen in the EU Common Agricultural Policy (CAP) in the Direct Payments and Rural development regulations since many years, and helped to improve the environmental impact of agricultural activities with regard to all produces.
Information on good agricultural practices and on the use of correct work clothes, gloves, etc. and washing rules have been widely spread among the growers and the workers also through programs supported by the Ministry of agriculture food and forestry policies.","A basic and compulsory set of environmental cross-compliance rules and specific agro-environmental measures are foreseen in the EU Common Agricultural Policy (CAP) in the Direct Payments and Rural development regulations since many years and helped to improve the environmental impact of agricultural activities with regard to all produces.
Information on good agricultural practices and on the use of correct work clothes gloves etc. and washing rules have been widely spread among the growers and the workers also through programs supported by the Ministry of agriculture food and forestry policies.","WHO European Region"
"79","Jamaica","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"80","Japan","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Report not provided","Not available","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"89","Lebanon","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","Report not provided","NONE","Answer not provided","WHO South-East Asia Region"
"98","Mali","Report not provided","Le Projet OHVN ( Opération Haute Vallée du Niger)  a totalement arreteé la production de tabac au profil de marrraichers","Answer not provided","WHO African Region"
"99","Malta","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Report not provided","-","Answer not provided","WHO African Region"
"102","Mauritius","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided",NA,"Answer not provided","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"107","Myanmar","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"112","New Zealand","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"118","Oman","Report not provided","لا يوجد","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"121","Panama","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"122","Papua New Guinea","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"123","Paraguay","Report not provided","Ninguna","Answer not provided","WHO Region of the Americas"
"124","Peru","Report not provided","Answer not provided","El Ministerio del Ambiente viene implementando Planes de Mejora de la Calidad del Aire en ciudades priorizadas (31) del país. que incluye la promoción de la ampliación de cobertura de áreas verdes en ambientes urbanos y el control de cultivos que tienen un impacto sobre la calidad de del aire siendo entre ellos el tabaco
Además viene implementando los Estándares de Calidad Ambiental en zonas urbanas. lo cual contribuirá a reducir la exposición a agentes contaminantes atmosféricos de los cuales muchos están asociados a tabaco.","WHO Region of the Americas"
"125","Philippines","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","Report not provided","No progress made since 2014 in this area.
The revision of the Tobacco Law introduced more restrictions on smoking in enclosed places. anyway these measures are not yet in place. They entered into force only in 31 december 2020.","Answer not provided","WHO European Region"
"128","Qatar","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Report not provided","*C412
-In accordance with Article 12 (1) of the Act on the Promotion of Saving and Recycling of Resources (waste management charge), the costs of disposal and its collection and processing of tobacco products will be imposed and collected annually.
- Manufacture and import of reduced ignition propensity and its performance certification on Article 11(5) and designation of certification authority to fire prevention performance on 11(6) of Tobacco Business Act were included on January 21, 2014. In accordance with these provisions, fire protection performance by presidential decree should be equipped in all domestic manufactured or imported cigarettes from July 21, 2015.","Answer not provided","WHO Western Pacific Region"
"130","Republic of Moldova","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
