"","Party","2018","2016","2014","Region"
"1","Afghanistan","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"2","Albania","Report not provided","Report not provided","Indicator not used","WHO European Region"
"3","Algeria","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"4","Angola","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"5","Antigua and Barbuda","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"6","Armenia","Report not provided","Report not provided","Indicator not used","WHO European Region"
"7","Australia","In line with the WHO FCTC Article 11 Guidelines, Australia provides qualitative not quantitative information about constituents and emissions of tobacco products.","Answer not provided","Indicator not used","WHO Western Pacific Region"
"8","Austria","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"9","Azerbaijan","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"10","Bahamas","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"11","Bahrain (Kingdom of)","We used  “Guidelines for implementation of Article 11 of the WHO FCTC” as our main reference in updating the packaging and labeling specifications of tobacco products. For example, health warnings should be applied to all tobacco products regardless of the type of packaging, also size of the health warning should be at least 50% of the front side of the pack. In addition, any form of misleading or promotions should be deleted from tobacco packs (websites, promotional sentences....etc)","We used  “Guidelines for implementation of Article 11 of the WHO FCTC” as our main reference in updating the packaging and labeling specifications of tobacco products. For example, health warnings should be applied to all tobacco products regardless of the type of packaging, also size of the health warning should be at least 50% of the front side of the pack. In addition, any form of misleading or promotions should be deleted from tobacco packs (websites, promotional sentences....etc)","Indicator not used","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"13","Barbados","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"14","Belarus","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"15","Belgium","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"17","Benin","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"21","Botswana","None","Report not provided","Indicator not used","WHO African Region"
"22","Brazil","xxx","xxx","Indicator not used","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"29","Canada","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Indicator not used","WHO African Region"
"32","Chad","Answer not provided","Report not provided","Indicator not used","WHO African Region"
