"","Party","2018","2016","2014","Region"
"1","Afghanistan","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"2","Albania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"3","Algeria","Yes","Yes","Answer not provided","WHO African Region"
"4","Angola","Yes","Yes","Report not provided","WHO African Region"
"5","Antigua and Barbuda","Report not provided","Answer not provided","We are not of the view that our constitution precludes us from undertaking comprehensive bans on tobacco advertising. Absence of legislation however may more likely be the reason these bans are not yet in place.","WHO Region of the Americas"
"6","Armenia","Report not provided","Report not provided","Answer not provided","WHO European Region"
"7","Australia","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"8","Austria","Yes","Yes","Answer not provided","WHO European Region"
"9","Azerbaijan","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"10","Bahamas","Report not provided","No","Answer not provided","WHO Region of the Americas"
"11","Bahrain (Kingdom of)","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","No","Yes","Answer not provided","WHO Region of the Americas"
"14","Belarus","Yes","Yes","Answer not provided","WHO European Region"
"15","Belgium","No","No","Answer not provided","WHO European Region"
"16","Belize","Report not provided","No","Answer not provided","WHO Region of the Americas"
"17","Benin","Yes","Yes","Notre législation anti-tabac actuelle a interdit la publicité globale dans les médias à l’exception de la publicité sur le matériel de vente ; ce qui a permis aux vendeurs de cigarettes d’intensifier la publicité sur les lieux de vente et sur les moyens roulants voitures et motos ; grâce aux directives de l’article 13 nous avons un nouveau projet de loi qui est en cours et qui prend en compte l’interdiction de la publicité dans les médias et sur les lieux de vente et sur le matériel roulant même si c’est un matériel de vente.","WHO African Region"
"18","Bhutan","Yes","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Yes","Answer not provided","Answer not provided","WHO European Region"
"21","Botswana","Yes","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Yes","Yes","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Yes","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Yes","Answer not provided","Answer not provided","WHO European Region"
