"","Party","2018","2016","2014","Region"
"1","Afghanistan","No","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"2","Albania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"3","Algeria","Yes","Yes","Answer not provided","WHO African Region"
"4","Angola","Yes","Yes","Report not provided","WHO African Region"
"5","Antigua and Barbuda","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"6","Armenia","Report not provided","Report not provided","Answer not provided","WHO European Region"
"7","Australia","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"8","Austria","Yes","Yes","Answer not provided","WHO European Region"
"9","Azerbaijan","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"10","Bahamas","Report not provided","No","Answer not provided","WHO Region of the Americas"
"11","Bahrain (Kingdom of)","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","Yes","Yes","Answer not provided","WHO Region of the Americas"
"14","Belarus","Yes","Yes","Answer not provided","WHO European Region"
"15","Belgium","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Yes","Yes","Nous formons les agents de santé médicaux et paramédicaux sur les protocoles de prise en charge des Maladies Non Transmissibles au niveau périphérique et parmi ces protocoles il y a un module de cessation de fumer nous sommes à une étape expérimentale et nous recherchons des ressources pour un passage à l’échelle nationale.
Les produits de substitutions de la nicotine sont peu disponibles dans les officines et sont considérés comme des cosmétiques et les coûts ne sont pas abordables. Une action est prévue dans ce sens pour rendre ces produits disponibles de même que d’autres pour le sevrage tabagique et à moindre coût.","WHO African Region"
"18","Bhutan","Yes","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Yes","Yes","Answer not provided","WHO European Region"
"21","Botswana","Yes","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Yes","No","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","No","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Yes","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Yes","Yes","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","Yes","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","The Ministry of Health. NGOs and relevant stakeholders have launched a number of education programs on effects of smoking as well as smoking cessation programs. in compliance with WHO FCTC''s article 14","WHO Western Pacific Region"
"28","Cameroon","Yes","Yes","Answer not provided","WHO African Region"
"29","Canada","Yes","No","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Yes","Report not provided","Report not provided","WHO African Region"
"33","Chile","Yes","Yes","La Oficina de Tabaco utiliza constantemente las Directrices del Convenio Marco en la elaboración de sus proyectos pero no está consignada expresamente esta directriz en trabajos presentes.","WHO Region of the Americas"
"34","China","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Yes","Yes","Answer not provided","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","No","Answer not provided","WHO African Region"
"38","Cook Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Yes","Yes","El Ministerio de Salud coordinó con un experto en Tabaco para realizar un análisis de situación de la implementación del artículo 14. con participación de funcionarios de instituciones públicas y entes privados.","WHO Region of the Americas"
"40","Côte d'Ivoire","Yes","Yes","Answer not provided","WHO African Region"
"41","Croatia","Yes","Yes","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Yes","Answer not provided","WHO European Region"
"43","Czech Republic","Yes","Yes","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","No","Yes","Answer not provided","WHO European Region"
"47","Djibouti","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","No","Report not provided","WHO Region of the Americas"
"49","Ecuador","Yes","Yes","Answer not provided","WHO Region of the Americas"
"50","Egypt","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Yes","No","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","No","No","Report not provided","WHO African Region"
"53","Estonia","Yes","Yes","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Yes","Yes","Answer not provided","WHO European Region"
"58","France","No","No","Answer not provided","WHO European Region"
"59","Gabon","No","Yes","Answer not provided","WHO African Region"
"60","Gambia","Yes","Yes","Answer not provided","WHO African Region"
"61","Georgia","Yes","Yes","Answer not provided","WHO European Region"
"62","Germany","Yes","Yes","Answer not provided","WHO European Region"
"63","Ghana","Yes","Yes","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Yes","Answer not provided","WHO European Region"
"65","Grenada","No","Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","No","No","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","No","Report not provided","WHO African Region"
"68","Guinea-Bissau","No","No","Report not provided","WHO African Region"
"69","Guyana","Yes","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Yes","Yes","Desde la entrada en vigencia de la Ley Especial para el Control del tabaco LECT y su Reglamentación el IHADFA brinda servicio de atención a la demanda de tratamiento para el consumo de tabaco. sin embargo dado el bajo presupuesto asignado por el Congreso Nacional no ha sido posible la adquisición de productos farmacéuticos para tal fin.","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Yes","The guidelines have been referred to while developing cessation guidelines/modules","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Yes","Yes","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Yes","Answer not provided","Answer not provided","WHO European Region"
"79","Jamaica","Yes","Answer not provided","Answer not provided","WHO Region of the Americas"
"80","Japan","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Yes","Yes","Answer not provided","WHO African Region"
"84","Kiribati","No","No","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Yes","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","No","No","Answer not provided","WHO European Region"
"89","Lebanon","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","No","No","Report not provided","WHO African Region"
"92","Libya","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Yes","Yes","Answer not provided","WHO European Region"
"95","Madagascar","No","No","Answer not provided","WHO African Region"
"96","Malaysia","Yes","Yes","Malaysia is planning to incorporate equir=t smoking services with quit line services in order to increase the number of quitters. 
Previously infoline system has been implemented where patients can get information and this system will be upgraded to quitline within 2014.","WHO Western Pacific Region"
"97","Maldives","Yes","Yes","Answer not provided","WHO South-East Asia Region"
"98","Mali","Yes","Yes","Answer not provided","WHO African Region"
"99","Malta","Yes","Yes","Answer not provided","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","No","No","Answer not provided","WHO African Region"
"102","Mauritius","Yes","Yes","Answer not provided","WHO African Region"
"103","Mexico","Yes","Answer not provided","Se aplican las directrices del Articulo 14 del Convenio Marco para el Control del Tabaco de la OMS. consejería breve","WHO Region of the Americas"
"104","Micronesia (Federated States of)","No","No","Answer not provided","WHO Western Pacific Region"
"105","Mongolia","Yes","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Yes","Yes","Answer not provided","WHO European Region"
"107","Myanmar","Yes","No","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","No","Report not provided","WHO Western Pacific Region"
"110","Nepal","Yes","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","No","No","Answer not provided","WHO European Region"
"112","New Zealand","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Yes","Yes","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Yes","Yes","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Yes","Yes","Answer not provided","WHO European Region"
"118","Oman","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"121","Panama","Yes","Yes","En atención a las preguntas de las Guía indicamos que las Directrices del Artículo 14 se han aplicado en los siguientes términos:.
Se ha realizado un análisis de la situación nacional respecto del abandono del tabaco y el tratamiento de la dependencia.
Las clínicas de cesación se iniciaron en el 2010 contándose al momento con 36 en funcionamiento.
En estos momentos se está en proceso de realizar una evaluación de la situación nacional sobre el abandono del tabaco y una revisión de la normativa de las clínicas. 
Se mantiene un sistema de información actualizada y de fácil acceso acerca de los servicios disponibles para fomentar el abandono del tabaco.
Se cuenta con un equipo nacional ubicado en el Programa Nacional de Salud Mental del MINSA. Este equipo lleva registros acerca de los servicios. sin embargo la información no está sistematizada. 
Se ha elaborado y aplicado una estrategia nacional para el abandono del tabaco.
Si se cuenta con una estrategia nacional para el abandono del tabaco. El abandono del tabaco es mandato de la legislación nacional y es parte integral del plan quinquenal para el control de tabaco.
En este sentido la Ley 13 de 2008 establece en su artículo 15 que “el Estado diseñará y aplicará programas de promoción del abandono del consumo de tabaco. Para este propósito. adoptará las medidas necesarias a fin de que el sector público de salud facilite el acceso a tratamientos contra la dependencia del tabaco. incluidos productos farmacéuticos. con la finalidad de disminuir la dependencia del tabaco en la Población”.
Por otro lado. el Decreto Ejecutivo 230 de 2008 indica en sus artículos 21 y 22:
Artículo 21. Las instituciones proveedoras de servicios de salud que integran la red de servicios del Ministerio de Salud y la Caja de Seguro Social aplicarán programas de abandono del consumo de tabaco. Para tales efectos. se ejecutaran las siguientes acciones:
a. La Dirección General de Salud Pública diseñará participativamente un Programa Integral de Abandono del Consumo de Tabaco. Dicho programa será presentado a las autoridades competentes. en un término no mayor de tres (3) meses de la entrada en vigencia de este Decreto.
b. La Dirección de Provisión de Servicios de Salud del Ministerio de Salud y la Dirección de Servicios y Prestaciones.
Médicas de la Caja de Seguro Social. adoptarán las medidas necesarias para el funcionamiento óptimo de las clínicas de cesación en instalaciones ambulatorias del primer y segundo nivel de atención en todo el territorio nacional. así como en
entidades especializadas en el manejo de las adicciones. en un término no mayor de seis (6) meses posteriores a la aprobación del Programa Integral de Abandono del Consumo de Tabaco al que se refiere el literal a del presente artículo. Dichas clínicas ofrecerán tratamientos integrales a la población de fumadores que demanden sus servicios.
c. Las unidades docentes correspondientes realizarán los cursos de capacitación y adiestramiento al pe","WHO Region of the Americas"
"122","Papua New Guinea","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"123","Paraguay","Yes","Yes","Answer not provided","WHO Region of the Americas"
"124","Peru","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"126","Poland","No","No","Answer not provided","WHO European Region"
"127","Portugal","Yes","Yes","Some aspects of the guidelines are already met such as the existence of a national coordinating body for guidance of health professional interventions in smoking cessation. The development of a vocational training curriculum does not yet cover all pre- professional and professional schools in the health area. There is a network of medical consultations for intensive smoking cessation care at national level in the National Health Services. These intensive care consultations are payment free for the users.","WHO European Region"
"128","Qatar","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","No","No","Answer not provided","WHO Western Pacific Region"
"130","Republic of Moldova","Yes","Yes","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","Yes","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","No","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Yes","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Answer not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Answer not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Yes","Answer not provided","Answer not provided","WHO African Region"
"142","Serbia","Yes","Yes","Answer not provided","WHO European Region"
"143","Seychelles","Yes","No","Answer not provided","WHO African Region"
"144","Sierra Leone","No","No","Answer not provided","WHO African Region"
"145","Singapore","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Yes","Answer not provided","WHO European Region"
"147","Slovenia","Yes","Yes","Answer not provided","WHO European Region"
"148","Solomon Islands","No","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","No","No","Answer not provided","WHO African Region"
"150","Spain","Yes","Yes","Answer not provided","WHO European Region"
"151","Sri Lanka","Yes","Answer not provided","Report not provided","WHO South-East Asia Region"
"152","Sudan","Yes","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Yes","Yes","Suriname used the Guidelines for implementation of Article 14 of WHO FCTC version 2009 for the drafting of the Surinamese Tobacco Law","WHO Region of the Americas"
"154","Swaziland","Report not provided","Yes","Report not provided","WHO African Region"
"155","Sweden","No","No","Answer not provided","WHO European Region"
