"","Party","2018","2016","2014","Region"
"1","Afghanistan","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"2","Albania","Report not provided","Report not provided","Indicator not used","WHO European Region"
"3","Algeria","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"4","Angola","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"5","Antigua and Barbuda","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"6","Armenia","Report not provided","Report not provided","Indicator not used","WHO European Region"
"7","Australia","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"8","Austria","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"9","Azerbaijan","In July, 2017 World Bank Group’s Tobacco Taxation mission visited Azerbaijan and take Policy Dialogue with Government and other relevant organizations. As a result, it was agreed that the Bank team, in collaboration with the Ministries of Finance, Taxes and Health, will prepare a detailed modeling assessment under different policy scenarios to evaluate the likely impact of tobacco tax policy reforms on prices, consumption, and tax revenues over 2018-2021 budgetary period.","Answer not provided","Indicator not used","WHO European Region"
"10","Bahamas","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"11","Bahrain (Kingdom of)","“Guidelines for implementation of Article 6 of the WHO FCTC” were utilized when implementing policies in this area, as we were advocating for applying fees on retail prices and not only AD valorem taxes, this resulted in the implementation of the selective taxation starting 30 December 2017.","“Guidelines for implementation of Article 6 of the WHO FCTC” was partially utilized when implementing policies in this area, as we were advocating for applying fees on retail prices and not only AD valorem taxes, however, the taxation system in GCC countries does not allow yet application of retail fees.","Indicator not used","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"13","Barbados","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"14","Belarus","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"15","Belgium","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"17","Benin","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"21","Botswana","Yes, as we have been reviewing our current legislation, we considered it.","Report not provided","Indicator not used","WHO African Region"
"22","Brazil","xxx","xxx","Indicator not used","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"29","Canada","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"30","Cape Verde","2016 - taxe pour limportations 70,5% (DI 50% + TC 0,5 +  ICE 20%)
2017 - taxe pour limportations 80,5% (DI 50% + TC 0,5 + ICE 30%) (+10% en 2017)

     Droit dImportation (DI) = Taxe Spéciale de Consommation (ICE); Taxe Comunitaire (TC)","2016 - taxe pour limportations 70,5% (DI 50% + TC 0,5 +  ICE 20%)
2017 - taxe pour limportations 80,5% (DI 50% + TC 0,5 + ICE 30%) (+10% en 2017)

     Droit dImportation (DI) = Taxe Spéciale de Consommation (ICE); Taxe Comunitaire (TC)","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Indicator not used","WHO African Region"
"32","Chad","Au Tchad, nous utilisons globalement la taxation ad valorem, à  lexception de la seule taxe pour la protection de lEnvironnement (TPE)dont le taux est indexé au paquet de cigarettes ou cigares","Report not provided","Indicator not used","WHO African Region"
"33","Chile","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
