"","Party","2018","2016","2014","Region"
"1","Afghanistan","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"2","Albania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"3","Algeria","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"4","Angola","No","No","Report not provided","WHO African Region"
"5","Antigua and Barbuda","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"6","Armenia","Report not provided","Report not provided","Answer not provided","WHO European Region"
"7","Australia","Yes","Yes","The regulation impact statement will take into account the guidelines for implementation of Articles 9 and 10 of the WHO FCTC.","WHO Western Pacific Region"
"8","Austria","Yes","Yes","Answer not provided","WHO European Region"
"9","Azerbaijan","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"10","Bahamas","Report not provided","No","Answer not provided","WHO Region of the Americas"
"11","Bahrain (Kingdom of)","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","No","No","Answer not provided","WHO Region of the Americas"
"14","Belarus","Yes","Yes","Answer not provided","WHO European Region"
"15","Belgium","No","Answer not provided","Answer not provided","WHO European Region"
"16","Belize","Report not provided","No","Answer not provided","WHO Region of the Americas"
"17","Benin","Yes","Yes","Answer not provided","WHO African Region"
"18","Bhutan","Yes","No","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Yes","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Yes","Yes","Answer not provided","WHO European Region"
"21","Botswana","Yes","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Yes","Yes","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Yes","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Yes","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","No","No","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","Yes","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","No","No","Answer not provided","WHO African Region"
"29","Canada","No","No","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","No","Report not provided","Report not provided","WHO African Region"
"33","Chile","Yes","Yes","No se han desarrollado acciones específicas en esta materia aunque se ha reforzado el uso de las directrices.","WHO Region of the Americas"
"34","China","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Yes","Yes","Answer not provided","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","No","Answer not provided","WHO African Region"
"38","Cook Islands","Yes","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Yes","Yes","Ley 9028 y sus reglamentos","WHO Region of the Americas"
"40","Côte d'Ivoire","Yes","No","Answer not provided","WHO African Region"
"41","Croatia","Yes","Yes","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Yes","Answer not provided","WHO European Region"
"43","Czech Republic","Yes","Yes","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","No","No","Report not provided","WHO African Region"
"46","Denmark","No","No","Answer not provided","WHO European Region"
"47","Djibouti","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Yes","Yes","Answer not provided","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","No","No","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","No","No","Report not provided","WHO African Region"
"53","Estonia","Yes","Yes","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Yes","Yes","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Yes","Yes","Answer not provided","WHO European Region"
"58","France","No","No","Answer not provided","WHO European Region"
"59","Gabon","No","No","Answer not provided","WHO African Region"
"60","Gambia","No","No","Answer not provided","WHO African Region"
"61","Georgia","Yes","Yes","Answer not provided","WHO European Region"
"62","Germany","Yes","Yes","Answer not provided","WHO European Region"
"63","Ghana","Yes","Yes","Answer not provided","WHO African Region"
"64","Greece","Report not provided","No","Answer not provided","WHO European Region"
"65","Grenada","No","No","Answer not provided","WHO Region of the Americas"
"66","Guatemala","No","No","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","No","Report not provided","WHO African Region"
"68","Guinea-Bissau","No","No","Report not provided","WHO African Region"
"69","Guyana","Yes","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Yes","Yes","Cada seis meses las empresas productoras o importadoras de productos de tabaco están obligadas a solicitar a la Dirección General del Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA las nuevas imágenes o pictogramas y los mensajes de advertencia. y además están obligadas a imprimir los contenidos de nicotina. alquitrán y monóxido de carbono en la parte lateral de cada cajetilla de cigarrillos y otros productos de tabaco a comercializar en Honduras.","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Yes","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Yes","Yes","The information required by the National Headquarters on Tobacco Control (HQ) has not been updated in accordance with the guidelines for implementation of Articles 9 and 10","WHO Eastern Mediterranean Region"
"75","Iraq","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Yes","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Yes","Yes","Answer not provided","WHO European Region"
"79","Jamaica","Yes","Yes","Answer not provided","WHO Region of the Americas"
"80","Japan","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Yes","Yes","Answer not provided","WHO African Region"
"84","Kiribati","No","No","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Yes","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Yes","No","Answer not provided","WHO European Region"
"89","Lebanon","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","No","No","Report not provided","WHO African Region"
"92","Libya","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Yes","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Yes","Yes","Answer not provided","WHO European Region"
"95","Madagascar","No","No","Answer not provided","WHO African Region"
"96","Malaysia","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"97","Maldives","Yes","Yes","Answer not provided","WHO South-East Asia Region"
"98","Mali","Yes","Yes","Answer not provided","WHO African Region"
"99","Malta","Yes","Yes","Answer not provided","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","No","No","Answer not provided","WHO African Region"
"102","Mauritius","No","No","Answer not provided","WHO African Region"
"103","Mexico","No","No","Ley General para el Control del Tabaco:
http://www.cofepris.gob.mx/MJ/Paginas/Leyes.aspx 
Reglamento de la Ley General para el Control del Tabaco:
http://www.cofepris.gob.mx/MJ/Paginas/Reglamentos.aspx","WHO Region of the Americas"
"104","Micronesia (Federated States of)","No","No","Answer not provided","WHO Western Pacific Region"
"105","Mongolia","Yes","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Yes","Yes","Answer not provided","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
