"","Party","2018","2016","2014","Region"
"1","Afghanistan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"2","Albania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"3","Algeria","Report not provided","Answer not provided","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","WHO African Region"
"4","Angola","Report not provided","Answer not provided","Report not provided","WHO African Region"
"5","Antigua and Barbuda","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"6","Armenia","Report not provided","Report not provided","Answer not provided","WHO European Region"
"7","Australia","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"8","Austria","Report not provided","Answer not provided","The publication of an updated list of laws and regulations on tobacco control and information about the enforcement of laws on tobacco control as well as pertinent jurisprudence on the website of the the federal ministry of health is available.","WHO European Region"
"9","Azerbaijan","Report not provided","Azerbaijan Global Youth Tobacco Survey (GYTS) – 2011 was conducted by support of the WHO/CDC. A total of 2,047 students participated in the Azerbaijan GYTS of which 2,018 were ages 13 to 15 years. The overall response rate of all students surveyed was 73.2%. In 2015-2016 will be conducted second GYTS. 
In 2011, Azerbaijan implemented National Survey on Risk Factors for Chronic Noncommunicable Diseases (STEPS metodology). The sampling frame was all population of Azerbaijan aged 18 years and above with the sample size of 2400.","Azerbaijan Global Youth Tobacco Survey (GYTS) – 2011 was conducted by support of the WHO/CDC. It was a school-based survey of students in grades 8 through 10. A two-stage cluster sample design was used to produce representative data for Azerbaijan. At the first stage schools were selected with probability proportional to enrollment size. At the second stage classes were randomly selected and all students in selected classes were eligible to participate. A total of 2 047 students participated in the Azerbaijan GYTS of which 2 018 were ages 13 to 15 years. The overall response rate of all students surveyed was 73.2%.
In 2011 Azerbaijan implemented National Survey on Risk Factors for Chronic Noncommunicable Diseases (STEPS metodology). The sampling frame was all population of Azerbaijan aged 18 years and above with the sample size of 2400.","WHO European Region"
"10","Bahamas","Report not provided","Website: Bahamas Laws Online (laws.bahamas.gov.bs)","Answer not provided","WHO Region of the Americas"
"11","Bahrain (Kingdom of)","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","Report not provided","Answer not provided","The data collection and data entry for GYTS 2013 was recently completed. A representative from the Ministry of Health will be attending the global data analysis meeting in Tunisia in May following this the national report will be finalised.","WHO Region of the Americas"
"14","Belarus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"15","Belgium","Report not provided","Lenquête sur les coûts sociaux est un progrès.","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Report not provided","Answer not provided","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","WHO African Region"
"18","Bhutan","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Report not provided","Answer not provided","3.4.3.1: Covered mainly through health statistical system and periodical surveys performed by PHI","WHO European Region"
"21","Botswana","Report not provided","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Report not provided","Answer not provided","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Report not provided","Answer not provided","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","WHO African Region"
"29","Canada","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","Report not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Report not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"34","China","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"36","Comoros","Report not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","WHO African Region"
"38","Cook Islands","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Report not provided","Sistema Nacional de Información Jurídica SINALEVI puede consultar la información normativa y jurisprudencial en forma integrada. Contiene la legislación promulgada desde el año 1821 (leyes, decretos ejecutivos, convenios internacionales, reglamentos y demás normas de aplicación general). Asimismo, la jurisprudencia de Tribunales, Salas de Casación y Sala Constitucional de la Corte Suprema de Justicia; la jurisprudencia administrativa de la Procuraduría General de la República y del Ministerio de Hacienda.","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","Report not provided","Answer not provided","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","WHO African Region"
"41","Croatia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Report not provided","Answer not provided","There is ongoing research related to use of tobacco among pregnant women (Clinic of Addictology of 1st Faculty of Medicine and General Teaching Hospital Charles University Prague)","WHO European Region"
"44","Democratic People's Republic of Korea","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Report not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"50","Egypt","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
