"","Party","2018","2016","2014","Region"
"1","Afghanistan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"2","Albania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"3","Algeria","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"4","Angola","Report not provided","Answer not provided","Report not provided","WHO African Region"
"5","Antigua and Barbuda","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"6","Armenia","Report not provided","Report not provided","Answer not provided","WHO European Region"
"7","Australia","Report not provided","Answer not provided","The Tobacco Advertising Prohibition Act 1992 attracts a criminal liability for offences under this legislation.
The Tobacco Plain Packaging Act 2011 has criminal. civil and strict liability offences.","WHO Western Pacific Region"
"8","Austria","Report not provided","For questions regarding civil liability the general provisions and principles for compensation of damages established under Austrian law/jurisdiction apply; those provisions/principles, however, require the proof of an unlawful action committed by the defendant.

Violations of the advertising/sponsoring ban, sale of tobacco products that do not comply with the requirements set in the Austrian Tobacco Act (concerning packaging and labelling, max. tar/nicotine/carbonmonoxide contents, etc.),
violations of the smoking bans for public indoor places and hospitality venues and of the obligation to report tobacco products ingredients are fined in the course of administrative proceedings according to the provisions of article 14 of the Austrian Tobacco Act.","For questions regarding civil liability the general provisions and principles for compensation of damages established under Austrian law/jurisdiction apply; those provisions/principles however require the proof of an unlawful action committed by the defendant.
Violations of the advertising/sponsoring ban sale of tobacco products that don''t comply with the requirements set in the Austrian Tobacco act (concerning packaging and labelling max. tar/nicotine/carbonmonoxide contents etc.) violations of the smoking bans for public indoor places and hospitality venues and of the obligation to report tobacco products'' ingredients are fined in the course of administrative proceedings according to the provisions of Para. 14 of the Austrian tobacco act.","WHO European Region"
"9","Azerbaijan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"10","Bahamas","Report not provided","Legislation drafted.","Answer not provided","WHO Region of the Americas"
"11","Bahrain (Kingdom of)","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"14","Belarus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"15","Belgium","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"18","Bhutan","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"21","Botswana","Report not provided","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Report not provided","xxx","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Report not provided","Report not provided","For 3.4.2.1 offences and penalties under the Tobacco Order 2005 can be accessed at this URL: http://www.agc.gov.bn/agc1/images/LAWS/Gazette_PDF/2005/EN/S049.pdf
3.4.2.2 refers to tax imposed on selected items under the Customs Order 2006 and the Excise Order 2006. The list of items includes tobacco and tobacco products. Customs Order 2006 can be accessed through this URL: http://www.agc.gov.bn/agc1/images/LOB/Order/ABC/C/Custom%20Order %202006/Customs%20Order %202006.pdf 
whilst Excise Order can be accessed through this URL: http://www.agc.gov.bn/agc1/images/LOB/Order/DEF/E/Excise%20Order %202006.pdf 
Please note that the change of tobacco tax structure from customs duties to excise duties and the increase of tobacco tax was made through Customs Order (Amendments) 2010 and Excise Order (Amendments) 2010. The copies for these are not available online.","WHO Western Pacific Region"
"24","Bulgaria","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Report not provided","Answer not provided","Il n’existe pas de structure spécifique chargée d’appliquer ou de faire appliquer les sanctions prévues par la loi antitabac. Toutefois à l’instar des autres dispositions du code pénal les juridictions existantes (police gendarmerie justice…) sont chargées de leur application.","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","Report not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Report not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"34","China","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"36","Comoros","Report not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"38","Cook Islands","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Report not provided","Explanatory notes:

to C422: Although there is no specific criminal offence related to tobacco control legislation, there are general offences covering the more serious forms of offensive behaviour. There are criminal offences of Endangering Public Health by Unhealthy Food and other Objects (Section 156) and its negligent form (Section 157), more extreme cases are covered by criminal offences of Public Menace (Section 272) and Negligent Public Menace (Section 273) incorporated into the Criminal Code (Act No. 40/2009 Coll.). 

to C424: One can be awarded damages in case of intentional action contra bonos mores, culpable breach of law or breach of a contract. (Sections 2909 – 2913 of Act No. 89/2012, Civil Code)","Notes:

3.4.2.2:
Although there is no specific criminal offence related to tobacco control legislation there are general offences covering the more serious forms of offensive behaviour. There are criminal offences of Endangering Public Health by Unhealthy Food and other Objects (Section 156) and its negligent form (Section 157) more extreme cases are covered by criminal offences of Public Menace (Section 272) and Negligent Public Menace (Section 273) incorporated into the Criminal Code (Act No. 40/2009 Coll.). 

3.4.2.4:
One can be awarded damages in case of intentional action contra bonos mores culpable breach of law or breach of a contract. (Sections 2909 – 2913 of Act No. 89/2012 Civil Code","WHO European Region"
"44","Democratic People's Republic of Korea","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Report not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
