"","Party","2018","2016","2014","Region"
"1","Afghanistan","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"2","Albania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"3","Algeria","Yes","Yes","Answer not provided","WHO African Region"
"4","Angola","No","No","Report not provided","WHO African Region"
"5","Antigua and Barbuda","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"6","Armenia","Report not provided","Report not provided","Answer not provided","WHO European Region"
"7","Australia","Yes","Yes","The regulation impact statement will take into account the guidelines for implementation of Articles 9 and 10 of the WHO FCTC.","WHO Western Pacific Region"
"8","Austria","Yes","Yes","Answer not provided","WHO European Region"
"9","Azerbaijan","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"10","Bahamas","Report not provided","No","Answer not provided","WHO Region of the Americas"
"11","Bahrain (Kingdom of)","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","Yes","Yes","Answer not provided","WHO South-East Asia Region"
"13","Barbados","No","No","Answer not provided","WHO Region of the Americas"
"14","Belarus","Yes","Yes","Answer not provided","WHO European Region"
"15","Belgium","No","No","Answer not provided","WHO European Region"
"16","Belize","Report not provided","No","Answer not provided","WHO Region of the Americas"
"17","Benin","Yes","Yes","Answer not provided","WHO African Region"
"18","Bhutan","Yes","No","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","No","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Yes","Yes","Answer not provided","WHO European Region"
"21","Botswana","Yes","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Yes","Yes","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Yes","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","Yes","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","No","No","Answer not provided","WHO African Region"
"29","Canada","No","No","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","No","No","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Answer not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Yes","Yes","Las directrices del convenio marco se han utilizado en los antecedentes y redacción de proyectos de regulación de contenidos de productos de tabaco. No se han aprobado a la fecha reglamentos asociados a la prohibición o control de productos.","WHO Region of the Americas"
"34","China","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Yes","Yes","Answer not provided","WHO Region of the Americas"
"36","Comoros","No","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","No","Answer not provided","WHO African Region"
"38","Cook Islands","Yes","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Yes","Yes","Se anexan Ley 9028 y sus reglamentos","WHO Region of the Americas"
"40","Côte d'Ivoire","Yes","No","Answer not provided","WHO African Region"
"41","Croatia","Yes","Yes","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Yes","Answer not provided","WHO European Region"
"43","Czech Republic","Yes","Yes","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","No","No","Report not provided","WHO African Region"
"46","Denmark","No","No","Answer not provided","WHO European Region"
"47","Djibouti","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Yes","Yes","Answer not provided","WHO Region of the Americas"
"50","Egypt","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","No","No","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","No","No","Report not provided","WHO African Region"
"53","Estonia","Yes","Yes","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Yes","Yes","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Yes","Yes","Answer not provided","WHO European Region"
"58","France","No","No","Answer not provided","WHO European Region"
"59","Gabon","No","No","Answer not provided","WHO African Region"
"60","Gambia","No","No","Answer not provided","WHO African Region"
"61","Georgia","Yes","Yes","Answer not provided","WHO European Region"
"62","Germany","Yes","Yes","Answer not provided","WHO European Region"
"63","Ghana","Yes","Yes","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Yes","Answer not provided","WHO European Region"
"65","Grenada","No","No","Answer not provided","WHO Region of the Americas"
"66","Guatemala","No","No","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","No","Report not provided","WHO African Region"
"68","Guinea-Bissau","No","No","Report not provided","WHO African Region"
"69","Guyana","Yes","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Yes","Yes","El Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA está en la mayor disposición de realizar los análisis y medición del contenido de los productos de tabaco. así como. el análisis y medición de las emisiones de los productos de tabaco. por lo que. si la Organización Mundial de la Salud apoyase dicha labor sería un magnífico aporte","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"72","Iceland","Yes","Yes","Answer not provided","WHO European Region"
"73","India","Report not provided","Yes","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Yes","Yes","Article 18 of the Act requires the Iran Tobacco Company to comply with the national standards in production and supply of tobacco products. The Iran Standard and Research Institute (ISRI) developed 57 standards for tobacco products in accordance with the relevant ISO standards and required testing for tar nicotine carbon monoxide alkaloids and nitrate. These tests have been agreed with Iran Tobacco Company. Due to lack of laboratory facilities for the testing of tobacco products in ISRI and the Ministry of Health and Medical Education the testing of tobacco products is carried out either in the laboratory of the Iran Tobacco Company or in a foreign laboratory chosen by the industry. 17 

The Bylaw in its Article 22 mandates the Ministry of Health and Medical Education to provide the necessary facilities and laboratory equipment for the assessment of the materials and compounds contained in and emitted by tobacco products. Due to the current sanctions against I.R. Iran access to sophisticated laboratory equipment causes problems in equipping reference laboratories for the Ministry of Health and Medical Education. 
The Conference of the Parties at its fourth and fifth sessions adopted partial guidelines for the implementation of Articles 9 and 10 of the Convention which Parties can use to develop their own regulations and standards. 
According to the needs assessment of the FCTC some gaps identified in implementation of Articles 9 as follow: 
1. The partial guidelines for the implementation of Articles 9 and 10 adopted by the Conference of the Parties have not been used in the development of the national regulations and standards concerning contents emissions and disclosures of tobacco products including the banning of additives as a strong public health measure. 
2. The national standards on tobacco products are limited to the scope of constituents to harmful constituents such as tar nicotine and carbon monoxide. 
3. The competent authority does not have exclusive laboratory facilities for the testing of tobacco products.","WHO Eastern Mediterranean Region"
"75","Iraq","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Yes","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Yes","Yes","Answer not provided","WHO European Region"
"79","Jamaica","Yes","Answer not provided","Answer not provided","WHO Region of the Americas"
"80","Japan","Yes","Yes","Ministry of Health Labour and Welfare sets Technical Committee for Health Risk Assessment of Tobacco.","WHO Western Pacific Region"
"81","Jordan","Yes","Yes","The Jordanian standards for cigarettes have been modified (No. 446/2012) to determine the percentage of CO2 in addition to the development of Standard Tobacco Molasses in which there have been identified additives and the percentage of glycerol which is under the legal action will be issued mid-2014.","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","On November 22 2011 signed by Government Resolution ? 1366 ''On approval of rules for placing a pack of tobacco products tobacco product packaging information on the composition on the levels of tar nicotine and systemic poisons carcinogenic and mutagenic substances and health warnings'' demonstration that integrates three carcinogenic mutagenic substances and poisons on the pack tobacco packaging in April 2013.","WHO European Region"
"83","Kenya","Yes","Yes","The guidelines have been used to draft legislation. The Tobacco industry keeps referring to the guidelines as not being legally binding","WHO African Region"
"84","Kiribati","No","No","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Yes","Answer not provided","WHO European Region"
