"Article 13","Centroid Distance","General Trade","Tobacco Trade","GLOBALink Referrals","GLOBALink co-subscription"
"Lagged Exposure (rho)","0.67 **","0.03 ","-0.02 ","0.02 ","0.10 **"
"","(0.30)","(0.10)","(0.07)","(0.04)","(0.04)"
"Lagged Y (Number of Items)","0.53 ***","0.53 ***","0.53 ***","0.53 ***","0.52 ***"
"","(0.04)","(0.04)","(0.04)","(0.04)","(0.04)"
"Americas","-1.48 ","-2.41 **","-2.46 **","-2.42 **","-2.70 ***"
"","(1.06)","(0.99)","(0.99)","(0.99)","(0.99)"
"African","-1.26 ","-1.67 *","-1.73 *","-1.71 *","-1.91 *"
"","(1.01)","(1.00)","(1.01)","(1.00)","(1.00)"
"European","-1.55 ","-1.42 ","-1.45 ","-1.46 ","-1.89 *"
"","(0.99)","(1.00)","(1.00)","(1.00)","(1.01)"
"South-East Asia","-0.19 ","-0.01 ","-0.02 ","-0.04 ","-0.17 "
"","(1.03)","(1.03)","(1.04)","(1.04)","(1.03)"
"Western Pacific","-0.06 ","-0.24 ","-0.24 ","-0.26 ","-0.53 "
"","(0.99)","(0.99)","(0.99)","(1.00)","(1.00)"
"Democracy (POLITY)","-0.18 **","-0.18 **","-0.18 **","-0.19 **","-0.18 **"
"","(0.09)","(0.09)","(0.09)","(0.09)","(0.09)"
"GDP per capita (ppp)","-0.17 ","-0.15 ","-0.13 ","-0.15 ","-0.22 "
"","(0.56)","(0.56)","(0.56)","(0.56)","(0.55)"
"Tobacco Prod. per capita","-0.10 ","-0.11 ","-0.12 ","-0.11 ","-0.08 "
"","(0.08)","(0.08)","(0.08)","(0.08)","(0.08)"
"% Female Smoke","5.80 *","6.47 **","6.50 **","6.40 **","6.29 **"
"","(3.02)","(3.06)","(3.06)","(3.07)","(3.04)"
"% Male Smoke","-2.32 ","-2.57 ","-2.62 ","-2.53 ","-2.17 "
"","(1.95)","(1.95)","(1.94)","(1.96)","(1.94)"
"Women's Labor","0.02 ","0.02 ","0.02 ","0.02 ","0.03 "
"","(0.03)","(0.03)","(0.03)","(0.03)","(0.03)"
"PolShift","0.14 ","0.16 ","0.15 ","0.16 ","0.14 "
"","(0.49)","(0.50)","(0.50)","(0.50)","(0.49)"
"Bloomberg FCTC #","-0.02 ","0.01 ","0.01 ","0.01 ","-0.02 "
"","(0.40)","(0.40)","(0.40)","(0.40)","(0.40)"
"Government Ownership","-0.20 ","0.01 ","0.02 ","-0.02 ","-0.17 "
"","(0.59)","(0.58)","(0.58)","(0.59)","(0.58)"
"Health Exp. per capita (ppp)","0.05 ","0.09 ","0.08 ","0.09 ","0.15 "
"","(0.42)","(0.42)","(0.42)","(0.42)","(0.41)"
"Years since Ratif.","-0.05 ","-0.04 ","-0.04 ","-0.04 ","-0.08 "
"","(0.10)","(0.11)","(0.11)","(0.11)","(0.11)"
"Year 2014","-1.95 ***","-0.33 ","-0.70 ","-0.58 ","-0.68 *"
"","(0.74)","(0.85)","(0.59)","(0.41)","(0.41)"
"Year 2016","-2.96 ***","-1.41 ***","-1.32 ***","-1.38 ***","-1.38 ***"
"","(0.83)","(0.46)","(0.45)","(0.43)","(0.42)"
"N","478","478","478","478","478"
Standard Errors in parenthesis. Signif. codes: 0.01: '***' 0.05: '**' 0.10 '*'
"Note: This specification includes Bloomberg FCTC count, Political Shifts, and a lagged number of items implemented. "
