"Article 8","Centroid Distance","General Trade","Tobacco Trade","GLOBALink Referrals","GLOBALink co-subscription"
"Lagged Exposure (rho)","1.11 ***","0.19 *","0.09 ","0.07 **","0.06 *"
"","(0.26)","(0.10)","(0.07)","(0.03)","(0.03)"
"Lagged Y (Number of Items)","0.42 ***","0.42 ***","0.42 ***","0.41 ***","0.42 ***"
"","(0.04)","(0.04)","(0.04)","(0.04)","(0.04)"
"Americas","-0.19 ","-0.58 ","-0.55 ","-0.57 ","-0.61 *"
"","(0.36)","(0.35)","(0.36)","(0.35)","(0.36)"
"African","-0.57 ","-0.74 **","-0.76 **","-0.82 **","-0.87 **"
"","(0.36)","(0.36)","(0.37)","(0.36)","(0.36)"
"European","-0.72 **","-0.59 ","-0.59 ","-0.71 *","-0.70 *"
"","(0.36)","(0.37)","(0.37)","(0.37)","(0.37)"
"South-East Asia","-0.16 ","-0.03 ","0.02 ","-0.10 ","-0.06 "
"","(0.37)","(0.38)","(0.38)","(0.38)","(0.38)"
"Western Pacific","0.01 ","0.10 ","0.08 ","0.05 ","0.06 "
"","(0.36)","(0.36)","(0.37)","(0.36)","(0.36)"
"Democracy (POLITY)","0.00 ","-0.00 ","-0.00 ","-0.01 ","-0.00 "
"","(0.03)","(0.03)","(0.03)","(0.03)","(0.03)"
"GDP per capita (ppp)","0.04 ","0.06 ","0.06 ","0.04 ","0.04 "
"","(0.19)","(0.20)","(0.20)","(0.19)","(0.19)"
"Tobacco Prod. per capita","-0.07 ***","-0.08 ***","-0.08 ***","-0.08 ***","-0.08 ***"
"","(0.03)","(0.03)","(0.03)","(0.03)","(0.03)"
"% Female Smoke","2.31 **","2.45 **","2.59 **","2.68 **","2.47 **"
"","(1.00)","(1.05)","(1.06)","(1.06)","(1.05)"
"% Male Smoke","-0.17 ","-0.18 ","-0.27 ","-0.12 ","-0.14 "
"","(0.62)","(0.64)","(0.64)","(0.64)","(0.64)"
"Women's Labor","-0.00 ","-0.00 ","-0.00 ","-0.00 ","-0.00 "
"","(0.01)","(0.01)","(0.01)","(0.01)","(0.01)"
"PolShift","-0.05 ","-0.05 ","-0.05 ","-0.06 ","-0.05 "
"","(0.17)","(0.18)","(0.18)","(0.18)","(0.18)"
"Bloomberg FCTC #","0.16 ","0.17 ","0.17 ","0.17 ","0.15 "
"","(0.14)","(0.15)","(0.15)","(0.15)","(0.15)"
"Government Ownership","-0.19 ","-0.14 ","-0.12 ","-0.22 ","-0.17 "
"","(0.21)","(0.21)","(0.21)","(0.21)","(0.21)"
"Health Exp. per capita (ppp)","-0.06 ","-0.03 ","-0.04 ","-0.03 ","-0.03 "
"","(0.14)","(0.14)","(0.14)","(0.14)","(0.14)"
"Years since Ratif.","-0.08 **","-0.07 *","-0.07 *","-0.08 **","-0.08 **"
"","(0.04)","(0.04)","(0.04)","(0.04)","(0.04)"
"Year 2014","-3.19 ***","-0.17 ","-0.33 ","-0.56 ***","-0.56 ***"
"","(0.66)","(0.23)","(0.21)","(0.18)","(0.19)"
"Year 2016","-3.46 ***","-1.22 ***","-0.90 ***","-0.75 ***","-0.75 ***"
"","(0.69)","(0.37)","(0.30)","(0.23)","(0.23)"
"N","478","478","478","478","478"
Standard Errors in parenthesis. Signif. codes: 0.01: '***' 0.05: '**' 0.10 '*'
"Note: This specification includes Bloomberg FCTC count, Political Shifts, and a lagged number of items implemented. "
