"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","No","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Yes","Yes","Answer/report not provided"
"4","Antigua and Barbuda","Yes","Yes","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"6","Australia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"7","Austria","Yes","No","Answer/report not provided"
"8","Azerbaijan","No","Yes","Yes"
"9","Bahamas","Yes","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Yes","Answer/report not provided"
"11","Bangladesh","Yes","Yes","Yes"
"12","Barbados","Yes","Yes","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Yes","Yes","Yes"
"15","Belize","Yes","Answer/report not provided","Answer/report not provided"
"16","Benin","Yes","No","No"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Yes","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Yes","Answer/report not provided"
"20","Botswana","Answer/report not provided","Yes","Answer/report not provided"
"21","Brazil","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Yes","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","Answer/report not provided","Yes","Answer/report not provided"
"25","Burundi","Answer/report not provided","Yes","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Yes","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","No","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","Answer/report not provided","Yes","Yes"
"33","Colombia","Yes","Yes","Answer/report not provided"
"34","Comoros","Answer/report not provided","Yes","Answer/report not provided"
"35","Congo","Yes","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"37","Costa Rica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"39","Croatia","Yes","Yes","Answer/report not provided"
"40","Cyprus","Answer/report not provided","No","No"
"41","Czech Republic","Yes","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Yes","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Yes","Yes","Yes"
"45","Djibouti","No","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","No","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Yes","Yes","Yes"
"51","Fiji","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"52","Finland","Yes","Yes","Yes"
"53","France","Yes","Yes","Yes"
"54","Gabon","No","No","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","Answer/report not provided","Yes","Answer/report not provided"
"57","Germany","No","Answer/report not provided","Answer/report not provided"
"58","Ghana","Yes","Yes","No"
"59","Greece","Yes","Yes","Answer/report not provided"
"60","Grenada","Yes","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Yes","Yes","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","No","Answer/report not provided","Answer/report not provided"
"64","Hungary","Yes","Yes","Yes"
"65","Iceland","Yes","Yes","Answer/report not provided"
"66","India","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"67","Iran (Islamic Republic of)","Yes","Answer/report not provided","Answer/report not provided"
"68","Iraq","Answer/report not provided","No","Answer/report not provided"
"69","Ireland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","Answer/report not provided","Yes","Answer/report not provided"
"72","Jamaica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"74","Jordan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"75","Kazakhstan","Yes","Yes","Answer/report not provided"
"76","Kenya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"77","Kiribati","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","Answer/report not provided","No","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"82","Lebanon","Answer/report not provided","Yes","Yes"
"83","Lesotho","Yes","Yes","Yes"
"84","Libyan Arab Jamahiriya","Yes","Yes","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"86","Luxembourg","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"87","Madagascar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"88","Malaysia","Yes","Yes","Yes"
"89","Maldives","Yes","Answer/report not provided","Answer/report not provided"
"90","Mali","No","Yes","Answer/report not provided"
"91","Malta","Yes","Yes","Yes"
"92","Marshall Islands","Yes","Answer/report not provided","No"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"95","Mexico","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"96","Micronesia (Federated States of)","Yes","No","Yes"
"97","Mongolia","Answer/report not provided","Yes","Yes"
"98","Montenegro","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"99","Myanmar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","Yes","Yes"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
