"","Party","2014","2012","2010"
"1","Afghanistan","No","Yes","Answer/report not provided"
"2","Albania","Yes","Yes","Answer/report not provided"
"3","Algeria","Yes","Yes","Yes"
"4","Antigua and Barbuda","No","No","Answer/report not provided"
"5","Armenia","Yes","Yes","Yes"
"6","Australia","No","No","No"
"7","Austria","No","No","Answer/report not provided"
"8","Azerbaijan","Yes","Yes","Yes"
"9","Bahamas","Yes","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","No","No","Answer/report not provided"
"11","Bangladesh","Yes","Yes","Yes"
"12","Barbados","No","No","Answer/report not provided"
"13","Belarus","No","No","No"
"14","Belgium","Yes","Yes","Yes"
"15","Belize","No","Answer/report not provided","Answer/report not provided"
"16","Benin","Yes","Yes","Yes"
"17","Bhutan","No","No","No"
"18","Bolivia","Answer/report not provided","Yes","Answer/report not provided"
"19","Bosnia and Herzegovina","No","Yes","Answer/report not provided"
"20","Botswana","Answer/report not provided","No","Answer/report not provided"
"21","Brazil","Yes","Yes","Yes"
"22","Brunei Darussalam","No","No","Answer/report not provided"
"23","Bulgaria","Yes","Yes","Yes"
"24","Burkina Faso","Yes","No","Answer/report not provided"
"25","Burundi","Answer/report not provided","Yes","Answer/report not provided"
"26","Cambodia","No","No","No"
"27","Cameroon","Yes","Answer/report not provided","Answer/report not provided"
"28","Canada","Yes","Yes","Yes"
"29","Central African Republic","Answer/report not provided","Yes","Answer/report not provided"
"30","Chad","Answer/report not provided","Yes","Answer/report not provided"
"31","Chile","Yes","Yes","Answer/report not provided"
"32","China","Yes","Yes","Yes"
"33","Colombia","Yes","Yes","Answer/report not provided"
"34","Comoros","Answer/report not provided","No","Yes"
"35","Congo","No","No","Answer/report not provided"
"36","Cook Islands","No","No","No"
"37","Costa Rica","Yes","Yes","Answer/report not provided"
"38","Côte d'Ivoire","Yes","Yes","Answer/report not provided"
"39","Croatia","Yes","Answer/report not provided","Answer/report not provided"
"40","Cyprus","No","No","No"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","No","No","No"
"45","Djibouti","No","No","Answer/report not provided"
"46","Ecuador","Yes","Yes","Answer/report not provided"
"47","Egypt","No","No","No"
"48","El Salvador","No","Answer/report not provided","Answer/report not provided"
"49","Estonia","No","No","Answer/report not provided"
"50","European Union","Yes","Yes","Answer/report not provided"
"51","Fiji","Yes","Yes","Answer/report not provided"
"52","Finland","No","No","No"
"53","France","Yes","Yes","Yes"
"54","Gabon","Yes","Yes","Answer/report not provided"
"55","Gambia","No","No","Answer/report not provided"
"56","Georgia","Yes","Yes","Answer/report not provided"
"57","Germany","Yes","Yes","Yes"
"58","Ghana","Yes","Yes","Yes"
"59","Greece","Yes","Yes","Answer/report not provided"
"60","Grenada","No","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Yes","Yes","Answer/report not provided"
"62","Guyana","Answer/report not provided","No","No"
"63","Honduras","Yes","Yes","Yes"
"64","Hungary","Yes","Yes","Yes"
"65","Iceland","No","No","Answer/report not provided"
