"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Larticle 61 de la loi de 1985 exige que les structures sanitaires et le personnel sanitaire organisent avec le concours et lassistance des autorités et organismes publics des campagnes et des actions de prévention contre les maladies non transmissibles et les fléaux sociaux.","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Such components are envisaged in the new state program for 2010-2015."
"6","Australia","Answer/report not provided","Answer/report not provided","This section is administered by sub-jurisdictions."
"7","Austria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"8","Azerbaijan","Every year the Public Health and Reforms Center MoH leads the World No Tobacco Day activities at the national level directed to the general population especially youth media professionals decision-makers.","A web-platform for the Tobacco Control Network was developed administered and maintained (www.tobaccocontrol.az).","A web-platform for the Tobacco Control Network was developed administered and maintained (www.tobaccocontrol.az)."
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Answer/report not provided","Primary prevention programmes make use of evidence- based strategies and professionally developed materials. (e.g. smoke free classes based on a European programme: http://www.smokefreeclass.info). In a typical year about 2.000 classes take part in this competition with about 32.000 pupils participating. In addition schools are supported in the development of a comprehensive no smoking policy for their institution. This policy covers not only primary prevention activities but also smoke cessation and coherent rules.","Primary prevention programmes make use of evidence- based strategies and professionally developed materials. (e.g. smoke free classes based on a European programme: http://www.smokefreeclass.info). In a typical year about 2.000 classes take part in this competition with about 32.000 pupils participating. In addition schools are supported in the development of a comprehensive no smoking policy for their institution. This policy covers not only primary prevention activities but also smoke cessation and coherent rules."
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","World No Tobacco Day is commerated every year","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Amendments should be considered for future reporting instruments that would better capture sub national reporting data."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","La nueva ley de tabaco establece además que existirá un Plan Nacional de Educación Escolar. Este plan se está trabajando con el Ministerio de Educación y será entregado a los Seremi de Educación durante Marzo del 2014.","Answer/report not provided","Answer/report not provided"
"32","China","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Answer/report not provided","le Réseau des ONG Congolaises de lutte antitabac (ROCAT) qui a été mis en place travaille dans ce domaine","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"37","Costa Rica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","cet aspectde la problématique du tabagisme sera pris en compte par une prochaine loi nationale antitabac qui sera proposée aux députés dans les prochaines semaines","Answer/report not provided"
"39","Croatia","In relation to the question 3.2.6.6. some education training and public awareness programmes are not fully guided by pre-testing monitoring and evaluation although all of them are guided by research. 
In school year 2013/2014 Ministry of science education and sport has introduced comprehensive health education curriculum in all primary schools. Issues of health risk of tobacco use have been incorporated in this curriculum as well.","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Chapitre VIII de la Loi 2008 traite de questions concernant léducation de communication et de sensibilisation du public.","Answer/report not provided"
"46","Ecuador","En el Plan estratégico del Comité Interinstitucional de Lucha Antitabáquica 2014 – 2017 consta como una estrategia importante la Prevención Primaria en todos los niveles de educación: primario. secundario y superior. así como en la comunidad. el plan tiene objetivos. metas. responsables y el presupuesto correspondiente estimado.","Answer/report not provided","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","The EU Health Program has funded a project on ''Smoking in Movies'' see:
 http://ec.europa.eu/health-eu/news/2012/1/news_20120629_smoking_en.htm","The EU Health Program has funded a project on Smoking in Movies see:
 http://ec.europa.eu/health-eu/news/2012/1/news_20120629_smoking_en.htm","As for the structure of the campaign Help brought together several different communities: 
Communication agencies established international youth organisations techncial experts who provided scientific and academic backing. 
The campaign aimed to empower young people to take control of their health and lifestyles instead of simply being objects in the eyes of the media. The campaign was fully developed with the help and advice of the target group: both individuals and youth organisations."
"51","Fiji","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"53","France","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"57","Germany","More information on the campaign for adult people can be found under www.rauchfrei-info.de. 
Information on the youth campaign can be found under http://www.rauch-frei.info.","More information on the campaign for adult people can be found under www.rauchfrei-info.de 
Information on the youth campaign can be found under http://www.rauch-frei.info.","Answer/report not provided"
"58","Ghana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","El Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA en cumplimiento del Artículo 12 del CMCT y en base a lo estipulado en la Ley Especial para el Control del Tabaco LECT. ha desarrollado campañas de concientización del público a nivel nacional con el objeto de socializar la referida legislación con el objeto de lograr una mayor aplicación de la misma.","Actualeme se esta desarrollando acciones que se lograra a traves de cuadernillos para el area pre- basica y los maestros que pertenecen a esta area asi como al nivel medio de educacion.","Actualeme se esta desarrollando acciones que se lograra a traves de cuadernillos para el area pre- basica y los maestros que pertenecen a esta area asi como al nivel medio de educacion."
"64","Hungary","Answer/report not provided","Answer/report not provided","In Hungary most of the smoking prevention programs for the youth have been operating successfully for years. On the other hand their effectiveness isnt proved by scientific impact assessment.
Owing to this deficiency the impact assessment researches of two promising smoking prevention educational programs were realised recently with the support of the WHO European Regional Office (as part of the WHO Biennial Collaborative Agreement).
The first one is the Smoking Prevention Program in Kindergartens of the National Institute for Health Development. The activity is a curiosity in our country and all around the world because it is available throughout the country free of charge it is systematic and also because the kindergarteners are the target group of the program. According to the results of the Global Youth Tobacco Survey 2008 the smoking prevention programs should be started under school age. This smoking prevention program is used in more than 1600 kindergartens which is more than 40% of the Hungarian kindergartens. In the last year the program reached 12000 children and at least twice as many adults. The results of the impact assessment showed that the program changed the behaviour and attitudes of the children towards smoking and raised their knowledge regarding the harmful health effects of smoking.
The second one is the impact assessment of the Peer Education Program against Smoking in Schools of the Semmelweis University. The research showed that the prevalence of smoking among the youth decreased four months after finising the program.
English and Hungarian review studies were realised with the main results of the impact assessment researches thus the methodology of these effective smoking prevention educational programs became available for the public."
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"66","India","Generating earned media has been a very important strategy of the programme. as on the eve of the airing of all the new spots a media release is organised in the premises of the Ministry of Health & family Welfare.      Under the Rules to regulate depiction of tobacco or their use in films & TV Programmes two spots of 30 second duration are aired. These spots are also rotated are regular interval to prevent over exposure. 
Ministry of Health & Family Welfare organized South East Asia Regional Conference on implementation of the WHO Framework Convention on Tobacco Control (FCTC) during 23-26 July. 2013 at New Delhi. This conference was attended by all the 11 countries in the South East Asia Region. The main objective of the meeting was to discuss and promote implementation of the Convention in the region and to promote the signature and ratification of the Protocol to eliminate Illicit Trade in Tobacco Products adopted by the fifth session of the Conference of the Parties in November 2012.
The Ministry of Health & Family Welfare co-hosted ''The International Conference on Public Health Priorities in the 21st Century: The Endgame for Tobacco'' in New Delhi from September 10-12. 2013. The conference provided an opportunity for experts to deliberate. discuss. debate and agree on an endgame vision. definition and endgame strategies","Generating earned media has been a very important strategy of the programme as on the eve of the airing of all the new spots a media release is organised in the premises of the Ministry of Health & Family Welfare.","The messages are also focussed on information related to provisions under the law."
"67","Iran (Islamic Republic of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"68","Iraq","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"69","Ireland","Answer/report not provided","Training and awareness programmes are included as part of the training both the educational and health sector as this is Government policy.","Training and awareness programmes are included as part of the training both the educational and health sector as this is Government policy."
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"72","Jamaica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"74","Jordan","Printing of educational materials such as: guide the teenagers to Madras instruction manual of field liaison officers to combat smoking printed manual for workers in smoking cessation clinics and print educational guide for schools and universities to win the support and guide decision-makers and the activities of taxation of tobacco.","Information materials targeting adolescents was printed and a training was held for a group of students and teachers from schools. Instruction manual was produced for field liaison officers working in tobacco control and another to workers in the cessation clinics. 
Educational materials concerning tobacco-related damages were printed for schools universities and decision makers and also the public to prevent passive smoking. A publication was printed on the WHO Framework Convention for Tobacco Control.","Been prepared and printed guide adolescents about tobacco use control smoking in cooperation with UNICEF has been training a group of students and teachers in some schools on the evidence."
"75","Kazakhstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"76","Kenya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"77","Kiribati","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"82","Lebanon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Under 3.2.6.2 the question on ethnic groups is not relevant to Libya.","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Some of the brochures leeflets can be found in the Website of the State Mental Health Centre www.vpsc.lt"
"86","Luxembourg","Answer/report not provided","Answer/report not provided","Integration dun module autour du tabac dans le parcours interactif de prévention des toxicomanies(EXTRATOUR-Sucht Letzebuerg) sadressant aux élèves de lenseignement secondaire."
"87","Madagascar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
