"","Party","2014","2012","2010"
"1","Afghanistan","So far there is no practical activities are practiced but as soon as the law approved it will immediately started.","no progress","Answer/report not provided"
"2","Albania","Answer/report not provided","In 2010 Albania MOH of Albania developed the first national smoking
cessation guidelines for all health care professionals and especially for
primary health care professionals.","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","Le traitement de la dépendance disponible depuis 2009"
"4","Antigua and Barbuda","Answer/report not provided","This Article of the FCTC is embodied in our draft legislation of which we are currently awaiting legal processing","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","In 2009 Armenia MOH of Armenia developed the first national smoking cessation guidelines for all health care professionals and especially for primary health care professionals."
"6","Australia","In addition to the extensive education. communication. training and public awareness measures detailed at section 3.2.6 above. the Australian Government promotes cessation of tobacco use and treatment for tobacco dependence through support for Quitline services and subsidies for nicotine replacement products. These initiatives are part of a balanced package of measures which in the long term will contribute to efforts to reduce smoking rates in Australia. 
The Australian Government has provided funding to support Quitline services. which provide information and advice or counselling for people who want to quit smoking. The Quitlines are the responsibility of the state and territory governments. Quitlines offer a free call-back service. expert help in planning a quit attempt and advice on the use of nicotine replacement products. Quitline services are available in English and other languages. A ''Quit book'' can be mailed to callers with information and advice or callers can speak to someone with information on the best ways to quit. coping with withdrawal symptoms. guidance on quit courses and details of local organisations which provide individual support and counselling. 
The Australian Government also provides financial support to help people quit smoking by the listing of nicotine replacement therapies on the Pharmaceutical Benefits Scheme (PBS). which provides access for lower-income Australians and people with a prescription from the GP. and extended listings for the smoking cessation support drugs bupropion (available in two brands) and varenicline (Champix®). All of these products are available at a reduced price for eligible patients through the PBS with a prescription from a general practitioner. Please see Annex 1 for additional information regarding cessation support measures in place in the State of New South Wales and Western Australia.","In addition to the extensive education communication training and public awareness measures detailed at section 3.2.6 above the Australian Government promotes cessation of tobacco use and treatment for tobacco dependence through support for Quitline services and subsidies for nicotine replacement products. These initiatives are part of a balanced package of measures which in the long term will contribute to efforts to reduce smoking rates in Australia. 
In 2010 the Australian Government provided funding of AUD $5 million to support Quitline services which provide information and advice or counselling for people who want to quit smoking. The Quitlines are the responsibility of State and Territory governments. Quitlines offer a free call-back service expert help in planning a quit attempt and advice on the use of nicotine replacement products. Quitline services are available in English and other languages. A Quit book can be mailed to callers with information and advice or callers can speak to someone with information on the best ways to quit coping with withdrawal symptoms guidance on quit courses and details of local organisations which provide individual support and counselling. 
The Australian Government also provides financial support to help people quit smoking by subsidising a range of medicines on the Pharmaceutical Benefits Scheme (PBS). These include Zyban (Bupropion) Champix (Varenicline) and nicotine patches (Nicorette Nicabate P and Nicotinell). All of these products are available at a reduced price for eligible patients through the PBS with a prescription from a general practitioner. These subsidies were extended in February 2011 to help to remove cost as a barrier for people who want to quit smoking. 
To be eligible to access nicotine patches through the PBS patients must indicate that they are ready to quit smoking and have entered or are entering a comprehensive support and counselling program that is designed to assist people who wish to quit smoking. Patients can access one 12-week course of the nicotine patches per year. If a patient is unsuccessful in quitting using the nicotine patches they can access the other smoking cessation therapies on the PBS (bupropion and varenicline) during that 12 month period. 
Additional measures are in place to reduce the cost of PBS medicines for eligible Aboriginal and Torres Strait Islander people living with or at risk of chronic disease. The PBS Co-payment Measure which commenced on 1 July 2010 is one of 14 measures in the Australian Governments Indigenous Chronic Disease Package and provides lower or nil patient co-payments for PBS medicines. 
Please see Annex 1 for additional information regarding cessation support measures in place in the State of New South Wales.","See sub-jurisdictions responses as these vary - Attachment A."
"7","Austria","Creation of a quality assured tobacco cessation and tobacco counseling curriculum; training since 2012 (Curriculum zur RaucherInnenentwöhnung und -beratung nach den Standards der österreichischen Sozialversicherung) 
Communication between the regions who provide smoking counselling and smoking cessation programs

Networking between the regions and experts
Continuation of the smoking quit line (As from 1st May 2014 the Austrian quitline will be renaimed from “Rauchertelefon” (“smoking quitline”) into” Rauchfrei Telefon” (“smokefree quitline”) and will be furthermore offered free of charge).
Internet-based offers for smoking cessation www.endlich-aufatmen.at
National dependence concept is being planned by the state (see newspaper article attached) 
Different settings are being targeted (hospitals workplaces schools..","The national quitline Rauchertelefon has extended its services (opening hours possibility of contact via fax etc.) health insurance funds have extended their range of smoking cessation programmes smoking cessation seminars were organized in most federal states by federal competence centres/municipal responsibles for addiction prevention. Pharmacies organize smoking cessation weeks every year with advice on cessation strategies/aid and treatment of nicotine addiction. Specialized courses for health professinals on how to deal with nicotine addiction and advise in helping to quit smoking were offered by medical associations competence centres for addiction prevention etc.","Answer/report not provided"
"8","Azerbaijan","The National Clinical Protocol on Smoking Cessation developed and approved The National Clinical Protocol on Prevention of Cardio-Vascular Diseases developed but not yet approved.","The draft of National Clinical Guidelines on Smoking Cessation is currently being developed.","The draft of National Clinical Guidelines on Smoking Cessation is currently being developed."
"9","Bahamas","Draft Tobacco Control Bill 2014 which is being discussed among Cabinet Members for official tabling and passage contains provisions for all operational portions of the WHO FCTC (except taxation as this is already covered in the Tobacco Excise Stamp Tax Act 2013) addresses demand reduction measures","Draft legislation produced in the Ministry of Health by reviewing legislation enacted withing the Caribbean subregion. Drafts forwarded to Attorney Generals office for review","Answer/report not provided"
"10","Bahrain (Kingdom of)","Nicotine replacement therapies such as patches and gums were approved recently as part of the essential drugs list in Bahrain","started offering free nicotine replacement therapy and buprpion in ministry of health and some other non governmental companies for their staff","Answer/report not provided"
