"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Indicator not used","Indicator not used"
"2","Albania","Answer/report not provided","Indicator not used","Indicator not used"
"3","Algeria","Answer/report not provided","Indicator not used","Indicator not used"
"4","Antigua and Barbuda","Answer/report not provided","Indicator not used","Indicator not used"
"5","Armenia","Answer/report not provided","Indicator not used","Indicator not used"
"6","Australia","Answer/report not provided","Indicator not used","Indicator not used"
"7","Austria","Answer/report not provided","Indicator not used","Indicator not used"
"8","Azerbaijan","Answer/report not provided","Indicator not used","Indicator not used"
"9","Bahamas","Answer/report not provided","Indicator not used","Indicator not used"
"10","Bahrain (Kingdom of)","Answer/report not provided","Indicator not used","Indicator not used"
"11","Bangladesh","Answer/report not provided","Indicator not used","Indicator not used"
"12","Barbados","Answer/report not provided","Indicator not used","Indicator not used"
"13","Belarus","Answer/report not provided","Indicator not used","Indicator not used"
"14","Belgium","Answer/report not provided","Indicator not used","Indicator not used"
"15","Belize","Answer/report not provided","Indicator not used","Indicator not used"
"16","Benin","Grâce aux directives de l’article 11 nous avons prévus dans notre nouveau projet de loi des images comme avertissement sanitaire sur les paquets de cigarettes la majorité de la population est analphabète et ne comprend pas les avertissements sanitaires écrits sur le paquet actuellement","Indicator not used","Indicator not used"
"17","Bhutan","Answer/report not provided","Indicator not used","Indicator not used"
"18","Bolivia","Answer/report not provided","Indicator not used","Indicator not used"
"19","Bosnia and Herzegovina","Answer/report not provided","Indicator not used","Indicator not used"
"20","Botswana","Answer/report not provided","Indicator not used","Indicator not used"
"21","Brazil","Answer/report not provided","Indicator not used","Indicator not used"
"22","Brunei Darussalam","Answer/report not provided","Indicator not used","Indicator not used"
"23","Bulgaria","Answer/report not provided","Indicator not used","Indicator not used"
"24","Burkina Faso","Answer/report not provided","Indicator not used","Indicator not used"
"25","Burundi","Answer/report not provided","Indicator not used","Indicator not used"
"26","Cambodia","Answer/report not provided","Indicator not used","Indicator not used"
"27","Cameroon","Answer/report not provided","Indicator not used","Indicator not used"
"28","Canada","Answer/report not provided","Indicator not used","Indicator not used"
"29","Central African Republic","Answer/report not provided","Indicator not used","Indicator not used"
"30","Chad","Answer/report not provided","Indicator not used","Indicator not used"
"31","Chile","Durante la discusión del proyecto de reforma de la Ley de Tabaco que derivó en la aprobación de la Ley 20.660 que modifica la ley 19.419. las directrices del convenio marco fueron entregadas y utilizadas como mecanismo para dirimir discrepancias en las discusiones de la Comisión de Salud de la Cámara de Diputados. de la Comisión de Salud de la Cámara del Senado. como en las diversas comisiones que así lo requiriesen. Los defensores de la Nueva Ley de tabaco utilizaron las directrices entre sus argumentos a favor de una nueva legislación en sus presentaciones en sala. Las definiciones y acciones plasmadas en el artículo 6° y 9° de la Ley fueron sacadas del Convenio y de las Directrices del Convenio.","Indicator not used","Indicator not used"
"32","China","Answer/report not provided","Indicator not used","Indicator not used"
"33","Colombia","Las directrices para el articulo 11 han sido utilizadas específicamente en los argumentos presentados en los pleitos judiciales. defendiendo las medidas relativas al retiro de las frases promocionales que ha utilizado el Ministerio de Salud.","Indicator not used","Indicator not used"
"34","Comoros","Answer/report not provided","Indicator not used","Indicator not used"
"35","Congo","Answer/report not provided","Indicator not used","Indicator not used"
"36","Cook Islands","Answer/report not provided","Indicator not used","Indicator not used"
"37","Costa Rica","Ley 9028 y sus reglamentos","Indicator not used","Indicator not used"
"38","Côte d'Ivoire","Answer/report not provided","Indicator not used","Indicator not used"
"39","Croatia","Answer/report not provided","Indicator not used","Indicator not used"
"40","Cyprus","Answer/report not provided","Indicator not used","Indicator not used"
"41","Czech Republic","Answer/report not provided","Indicator not used","Indicator not used"
"42","Democratic People's Republic of Korea","Answer/report not provided","Indicator not used","Indicator not used"
"43","Democratic Republic of the Congo","Answer/report not provided","Indicator not used","Indicator not used"
"44","Denmark","Answer/report not provided","Indicator not used","Indicator not used"
"45","Djibouti","Answer/report not provided","Indicator not used","Indicator not used"
"46","Ecuador","Los contenidos de los mensajes y los pictogramas se refieren a varios temas relacionados con los daños que produce el tabaco: afectación a los diferentes órganos del cuerpo. afectación a la economía. la naturaleza adictiva del tabaco. afectación a los niños y a las mujeres que están embarazadas.
El Equipo Técnico de Control de Tabaco del Nivel Central y los comisarios de salud provincial realizan el monitoreo y control de las advertencias sanitarias en los empaquetados y etiquetados de los productos de tabaco se cumplan de acuerdo a la ronda correspondiente. Ello permite detectar más fácilmente productos de contrabando. 
El Ministerio de Salud Pública creó el correo electrónico: denuncias.tabaco@msp.gob.ec para que la ciudadanía de a conocer el incumplimiento de algún artículo de la Ley Orgánica para la Regulación y Control del Tabaco (Art. 18.- Del empaquetado y etiquetado). 
En el año 2012 el Equipo Técnico de Tabaco del Ministerio de Salud Pública realizó la encuesta de percepción de impacto de las advertencias sanitarias correspondientes a la Primera Ronda. La encuesta se aplicó a 1011 personas de 12 años y más. Los resultados nos indican que las advertencias sanitarias que reflejan los daños más graves a la salud y a su vez tienen las imágenes más reales. son las que más impactan en la población. especialmente a mujeres. un pictograma sobre cáncer de laringe y traqueotomía es el de más alto impacto. 80.1% de las mujeres y 67.9% de los hombres. Se adjunta presentación en power point","Indicator not used","Indicator not used"
"47","Egypt","Answer/report not provided","Indicator not used","Indicator not used"
"48","El Salvador","Answer/report not provided","Indicator not used","Indicator not used"
"49","Estonia","Answer/report not provided","Indicator not used","Indicator not used"
"50","European Union","Answer/report not provided","Indicator not used","Indicator not used"
"51","Fiji","Answer/report not provided","Indicator not used","Indicator not used"
"52","Finland","Answer/report not provided","Indicator not used","Indicator not used"
"53","France","Answer/report not provided","Indicator not used","Indicator not used"
"54","Gabon","Answer/report not provided","Indicator not used","Indicator not used"
"55","Gambia","Answer/report not provided","Indicator not used","Indicator not used"
"56","Georgia","Answer/report not provided","Indicator not used","Indicator not used"
"57","Germany","Answer/report not provided","Indicator not used","Indicator not used"
"58","Ghana","Answer/report not provided","Indicator not used","Indicator not used"
"59","Greece","Answer/report not provided","Indicator not used","Indicator not used"
"60","Grenada","Guidelines taken into consideration when drafting legislations","Indicator not used","Indicator not used"
"61","Guatemala","Answer/report not provided","Indicator not used","Indicator not used"
"62","Guyana","Answer/report not provided","Indicator not used","Indicator not used"
"63","Honduras","Las empresas productoras o importadoras de productos de tabaco están obligadas a solicitar cada seis meses a la Dirección General del Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA las nuevas imágenes o pictogramas y los mensajes de advertencia.","Indicator not used","Indicator not used"
"64","Hungary","For point 3.2.5.13: from emmission tar. nicotine and carbone-monoxide shall be depicted on the packaging.","Indicator not used","Indicator not used"
"65","Iceland","Answer/report not provided","Indicator not used","Indicator not used"
"66","India","The guidelines have been referred to while developing the pack warnings.","Indicator not used","Indicator not used"
"67","Iran (Islamic Republic of)","Answer/report not provided","Indicator not used","Indicator not used"
"68","Iraq","Answer/report not provided","Indicator not used","Indicator not used"
"69","Ireland","Answer/report not provided","Indicator not used","Indicator not used"
"70","Israel","Answer/report not provided","Indicator not used","Indicator not used"
"71","Italy","Answer/report not provided","Indicator not used","Indicator not used"
"72","Jamaica","Answer/report not provided","Indicator not used","Indicator not used"
"73","Japan","Answer/report not provided","Indicator not used","Indicator not used"
"74","Jordan","Answer/report not provided","Indicator not used","Indicator not used"
"75","Kazakhstan","Answer/report not provided","Indicator not used","Indicator not used"
"76","Kenya","Answer/report not provided","Indicator not used","Indicator not used"
"77","Kiribati","Answer/report not provided","Indicator not used","Indicator not used"
"78","Kuwait","Answer/report not provided","Indicator not used","Indicator not used"
"79","Kyrgyzstan","Answer/report not provided","Indicator not used","Indicator not used"
"80","Lao People's Democratic Republic","Answer/report not provided","Indicator not used","Indicator not used"
"81","Latvia","Answer/report not provided","Indicator not used","Indicator not used"
"82","Lebanon","Answer/report not provided","Indicator not used","Indicator not used"
"83","Lesotho","Answer/report not provided","Indicator not used","Indicator not used"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Indicator not used","Indicator not used"
"85","Lithuania","Answer/report not provided","Indicator not used","Indicator not used"
"86","Luxembourg","Answer/report not provided","Indicator not used","Indicator not used"
"87","Madagascar","Base de référence lors de l’élaboration du règlement régissant l’application de l’article 11 de la CCLAT.","Indicator not used","Indicator not used"
"88","Malaysia","Packaging and labelling requirements under the CTPR 2004: 

Malaysia has set a standard that 50% of top front panel & 60% of top back panel of the principal display areas of each cigarette packet and carton to be occupied by pictorial health warnings (PHW). 

Frames warnings is included in calculating the display area

Every PHW must be rotated equally in the total cigarette packet/ carton production 

Massages in the PHW included the smoking adverse health effects poisonous content hotline no health warning notice","Indicator not used","Indicator not used"
"89","Maldives","Answer/report not provided","Indicator not used","Indicator not used"
"90","Mali","Des discussions ont été faites avec la Direction de la concurrence et du commerce ; et l’industrie du tabac du Mali sur la surface de mise en garde ; les textes sanitaires et le pictogramme. Actuellement des réflexions sont en train d’être développées au tour des images.","Indicator not used","Indicator not used"
"91","Malta","Answer/report not provided","Indicator not used","Indicator not used"
"92","Marshall Islands","Answer/report not provided","Indicator not used","Indicator not used"
"93","Mauritania","Answer/report not provided","Indicator not used","Indicator not used"
