"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","No","No","Answer/report not provided"
"3","Algeria","No","No","Yes"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","No","No","No"
"6","Australia","Yes","Yes","No"
"7","Austria","Yes","Yes","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","No","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","No","No","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","No","Answer/report not provided"
"12","Barbados","Yes","No","Answer/report not provided"
"13","Belarus","Yes","Yes","Yes"
"14","Belgium","Yes","No","No"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","No","No","No"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","No","Answer/report not provided"
"19","Bosnia and Herzegovina","No","No","Answer/report not provided"
"20","Botswana","Answer/report not provided","Yes","Answer/report not provided"
"21","Brazil","No","No","No"
"22","Brunei Darussalam","No","No","Answer/report not provided"
"23","Bulgaria","Yes","Yes","Yes"
"24","Burkina Faso","No","No","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Yes","Answer/report not provided","Answer/report not provided"
"28","Canada","No","No","No"
"29","Central African Republic","Answer/report not provided","No","Answer/report not provided"
"30","Chad","Answer/report not provided","No","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","No","Answer/report not provided","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","No"
"35","Congo","No","No","Answer/report not provided"
"36","Cook Islands","Yes","Yes","Yes"
"37","Costa Rica","No","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","No","Answer/report not provided","Answer/report not provided"
"39","Croatia","No","Answer/report not provided","Answer/report not provided"
"40","Cyprus","No","No","No"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","No","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Yes","Yes","Yes"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","No","Answer/report not provided","Answer/report not provided"
"47","Egypt","Yes","Answer/report not provided","No"
"48","El Salvador","No","Answer/report not provided","Answer/report not provided"
"49","Estonia","No","No","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"51","Fiji","No","Yes","Answer/report not provided"
"52","Finland","Yes","Yes","Yes"
"53","France","Yes","Yes","Yes"
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","No","Answer/report not provided","Answer/report not provided"
"57","Germany","Yes","Yes","Yes"
"58","Ghana","No","No","No"
"59","Greece","No","No","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","No","Answer/report not provided"
"62","Guyana","Answer/report not provided","No","No"
"63","Honduras","No","No","No"
"64","Hungary","No","Answer/report not provided","No"
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"66","India","No","No","Yes"
"67","Iran (Islamic Republic of)","Yes","Yes","Answer/report not provided"
"68","Iraq","No","Answer/report not provided","Answer/report not provided"
"69","Ireland","Yes","Yes","Yes"
"70","Israel","Answer/report not provided","No","Answer/report not provided"
"71","Italy","Yes","Yes","Answer/report not provided"
"72","Jamaica","No","Answer/report not provided","Answer/report not provided"
"73","Japan","No","No","No"
"74","Jordan","Yes","No","No"
"75","Kazakhstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"76","Kenya","No","Answer/report not provided","No"
"77","Kiribati","Yes","Answer/report not provided","Answer/report not provided"
"78","Kuwait","No","No","No"
"79","Kyrgyzstan","No","Yes","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","No","Yes","Yes"
"82","Lebanon","No","Answer/report not provided","Answer/report not provided"
"83","Lesotho","No","Answer/report not provided","Yes"
"84","Libyan Arab Jamahiriya","No","No","Answer/report not provided"
"85","Lithuania","No","No","No"
"86","Luxembourg","Yes","Yes","Yes"
"87","Madagascar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"88","Malaysia","No","No","No"
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"91","Malta","No","No","No"
"92","Marshall Islands","Answer/report not provided","No","No"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","No","No","Answer/report not provided"
"95","Mexico","No","No","No"
"96","Micronesia (Federated States of)","No","No","Answer/report not provided"
"97","Mongolia","Answer/report not provided","Yes","Yes"
"98","Montenegro","Yes","Yes","Yes"
"99","Myanmar","Yes","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","No","No"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"103","Netherlands","Yes","Yes","Yes"
"104","New Zealand","Yes","Yes","Yes"
"105","Niger","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"106","Nigeria","Yes","Answer/report not provided","Answer/report not provided"
"107","Niue","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"108","Norway","Yes","No","Answer/report not provided"
"109","Oman","No","No","Answer/report not provided"
"110","Pakistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"111","Palau","No","Yes","Answer/report not provided"
"112","Panama","No","No","No"
"113","Papua New Guinea","No","Answer/report not provided","Answer/report not provided"
"114","Paraguay","No","No","Answer/report not provided"
"115","Peru","No","Answer/report not provided","Answer/report not provided"
"116","Philippines","Answer/report not provided","Yes","Answer/report not provided"
"117","Poland","No","No","Answer/report not provided"
"118","Portugal","No","No","No"
"119","Qatar","Answer/report not provided","No","No"
"120","Republic of Korea","Yes","No","No"
"121","Republic of Moldova","No","Answer/report not provided","Answer/report not provided"
"122","Romania","No","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","No","No","Answer/report not provided"
"124","Rwanda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","No","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","No","Answer/report not provided","Answer/report not provided"
"130","Sao Tome and Principe","Yes","Answer/report not provided","Answer/report not provided"
"131","Saudi Arabia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"132","Senegal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"133","Serbia","No","No","No"
"134","Seychelles","Yes","Yes","Yes"
"135","Sierra Leone","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"136","Singapore","Yes","Yes","Yes"
"137","Slovakia","No","No","No"
"138","Slovenia","No","No","No"
"139","Solomon Islands","No","Answer/report not provided","Answer/report not provided"
"140","South Africa","No","Answer/report not provided","Answer/report not provided"
"141","Spain","Yes","Yes","Yes"
"142","Sri Lanka","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"143","Sudan","Answer/report not provided","No","Answer/report not provided"
"144","Suriname","Yes","Yes","Answer/report not provided"
"145","Swaziland","Answer/report not provided","No","Answer/report not provided"
"146","Sweden","Yes","Yes","Yes"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"148","Tajikistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"149","Thailand","Answer/report not provided","Yes","Yes"
"150","The former Yugoslav Republic of Macedonia","No","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","No","Answer/report not provided","No"
"153","Tonga","Yes","Answer/report not provided","Answer/report not provided"
"154","Trinidad and Tobago","No","Yes","Answer/report not provided"
"155","Tunisia","Yes","Yes","Answer/report not provided"
"156","Turkey","Yes","Yes","Yes"
"157","Turkmenistan","No","Answer/report not provided","Answer/report not provided"
"158","Tuvalu","No","No","Answer/report not provided"
"159","Uganda","Answer/report not provided","No","Answer/report not provided"
"160","Ukraine","No","Answer/report not provided","Answer/report not provided"
"161","United Arab Emirates","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"162","United Kingdom","Yes","Yes","Yes"
"163","United Republic of Tanzania","No","Answer/report not provided","Answer/report not provided"
"164","Uruguay","Yes","Yes","Yes"
"165","Uzbekistan","No","Answer/report not provided","Answer/report not provided"
"166","Vanuatu","No","Answer/report not provided","Answer/report not provided"
"167","Venezuela","No","No","Answer/report not provided"
"168","Viet Nam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"169","Yemen","Answer/report not provided","Answer/report not provided","Answer/report not provided"
