"","Party","2014","2012","2010"
"1","Afghanistan","No","Answer/report not provided","Answer/report not provided"
"2","Albania","Yes","Yes","Answer/report not provided"
"3","Algeria","Yes","Yes","Yes"
"4","Antigua and Barbuda","No","No","Answer/report not provided"
"5","Armenia","Yes","Yes","Yes"
"6","Australia","Yes","Yes","Yes"
"7","Austria","Yes","Yes","Answer/report not provided"
"8","Azerbaijan","Yes","Yes","Yes"
"9","Bahamas","Yes","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","Yes","Yes","Answer/report not provided"
"11","Bangladesh","Yes","Yes","Yes"
"12","Barbados","Yes","Answer/report not provided","Answer/report not provided"
"13","Belarus","Yes","Yes","Yes"
"14","Belgium","Yes","No","No"
"15","Belize","No","Answer/report not provided","Answer/report not provided"
"16","Benin","No","No","No"
"17","Bhutan","Yes","Yes","Yes"
"18","Bolivia","Answer/report not provided","No","Answer/report not provided"
"19","Bosnia and Herzegovina","Yes","No","Answer/report not provided"
"20","Botswana","Answer/report not provided","No","Answer/report not provided"
"21","Brazil","No","No","No"
"22","Brunei Darussalam","Yes","Yes","Answer/report not provided"
"23","Bulgaria","Yes","Yes","Yes"
"24","Burkina Faso","Yes","No","Answer/report not provided"
"25","Burundi","Answer/report not provided","No","Answer/report not provided"
"26","Cambodia","No","No","No"
"27","Cameroon","No","Answer/report not provided","Answer/report not provided"
"28","Canada","Yes","Yes","Yes"
"29","Central African Republic","Answer/report not provided","No","Answer/report not provided"
"30","Chad","Answer/report not provided","No","Answer/report not provided"
"31","Chile","No","No","Answer/report not provided"
"32","China","Yes","Yes","Yes"
"33","Colombia","No","No","Answer/report not provided"
"34","Comoros","Answer/report not provided","No","No"
"35","Congo","No","No","Answer/report not provided"
"36","Cook Islands","No","Yes","Yes"
"37","Costa Rica","No","Yes","Answer/report not provided"
"38","Côte d'Ivoire","No","No","Answer/report not provided"
"39","Croatia","No","No","Answer/report not provided"
"40","Cyprus","No","No","No"
"41","Czech Republic","Yes","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","No","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","No","No","No"
"45","Djibouti","Yes","Yes","Answer/report not provided"
"46","Ecuador","Yes","No","Answer/report not provided"
"47","Egypt","No","No","No"
"48","El Salvador","Yes","Answer/report not provided","Answer/report not provided"
"49","Estonia","Yes","Yes","Answer/report not provided"
"50","European Union","Yes","Yes","Yes"
"51","Fiji","Yes","Yes","Answer/report not provided"
"52","Finland","Yes","Yes","Yes"
"53","France","Yes","Yes","No"
"54","Gabon","Yes","No","Answer/report not provided"
"55","Gambia","No","No","Answer/report not provided"
"56","Georgia","Yes","Yes","Answer/report not provided"
"57","Germany","Yes","Yes","Yes"
"58","Ghana","No","No","No"
"59","Greece","Yes","Yes","Answer/report not provided"
"60","Grenada","No","Answer/report not provided","Answer/report not provided"
"61","Guatemala","No","No","Answer/report not provided"
"62","Guyana","Answer/report not provided","No","No"
"63","Honduras","Yes","Yes","Yes"
"64","Hungary","Yes","Yes","Yes"
"65","Iceland","Yes","Yes","Answer/report not provided"
"66","India","Yes","Yes","Yes"
"67","Iran (Islamic Republic of)","Yes","Yes","Answer/report not provided"
"68","Iraq","No","No","Answer/report not provided"
"69","Ireland","Yes","No","No"
"70","Israel","Answer/report not provided","Yes","Answer/report not provided"
"71","Italy","Yes","Yes","Answer/report not provided"
"72","Jamaica","No","Answer/report not provided","Answer/report not provided"
"73","Japan","Yes","Yes","Yes"
"74","Jordan","Yes","Yes","Yes"
"75","Kazakhstan","No","No","Answer/report not provided"
"76","Kenya","Yes","Answer/report not provided","Yes"
"77","Kiribati","Yes","Answer/report not provided","Answer/report not provided"
"78","Kuwait","No","No","No"
"79","Kyrgyzstan","No","No","Answer/report not provided"
"80","Lao People's Democratic Republic","No","No","Answer/report not provided"
"81","Latvia","Yes","Yes","Yes"
"82","Lebanon","No","No","No"
"83","Lesotho","No","Yes","Yes"
"84","Libyan Arab Jamahiriya","No","No","Answer/report not provided"
"85","Lithuania","Yes","Yes","Yes"
"86","Luxembourg","No","No","No"
"87","Madagascar","No","Yes","Yes"
"88","Malaysia","No","No","No"
"89","Maldives","No","Answer/report not provided","Answer/report not provided"
"90","Mali","No","No","Answer/report not provided"
"91","Malta","No","No","No"
"92","Marshall Islands","No","No","No"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Yes","Yes","No"
"95","Mexico","Answer/report not provided","No","No"
"96","Micronesia (Federated States of)","No","No","No"
"97","Mongolia","No","No","No"
"98","Montenegro","No","Yes","Yes"
"99","Myanmar","Yes","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","No","No"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Yes","Yes","Answer/report not provided"
"103","Netherlands","Yes","Yes","Yes"
"104","New Zealand","Yes","Yes","Yes"
"105","Niger","Answer/report not provided","No","Answer/report not provided"
"106","Nigeria","Yes","Answer/report not provided","Answer/report not provided"
"107","Niue","Yes","Answer/report not provided","Yes"
"108","Norway","Yes","Yes","No"
"109","Oman","Yes","No","No"
"110","Pakistan","No","Answer/report not provided","Answer/report not provided"
"111","Palau","Yes","Yes","Answer/report not provided"
"112","Panama","Yes","Yes","Yes"
"113","Papua New Guinea","No","Answer/report not provided","Answer/report not provided"
"114","Paraguay","No","No","Answer/report not provided"
"115","Peru","No","No","Answer/report not provided"
"116","Philippines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"117","Poland","Yes","No","Answer/report not provided"
"118","Portugal","Yes","Answer/report not provided","Yes"
"119","Qatar","Answer/report not provided","No","No"
"120","Republic of Korea","Yes","Yes","Yes"
"121","Republic of Moldova","No","Yes","Answer/report not provided"
"122","Romania","Yes","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","No","No","Answer/report not provided"
"124","Rwanda","Answer/report not provided","No","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","No","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","No","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","No","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","No","No","No"
"130","Sao Tome and Principe","No","No","Answer/report not provided"
"131","Saudi Arabia","Yes","Yes","Answer/report not provided"
"132","Senegal","No","No","Answer/report not provided"
"133","Serbia","Yes","Yes","Yes"
"134","Seychelles","Yes","Yes","Yes"
"135","Sierra Leone","No","No","Answer/report not provided"
"136","Singapore","Yes","Yes","Yes"
"137","Slovakia","No","No","No"
"138","Slovenia","Yes","Yes","Yes"
"139","Solomon Islands","Yes","Yes","Yes"
"140","South Africa","Yes","No","No"
"141","Spain","Yes","Yes","Yes"
"142","Sri Lanka","Answer/report not provided","No","Answer/report not provided"
"143","Sudan","Answer/report not provided","No","Answer/report not provided"
"144","Suriname","Yes","No","Answer/report not provided"
"145","Swaziland","Answer/report not provided","Yes","Answer/report not provided"
"146","Sweden","Yes","Yes","Yes"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","No"
"148","Tajikistan","Yes","Answer/report not provided","Answer/report not provided"
"149","Thailand","Yes","Yes","Yes"
"150","The former Yugoslav Republic of Macedonia","Yes","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","No","No","No"
"153","Tonga","Yes","No","No"
"154","Trinidad and Tobago","Yes","Yes","No"
"155","Tunisia","No","No","Answer/report not provided"
"156","Turkey","Yes","No","No"
"157","Turkmenistan","Yes","Answer/report not provided","Answer/report not provided"
"158","Tuvalu","No","No","Answer/report not provided"
"159","Uganda","No","No","Answer/report not provided"
"160","Ukraine","Yes","Yes","Yes"
"161","United Arab Emirates","No","Yes","Answer/report not provided"
"162","United Kingdom","Yes","Yes","Yes"
"163","United Republic of Tanzania","No","No","Answer/report not provided"
"164","Uruguay","Yes","Yes","Yes"
"165","Uzbekistan","No","Answer/report not provided","Answer/report not provided"
"166","Vanuatu","Yes","No","Answer/report not provided"
"167","Venezuela","Yes","Yes","Answer/report not provided"
"168","Viet Nam","Yes","Yes","Yes"
"169","Yemen","No","Yes","Answer/report not provided"
