"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","establishment of tobacco control unit in MOPH and TFI officer in WHO country office and strong coordination between related agencies","Answer/report not provided"
"2","Albania","Because of the global economic crisis which had its negative impact on Albania as well the lack of resources was quite substantial in such fields as for example implementation of cessation policy etc.","Because of the global economic crisis of 2009 which had its negative impact on Albania as well the lack of resources was quite substantial in such fields as for example implementation of cessation policy etc.","Answer/report not provided"
"3","Algeria","Lun des objectifs principaux de la mise en place dun Comité intersectoriel pour la lutte antitabac est l’élaboration d’une stratégie nationale de lutte antitabac. Ce nest quà la lumière de cette stratégie quune estimation des besoins pourra être faite ainsi qu’une évaluation précise des écarts éventuels avec les ressources disponibles.","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","Insufficient cooperation from local key stakeholders. absence of a government supported tobacco control unit and limited capacity for legal assistance","insufficient cooperation from local key stakeholders abscense of a government supported tobacco control unit and limited capacity for legal assistance","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Because of the global economic crisis of 2009 which had its negative impact on Armenia as well the lack of resources was quite substantial in such fields as for example implementation of cessation policy etc."
"6","Australia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"7","Austria","limited availability of human resources and financial ressources as a result of savings in public administration on national as well as federal state/regional level.","limited availability of human resources as a result of savings in public administration on national as well as federal state/regional level","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","No certified labs are available in Bahrain and regional countries to monitor contents of tobacco products","lack of resources","Answer/report not provided"
"11","Bangladesh","Government revenue budget for tobacco control is not all sufficient for implementing the law.Public awareness about the law is also minimal.","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Answer/report not provided","The implementation of article 12 is very resource-demanding. We have a clear lack of resources available in that field.","The implementation of article 12 is very resource-demanding. We have a clear lack of resources available in that field."
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","pas de ligne budgetaire nationale pour la lutte anti tabac pas de plan daction ni de stratégie nationale pour la lutte anti tabac au Bénin .","pas de ligne budgetaire nationale pour la lutte anti tabac pas de plan daction ni de stratégie nationale pour la lutte anti tabac au Bénin ."
"17","Bhutan","The resources available are for carrying out the demand reduction measures however measures concerning tobacco dependence and cessation (Article 14) are yet to be implemented. Although Tobacco cessation is one of the provision in the National tobacco legislation Bhutan lacks the following: 
There is no comprehensive and integrated programme concerning tobacco dependence and cessation.
There is no National quitline for tobacco cessation.
Pharmaceutical products for treatment of tobacco dependence are not available in the Public health service.
Limited number of medical staff has received training on cessation and treatment of tobacco dependences.
Since Bhutan has banned the sales of Tobacco products the enforcement agency needs to further enhance the focus on supply reduction measures","Low level of involvement and initiative from the Civil Society Organizations in promoting the implementation of the Convention
Lack of dedicated budget lines for the implementation of the Convention and tobacco control in the Tobacco Control Office and other implementing agencies
No national system for epidemiological surveillance of tobacco consumption and related social economic and health indicators.
Lack of national data on adult tobacco use and burden of disease related with tobacco and direct costs attributable to tobacco use and exposure to tobacco smoke.","The resources available are for carrying out demand reduction measures. Bhutan has banned the sales of tobacco products and now with the legislation in place there are needs to address and focus on supply reduction provisions."
"18","Bolivia","Answer/report not provided","Se necesita fortalecer la fuente presupuestaria a nivel Nacional (Ministerio de Salud y Deportes) y subnacional (Gobiernos autonomos Municipales) OPS/OMS FCA ONU y agencias del desarrollo.","Answer/report not provided"
"19","Bosnia and Herzegovina","Enforcement of tobacco control capacity building through strengthening of intersectorial collaboration and coordination.","Enforcement of national tobacco control capacity building through strengthening of intersectorial collaboration and coordination.","Answer/report not provided"
"20","Botswana","Answer/report not provided","financial resources are a challenge and create a gap in the implementation of the convention.","Answer/report not provided"
"21","Brazil","Technical and financial assistance related to the following FCTC articles: 6º. 9. 10. 15. 17. 18 e 19","Technical and financial assistance related to the following FCTC articles: 6 9 10 15 17 18 and 19.","Technical and financial assistance related to the following FCTC articles: 6 9 10 15 17 18 and 19."
"22","Brunei Darussalam","Lack of resources
Tobacco control is seen as a lower-priority issue by some non-health agencies.","1. Lack of resources
2. Tobacco control is seen as a lower-priority issue by some non-health agencies.","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","L’évaluation conjointe de la mise en œuvre de la CCLAT au Burkina Faso en août 2013.","Insuffisance de financement pour la lutte antitabc","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","In the year 2010 the National Strategic Plan for Education and Reduction of Tobacco Use 2011-2015 developed and approved and the conponents of this strategic plan are in line with the key components of the FCTC. In this Strategic Plan we also analysed the gaps of funding for implementations of the plan.","In the year 2010 the National Strategic Plan for Education and Reduction of Tobacco Use 2011-2015 developed and approved and the conponents of this stratigc paln are in line with the key conponents of the FCTC. In this Stratgic Plan we analysed the gaps of fudning for implementations of the plan."
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","-Ecart financier de 2012-2013 et 2010-2011 = 11000 USD
- Budget regulier 2012-2013= 11000 USD et le budget Extrabudgetaire=2000 USD osit au total 13 000USD
- Budget regulier de 2010-2011=24000 USD","Answer/report not provided"
"31","Chile","Si bien se han establecido recursos para el desarrollo de campañas de prevención. estas están acotadas a un segmento menor de la población. El presupuesto de la Oficina de Tabaco es de U$150.000. Este presupuesto se suma a iniciativas de distintos sectores en busca de la promoción de hábitos saludables donde. generalmente. uno de sus componentes es tabaco.","Si bien se han establecido recursos para el desarrollo de campañas de prevención estas están acotadas a un segmento menor de la población. El presupuesto de la Oficina de Tabaco es de U$150.000. Este presupuesto se suma a iniciativas de distintos sectores en busca de la promoción de hábitos saludables donde generalmente uno de sus componentes es tabaco.","Answer/report not provided"
"32","China","1. Chinese people especially men''s smoking rates remain high social environment significant impact on smoking habits. 2. Tobacco control started late tobacco control capacity-building still needed to be improved. 3. The segment of the tobacco control laws and regulations need to be further refined and implemented effectively. 4. In some areas tobacco-related industry remains a main part of the local economy.","Answer/report not provided","Answer/report not provided"
"33","Colombia","- Equipo técnico reducido para atender las ingentes demandas y actividades en el marco de la política de control de tabaco.","- Equipo técnico reducido para atender las ingentes demandas y actividades en el marco de la política de control de tabaco.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","la lutte antitabac aux comores etait focalisé sur une seule personne au ministere de la santé et qui ne faisait rien. En collaboration avec le bureau de lOms aux comores la principale occupation etait la journée intrnationale du tabac qui ne servait pas à grand-chose dans la lutte antitabac. je precise que la lutte antitabac nest pas une seule journée; cest le combat de tout le jour de plusieurs acteurs jouranliste police avocat juge simple cytoen gendarme les responsables politiques les Ongs… cest le combat de tout le monde si bien sur ils sont impliqués. donc il est necessaire dimpliquer les ongs sur la lutte antitabac je trouve utilisé jusquaujourdhui doit être abandonné que le bureau de lOMs aux comores accepte de travailler avec les bonnes volontés quelque soit les liens avec le representant de lOMS notre objectif est la diminution complete des nombres de fumeurs et tous les bonnes volontés doivent être accepté malheureusement pour le bureau de lOMS aux comores ce nest pas les cas dommages."
"35","Congo","Le manque des textes d’application de la loi relative a la lutte antitabac et le désintéressement des cadres des autres ministères dans la lutte antitabac.","Depuis ladoption de notre plan stratégique de lutte antitabac ci-joint nous navons réalisé aucune activité liée aux ressources financières parce quelles ne sont pas disponibles.","Answer/report not provided"
"36","Cook Islands","From the needs assessment analysis came about recommendations (following are some and have achieved): development of the2012 – 2016 tobacco action plan tax increase implemented smoking cessation program established legal training assistance review of the current tobacco act yet to be implemented strengthen partnership with Stakeholders.","Some of the Articles in the FCTC is not applicable to Cook Islands e.g Articles 11 17 18 due to the fact that tobaco is only imported.","Answer/report not provided"
"37","Costa Rica","Answer/report not provided","No existe una relación real de la Secretaria del CMCT hacia los países como existe en otros Convenios.","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Les capacités actuelles du PNLTA qui na comme seule ressource que le budget annuel alloué par lEtat (denviron 45 000 euros) ne lui on t pas permis jusque là la mise en œuvre suffisante des différents plans daction opérationnels adoptés pour lutter contre le tabagisme sur lensemble du territoire.
Lentrée en vigueur de la CCLAT depuis 2010 en Côte dIvoire nous impose dimportants défis supplémentaires à relever bien que lintérêt des mesures quelle propose nous appairait déterminant pour donner une nouvelle dimension à la lutte antitabac en Côte dIvoire et ainsi mieux garantir la protection de la santé des populations.
Il est malheureusement à constater quaucune ressource supplémentaire malgré nos efforts de recherche dans ce sens nest venue sajouter au budget déjà insuffisant alloué par la tutelle pour la mise en œuvre effective de la CCLAT dans notre pays.","Answer/report not provided"
"39","Croatia","Insufficient implementation of multisectorial collaboration; insufficient human and financial resources for developing prevention programmes campaigns surveillance and treatment tobacco dependence","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Due to the economic crisis of the country available resources on tobacco control are limited.","A tobacco control unit or mechanism with the appropriate personnel should undertake the responsibiltiy to coordinate and also have the competence to promote actions for the implementation of the various articles of the Convention. (which is an enormous load of work for the small in size and resources parties)","A tobacco control unit or mechanism with the appropriate personnel should undertake the responsibiltiy to coordinate and also have the competence to promote actions for the implementation of the various articles of the Convention. (which is an enormous load of work for the small in size and resources parties)"
"41","Czech Republic","There are limitations in resources as regards monitoring and research cessation services etc.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"45","Djibouti","Ces deux dernières années. aucun financement ou soutien n''ont été accordés à la lutte antitabac.","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Falta de recursos económicos y autonomía para la utilización de los mismos. especialmente en temas como: Investigaciones para medir los daños del tabaco en la salud y la economía. así como para medir el impacto de las políticas públicas / CMCT. Falta de recursos económicos y de mecanismos político / administrativos para la adquisición de medicamentos de tratamiento del tabaquismo.","Falta de recursos económicos para llevar a cabo investigaciones relacionadas a la prevalencia impacto en la salud y la economía","Answer/report not provided"
"47","Egypt","Tobacco industry interference-illicit tobacco trade","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Formación de competencias en funcionarios y operarios de la ley de Tabaco en lo relativo a:
advertencias sanitarias
control del comercio ilícito
control de la publicidad y patrocinio
estrategias a nivel de país para la prevención del consumo del tabaco
revisión y actualización del sistema tributario del tabaco que deja por fuera otros productos de tabaco","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"51","Fiji","Support for human resources (posts) to strengthen enforcement capacity","An assessment of the needs concerning implementation of the WHO FCTC by Fiji was conducted jointly by the Convention Secretariat and the Government of Fiji in September-October 2011 including the mission to Fiji of an international team comprised of representatives of the Convention Secretariat the WHO Regional Office for the Western Pacific and the WHO South Pacific Office (based in Fiji) from 26 September to 3 October 2011. The assessment involved relevant Fijian ministries and agencies and also included a meeting with the UN Resident Coordinator for the UN Systems Operational Activities also based in Fiji.","Answer/report not provided"
"52","Finland","More support for smoking cessation","Especially smoking cessation would need additional resources.","The control and follow up mechanisms are beginning to be in place but tobacco cessation would still need additional resourcing."
"53","France","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"54","Gabon","Un rapport a été rédigé par l’équipe de la Mission d’évaluation des besoins pour la mise en œuvre de la Convention cadre de l’OMS.","Aucune aide internationale pour lélaboration ni mise en œuvre de programmes de lutte antitabac","Answer/report not provided"
"55","Gambia","ENFORCEMENT OF THE EXISTING BAN ON PUBLIC SMOKING. ADVERTISEMENT AND PROMOTION OF TOBACCO PROTECTION OF MINORS INCLUSION OF PICTORIAL WARING ON CIGARRETTE WHICH SHOULD BE ROTATINAL EVERY SIX MONTHS","The WHO FCTC has a legal language and we need to build our capacities in the area of tobacco control to be able to understand the technicalities involved.","Answer/report not provided"
"56","Georgia","1. Strengthening smoking secession services. There is a lack of trained medical personnel who would provide counselling and quitline capacity needs to be strengthened. 
2. Although there are some educational campaigns on tobacco on the small scale there is need of launching a national anti-tobacco campaign including development of video clips and transmitting by all means of media and communication. 	
3. There is need to strengthen capacity of human resources working on tobacco control issues. Study tours and workshops are needed. 	
4. There is a need to conduct routine monitoring of implementation of smoking ban/restriction especially in hospitality sector
5. There is need to conduct systematic surveys on smoking prevalence and factors influencing it in different groups of population as well as studies assessing implementation levels of different articles of the FCTC and assessing economic impact of tobacco. 
It is necessary to seek for state and donor resources for implementing tobacco control activities. In order to improve existing reality it is essential that government seeks for relevant resources and also to receive relevant technical and financial assistance through Convention financial mechanisms of assistance.","Currently state budget finances only quit line. What concerns existance of comprehensive tobacco control state program unfortunately this obligation was taken out from the law last year. It is necessary to seek for state and donor resources for implementing tobacco control activities. In this regards Bloomberg Foundation assistance is very important but it serves to specific objective and is short term. In order to improve existing reality it is essential that government seeks for relevant resources and also to receive relevant technical assitance through Convention financial mechanism.","Answer/report not provided"
"57","Germany","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"58","Ghana","From 2010 to 2012 the only financial resource received was from FCTC Secretariat and WHO Country Office to support Article 12 
In 2013 Tobacco control was for the first time captured in the MoH Programme of work (POW) making it possible for the Focal Point to access funding (40% of budget) for tobacco control activities. 
In 2014 the MoH PoW has tobacco control and it is believed that some funding will be made available through giving the competing priorities and what has been listed under 5.1 what will be received may not cover much of the planned activities.","Total requirement for selected activities in tobacco control was budgeted at GhC50 000 in 2011 and total received was GhC5000 with a gap of 90%. (Exchange rate is USD1:GhC1.75)
In 2012 except WHO support of USD2000 and FCTC Secretariat support of USD15000 no additional funding has been received for Tobacco Control activities though a programme of work (POW) and budget has been prepared.","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","No existen fondos específicos destinados a la implementación y vigilancia del cumplimiento de las disposiciones vigentes; tampoco para la promoción de la implementación de nuevas disposiciones","Se necesita contar con el apoyo de los actores obligados al cumplimiento del CMCT así como recursos financieros.","Answer/report not provided"
"62","Guyana","Answer/report not provided","The GTSS proves to be an important tool for expressing to Governments on the need for Tobacco Control. However there is need for an ecnomic evaluation on the burden of tobacco use in country. This data is very much needed to plead the case for Tobacco Control.
Other gaps identified include funding for the drafting and implementation of legislation to provide consistent education and awareness programs funding for the NRT other necessary strategies and other cessation sites in the cessation program","The GTSS proves to be an important tool for expressing to Governments on the need for Tobacco Control. However there is need for an ecnomic evaluation on the burden of tobacco use in country. This data is very much needed to plead the case for Tobacco Control.
Other gaps identified include funding for the drafting and implementation of legislation to provide consistent education and awareness programs funding for the NRT other necessary strategies and other cessation sites in the cessation program"
"63","Honduras","El presupuesto aprobado por el Congreso Nacional al IHADFA. no le permite dar fiel cumplimiento a todas las exigencias jurídicas contenidas en el Convenio Marco para El Control del Tabaco. mismas que están contentivas en la Ley especial para el Control del tabaco LECT y su Reglamentación. por lo tanto. SI se encuentran desfases entre los recursos disponibles de la institución para la aplicación del CMCT de la OMS para el Control del Tabaco. con especial énfasis en las prioridades detalladas en el numeral 5.1 sobre PRIORIDADES Y OBSERVACIONES.","Los recursos que se han brindado no tienen relacion o equivalencia ante el gran poderio de la industria del tabaco no existe ninguna politica de apoyo en cuanto a la aplicacion del Convenio Marco y la aplicación efciaz de La Ley Especial Control del Tabaco a nivel nacional.","Los recursos que se han brindado no tienen relacion o equivalencia ante el gran poderio de la industria del tabaco no existe ninguna politica de apoyo en cuanto a la aplicacion del Convenio Marco y la aplicación efciaz de La Ley Especial Control del Tabaco a nivel nacional."
"64","Hungary","We need to establish adequate resources for prevention and cessation researches. surveys. data collection and for the infrastructure for the testing of tobacco ingredients.","We need to establish adequate resources for prevention and cessation programs researches surveys data collection and for the infrastructure for the testing of tobacco ingredients.","Lack of human resource especially full time legal expert and economist whose work would be essential in the field of tobacco control. There is a deficit in the financial resources for the researches and the programs implementation. 
Financial resources are needed for the realization of the Global Adult Tobacco Survey (GATS) and Global Health Professions Student Survey (GHPSS) besides Global Youth Tobacco Survey (GYTS) which had been implemented two times in Hungary. Besides this it would be essential to implement a national representative survey based on age and gender in every 5th year which would analyze the rate of current smokers never smokers and those who smoked but quit."
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"66","India","Implementation of the protocol to eliminate illicit trade of tobacco products. alternative livelihoods for tobacco growers and bidi rollers  would require support","The National Tobacco Control Programme is under pilot implementation in only 42 districts of the country. The limited resources under NTCP are not sufficient to implement the strategies recommended under FCTC.","There is no dedicated mechanism and fund at any level for implementation of tobacco control strategies recommended by FCTC. Some of the provisions are covered under the law. The resources available under ongoing programmes including NTCP are not enough for effective implementation of tobacco control strategies."
"67","Iran (Islamic Republic of)","I.R. Iran has not yet fully utilized the bilateral regional subregional and other multilateral channels available to provide funding for the development and strengthening of multisectoral comprehensive tobacco control programmes.","Answer/report not provided","Answer/report not provided"
"68","Iraq","Some articles of the Convention need substantial financial support but the resources available are limited; such activities are: conducting a national survey to get to know the reality of smoking in Iraq as well as providing the necessary supplies to the work of Quit Smoking Clinics.","Some articles of the Convention need to provide material support is great that the limited resources available such as conducting national surveys to identify the reality of smoking in Iraq as well as providing the necessary supplies for the work to quit smoking clinics","Answer/report not provided"
"69","Ireland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","There are no specific and regular funds dedicated to tobacco control in Italy. Ministry of funds Regional prevention plans that include tobacco control activities. Every year there are some resources to fund specific projects.
There is the need to link a little part of tobacco taxes to tobacco control activities","Answer/report not provided","Answer/report not provided"
"72","Jamaica","There are inadequate funds to carry research in the area of costing of health the impact of tobacco consumption and in general for programme implementation e.g. public education","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"74","Jordan","Insufficient resources available from the World Health Organization for the implementation of activities required.","Most of the activities rely on technical support from WHO and other international bodies and civil organizations since resources are not sufficient to implement the proposed activities.","Because most of the activities depend on technical support from WHO and other international bodies and civil."
"75","Kazakhstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"76","Kenya","Technical and financial resources","Answer/report not provided","There is no budget line for tobacco control in our national budget whereas the WHO FCTC Secretariat does not provide funding for the implementation of the WHO FCTC requirements."
"77","Kiribati","Some of the Articles in the FCTC is not applicable to Kiribati e.g Articles 11 17 18 due to the fact that tobacco is only imported.","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","There is a lack of financial resources to implement the provisions of the Convention and in the provision of the labor force in the fight against tobacco.","There is a lack of financial resources to implement the provisions of the Convention and in the provision of the labor force in the fight against tobacco."
"79","Kyrgyzstan","Answer/report not provided","Lack of funds","Answer/report not provided"
"80","Lao People's Democratic Republic","Tobacco Control Strategic Plans has been developed base on the budget amount expected to receive from TC fund and the fund will be distribute to all provinces and related sectors to implement the TC Law.","Answer/report not provided","Answer/report not provided"
"81","Latvia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"82","Lebanon","A main issue has been the lack of sufficient funding to undertake other measures in tobacco control besides the ones mentioned in Law 174. as well as in increasing activities for trainings of implementation authorities (e.g. police. inspectors) for ensuring effective implementation of Law 174.","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Not allocated budgets for programs to combat tobacco use to implement the Convention","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"86","Luxembourg","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"87","Madagascar","Answer/report not provided","Ecart financier de 86 500 USD (entre le Budget regulier et lExtrabudgetaire) financement de lOMS selon le POW de lOMS 2010- 2011","Ecart financier de 86 500 USD (entre le Budget regulier et lExtrabudgetaire) financement de lOMS"
"88","Malaysia","Malaysia is planning to establish the Tobacco Control Act to strengthen the tobacco control advocacy","The Global Adult Tobacco Survey (GATS) Malaysia 2011 would suffice and provide more information and results pertaining to the burden of tobacco smoking (i.e. prevalence from men women) burden of smokeless tobacco information regarding licit and illicit tobacco trade etc. when the country report is released and facts made known to the public.","1. Available information on the burden of smoking tobacco (i.e. prevalence by age groups etc) is not adequate to provide all the answers need for this report.
2. Available information on the burden of smokeless tobacco is inadequate.
3. Insuficient information regarding licit & illicit tobacco trade to fulfill the requirement for questions on supply and seizures. 
4. Information on liability is not available."
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"91","Malta","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"92","Marshall Islands","Answer/report not provided","I responded no because the Marshall Islands has not yet done its needs assessment for implementation of the WHO FCTC which I hope RMI will have it soon.","It is difficult to create pictorial health warning messages and perhaps dealing with the manufacturers abroad."
"93","Mauritania","La lutte antitabac est peu financée voir n’est pas financée si ce n’est les petits ponctuel de l’OMS et le CLATA.","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Lack of technical expertise to implement article 13 on cross border advertising and articles 9-10 on testing and emission of tobacco ...","Lack of technical expertise to implement article 13 on cross border advertising and articles 9-10 on testing and emission of tobacco ...","Additional funding capacity-building of staff increased advocacy."
"95","Mexico","Answer/report not provided","Limitación de los recursos humanos materiales y financieros que el Presupuesto de Egresos de la Federación destina al combate y prevención del tabaquismo","Limitación de los recursos humanos materiales y financieros que el Presupuesto de Egresos de la Federación destina al combate y prevención del tabaquismo"
"96","Micronesia (Federated States of)","The information dissemination of resources available is not coordinated well and needs to be strengthen/improve. Often we received documents for our action at later date thus FSM missed out on TA when available. The underdeveloped country like FSM will need to be informed of financial resources when available.","The information dissemination of resources available is not coordinated well and needs to be strengthen/improve. Often we received documents for our action at later date thus FSM missed out on TA when availible.The underdeveloped country like FSM will need to be informed of financial resources when availible.","Answer/report not provided"
