"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"6","Australia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"7","Austria","In December 2011 the last tobacco manufacturing site in Austria was closed down. Social plans are supposedly in force.
Individual sellers (tobacconists) are encouraged to extend their range of goods by selling products such as event tickets (concerts sports events ...) hotel vouchers etc. - for detailed information see http://trafikplus.at/cms/cms.php","Answer/report not provided","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Bank will give soft loan to the tobacco grower for growing alternatives crops. Bangladesh Bank has instructed all the commercial banks to follow this provision of the existing tobacco control law","Bank will give soft loan to the tobacco grower for shifting to alternative crops. Bangladesh Bank has instructed all the commercial bank to follow this provision of the existing tobacco control law.","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Answer/report not provided","Brazilian National Program to Support Diversification in Tobacco Cultivated Areas
http://www.mda.gov.br/portal/saf/programas/projetosespeciais/2308129
http://www.mda.gov.br/portal/saf/publicacoes/pageflip-view?pageflip_id=6502876","Brazilian National Program to Support Diversification in Tobacco Cultivated Areas
http://www.mda.gov.br/portal/saf/programas/projetosespeciais/2308129
http://www.mda.gov.br/portal/saf/publicacoes/pageflip-view?pageflip_id=6502876"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Within the RDP are not supported activities related to the production of tobacco. In the texts of Program for the period 2007-2013 has been indicated that support for tobacco producers will be fully focused on diversifying their holdings. Support for tobacco producers is aimed at the diversification of the activities of farmers by non-agricultural activities or different types of agricultural activities aimed at diversification of tobacco production within the tools of RDP.
The producers that suspend activities related to the production of tobacco and start to deal with growing cows (in milk or meat direction) sheep and goats or with production of fruits and vegetables in 2014 can take advantage of the support that is provided by the following schemes for specific support:
Scheme to improve the quality of fruits and vegetables produced in Bulgaria
This scheme for specific support is directed to the traditional production of fruits and vegetables - tomatoes cucumbers peppers apples cherries peaches and nectarines and apricots. The scheme to improve the quality of fruits and vegetables is applied for the first time in Bulgaria by a campaign for direct payments in 2012. In order to receive assistance producers must grow at least 4 acres vegetables or 5 acres of fruits and areas have to meet the requirements for good agricultural condition. The aim of the scheme is to provide additional incentives to produce quality fruits and vegetables. Production is carried out in accordance with quality indicators that are subject to constant monitoring by inspectors from the Bulgarian Agency for Food Safety. Subject to any requirements under the scheme producers receive a certificate of quality as certification is free for manufacturers. By an Order of the Minister of Agriculture and Food ? RD 09-311/26.03.2012 are approved product specifications under the scheme to improve the quality of fruits and vegetables produced in Bulgaria. Orders and other information on the scheme are available at: www.mzh.government.bg heading CAP / Direct payments / Scheme to improve the quality of fruits and vegetables.
The budget for the scheme for 2014 is 37 million lev.
Scheme to maintain the production of cow milk in economically vulnerable farms
Eligible for assistance under the scheme are producers of cow milk having individual milk quota and managing a farm that meets the following requirements: 
1. is registered in the Register of farms for production of cow milk;
2 . there are raised from 10 (inclusive) to 49 (inclusive) of dairy cows registered in the System for animal identification and registration of animal holdings in Bulgarian Agency for Food Safety.
Assistance under the scheme shall be paid when dairy farmers continue to grow stated dairy cows at least 100 days from the day following the last day for the submission of applications for support and have individual milk quota.
Scheme to maintain the cow milk production in disadvantaged areas
Eligible for assistance under the scheme are producers of cow milk having individual milk quota and managing a farm that meets the following requirements:
1. is registered in the Register of farms for production of cow milk;
2. is located within the territorial scope of disadvantaged areas under the Ordinance setting out the criteria for disadvantaged areas and their territorial scope approved by Decree of the Council of Ministers ? 30 of 2008 (SG ? 20 of 2008);
3. It raises 10 or more dairy cows registered in the System of animal identification and registration of holdings in Bulgarian Agency for Food Safety.
Assistance under the scheme shall be paid when dairy farmers continue to grow stated dairy cows at least 100 days from the day following the last day for the submission of applications for support and have individual milk quota.
Scheme to maintain the production of cow milk in nitrate vulnerable zones
Eligible for assistance under the scheme are producers of cow milk having individual milk quota and managing a farm that meets the following requirements:
1. is registered in the Register of farms for production of cow milk;
2. Located in municipalities in nitrate vulnerable zones. They are defined in Annex ? 3 (List of municipalities in nitrate vulnerable zones) and Annex ? 4 (List of municipalities in previous vulnerable zones for which transitional assistance will be applied) of Ordinance ? 2 of 21 February 2011 for special requirements for participation in approved schemes for national surcharge and specific support.
3. It raises 50 or more dairy cows registered in the System of animal identification and registration of holdings.
Assistance under the scheme shall be paid when dairy farmers continue to grow stated dairy cows at least 100 days from the day following the last day for the submission of applications for support and have individual milk quota.
Scheme for specific support for sucker cows (scheme coupled)
Eligible for assistance under the scheme for specific support for sucker cows is a farmer that:
1. has no individual milk quota;
2. raises in his farm 5 or more cows and/or heifers under the scheme for sucker cows registered in System of animal identification and registration of holdings in Bulgarian Agency for Food Safety.
Assistance under the scheme for sucker cows shall be paid when after submission of the application to support the farmer continues to raise the requested cows and/or heifers at least 100 days from the day following the last day for the submission of applications for support and has no individual milk quota. Support under the sucker cow scheme is determined based on the number of cows and heifers requested for support actually raised on the farm.
Scheme for cultivation of ewes and goats in economically vulnerable communities in Southern Bulgaria
This is a scheme that was developed and is specifically aimed at producers in economically vulnerable tobacco-producing communities in South Bulgaria.
Entitled to support under the scheme for cultivation of ewes and goats in economically vulnerable communities in Southern Bulgaria have farmers who:
1. manage farms located within the territorial scope of economically vulnerable communities in Southern Bulgaria included in Annex ? 2 to Ordinance ? 2 of 21 February 2011 for the special requirements for participation in approved schemes for national surcharge and specific support;
2. raise in farms under item 1:
a) from 10 (inclusive) to 49 (inclusive) ewes or
b) from 10 (inclusive) to 49 (inclusive) goats or
c) from 10 (inclusive) to 49 (inclusive) ewes and goats registered in the System of animal identification and registration of holdings in Bulgarian Agency for Food Safety.
3. continue to grow stated ewes and/or goats at least 100 days from the day following the last day for submission of applications for support.
Scheme for cultivation of ewes and goats in less-favoured areas
Eligible for assistance under the scheme are farmers who :
1. manage farms located in less-favoured areas according to the Ordinance setting out the criteria for less-favoured areas and their territorial scope;
2. raise in farms under item 1:
a) from 10 (inclusive) to 49 (inclusive) ewes or
b) from 10 (inclusive) to 49 (inclusive) goats or
c) from 10 (inclusive) to 49 (inclusive) ewes and goats registered in the System of animal identification and registration of holdings in Bulgarian Agency for Food Safety.
3. continue to grow stated ewes and / or goats at least 100 days from the day following the last day for submission of applications for support.
The total amount of schemes for specific support for 2014 for Bulgaria is 103.5 million lev.","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","A la faveur de l’article 4 de la loi 040 il est interdit la culture industrielle et encadrée des produits du tabac. Cependant le pays ne dispose pas pour l’instant un soutien ni une aide aux petits cultivateurs à se retourner vers d’autres activités génératrices de revenus.","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Nous envisageons le faire mais jusque là nous navons pas encore travailler avec les cultivateurs faute de moyens financiers pour decendre sur le terrain.","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"33","Colombia","Las siembras de tabaco rotan con otros cultivos como el maíz y el fríjol. con el fin de aumentar los ingresos de los cultivadores. así como conservar el medio ambiente y mejorar la oferta alimentaria.","Las siembras de tabaco rotan con otros cultivos como el maíz y el fríjol con el fin de aumentar los ingresos de los cultivadores así como conservar el medio ambiente y mejorar la oferta alimentaria.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","This article does not apply to Cook Islands because there is no tobacco industry here.","Answer/report not provided"
"37","Costa Rica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Cet aspect de la problématique du tabagisme sera pris en compte par une prochaine loi nationale antitabac qui sera proposée aux députés dans les prochaines semaines.","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","En los meses anteriores a la COP5 (año 2012). se coordinó entre los Ministerios de Salud Pública. de Industrias y Comercio. de Agricultura y Ganadería. y de Relaciones Exteriores. Comercio e Integración (hoy de Relaciones Exteriores y Movilidad Humana). el tratamiento del Art. 17 del CMCT y del contenido del Informe del grupo de trabajo sobre Alternativas económicamente viables al cultivo de tabaco. hubo el interés de las partes por analizar una propuesta nacional. pero se acordó esperar a tener Directrices u orientaciones consensuadas de parte de la COP del CMCT.","Answer/report not provided","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"51","Fiji","This is a grey area that we still need to work on.","Answer/report not provided","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"53","France","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"54","Gabon","Answer/report not provided","Culture de tabac brun (Gauloises) a été abandonnée (sauf consommation personnelle) trop fort pour des vieux problème de goût cest donc passé de mode. En remplacement culture de manioc; raisons: expérimentale pour augmenter rendement et qualité (collaboration avec ministère de lagriculture) et transmission de savoir au paysan.","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"57","Germany","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"58","Ghana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","El IHADFA está a la expectativa de los avances de las actividades alternativas para los productores de tabaco y de los trabajadores de las fábricas de tabaco. sin embargo hasta el momento no se han presentado casos al respecto.","Answer/report not provided","Answer/report not provided"
"64","Hungary","Answer/report not provided","Answer/report not provided","Based on EU subvention from year 2010 the Hungarian Government is expected to support a program of restructuring replacing tobacco leaf growing with the production of other agricultural products with the objective of maintaing employment in the region of tobacco leaf growing."
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
