"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","None","None","Answer/report not provided"
"3","Algeria","None","None","Partially"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","None","None","None"
"6","Australia","Partially","Partially","Partially"
"7","Austria","Partially","Partially","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Full","Partially","Answer/report not provided"
"10","Bahrain (Kingdom of)","Partially","Partially","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","None","Answer/report not provided"
"12","Barbados","None","None","Answer/report not provided"
"13","Belarus","Answer/report not provided","None","Answer/report not provided"
"14","Belgium","Partially","Partially","Partially"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","None","None","None"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","None","Answer/report not provided"
"19","Bosnia and Herzegovina","Full","Partially","Answer/report not provided"
"20","Botswana","Answer/report not provided","None","Answer/report not provided"
"21","Brazil","Full","Full","Full"
"22","Brunei Darussalam","None","None","Answer/report not provided"
"23","Bulgaria","None","Partially","Partially"
"24","Burkina Faso","None","None","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","None","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","None","Answer/report not provided"
"30","Chad","Answer/report not provided","Partially","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","Partially","Answer/report not provided","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","None","None","Answer/report not provided"
"36","Cook Islands","Full","None","Partially"
"37","Costa Rica","Full","Partially","Answer/report not provided"
"38","Côte d'Ivoire","None","Answer/report not provided","Answer/report not provided"
"39","Croatia","Full","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Full","Full","Full"
"41","Czech Republic","None","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Full","Full","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Full","Full","Full"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","None","Answer/report not provided","Answer/report not provided"
