"","Party","2014","2012","2010"
"1","Afghanistan","The above mentioned law indicated the gradually cessation and ban on tobacco production and usage of the tobacco","Answer/report not provided","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Pharmaceutical products are sold in drug-stores. They are expensive and not any popular. This cessation policy is considered as priority by the Ministry of Health which is searching for resources to implement it."
"6","Australia","Answer/report not provided","Answer/report not provided","Not applicable."
"7","Austria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Cessation programme piloted in one NGO operated PHC programme (Hospital cum Community Based Cessation) and in one Govt. Chest Disease Hospital (Hospital based cessation)."
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Answer/report not provided","question 3.2.8.6: 
Support for smoking cessation counselling is available at:
 - Primary Care (GPs do brief individual counselling and advice mutual organizing courses)
 - Specialist care: Individual tobaccologist services Pneumology
 - Other: Tobacco stop line (online and telephone support) feel free programs such as quit smoking for secondary education pupils in groups accompanied by CLB-employee group program in several Medical houses.","question 3.2.8.6: 
Support for smoking cessation counselling is available at:
 - Primary Care (GPs do brief individual counselling and advice mutual organizing courses)
 - Specialist care: Individual tobaccologist services Pneumology
 - Other: Tobacco stop line (online and telephone support) feel free programs such as quit smoking for secondary education pupils in groups accompanied by CLB-employee group program in several Medical houses."
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","3.2.8.6: Private health care institutions institutes for Public Health and MoH are not included
 3.2.8.9: CME additional training of family medicine teams not included","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Answer/report not provided","une stratégie sur les services de santé des jeunes et des adolescents a été élaborée et mis en œuvre dans les circonscriptions socio sanitaires incluant la lutte contre la consommation des substances psychoactives parmi lesquelles : la consommation du tabac.","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"37","Costa Rica","3.2.8.6.c: La Caja Costarricense de Seguro Social (CCSS) tiene 5 clínicas de cesación de fumado en ellas un grupo de profesionales médicos. enfermeras. psicólogos. nutricionistas. trabajadores sociales. entre otros especialistas. Brinda terapias en las que participa un promedio de 15 personas se da información muy diversa sobre las consecuencias del tabaco y el impacto de esta adicción en la salud individual y colectiva. También se les practica una prueba que se conoce como espirometría. que permite verificar cómo está la función pulmonar de cada fumador y reciben información sobre nutrición y hábitos saludables de vida. Las sesiones se ofrecen durante 9 semanas y cada una de ellas dura un promedio de tres horas. Las Clinicas de Cesación son 5:
Hospital México. Hospital San Juan de Dios y Hospital Rafael Ángel Calderón Guardia son hospitales nacionales que se encuentran localizados en el Área Metropolitana y se caracterizan por ser los establecimientos de salud más desarrollados y complejos del país.
El Hospital de Geriatría Gerontología Raúl Blanco Cervantes. hospital especializado que responde a una necesidad específica dentro del sector salud. está ubicado en el Valle Central 
Hospital San Rafael de Alajuela (en Alajuela ) es un hospitale regional que se caracterizan por estar ubicados fuera de San José y funciona como hospital general con las cuatro especialidades básicas: medicina. cirugía. gineco-obstetricia y pediatría. además de las subespecialidades de mayor demanda de la región a la que pertenecen. Estos centros refieren a los hospitales de inmediata accesibilidad geográfica. los casos que no pueden resolver por su complejidad. como los altamente calificados y que requieran métodos de diagnóstico especializado. serán remitidos a los hospitales nacionales.
El IAFA cuenta con Programa de espacios libres de humo de tabaco programa de promoción. educación. sensibilización y capacitación desarrollado en centros de trabajo públicos y privados desde el año 2000 Busca educar sobre la Ley General del control del tabaco y sus efectos nocivos en la salud N° 9028 fortaleciendo la implementación del artículo 5. inciso b. a través de los espacios 100% libres de humo de tabaco. para proteger a trabajadores. clientes y visitantes de la exposición a ambientes contaminados de humo de tabaco y motivar a los fumadores a abandonar el consumo
Capacitación Clínicas de Cesación desde los años 90. se capacita a profesionales de la Salud de los centros de trabajo. para el desarrollo de Clínicas de Cesación o grupos de apoyo. que reduzcan los niveles de consumo de tabaco en los trabajadores/as
Concurso Deje y Gane se realiza desde el año 2000. cada 2 años y busca apoyar a los fumadores que tienen deseos de mejorar su calidad de vida y dejar el fumado. Su estrategia basada en el enfoque de comunicación para la salud en la conformación de redes de apoyo para los fumadores a nivel regional.
A nivel privado existen algunas clínica pero no se cuenta con los datos 
3.2.8.7.c: especificar El país cuenta con un sistema de seguridad social administrado por la Caja Costarricense Seguro Social (CCSS) que propicia la cobertura de trabajadores y patronos. Actualmente. esta institución administra dos grandes seguros El Seguro de Salud llamado también Enfermedad y Maternidad. inicia en 1942 y tiene como objetivo otorgar atención médica. económica y social a los trabajadores asegurados y sus familiares. Entre los principales servicios brindados se encuentran: la asistencia médica general. especializada y quirúgica. los subsidios en dinero y los servicios de farmacia. laboratorio. odontología y prestaciones sociales.Tienen derecho a él por el seguro seguro familiar: la esposa o compañera de los asegurados y los hijos solteros menores de 18 años. así como los estudiantes de enseñanza media o técnica menores de 22 años y los menores de 25 años cuando cursen estudios de enseñanza superior También puede obtenerlo la madre del asegurado si depende económicamente de él; el padre si es mayor de 65 años o menor de esa edad en situación de invalidez; los menores de edad entregados en custodia definitiva por el patrono o Juzgado Tutelar de Menores y el esposo inválido o estudiante menor de 22 años que dependa económicamente de la esposa. Y el Seguro de Pensiones llamado también De Invalidez. Vejez y Muerte. el objetivo fundamental de este seguro obligatorio establecido en 1947. consiste en garantizarle al asegurado y a sus familiares una protección básica como pensión. En la actualidad se otorga el beneficio por Invalidez a los asegurados menores de 65 años que hayan aportado el número de cuotas según la edad y que por alteración o debilitamiento de su estado físico o mental hayan perdido dos terceras partes o más de su capacidad de desempeño de su profesión. su actividad habitual u otra compatible con ésta y que por tal motivo no puedan obtener una remuneración suficiente para su subsistencia y la de su familia. En el caso de la pensión por Vejez. tienen derecho a retirarse con ellas las mujeres aseguradas que alcancen los 59 años y 11 meses que cuenten con 466 cuotas; los hombres asegurados de 61 años y 11 meses que hayan aportado 462 cuotas
Por el carácter de su función o fin principal. la CCSS cuenta con el respaldo pleno del Estado. Patronos y Trabajadores. quienes con sus cotizaciones constituyen el fundamento económico básico sobre el cual giran sus actividades.
Cotizationes/patron/trabajado/estado/Total
Seguro de salud 9.25%/5.50%/0.25%/15%
Seguro de pensiones 4.92%/3.67%/0.25%/8.84%
Total 14.17%/9.17%/0.50%/23.84%","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Cet aspect de la problématique du tabagisme sera pris en compte par une prochaine loi nationale antitabac qui sera proposée aux députés dans les prochaines semaines","Answer/report not provided"
"39","Croatia","Counselling services are more and more offered by local pharmacies offering information about available products that can be legally purchased in pharmacies. Some private medical clinics and psychiatrics offer treatment of tobacco dependence as well.","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Note to 3.2.8.8.:
Except for physicians nurses and pharmacists are mostly involved. The theme of tobacco dependence is also included in the education of addictologists.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"45","Djibouti","Answer/report not provided","vu le prix et labsence de remboursement seul le traitement de substitution est utilisé donc disponibles dans la majorité des pharmacies.","Answer/report not provided"
"46","Ecuador","Answer/report not provided","Se ha capacitado a los profesionales psicólogos y psiquiatras de las Unidades de Salud Mental para que realicen detección precoz y tratamiento del tabaquismo en el segundo nivel de atención.
Se halla elaborada la Guía para el abordaje del tabaquismo en Atención Primaria de Salud en los proximos meses se entregará a cada Area de Salud de las provincias.","Answer/report not provided"
"47","Egypt","Under 3.2.8.2 . the quitline is operated by the Ministry of Health. that covers also the costs of operating this service.","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Measures concerning tobacco dependence and cessation are a primary responsibility of the EU Member States.
While the EU provides the regulatory framework for the authorisation of medicinal products the Member States decide about their accessibility. E.g. the need for prescription reimbursement status. 
However the EU supports Member States in their implementation of Article 14 of the FCTC. The Council Recommendation on smoke-free environments 2009/C 296/02 of 30 November 2009 calls on Member States to take effective measures to promote cessation of tobacco use and adequate treatment for tobacco dependence as outlined in Article 14 of the FCTC. The EU Health Programme provides funding to projects related to cessation of tobacco use. Cessation was also one of the three themes of the EU media campaign ''HELP - for a life without tobacco'' targeted at young people. Cessation is also the theme of the latest media campaign - ''Ex-smokers are unstoppable'' see http://www.exsmokers.eu/","Measures concerning tobacco dependence and cessation are a primary responsibility of the EU Member States. However the EU supports Member States in their implementation of Article 14 of the FCTC. The Council Recommendation on smoke-free environments 2009/C 296/02 of 30 November 2009 calls on Member States to take effective measures to promote cessation of tobacco use and adequate treatment for tobacco dependence as outlined in Article 14 of the FCTC. The EU Health Programme provides funding to projects related to cessation of tobacco use. Cessation was also one of the three themes of the EU media campaign HELP - for a life without tobacco targeted at young people. Cessation is also the theme of the latest media campaign - Ex smokers are unstoppable see http://www.exsmokers.eu/","Measures concerning tobacco dependence and cessation are a primary responsibility of the EU Member States. However the EU supports Member States in their implementation of Article 14 of the FCTC. The Council Recommendation on smoke-free environments 2009/C 296/02 of 30 November 2009 calls on Member States to take effective measures to promote cessation of tobacco use and adequate treatment for tobacco dependence as outlined in Article 14 of the FCTC. The EU Health Programme provides funding to projects related to cessation of tobacco use. Cessation is also one of the three themese of the EU media campaign HELP - for a life without tobacco targeted at young people."
"51","Fiji","Answer/report not provided","The tobacco component of the NCD Prevention and Control National Strategic Plan 2010-2014 plans to strengthen interventions aimed at assisting smokers to quit. 
The following interventions are being considered in line with the objectives of the Plan: 
- increasing the proportion of smokers who quit smoking in the 15-64 years age range through the NCD toolkit programme in nursing stations and health centres; 
- building capacity in nursing stations and health centres by training staff on the NCD toolkit programme; 
- building capacity of staff at health centre and subdivisional levels with regard to smoking cessation including the engagement of professional counsellors; 
- establishing quit smoking clinics in 30% of health centres and 30% of subdivisional hospitals in Fiji by 2014; and 
- setting up a quitline.","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"53","France","Answer/report not provided","Answer/report not provided","NB: les non-réponses sont liées à labsence dapplicabilité de la question posée au regard de la situation française."
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","the answers are based on the state programme which is not approved by the government yet but it will be approved in the nearest future.
Right now there are no cessation services avaialable except quitline which needs to be also strengthened.","Answer/report not provided","Answer/report not provided"
"57","Germany","People who want to participate in smoking cessation training can ask their health insurance company to reimburse the training and will get a reimbursement. Some health insurance companies offer these trainings for their clients. Medication is not reimbursed; Bupropion and Varenicline have to be prescribed by physicians. Brief advice by doctors is covered as part of the general financing of primary health.","Answer/report not provided","Answer/report not provided"
"58","Ghana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"59","Greece","Answer/report not provided","See details in pages 86-87 Annex 1.","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","A pesar de que el IHADFA no cuente con presupuesto para adquirir productos farmacéuticos para el tratamiento del consumo de tabaco. se brinda a los pacientes y sus familiares: terapias de familia. de grupo e individuales. así como. terapia cognitivo conductual.","Answer/report not provided","Answer/report not provided"
"64","Hungary","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"65","Iceland","Answer/report not provided","We now have two websites with informations on how to stop using tobacco one for health care professionals (frjals.is) and one for the public (reyklaus.is)","Answer/report not provided"
"66","India","Answer/report not provided","Steps have been taken to incorporate tobacco cessation especially Brief advice on tobacco cessation as advocated by WHO in training of primary health care doctors and staff so as to make it a part of primary health care.
Tobacco Cessation is the vital components of the National Tobacco Control Programme. Technical support has been provided to set up cessation services at medical/dental colleges TB hospitals general hospitals and other health care facilities in the public and private sector.
The tobacco cessation is also being integrated in the other national programmes of the Govt. Cancer control NCD programme TB control School health programme etc.
Training material has also been developed for doctors/health workers.","Steps have been taken to incorporate tobacco cessation especially Brief advice on tobacco cessation as advocated by WHO in training of primary health care doctors and staff so as to make it a part of primary health care.
The efforts are also being made to set up TCCs at medical/dental colleges TB hospitals general hospitals and other health care facilities in the public and private sector.
The tobacco cessation is also being integrated in the other national programmes of the Govt. Cancer control NCD programme TB control School health programme etc.
Training material has also been developed for doctors/health workers.
A website has been created for Tobacco Cessation.
The Govt is working on developing National Guidelines on Tobacco Cessation.
Tobacco cessation is also being incorporated in the course curriculum of medical and dental graduates."
"67","Iran (Islamic Republic of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"68","Iraq","Answer/report not provided","Answer/report not provided","Answer/report not provided"
