"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","Antigua & Barbuda is long overdue a global tobacco surveillance exercise. This includes GYTS and GSPS…)","Answer/report not provided","Answer/report not provided"
"5","Armenia","Global Youth Tobacco Survey 2014","Answer/report not provided","Answer/report not provided"
"6","Australia","In Australia. smoking prevalence is monitored and reported using three main data sources. the National Drug Strategy Household Survey. the Australian Health Survey and the Australian Secondary Students Alcohol and Drug Survey. Historically. all three surveys have generally reported every three years. with each survey having a different timeline for reporting.","The Australian Institute of Health and Welfare National Drug Strategy Household Survey is conducted every three years with the next survey to be released in 2013. The Australian Bureau of Statistics is conducting an Australian Health Survey (AHS) 2011-13 which will provide a comprehensive understanding of the health of people living in Australia. Further information about the AHS can be found online at http://www.abs.gov.au/websitedbs/D3310114.nsf/Home/Australian+Health+Survey.","Answer/report not provided"
"7","Austria","next “Gesundheitsbefragung/national health survey is going to take place in 2014 conducted by the state; WHO/HBSC Austria 2014 (''Health Behaviour in School-aged Children”","The general population survey on the use of substances like alcohol tobacco and illegal drugs is conducted every 4 years and hence will take place again in 2012; the WHO-HBSC survey and ESPAD-survey are also conducted on a 4-years-basis -> the results of the 2010 HBSC survey were published in february 2012 the results of the ESPAD-survey 2011 are expected to be published soon.","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Yes Steps Survey to be repeated in 2017-2018","Secondary Schools Drug Prevalence Survey will likely be repeated within the next 2 years","Answer/report not provided"
"10","Bahrain (Kingdom of)","Non communicable diseases and risk factors survey was repeated in 2013 in a more comprehensive form(Global health survey) We are still awaiting results","yes preparing to do world health survey which includes questions about tobacco","Answer/report not provided"
"11","Bangladesh","Global Adult Tobacco Survey","Global Adult Tobacco Survey (GATS)","Answer/report not provided"
"12","Barbados","The Health of the Nation Study a follow-up to the BRFS (STEPS) 2007 was completed in 2013. The report of findings is expected to be available late in 2014.","Ministry of Health is currently conducting the Health of the Nation Study a population based survey of NCD risk factors results will be available in 2013","Answer/report not provided"
"13","Belarus","Yes probably in 2015.","Plans possibly in 2012 and 2015","Answer/report not provided"
"14","Belgium","L’enquête de santé par interview est répétée tous les cinq ans","Health Interview Survey 2013","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","oui le Bénin envisage de répéter l’enquête STEPS et le GYTS en 2014 si nous arrivons à mobiliser les ressources","Oui nous avons lintention de répéter lenquête STEPS en 2013
Nous devrions répéter le GYTS depuis 2011 nous navions pas pu pour des raisons techniques entre lOMS et le CDC nous espérons le faire en 2012 si les choses sarrangeaient","Answer/report not provided"
"17","Bhutan","The WHO NCD STEPS Survey will be repeated in 2014.","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","GATS - GYTS en el 2012","Answer/report not provided"
"19","Bosnia and Herzegovina","To be defined by FMoH and the Ministry of Health and Social Welfare of the Republic of Srpska in line with international collaboration","FBiH: Usualy defined by Ministry of Health of Federation B&H and Ministry of Health and Social Welfare of the Republic of Srpska in line with international collaboration.","Answer/report not provided"
"20","Botswana","Answer/report not provided","The country is planning to conduct the third edition of GYTS.","Answer/report not provided"
"21","Brazil","The GATS-Brazil (TQS-Tobacco Questions for Surveys) was included in the National Heath Survey (available at: http://www.pns.icict.fiocruz.br/). The National Health Survey (and. therefore. the GATS-Brazil second round) was conducted in 2013 and is scheduled to be conducted every 5 years. The GATS-Brazil second round results will be released in August 2014","GYTS in Rio de Janeiro city will be probably repeated in 2012.
GHPSS in Rio de Janeiro city will be probably repeated in 2012.
A short-version of GATS will be probably repeated in 2013.","GYTS in Rio de Janeiro city will be probably repeated in 2012.
GHPSS in Rio de Janeiro city will be probably repeated in 2012.
A short-version of GATS will be probably repeated in 2013."
"22","Brunei Darussalam","Global Adult Tobacco Survey Brunei Darussalam WHO S.T.E.P.S Survey National Health and Nutritional Status Survey (NHANSS) and Global School Health Survey (GSHS)","The findings of the 2009-2011; National Health and Nutritional Status Survey are still being analysed.","Answer/report not provided"
"23","Bulgaria","In 2014 the Ministry of Health began implementation of the National program for prevention of chronic non-communicable diseases 2014-2020 program. In the program are planning following surveys:
- prevalence of tobacco consumption among different population groups; 
- determining the frequency and dynamics of morbidity and mortality by reason of tobacco use;
-economic consequences of tobacco use; 
-costs of the health care system in the treatment of diseases associated with the use of tobacco products;
- level of passive smoking. 
-establishment the effectiveness of educational programs for health risks of smoking and exposure to tobacco smoke.","Yes there are plans to repeat the surveys or Bulgarian participation in surveys:
-European School Survey Project on Alcohol and other Drugs - ESPAD. 
- European Health Interview Survey - EHIS;
- Global Youth Tobacco Survey - GYTS;
Since 2012 every year the National Statistical Institute is going to investigate the incidence of tobacco consumption.","Answer/report not provided"
"24","Burkina Faso","Oui le pays envisage de réaliser l’enquête STEPs tous les trois ans.","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Le GYTS et le GATS sont en cours.","Answer/report not provided","Answer/report not provided"
"28","Canada","Canadian Tobacco Use Monitoring Survey is being replaced by the Canadian Tobacco. Alcohol. and Drugs Survey (CTADS). The next release will be in Fall 2014.
Youth Smoking Survey (YSS) is a biennial survey. The next release is in Spring/Summer of 2014. Starting in 2014-15. the YSS will be re-named the Canadian Student Tobacco. Alcohol and Drugs Survey.","Canadian Tobacco Use Monitoring Survey (CTUMS) is an annual survey - next release in Fall of 2012.
Youth Smoking Survey (YSS) is a biannual survey - next release in Spring/Summer of 2012.","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","- oui:reprendre lenquête STEPS à léchelle Nationale;
- Enquête GYTS;
- Enquête chez les professionnels de la santé;
- Enquête chez les enseignants","Answer/report not provided"
"31","Chile","Encuesta Nacional de Salud. Ministerio de Salud. 
Estudio Nacional de Drogas en población Escolar. SENDA.
Estudio Nacional de Drogas en Población General. SENDA.","Encuesta Nacional de Salud 
Estudio de Carga de Enfermedad y Carga Atribuible 
Estudio Nacional de Drogas en población escolar.","Answer/report not provided"
"32","China","Global Adult Tobacco Survey the International Tobacco Control policy evaluation project.","Answer/report not provided","Answer/report not provided"
"33","Colombia","El Ministerio de Salud y Protección Social. a través de la Dirección de Epidemiología y Demografía. está liderando el proceso de estructuración del Sistema Nacional de Encuestas. En el marco de este proceso. se está implementando la Encuesta Nacional de Salud que incluyó. en su componente de Enfermedades No Transmisibles. las 20 preguntas clave de la Encuesta Mundial de Tabaquismo en Adultos.
Así mismo. se espera que entre 2014 y 2015. se implemente la Encuesta Mundial de Tabaquismo en Adultos y la Encuesta Mundial de Tabaquismo en Jóvenes (junto con la Encuesta Mundial de Salud Escolar).","Si. El Estudio Nacional de consumo de sustancias psicoactivas en Población general.
Aún falta por definir el desarrollo de otro tipo de encuestas dentro del marco del sistema de vigilancia epidemiológica del Ministerio de Salud.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Nous comptons réaliser une enquête auprès du personnel/enseignant de santé mais les ressources financières nous font défauts","rien"
"35","Congo","Si possible avec l’aide de l’OMS refaire le GYTS","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Population Census in next five years - 2016 and GSHS five years","GYTS is ongoing every 5 years. There is also a possibility of NCD STEPS survey in 2011/2012 depending on funding.","Answer/report not provided"
"37","Costa Rica","Se realizará una nueva encuesta en el año 2015.","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Oui; il sagit des tendances de la consommation de tabac.","La nécessité de répéter lenquête générale sur le tabagisme existe et le PNLTA est à la recherche de ressources financières (rares pour ce genre dactivité) pour la réalisation dune enquête denvergure dans les meilleurs délais surtout dans ce contexte post-crise sociopolitique et armée.","Answer/report not provided"
"39","Croatia","Health Behaviour in School-aged Children (HBSC) study currently conducting (year 2014)
Substance Abuse among the General Population in the Republic Of Croatia conducted by of Croatia – Office for Combating Drug Abuse plans to repeat in 2015 

The European School Survey Project on Alcohol and Other Drugs (ESPAD) plans to repeat in 2015

Global Youth Tobacco Survey (GYTS) 2015 (depends on funding)

European Health Interview Survey (EHIS) currently conducted second wave 2014

Within indicators of Global Tobacco Surveillance System (GTSS) Global Adult Tobacco Survey (GATS) currently conducting (year 2014)","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Cross-sectional adult population (15+) survey Tobacco use in the Czech republic – yearly; GYTS & GHPSS – depending on WHO/CDC conditions (2015-2016)
Cross-national survey of school students: Health Behaviour in School-aged Children (HBSC) and European Health Information Survey will be carried out in the Czech Republic in 2014.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","The survey for 2013 will be published in the spring of 2014 and it is the intention to do the survey again the coming years. The National Health Profile survey will run next time 2017.","We monitor the habits related to tobacco at least once a year. The next National Health Profile will be carried out in 2013.","Answer/report not provided"
"45","Djibouti","Answer/report not provided","GYTS-GSPS et GHPSS","Answer/report not provided"
"46","Ecuador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"47","Egypt","GATS","GATS","Answer/report not provided"
"48","El Salvador","Encuesta  Nacional de  población del  consumo  de  drogas  licitas  e ilícitas.
Encuesta  Nacional  de  prevalencia  del  consumo  de  tabaco  y  alcohol","Answer/report not provided","Answer/report not provided"
"49","Estonia","“Health Behavior among Estonian Adult Population” is systematic survey.","Answer/report not provided","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"51","Fiji","Answer/report not provided","WHO STEPS - the second survey is currently being implemented","Answer/report not provided"
"52","Finland","See under 3.4.3.8","The above mentionde surveys will be carried out regularly. In addition GYTS will be carried out first time in fall 2012.","Answer/report not provided"
"53","France","Answer/report not provided","Le Baromètre santé INPES est une enquête en population générale sur de nombreux sujets liés à la santé incluant des items sur le tabagisme renouvelée tous les 5 ans.
ESCAPAD : cycle denquêtes sur la santé menées par lOFDT tous les 3 ans auprès dun échantillon de jeunes de 17 ans incluant des données sur le tabac.
EROPP : Enquête sur les représentations opinions et perceptions relatives aux psychotropes et aux politiques publiques : enquêtes triennales en population générale (15-75 ans) menées par lOFDT
ENP :les enquêtes nationales périnatales (femmes enceintes)menées régulièrement incluent des questins relatives au tabac
La France participe aux enquêtes internationales : HBSC (Health Behaviour in School-aged Children) ESPAD (European School Survey on Alcohol and Other Drugs)","Answer/report not provided"
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","As at now we dont have any plans to undertake a new tobacco survey but it is our interest to conduct a national survey accross a wide range of ages.","Answer/report not provided"
"56","Georgia","GYTS is currently being conducted; in collaboration with Emory University Atlanta GA several other studies are being conducted currently: 1. Assess tobacco use and reactions to tobacco control policies among a nationally representative sample of individuals in Georgia. 2. Assess tobacco use and clinic-based practices related to smoking among healthcare providers and medical trainees. 3. Assess tobacco use and attitudes toward tobacco use among female smokers. It is planned to conduct WHO STEPSwise Survey in 2015","conducting of survey about health risk factors (including tobacco) in maigrant population has started in 2011 and is ongoing.","Answer/report not provided"
"57","Germany","The youth survey will be repeated at least every third year the adult survey will be repeated every second year.","Answer/report not provided","Answer/report not provided"
"58","Ghana","Yes the following: 
Global Youth Tobacco Survey (GYTS) 2014
Demographic and Health Survey (DHS) 2014
Global Adult Tobacco Survey (GATS) 2014
Global Health Professional Survey (GHPS) 2014","Yes.
(1) Global Adult Tobacco Survey (GATS) 2012 (-2013)
(2) Global Youth Tobacco Survey (GYTS) 2012 (-2013) 
(3) Global Health Professional Survey (GHPS) 2012 (-2013)","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Si","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
