"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Yes","Yes","Answer/report not provided"
"3","Algeria","No","No","Yes"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Yes","Yes","Yes"
"6","Australia","Yes","Yes","Yes"
"7","Austria","Yes","Yes","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Yes","Yes","Answer/report not provided"
"10","Bahrain (Kingdom of)","Yes","Yes","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","No","Answer/report not provided"
"12","Barbados","Yes","Yes","Answer/report not provided"
"13","Belarus","Yes","Yes","Yes"
"14","Belgium","Yes","Yes","Yes"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","No","No","No"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","No","Answer/report not provided"
"19","Bosnia and Herzegovina","Yes","Yes","Answer/report not provided"
"20","Botswana","Answer/report not provided","No","Answer/report not provided"
"21","Brazil","Yes","Yes","Yes"
"22","Brunei Darussalam","Yes","Yes","Answer/report not provided"
"23","Bulgaria","Yes","Yes","Yes"
"24","Burkina Faso","No","No","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Yes","Yes","Yes"
"29","Central African Republic","Answer/report not provided","No","Answer/report not provided"
"30","Chad","Answer/report not provided","No","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","Yes","Answer/report not provided","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","No"
"35","Congo","No","No","Answer/report not provided"
"36","Cook Islands","No","Answer/report not provided","No"
"37","Costa Rica","No","Yes","Answer/report not provided"
"38","Côte d'Ivoire","No","Answer/report not provided","Answer/report not provided"
"39","Croatia","No","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Yes","Yes","Yes"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Yes","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Yes","Yes","Yes"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Yes","Answer/report not provided","Answer/report not provided"
"47","Egypt","No","Answer/report not provided","Yes"
"48","El Salvador","No","Answer/report not provided","Answer/report not provided"
"49","Estonia","Yes","Yes","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"51","Fiji","Yes","Yes","Answer/report not provided"
"52","Finland","Yes","Yes","Yes"
"53","France","Yes","Yes","Yes"
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","Yes","Answer/report not provided","Answer/report not provided"
"57","Germany","Yes","Yes","Yes"
"58","Ghana","No","No","No"
"59","Greece","Yes","Yes","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","No","Answer/report not provided"
"62","Guyana","Answer/report not provided","No","No"
"63","Honduras","No","No","No"
"64","Hungary","Yes","Yes","Yes"
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"66","India","Yes","Yes","Yes"
"67","Iran (Islamic Republic of)","Yes","Yes","Answer/report not provided"
"68","Iraq","No","Answer/report not provided","Answer/report not provided"
"69","Ireland","Yes","Yes","Yes"
"70","Israel","Answer/report not provided","Yes","Answer/report not provided"
"71","Italy","Yes","Yes","Answer/report not provided"
"72","Jamaica","Yes","Answer/report not provided","Answer/report not provided"
"73","Japan","Yes","Yes","Yes"
"74","Jordan","Yes","Yes","No"
"75","Kazakhstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"76","Kenya","Yes","Answer/report not provided","Yes"
"77","Kiribati","No","Answer/report not provided","Answer/report not provided"
