"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Indicator not used","Indicator not used"
"2","Albania","Answer/report not provided","Indicator not used","Indicator not used"
"3","Algeria","Answer/report not provided","Indicator not used","Indicator not used"
"4","Antigua and Barbuda","Answer/report not provided","Indicator not used","Indicator not used"
"5","Armenia","Answer/report not provided","Indicator not used","Indicator not used"
"6","Australia","Answer/report not provided","Indicator not used","Indicator not used"
"7","Austria","Answer/report not provided","Indicator not used","Indicator not used"
"8","Azerbaijan","Answer/report not provided","Indicator not used","Indicator not used"
"9","Bahamas","Answer/report not provided","Indicator not used","Indicator not used"
"10","Bahrain (Kingdom of)","Answer/report not provided","Indicator not used","Indicator not used"
"11","Bangladesh","Answer/report not provided","Indicator not used","Indicator not used"
"12","Barbados","Answer/report not provided","Indicator not used","Indicator not used"
"13","Belarus","Answer/report not provided","Indicator not used","Indicator not used"
"14","Belgium","Answer/report not provided","Indicator not used","Indicator not used"
"15","Belize","Answer/report not provided","Indicator not used","Indicator not used"
"16","Benin","Nous formons les agents de santé médicaux et paramédicaux sur les protocoles de prise en charge des Maladies Non Transmissibles au niveau périphérique et parmi ces protocoles il y a un module de cessation de fumer nous sommes à une étape expérimentale et nous recherchons des ressources pour un passage à l’échelle nationale.
Les produits de substitutions de la nicotine sont peu disponibles dans les officines et sont considérés comme des cosmétiques et les coûts ne sont pas abordables. Une action est prévue dans ce sens pour rendre ces produits disponibles de même que d’autres pour le sevrage tabagique et à moindre coût.","Indicator not used","Indicator not used"
"17","Bhutan","Answer/report not provided","Indicator not used","Indicator not used"
"18","Bolivia","Answer/report not provided","Indicator not used","Indicator not used"
"19","Bosnia and Herzegovina","Answer/report not provided","Indicator not used","Indicator not used"
"20","Botswana","Answer/report not provided","Indicator not used","Indicator not used"
"21","Brazil","Answer/report not provided","Indicator not used","Indicator not used"
"22","Brunei Darussalam","Answer/report not provided","Indicator not used","Indicator not used"
"23","Bulgaria","Answer/report not provided","Indicator not used","Indicator not used"
"24","Burkina Faso","Answer/report not provided","Indicator not used","Indicator not used"
"25","Burundi","Answer/report not provided","Indicator not used","Indicator not used"
"26","Cambodia","The Ministry of Health. NGOs and relevant stakeholders have launched a number of education programs on effects of smoking as well as smoking cessation programs. in compliance with WHO FCTC''s article 14","Indicator not used","Indicator not used"
"27","Cameroon","Answer/report not provided","Indicator not used","Indicator not used"
"28","Canada","Answer/report not provided","Indicator not used","Indicator not used"
"29","Central African Republic","Answer/report not provided","Indicator not used","Indicator not used"
"30","Chad","Answer/report not provided","Indicator not used","Indicator not used"
"31","Chile","La Oficina de Tabaco utiliza constantemente las Directrices del Convenio Marco en la elaboración de sus proyectos pero no está consignada expresamente esta directriz en trabajos presentes.","Indicator not used","Indicator not used"
"32","China","Answer/report not provided","Indicator not used","Indicator not used"
"33","Colombia","Answer/report not provided","Indicator not used","Indicator not used"
"34","Comoros","Answer/report not provided","Indicator not used","Indicator not used"
"35","Congo","Answer/report not provided","Indicator not used","Indicator not used"
"36","Cook Islands","Answer/report not provided","Indicator not used","Indicator not used"
"37","Costa Rica","El Ministerio de Salud coordinó con un experto en Tabaco para realizar un análisis de situación de la implementación del artículo 14. con participación de funcionarios de instituciones públicas y entes privados.","Indicator not used","Indicator not used"
"38","Côte d'Ivoire","Answer/report not provided","Indicator not used","Indicator not used"
"39","Croatia","Answer/report not provided","Indicator not used","Indicator not used"
"40","Cyprus","Answer/report not provided","Indicator not used","Indicator not used"
"41","Czech Republic","Answer/report not provided","Indicator not used","Indicator not used"
"42","Democratic People's Republic of Korea","Answer/report not provided","Indicator not used","Indicator not used"
"43","Democratic Republic of the Congo","Answer/report not provided","Indicator not used","Indicator not used"
"44","Denmark","Answer/report not provided","Indicator not used","Indicator not used"
"45","Djibouti","Answer/report not provided","Indicator not used","Indicator not used"
"46","Ecuador","Answer/report not provided","Indicator not used","Indicator not used"
"47","Egypt","Answer/report not provided","Indicator not used","Indicator not used"
"48","El Salvador","Answer/report not provided","Indicator not used","Indicator not used"
"49","Estonia","Answer/report not provided","Indicator not used","Indicator not used"
"50","European Union","Answer/report not provided","Indicator not used","Indicator not used"
"51","Fiji","Answer/report not provided","Indicator not used","Indicator not used"
"52","Finland","Answer/report not provided","Indicator not used","Indicator not used"
"53","France","Answer/report not provided","Indicator not used","Indicator not used"
"54","Gabon","Answer/report not provided","Indicator not used","Indicator not used"
"55","Gambia","Answer/report not provided","Indicator not used","Indicator not used"
"56","Georgia","Answer/report not provided","Indicator not used","Indicator not used"
"57","Germany","Answer/report not provided","Indicator not used","Indicator not used"
"58","Ghana","Answer/report not provided","Indicator not used","Indicator not used"
"59","Greece","Answer/report not provided","Indicator not used","Indicator not used"
"60","Grenada","Answer/report not provided","Indicator not used","Indicator not used"
"61","Guatemala","Answer/report not provided","Indicator not used","Indicator not used"
"62","Guyana","Answer/report not provided","Indicator not used","Indicator not used"
"63","Honduras","Desde la entrada en vigencia de la Ley Especial para el Control del tabaco LECT y su Reglamentación el IHADFA brinda servicio de atención a la demanda de tratamiento para el consumo de tabaco. sin embargo dado el bajo presupuesto asignado por el Congreso Nacional no ha sido posible la adquisición de productos farmacéuticos para tal fin.","Indicator not used","Indicator not used"
"64","Hungary","Answer/report not provided","Indicator not used","Indicator not used"
"65","Iceland","Answer/report not provided","Indicator not used","Indicator not used"
"66","India","The guidelines have been referred to while developing cessation guidelines/modules","Indicator not used","Indicator not used"
"67","Iran (Islamic Republic of)","Answer/report not provided","Indicator not used","Indicator not used"
"68","Iraq","Answer/report not provided","Indicator not used","Indicator not used"
"69","Ireland","Answer/report not provided","Indicator not used","Indicator not used"
"70","Israel","Answer/report not provided","Indicator not used","Indicator not used"
"71","Italy","Answer/report not provided","Indicator not used","Indicator not used"
"72","Jamaica","Answer/report not provided","Indicator not used","Indicator not used"
"73","Japan","Answer/report not provided","Indicator not used","Indicator not used"
"74","Jordan","Answer/report not provided","Indicator not used","Indicator not used"
"75","Kazakhstan","Answer/report not provided","Indicator not used","Indicator not used"
"76","Kenya","Answer/report not provided","Indicator not used","Indicator not used"
"77","Kiribati","Answer/report not provided","Indicator not used","Indicator not used"
"78","Kuwait","Answer/report not provided","Indicator not used","Indicator not used"
"79","Kyrgyzstan","Answer/report not provided","Indicator not used","Indicator not used"
"80","Lao People's Democratic Republic","Answer/report not provided","Indicator not used","Indicator not used"
"81","Latvia","Answer/report not provided","Indicator not used","Indicator not used"
"82","Lebanon","Answer/report not provided","Indicator not used","Indicator not used"
"83","Lesotho","Answer/report not provided","Indicator not used","Indicator not used"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Indicator not used","Indicator not used"
"85","Lithuania","Answer/report not provided","Indicator not used","Indicator not used"
"86","Luxembourg","Answer/report not provided","Indicator not used","Indicator not used"
"87","Madagascar","Answer/report not provided","Indicator not used","Indicator not used"
"88","Malaysia","Malaysia is planning to incorporate equir=t smoking services with quit line services in order to increase the number of quitters. 
Previously infoline system has been implemented where patients can get information and this system will be upgraded to quitline within 2014.","Indicator not used","Indicator not used"
"89","Maldives","Answer/report not provided","Indicator not used","Indicator not used"
"90","Mali","Answer/report not provided","Indicator not used","Indicator not used"
"91","Malta","Answer/report not provided","Indicator not used","Indicator not used"
"92","Marshall Islands","Answer/report not provided","Indicator not used","Indicator not used"
"93","Mauritania","Answer/report not provided","Indicator not used","Indicator not used"
"94","Mauritius","Answer/report not provided","Indicator not used","Indicator not used"
"95","Mexico","Se aplican las directrices del Articulo 14 del Convenio Marco para el Control del Tabaco de la OMS. consejería breve","Indicator not used","Indicator not used"
"96","Micronesia (Federated States of)","Answer/report not provided","Indicator not used","Indicator not used"
"97","Mongolia","Answer/report not provided","Indicator not used","Indicator not used"
"98","Montenegro","Answer/report not provided","Indicator not used","Indicator not used"
"99","Myanmar","Answer/report not provided","Indicator not used","Indicator not used"
"100","Namibia","Answer/report not provided","Indicator not used","Indicator not used"
"101","Nauru","Answer/report not provided","Indicator not used","Indicator not used"
"102","Nepal","Answer/report not provided","Indicator not used","Indicator not used"
"103","Netherlands","Answer/report not provided","Indicator not used","Indicator not used"
"104","New Zealand","Answer/report not provided","Indicator not used","Indicator not used"
"105","Niger","Answer/report not provided","Indicator not used","Indicator not used"
"106","Nigeria","Answer/report not provided","Indicator not used","Indicator not used"
"107","Niue","Answer/report not provided","Indicator not used","Indicator not used"
"108","Norway","Answer/report not provided","Indicator not used","Indicator not used"
"109","Oman","Answer/report not provided","Indicator not used","Indicator not used"
"110","Pakistan","Answer/report not provided","Indicator not used","Indicator not used"
"111","Palau","Answer/report not provided","Indicator not used","Indicator not used"
