"","Party","2014","2012","2010"
"1","Afghanistan","No","Answer/report not provided","Answer/report not provided"
"2","Albania","Yes","Yes","Answer/report not provided"
"3","Algeria","Yes","No","Yes"
"4","Antigua and Barbuda","No","No","Answer/report not provided"
"5","Armenia","No","No","No"
"6","Australia","Yes","Yes","Yes"
"7","Austria","Yes","Yes","Answer/report not provided"
"8","Azerbaijan","No","No","No"
"9","Bahamas","No","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","Yes","No","Answer/report not provided"
"11","Bangladesh","Yes","Yes","Yes"
"12","Barbados","No","No","Answer/report not provided"
"13","Belarus","Yes","Yes","Yes"
"14","Belgium","Yes","Yes","Yes"
"15","Belize","No","Answer/report not provided","Answer/report not provided"
"16","Benin","No","No","No"
"17","Bhutan","Yes","Yes","Yes"
"18","Bolivia","Answer/report not provided","Yes","Answer/report not provided"
"19","Bosnia and Herzegovina","Yes","Yes","Answer/report not provided"
"20","Botswana","Answer/report not provided","Yes","Answer/report not provided"
"21","Brazil","Yes","Yes","Yes"
"22","Brunei Darussalam","No","Yes","Answer/report not provided"
"23","Bulgaria","No","No","No"
"24","Burkina Faso","Yes","Yes","Answer/report not provided"
"25","Burundi","Answer/report not provided","No","Answer/report not provided"
"26","Cambodia","Yes","Yes","Yes"
"27","Cameroon","No","Answer/report not provided","Answer/report not provided"
"28","Canada","Yes","Yes","Yes"
"29","Central African Republic","Answer/report not provided","No","Answer/report not provided"
"30","Chad","Answer/report not provided","Yes","Answer/report not provided"
"31","Chile","Yes","Yes","Answer/report not provided"
"32","China","Yes","Yes","Yes"
"33","Colombia","Yes","Yes","Answer/report not provided"
"34","Comoros","Answer/report not provided","Yes","Answer/report not provided"
"35","Congo","No","No","Answer/report not provided"
"36","Cook Islands","No","No","No"
"37","Costa Rica","Yes","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","No","No","Answer/report not provided"
"39","Croatia","Yes","Yes","Answer/report not provided"
"40","Cyprus","No","No","No"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Yes","Yes","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Yes","No","Yes"
"45","Djibouti","No","No","Answer/report not provided"
"46","Ecuador","Yes","Yes","Answer/report not provided"
"47","Egypt","Yes","Yes","Yes"
"48","El Salvador","Yes","Answer/report not provided","Answer/report not provided"
"49","Estonia","Yes","Yes","Answer/report not provided"
"50","European Union","Yes","Yes","Yes"
"51","Fiji","Yes","Yes","Answer/report not provided"
"52","Finland","Yes","No","No"
"53","France","No","No","No"
"54","Gabon","Yes","No","Answer/report not provided"
"55","Gambia","Yes","No","Answer/report not provided"
"56","Georgia","No","No","Answer/report not provided"
"57","Germany","Yes","Yes","Yes"
"58","Ghana","Yes","No","No"
"59","Greece","Yes","No","Answer/report not provided"
"60","Grenada","No","Answer/report not provided","Answer/report not provided"
"61","Guatemala","No","No","Answer/report not provided"
"62","Guyana","Answer/report not provided","Yes","Yes"
"63","Honduras","No","No","No"
"64","Hungary","Yes","Yes","No"
"65","Iceland","Yes","Yes","Answer/report not provided"
"66","India","Yes","Yes","Yes"
"67","Iran (Islamic Republic of)","Yes","Yes","Answer/report not provided"
"68","Iraq","Yes","No","Answer/report not provided"
"69","Ireland","Yes","Yes","Yes"
"70","Israel","Answer/report not provided","Yes","Answer/report not provided"
"71","Italy","Yes","Answer/report not provided","Answer/report not provided"
"72","Jamaica","No","Answer/report not provided","Answer/report not provided"
"73","Japan","Yes","Yes","Yes"
"74","Jordan","Yes","Yes","Yes"
"75","Kazakhstan","Yes","Yes","Answer/report not provided"
"76","Kenya","Yes","Answer/report not provided","Yes"
"77","Kiribati","No","Answer/report not provided","Answer/report not provided"
"78","Kuwait","No","No","No"
"79","Kyrgyzstan","Yes","Yes","Answer/report not provided"
"80","Lao People's Democratic Republic","Yes","Yes","Answer/report not provided"
"81","Latvia","No","No","No"
"82","Lebanon","Yes","Yes","Yes"
"83","Lesotho","Yes","No","No"
"84","Libyan Arab Jamahiriya","Yes","Yes","Answer/report not provided"
"85","Lithuania","No","No","No"
"86","Luxembourg","No","No","No"
"87","Madagascar","Yes","Yes","No"
"88","Malaysia","Yes","Yes","Yes"
"89","Maldives","Yes","Answer/report not provided","Answer/report not provided"
"90","Mali","No","No","Answer/report not provided"
"91","Malta","Yes","Yes","Yes"
"92","Marshall Islands","Yes","Yes","Yes"
"93","Mauritania","Answer/report not provided","No","Answer/report not provided"
"94","Mauritius","Yes","Yes","No"
"95","Mexico","Yes","Yes","Yes"
"96","Micronesia (Federated States of)","Yes","Yes","Yes"
"97","Mongolia","No","No","Answer/report not provided"
"98","Montenegro","Yes","Yes","Yes"
"99","Myanmar","No","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","Yes","Yes"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Yes","Yes","Answer/report not provided"
"103","Netherlands","Yes","Yes","Yes"
"104","New Zealand","Yes","Yes","Yes"
"105","Niger","Answer/report not provided","No","Answer/report not provided"
"106","Nigeria","Yes","Answer/report not provided","Answer/report not provided"
"107","Niue","No","Answer/report not provided","No"
"108","Norway","Yes","Yes","Yes"
"109","Oman","Yes","Yes","Yes"
"110","Pakistan","Yes","Yes","Answer/report not provided"
"111","Palau","Yes","No","Answer/report not provided"
"112","Panama","No","No","Answer/report not provided"
"113","Papua New Guinea","No","Answer/report not provided","Answer/report not provided"
"114","Paraguay","Yes","Yes","Answer/report not provided"
"115","Peru","No","No","Answer/report not provided"
"116","Philippines","Yes","Yes","Answer/report not provided"
"117","Poland","Yes","Yes","Answer/report not provided"
"118","Portugal","Yes","Yes","Yes"
"119","Qatar","Yes","Yes","Yes"
"120","Republic of Korea","Yes","Yes","Yes"
"121","Republic of Moldova","Yes","Yes","Answer/report not provided"
"122","Romania","No","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","No","Answer/report not provided","Answer/report not provided"
"124","Rwanda","Answer/report not provided","No","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","No","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","No","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","No","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","No","No","No"
"130","Sao Tome and Principe","No","No","Answer/report not provided"
"131","Saudi Arabia","Yes","Yes","Answer/report not provided"
"132","Senegal","No","No","Answer/report not provided"
"133","Serbia","Yes","Yes","Yes"
"134","Seychelles","Yes","Yes","No"
"135","Sierra Leone","No","No","Answer/report not provided"
"136","Singapore","Yes","Yes","Yes"
"137","Slovakia","No","Yes","Yes"
"138","Slovenia","Yes","Yes","Yes"
"139","Solomon Islands","Yes","Yes","Yes"
"140","South Africa","Yes","Yes","Yes"
"141","Spain","Yes","Yes","Yes"
"142","Sri Lanka","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"143","Sudan","Answer/report not provided","Yes","Answer/report not provided"
"144","Suriname","Yes","Yes","Answer/report not provided"
"145","Swaziland","Answer/report not provided","No","Answer/report not provided"
"146","Sweden","Yes","Yes","Yes"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","Yes"
"148","Tajikistan","No","Answer/report not provided","Answer/report not provided"
"149","Thailand","Yes","Yes","Yes"
"150","The former Yugoslav Republic of Macedonia","No","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","No","No","Yes"
"153","Tonga","Yes","Yes","Yes"
"154","Trinidad and Tobago","Yes","Yes","No"
"155","Tunisia","Yes","Yes","Answer/report not provided"
"156","Turkey","Yes","Yes","Yes"
"157","Turkmenistan","No","Answer/report not provided","Answer/report not provided"
"158","Tuvalu","No","No","Answer/report not provided"
"159","Uganda","Yes","No","Answer/report not provided"
"160","Ukraine","Yes","Yes","Yes"
"161","United Arab Emirates","Yes","No","Answer/report not provided"
"162","United Kingdom","Yes","Yes","Yes"
"163","United Republic of Tanzania","No","Yes","Answer/report not provided"
"164","Uruguay","Yes","Yes","Yes"
"165","Uzbekistan","No","Answer/report not provided","Answer/report not provided"
"166","Vanuatu","Yes","Yes","Answer/report not provided"
"167","Venezuela","Yes","Yes","Answer/report not provided"
"168","Viet Nam","Yes","Yes","Yes"
"169","Yemen","Yes","Yes","Answer/report not provided"
