"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Yes","Answer/report not provided"
"2","Albania","Yes","Yes","Answer/report not provided"
"3","Algeria","Yes","Yes","Yes"
"4","Antigua and Barbuda","No","No","Answer/report not provided"
"5","Armenia","No","No","No"
"6","Australia","Yes","Yes","Yes"
"7","Austria","Yes","Yes","Answer/report not provided"
"8","Azerbaijan","No","No","No"
"9","Bahamas","Yes","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","Yes","Yes","Answer/report not provided"
"11","Bangladesh","Yes","Yes","Yes"
"12","Barbados","No","No","Answer/report not provided"
"13","Belarus","Yes","Yes","Yes"
"14","Belgium","Yes","Yes","Yes"
"15","Belize","No","Answer/report not provided","Answer/report not provided"
"16","Benin","Yes","Yes","Yes"
"17","Bhutan","Yes","Yes","Yes"
"18","Bolivia","Answer/report not provided","No","Answer/report not provided"
"19","Bosnia and Herzegovina","Yes","Yes","Answer/report not provided"
"20","Botswana","Answer/report not provided","Yes","Answer/report not provided"
"21","Brazil","Yes","Yes","Yes"
"22","Brunei Darussalam","Yes","No","Answer/report not provided"
"23","Bulgaria","No","No","No"
"24","Burkina Faso","Yes","Yes","Answer/report not provided"
"25","Burundi","Answer/report not provided","Yes","Answer/report not provided"
"26","Cambodia","Yes","No","No"
"27","Cameroon","Yes","Answer/report not provided","Answer/report not provided"
"28","Canada","No","No","No"
"29","Central African Republic","Answer/report not provided","No","Answer/report not provided"
"30","Chad","Answer/report not provided","Yes","Answer/report not provided"
"31","Chile","Yes","No","Answer/report not provided"
"32","China","No","No","No"
"33","Colombia","Yes","Yes","Answer/report not provided"
"34","Comoros","Answer/report not provided","Yes","No"
"35","Congo","Yes","No","Answer/report not provided"
"36","Cook Islands","Yes","Yes","Yes"
"37","Costa Rica","Yes","Yes","Answer/report not provided"
"38","Côte d'Ivoire","No","No","Answer/report not provided"
"39","Croatia","Yes","Yes","Answer/report not provided"
"40","Cyprus","Yes","Yes","Yes"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Yes","Yes","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Yes","Yes","Yes"
"45","Djibouti","Yes","Yes","Answer/report not provided"
