"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Yes","Answer/report not provided"
"2","Albania","No","No","Answer/report not provided"
"3","Algeria","Answer/report not provided","No","No"
"4","Antigua and Barbuda","No","No","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","No"
"6","Australia","Yes","Yes","No"
"7","Austria","No","No","Answer/report not provided"
"8","Azerbaijan","No","Answer/report not provided","Answer/report not provided"
"9","Bahamas","No","Yes","Answer/report not provided"
"10","Bahrain (Kingdom of)","No","No","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","No","No","Answer/report not provided"
"13","Belarus","Answer/report not provided","No","No"
"14","Belgium","Answer/report not provided","No","No"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","No","Yes","Yes"
"17","Bhutan","No","Answer/report not provided","No"
"18","Bolivia","Answer/report not provided","No","Answer/report not provided"
"19","Bosnia and Herzegovina","No","No","Answer/report not provided"
"20","Botswana","Answer/report not provided","Yes","Answer/report not provided"
"21","Brazil","No","Yes","Yes"
"22","Brunei Darussalam","No","No","Answer/report not provided"
"23","Bulgaria","No","No","No"
"24","Burkina Faso","Yes","No","Answer/report not provided"
"25","Burundi","Answer/report not provided","No","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","No","Answer/report not provided","Answer/report not provided"
"28","Canada","No","Yes","Yes"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","No","Answer/report not provided"
"31","Chile","No","No","Answer/report not provided"
"32","China","Answer/report not provided","Yes","Yes"
"33","Colombia","No","No","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","No"
"35","Congo","Answer/report not provided","Yes","Answer/report not provided"
"36","Cook Islands","Yes","Yes","Yes"
"37","Costa Rica","Yes","Yes","Answer/report not provided"
"38","Côte d'Ivoire","No","No","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","No","No","No"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","No","No","No"
"45","Djibouti","Answer/report not provided","No","Answer/report not provided"
"46","Ecuador","No","No","Answer/report not provided"
"47","Egypt","Answer/report not provided","No","No"
"48","El Salvador","Yes","Answer/report not provided","Answer/report not provided"
"49","Estonia","No","No","Answer/report not provided"
"50","European Union","Yes","Yes","Yes"
"51","Fiji","No","No","Answer/report not provided"
"52","Finland","No","No","Answer/report not provided"
"53","France","Answer/report not provided","No","No"
