"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","30"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"6","Australia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"7","Austria","9.7 %","9.00","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","0.00","Answer/report not provided"
"11","Bangladesh","If you answered “Yes” to question 2.6.2 what percentage of the national tobacco market do illicit tobacco products constitute?   %","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","3.30","Answer/report not provided"
"14","Belgium","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","0.25","Answer/report not provided"
"19","Bosnia and Herzegovina","The Answer is NO %","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","40","Answer/report not provided"
"21","Brazil","If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute? 30.9 %","25.00","25.00"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","If you answered “Yes” to question 2.6.2 what percentage of the national tobacco market do illicit tobacco products constitute?   %","Answer/report not provided","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"37","Costa Rica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"39","Croatia","11  %","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","% 29.8%","31.10","Answer/report not provided"
"47","Egypt","If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %","Answer/report not provided","Answer/report not provided"
"48","El Salvador","If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %","Answer/report not provided","Answer/report not provided"
"49","Estonia","29% %","Answer/report not provided","Answer/report not provided"
"50","European Union","If you answered “Yes” to question 2.6.2 what percentage of the national tobacco market do illicit tobacco products constitute? 11.1 %","10.40","0.10"
"51","Fiji","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"53","France","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"57","Germany","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"58","Ghana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"59","Greece","If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute? 13.9 %","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %","Answer/report not provided","Answer/report not provided"
"64","Hungary","If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute? 4.1  %","4.00","7.90"
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"66","India","If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                 %","Answer/report not provided","Answer/report not provided"
"67","Iran (Islamic Republic of)","Answer/report not provided","25.00","Answer/report not provided"
"68","Iraq","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"69","Ireland","13  %","Answer/report not provided","Answer/report not provided"
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","Answer/report not provided","3.50","Answer/report not provided"
"72","Jamaica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"74","Jordan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"75","Kazakhstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"76","Kenya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"77","Kiribati","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"80","Lao People's Democratic Republic","8.81 %","19.69","Answer/report not provided"
"81","Latvia","Answer/report not provided","Answer/report not provided","41.00"
"82","Lebanon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"86","Luxembourg","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"87","Madagascar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"88","Malaysia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"91","Malta","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"92","Marshall Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"95","Mexico","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"96","Micronesia (Federated States of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"97","Mongolia","Answer/report not provided","Answer/report not provided","0.00005"
"98","Montenegro","7-9 %","Answer/report not provided","Answer/report not provided"
"99","Myanmar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"103","Netherlands","If you answered “Yes” to question 2.6.2 what percentage of the national tobacco market do illicit tobacco products constitute? 11 %","Answer/report not provided","Answer/report not provided"
"104","New Zealand","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"105","Niger","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"106","Nigeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"107","Niue","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"108","Norway","If you answered “Yes” to question 2.6.2 what percentage of the national tobacco market do illicit tobacco products constitute?  %","Answer/report not provided","Answer/report not provided"
"109","Oman","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"110","Pakistan","5  %","5.00","Answer/report not provided"
"111","Palau","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"112","Panama","% 28 .","28.60","28.6"
"113","Papua New Guinea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"114","Paraguay","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"115","Peru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"116","Philippines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"117","Poland","13","16","Answer/report not provided"
"118","Portugal","3  %","Answer/report not provided","Answer/report not provided"
"119","Qatar","If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %","Answer/report not provided","Answer/report not provided"
"120","Republic of Korea","If you answered “Yes” to question 2.6.2 what percentage of the national tobacco market do illicit tobacco products constitute?  %","Answer/report not provided","Answer/report not provided"
"121","Republic of Moldova","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"122","Romania","13.71  %","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","0 9 %","7.00","Answer/report not provided"
"124","Rwanda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"130","Sao Tome and Principe","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"131","Saudi Arabia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"132","Senegal","Answer/report not provided","10","Answer/report not provided"
"133","Serbia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"134","Seychelles","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"135","Sierra Leone","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"136","Singapore","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"137","Slovakia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"138","Slovenia","Answer/report not provided","Answer/report not provided","0.33"
"139","Solomon Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"140","South Africa","No official estimate on the size of the illicit market %","15","7.20"
"141","Spain","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"142","Sri Lanka","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"143","Sudan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"144","Suriname","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"145","Swaziland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"146","Sweden","If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute? 4.7 %","0.20","Answer/report not provided"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"148","Tajikistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"149","Thailand","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"150","The former Yugoslav Republic of Macedonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"153","Tonga","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"154","Trinidad and Tobago","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"155","Tunisia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
