"","Party","2014","2012","2010"
"1","Afghanistan","18","18","Answer/report not provided"
"2","Albania","18","18","Answer/report not provided"
"3","Algeria","Answer/report not provided","18","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","18","Answer/report not provided","18"
"6","Australia","18","18","18"
"7","Austria","16","16","Answer/report not provided"
"8","Azerbaijan","18","18","18"
"9","Bahamas","18","18","Answer/report not provided"
"10","Bahrain (Kingdom of)","18","18","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","18","16"
"12","Barbados","18","18","Answer/report not provided"
"13","Belarus","18","0","18"
"14","Belgium","Answer/report not provided","16","16"
"15","Belize","18","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","18","Answer/report not provided"
"17","Bhutan","18","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","18","Answer/report not provided"
"19","Bosnia and Herzegovina","18","18","Answer/report not provided"
"20","Botswana","Answer/report not provided","18","Answer/report not provided"
"21","Brazil","18","18","18"
"22","Brunei Darussalam","18","18","Answer/report not provided"
"23","Bulgaria","18","18","18"
"24","Burkina Faso","Answer/report not provided","18","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","18","18","18"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","18","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","18","18","18"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","18","18","18"
"37","Costa Rica","18","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"39","Croatia","18","18","Answer/report not provided"
"40","Cyprus","18","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","18","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","16","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","18","Answer/report not provided","18"
"45","Djibouti","18","16","Answer/report not provided"
"46","Ecuador","Answer/report not provided","18","Answer/report not provided"
"47","Egypt","18","Answer/report not provided","Answer/report not provided"
"48","El Salvador","18","Answer/report not provided","Answer/report not provided"
"49","Estonia","18","18","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"51","Fiji","18","18","Answer/report not provided"
"52","Finland","18","18","18"
"53","France","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","16","Answer/report not provided"
"56","Georgia","18","18","Answer/report not provided"
"57","Germany","18","18","18"
"58","Ghana","18","Answer/report not provided","Answer/report not provided"
"59","Greece","18","18","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","18","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","21","21","21"
"64","Hungary","18","18","18"
"65","Iceland","18","18","Answer/report not provided"
"66","India","18","18","18"
"67","Iran (Islamic Republic of)","18","18","Answer/report not provided"
"68","Iraq","18","18","Answer/report not provided"
"69","Ireland","18","18","18"
"70","Israel","Answer/report not provided","18","Answer/report not provided"
"71","Italy","18","16","Answer/report not provided"
"72","Jamaica","18","Answer/report not provided","Answer/report not provided"
"73","Japan","20","20","20"
"74","Jordan","18","18","18"
"75","Kazakhstan","18","18","Answer/report not provided"
"76","Kenya","18","Answer/report not provided","18"
"77","Kiribati","18","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","21","21"
"79","Kyrgyzstan","18","Answer/report not provided","Answer/report not provided"
"80","Lao People's Democratic Republic","18","18","Answer/report not provided"
"81","Latvia","18","18","18"
"82","Lebanon","18","18","18"
"83","Lesotho","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"84","Libyan Arab Jamahiriya","Answer/report not provided","18","Answer/report not provided"
"85","Lithuania","18","18","18"
"86","Luxembourg","Answer/report not provided","16","16"
"87","Madagascar","Answer/report not provided","18","Answer/report not provided"
"88","Malaysia","18","Answer/report not provided","18"
"89","Maldives","18","Answer/report not provided","Answer/report not provided"
"90","Mali","Answer/report not provided","18","Answer/report not provided"
"91","Malta","18","18","18"
"92","Marshall Islands","18","18","18"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","18","18","18"
"95","Mexico","Answer/report not provided","18","18"
"96","Micronesia (Federated States of)","18","18","Answer/report not provided"
"97","Mongolia","21","18","18"
"98","Montenegro","18","18","18"
"99","Myanmar","18","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","18","18"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","18","18","Answer/report not provided"
"103","Netherlands","18","16","16"
"104","New Zealand","18","18","Answer/report not provided"
"105","Niger","Answer/report not provided","18","Answer/report not provided"
"106","Nigeria","18","Answer/report not provided","Answer/report not provided"
"107","Niue","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"108","Norway","18","18","18"
"109","Oman","18","18","Answer/report not provided"
"110","Pakistan","18","18","Answer/report not provided"
"111","Palau","21","18","19"
"112","Panama","Answer/report not provided","18","18"
"113","Papua New Guinea","18","Answer/report not provided","Answer/report not provided"
"114","Paraguay","Answer/report not provided","Answer/report not provided","Answer/report not provided"
