"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","yes in tobacco contol intersectoral Committee the issue of assistance for this unit araised and WHO office requested for support","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"6","Australia","Australia has actively promoted implementation of the Convention as a key public health priority for relevant regional and international intergovernmental organisations. including the United Nations General Assembly and the Commonwealth. As part of World No Tobacco Day 2013. further extrabudgetary contributions to the Convention Secretariat were provided by Australia.","Australia has actively promoted implementation of the Convention as a key public health priority for relevant regional and international intergovernmental organisations including the United Nations General Assembly and the Commonwealth. In 2011 targeted extrabudgetary contributions to the Convention Secretariat were announced by Australia at the United Nations High Level Meeting on Non-communicable Diseases and the Commonwealth Heads of Government Meeting.","Answer/report not provided"
"7","Austria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Answer/report not provided","Conversations held with PAHO regarding assistance","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","The FCTC was explained to all stakeholders and interested parties and requested for financial assistance to facilitate its implementation.","Answer/report not provided"
