"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","No","Answer/report not provided"
"2","Albania","Yes","Yes","Answer/report not provided"
"3","Algeria","No","Yes","Yes"
"4","Antigua and Barbuda","No","No","Answer/report not provided"
"5","Armenia","Yes","Yes","Yes"
"6","Australia","Yes","Yes","Yes"
"7","Austria","Yes","Yes","Answer/report not provided"
"8","Azerbaijan","No","No","No"
"9","Bahamas","Yes","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","Yes","Yes","Answer/report not provided"
"11","Bangladesh","Yes","Yes","No"
"12","Barbados","Yes","Yes","Answer/report not provided"
"13","Belarus","No","Yes","Yes"
"14","Belgium","No","Yes","Yes"
"15","Belize","Yes","Answer/report not provided","Answer/report not provided"
"16","Benin","No","No","No"
"17","Bhutan","Yes","Yes","Yes"
"18","Bolivia","Answer/report not provided","No","Answer/report not provided"
"19","Bosnia and Herzegovina","No","No","Answer/report not provided"
"20","Botswana","Answer/report not provided","Yes","Answer/report not provided"
"21","Brazil","Yes","Yes","Yes"
"22","Brunei Darussalam","Yes","No","Answer/report not provided"
"23","Bulgaria","Yes","Yes","Yes"
"24","Burkina Faso","Yes","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Yes","Answer/report not provided"
"26","Cambodia","Yes","No","No"
"27","Cameroon","No","Answer/report not provided","Answer/report not provided"
"28","Canada","Yes","Yes","Yes"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Yes","Answer/report not provided"
"31","Chile","No","No","Answer/report not provided"
"32","China","Yes","Yes","Yes"
"33","Colombia","No","No","Answer/report not provided"
"34","Comoros","Answer/report not provided","No","No"
"35","Congo","No","No","Answer/report not provided"
"36","Cook Islands","No","Yes","Yes"
"37","Costa Rica","Answer/report not provided","Yes","Answer/report not provided"
"38","Côte d'Ivoire","No","No","Answer/report not provided"
"39","Croatia","Yes","Yes","Answer/report not provided"
"40","Cyprus","Yes","No","No"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","No","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Yes","Yes","Yes"
"45","Djibouti","Yes","No","Answer/report not provided"
"46","Ecuador","Yes","Yes","Answer/report not provided"
"47","Egypt","No","Yes","No"
"48","El Salvador","No","Answer/report not provided","Answer/report not provided"
"49","Estonia","No","No","Answer/report not provided"
"50","European Union","No","No","Answer/report not provided"
"51","Fiji","Yes","Yes","Answer/report not provided"
"52","Finland","Yes","Yes","Yes"
"53","France","No","No","Yes"
"54","Gabon","No","No","Answer/report not provided"
"55","Gambia","No","No","Answer/report not provided"
"56","Georgia","No","Yes","Answer/report not provided"
"57","Germany","No","No","No"
"58","Ghana","Yes","Yes","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Yes","Answer/report not provided","Answer/report not provided"
"61","Guatemala","No","No","Answer/report not provided"
"62","Guyana","Answer/report not provided","Yes","Yes"
"63","Honduras","Yes","Yes","Yes"
"64","Hungary","No","No","No"
"65","Iceland","No","No","Answer/report not provided"
"66","India","Yes","Yes","No"
"67","Iran (Islamic Republic of)","Yes","Yes","Answer/report not provided"
"68","Iraq","Yes","Yes","Answer/report not provided"
"69","Ireland","Yes","Yes","Yes"
"70","Israel","Answer/report not provided","No","Answer/report not provided"
"71","Italy","Yes","Yes","Answer/report not provided"
"72","Jamaica","Yes","Answer/report not provided","Answer/report not provided"
"73","Japan","Yes","Yes","Yes"
"74","Jordan","Yes","Yes","Yes"
"75","Kazakhstan","Yes","Yes","Answer/report not provided"
"76","Kenya","Answer/report not provided","Answer/report not provided","Yes"
"77","Kiribati","Yes","Answer/report not provided","Answer/report not provided"
"78","Kuwait","No","No","No"
"79","Kyrgyzstan","No","No","Answer/report not provided"
"80","Lao People's Democratic Republic","Yes","Answer/report not provided","Answer/report not provided"
"81","Latvia","No","No","No"
"82","Lebanon","Yes","No","No"
"83","Lesotho","Yes","No","No"
"84","Libyan Arab Jamahiriya","Yes","Yes","Answer/report not provided"
"85","Lithuania","No","No","No"
"86","Luxembourg","No","No","No"
"87","Madagascar","Yes","Yes","Yes"
"88","Malaysia","Yes","Yes","Yes"
"89","Maldives","Yes","Answer/report not provided","Answer/report not provided"
"90","Mali","Yes","No","Answer/report not provided"
"91","Malta","No","No","No"
"92","Marshall Islands","Yes","Yes","Yes"
"93","Mauritania","Answer/report not provided","Yes","Answer/report not provided"
"94","Mauritius","Yes","Yes","Yes"
"95","Mexico","Yes","Yes","Yes"
"96","Micronesia (Federated States of)","Yes","Yes","Yes"
"97","Mongolia","No","Yes","Yes"
"98","Montenegro","No","No","No"
"99","Myanmar","No","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","Yes","Yes"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Yes","Yes","Answer/report not provided"
"103","Netherlands","No","No","Yes"
"104","New Zealand","Yes","No","No"
"105","Niger","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"106","Nigeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"107","Niue","No","Answer/report not provided","Answer/report not provided"
"108","Norway","No","No","No"
"109","Oman","Yes","No","No"
"110","Pakistan","Yes","Yes","Answer/report not provided"
"111","Palau","No","Yes","Yes"
"112","Panama","Yes","Yes","Yes"
"113","Papua New Guinea","Yes","Answer/report not provided","Answer/report not provided"
"114","Paraguay","No","No","Answer/report not provided"
"115","Peru","Yes","Yes","Answer/report not provided"
"116","Philippines","Answer/report not provided","Yes","Answer/report not provided"
"117","Poland","No","No","Answer/report not provided"
"118","Portugal","No","Yes","Yes"
"119","Qatar","Yes","Yes","Yes"
"120","Republic of Korea","Yes","Yes","Yes"
"121","Republic of Moldova","No","No","Answer/report not provided"
"122","Romania","No","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","No","No","Answer/report not provided"
"124","Rwanda","Answer/report not provided","No","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","No","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","Yes","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","Yes","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","No","Answer/report not provided","No"
"130","Sao Tome and Principe","Yes","Answer/report not provided","Answer/report not provided"
"131","Saudi Arabia","Yes","Yes","Answer/report not provided"
"132","Senegal","No","No","Answer/report not provided"
"133","Serbia","Yes","No","No"
"134","Seychelles","Yes","Yes","Yes"
"135","Sierra Leone","No","No","Answer/report not provided"
"136","Singapore","Yes","Yes","Yes"
"137","Slovakia","Yes","Yes","Yes"
"138","Slovenia","No","Yes","Yes"
"139","Solomon Islands","Yes","Yes","Yes"
"140","South Africa","Yes","No","No"
"141","Spain","Yes","Yes","Yes"
"142","Sri Lanka","Answer/report not provided","Yes","Answer/report not provided"
"143","Sudan","Answer/report not provided","Yes","Answer/report not provided"
"144","Suriname","Yes","Yes","Answer/report not provided"
"145","Swaziland","Answer/report not provided","Yes","Answer/report not provided"
"146","Sweden","No","No","No"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","Yes"
"148","Tajikistan","Yes","Answer/report not provided","Answer/report not provided"
"149","Thailand","Yes","Yes","Yes"
"150","The former Yugoslav Republic of Macedonia","No","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","No","No","No"
"153","Tonga","Yes","Yes","Yes"
"154","Trinidad and Tobago","Yes","Yes","Yes"
"155","Tunisia","Yes","Yes","Answer/report not provided"
"156","Turkey","Yes","Yes","Yes"
"157","Turkmenistan","No","Answer/report not provided","Answer/report not provided"
"158","Tuvalu","Yes","Yes","Answer/report not provided"
"159","Uganda","Yes","No","Answer/report not provided"
"160","Ukraine","Yes","Yes","Yes"
"161","United Arab Emirates","Yes","Yes","Answer/report not provided"
"162","United Kingdom","Yes","Yes","Yes"
"163","United Republic of Tanzania","No","No","Answer/report not provided"
"164","Uruguay","Yes","Yes","Yes"
"165","Uzbekistan","No","Answer/report not provided","Answer/report not provided"
"166","Vanuatu","Yes","No","Answer/report not provided"
"167","Venezuela","Yes","Yes","Answer/report not provided"
"168","Viet Nam","Yes","No","No"
"169","Yemen","No","Yes","Answer/report not provided"
