"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Indicator not used","Indicator not used"
"2","Albania","Answer/report not provided","Indicator not used","Indicator not used"
"3","Algeria","Answer/report not provided","Indicator not used","Indicator not used"
"4","Antigua and Barbuda","Answer/report not provided","Indicator not used","Indicator not used"
"5","Armenia","Answer/report not provided","Indicator not used","Indicator not used"
"6","Australia","Answer/report not provided","Indicator not used","Indicator not used"
"7","Austria","Answer/report not provided","Indicator not used","Indicator not used"
"8","Azerbaijan","Answer/report not provided","Indicator not used","Indicator not used"
"9","Bahamas","Answer/report not provided","Indicator not used","Indicator not used"
"10","Bahrain (Kingdom of)","Answer/report not provided","Indicator not used","Indicator not used"
"11","Bangladesh","Answer/report not provided","Indicator not used","Indicator not used"
"12","Barbados","Answer/report not provided","Indicator not used","Indicator not used"
"13","Belarus","Answer/report not provided","Indicator not used","Indicator not used"
"14","Belgium","Answer/report not provided","Indicator not used","Indicator not used"
"15","Belize","Answer/report not provided","Indicator not used","Indicator not used"
"16","Benin","Answer/report not provided","Indicator not used","Indicator not used"
"17","Bhutan","Answer/report not provided","Indicator not used","Indicator not used"
"18","Bolivia","Answer/report not provided","Indicator not used","Indicator not used"
"19","Bosnia and Herzegovina","Answer/report not provided","Indicator not used","Indicator not used"
"20","Botswana","Answer/report not provided","Indicator not used","Indicator not used"
"21","Brazil","Answer/report not provided","Indicator not used","Indicator not used"
"22","Brunei Darussalam","Answer/report not provided","Indicator not used","Indicator not used"
"23","Bulgaria","Answer/report not provided","Indicator not used","Indicator not used"
"24","Burkina Faso","Le Burkina Faso dispose d’un code de conduite des agents de l’Etat mais ce code ne prévoit malheureusement pas de disposition spécifique sur leurs échanges avec les représentants de l’industrie du tabac.","Indicator not used","Indicator not used"
"25","Burundi","Answer/report not provided","Indicator not used","Indicator not used"
"26","Cambodia","Answer/report not provided","Indicator not used","Indicator not used"
"27","Cameroon","Answer/report not provided","Indicator not used","Indicator not used"
"28","Canada","Answer/report not provided","Indicator not used","Indicator not used"
"29","Central African Republic","Answer/report not provided","Indicator not used","Indicator not used"
"30","Chad","Answer/report not provided","Indicator not used","Indicator not used"
"31","Chile","Si bien se ha avanzado en reforzar las directrices entre los organismos del estado y sociedad. no se han desarrollado acciones específicas al respecto.","Indicator not used","Indicator not used"
"32","China","Answer/report not provided","Indicator not used","Indicator not used"
"33","Colombia","Answer/report not provided","Indicator not used","Indicator not used"
"34","Comoros","Answer/report not provided","Indicator not used","Indicator not used"
"35","Congo","Answer/report not provided","Indicator not used","Indicator not used"
"36","Cook Islands","Answer/report not provided","Indicator not used","Indicator not used"
"37","Costa Rica","Ley 9028 garantiza la salud pública. por sobre los intereses comerciales y otros intereses creados de la industria tabacalera.","Indicator not used","Indicator not used"
"38","Côte d'Ivoire","Participation de la société civile dans la mise en œuvre de larticle 5.3: Les Organisations Non Gouvernementales de lutte antitabac ont aussi organisé des Ateliers de formation sur les directives de l’Article 5.3 à l’attention dautres leaders d’ONG et des journalistes. 
Des déclarations dénonçant l’interférence des firmes de tabac sont régulièrement faites par les ONG de lutte antitabac.","Indicator not used","Indicator not used"
"39","Croatia","Answer/report not provided","Indicator not used","Indicator not used"
"40","Cyprus","The ministry of health announced to the tobacco industries that no tobacco policy issues will be discussed with them and will not accept any kind of interference regarding the tobacco control policies. There are no partnerships or agreements with the tobacco industry. There is no conflict of interest for government employees.","Indicator not used","Indicator not used"
"41","Czech Republic","Answer/report not provided","Indicator not used","Indicator not used"
"42","Democratic People's Republic of Korea","Answer/report not provided","Indicator not used","Indicator not used"
"43","Democratic Republic of the Congo","Answer/report not provided","Indicator not used","Indicator not used"
"44","Denmark","Answer/report not provided","Indicator not used","Indicator not used"
"45","Djibouti","Answer/report not provided","Indicator not used","Indicator not used"
"46","Ecuador","Se las utilizan para difusión en eventos y a través de instrumentos administrativos","Indicator not used","Indicator not used"
"47","Egypt","Answer/report not provided","Indicator not used","Indicator not used"
"48","El Salvador","Answer/report not provided","Indicator not used","Indicator not used"
"49","Estonia","Answer/report not provided","Indicator not used","Indicator not used"
"50","European Union","The European Commission consults stakeholders to the extent necessary for the elaboration of the appropriate regulation on tobacco products. The lead service for tobacco control in the EU Commission (Directorate General for Health and Consumers) publishes the minutes of meetings with industry on its website.","Indicator not used","Indicator not used"
"51","Fiji","Answer/report not provided","Indicator not used","Indicator not used"
"52","Finland","Answer/report not provided","Indicator not used","Indicator not used"
"53","France","Answer/report not provided","Indicator not used","Indicator not used"
"54","Gabon","Answer/report not provided","Indicator not used","Indicator not used"
"55","Gambia","THE GAMBIA DEVELOPING A NEW TOBACO BILL WHICH INCLUDES ART 5.3 AND IS COMING UP WITH NEW CHARGES FOR OFFENDERS","Indicator not used","Indicator not used"
"56","Georgia","Amendment Project of the 2010 Tobacco Control Law includes article about the obligation under the article 5.3 of the FCTC but its implementation has not started yet since the Amendment to Law has not been passed in the Parliament yet.","Indicator not used","Indicator not used"
"57","Germany","Answer/report not provided","Indicator not used","Indicator not used"
"58","Ghana","Answer/report not provided","Indicator not used","Indicator not used"
"59","Greece","Answer/report not provided","Indicator not used","Indicator not used"
"60","Grenada","A presentation was made to Cabinet and Permanent Secretaries","Indicator not used","Indicator not used"
"61","Guatemala","Answer/report not provided","Indicator not used","Indicator not used"
"62","Guyana","Answer/report not provided","Indicator not used","Indicator not used"
"63","Honduras","En todos los estadios de futbol a nivel nacional. no se ha permitido la injerencia de la industria tabacalera para el patrocinio de ningún equipo de futbol. tampoco potenciar alguna marca de tabaco al interior de dichas instalaciones deportivas","Indicator not used","Indicator not used"
"64","Hungary","The Health State Secretariat has no relation with the tobacco industry. 
The website of the Tobacco Focal Point provides information on the practices of the tobacco industry.","Indicator not used","Indicator not used"
"65","Iceland","Answer/report not provided","Indicator not used","Indicator not used"
"66","India","The Guidelines for implementation of Article 5.3 has been used as a base document for preparation of the DRAFT guidelines.","Indicator not used","Indicator not used"
"67","Iran (Islamic Republic of)","Answer/report not provided","Indicator not used","Indicator not used"
"68","Iraq","Answer/report not provided","Indicator not used","Indicator not used"
"69","Ireland","Answer/report not provided","Indicator not used","Indicator not used"
"70","Israel","Answer/report not provided","Indicator not used","Indicator not used"
"71","Italy","Answer/report not provided","Indicator not used","Indicator not used"
"72","Jamaica","Answer/report not provided","Indicator not used","Indicator not used"
"73","Japan","Answer/report not provided","Indicator not used","Indicator not used"
"74","Jordan","We are now working to develop a guide to Jordan based on Article 5.3 of the Framework Convention and in collaboration with the World Health Organization.","Indicator not used","Indicator not used"
"75","Kazakhstan","Answer/report not provided","Indicator not used","Indicator not used"
"76","Kenya","Answer/report not provided","Indicator not used","Indicator not used"
"77","Kiribati","Answer/report not provided","Indicator not used","Indicator not used"
"78","Kuwait","Answer/report not provided","Indicator not used","Indicator not used"
"79","Kyrgyzstan","Answer/report not provided","Indicator not used","Indicator not used"
"80","Lao People's Democratic Republic","Answer/report not provided","Indicator not used","Indicator not used"
"81","Latvia","Answer/report not provided","Indicator not used","Indicator not used"
"82","Lebanon","Answer/report not provided","Indicator not used","Indicator not used"
"83","Lesotho","Answer/report not provided","Indicator not used","Indicator not used"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Indicator not used","Indicator not used"
"85","Lithuania","Answer/report not provided","Indicator not used","Indicator not used"
"86","Luxembourg","Answer/report not provided","Indicator not used","Indicator not used"
"87","Madagascar","Answer/report not provided","Indicator not used","Indicator not used"
"88","Malaysia","Develop Code of Conduct on the Prevention of Tobacco Industry Interference in Health Policymaking","Indicator not used","Indicator not used"
"89","Maldives","Answer/report not provided","Indicator not used","Indicator not used"
"90","Mali","Answer/report not provided","Indicator not used","Indicator not used"
"91","Malta","Answer/report not provided","Indicator not used","Indicator not used"
"92","Marshall Islands","Answer/report not provided","Indicator not used","Indicator not used"
"93","Mauritania","Answer/report not provided","Indicator not used","Indicator not used"
"94","Mauritius","Answer/report not provided","Indicator not used","Indicator not used"
"95","Mexico","Answer/report not provided","Indicator not used","Indicator not used"
"96","Micronesia (Federated States of)","Answer/report not provided","Indicator not used","Indicator not used"
"97","Mongolia","Answer/report not provided","Indicator not used","Indicator not used"
"98","Montenegro","Answer/report not provided","Indicator not used","Indicator not used"
"99","Myanmar","Answer/report not provided","Indicator not used","Indicator not used"
"100","Namibia","Answer/report not provided","Indicator not used","Indicator not used"
"101","Nauru","Answer/report not provided","Indicator not used","Indicator not used"
"102","Nepal","Answer/report not provided","Indicator not used","Indicator not used"
"103","Netherlands","Answer/report not provided","Indicator not used","Indicator not used"
"104","New Zealand","There are no government partnerships with the tobacco industry.
No incentives privileges benefits or preferential tax exemptions are granted to the tobacco industry.","Indicator not used","Indicator not used"
"105","Niger","Answer/report not provided","Indicator not used","Indicator not used"
"106","Nigeria","Answer/report not provided","Indicator not used","Indicator not used"
"107","Niue","Answer/report not provided","Indicator not used","Indicator not used"
"108","Norway","Answer/report not provided","Indicator not used","Indicator not used"
"109","Oman","Answer/report not provided","Indicator not used","Indicator not used"
"110","Pakistan","Answer/report not provided","Indicator not used","Indicator not used"
"111","Palau","Answer/report not provided","Indicator not used","Indicator not used"
