"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","No","Answer/report not provided"
"2","Albania","No","No","Answer/report not provided"
"3","Algeria","No","No","Answer/report not provided"
"4","Antigua and Barbuda","No","No","Answer/report not provided"
"5","Armenia","No","No","Answer/report not provided"
"6","Australia","Yes","Yes","Answer/report not provided"
"7","Austria","No","No","Answer/report not provided"
"8","Azerbaijan","No","No","Answer/report not provided"
"9","Bahamas","No","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","Yes","Yes","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","No","Answer/report not provided"
"12","Barbados","Yes","Yes","Answer/report not provided"
"13","Belarus","Yes","Yes","Answer/report not provided"
"14","Belgium","No","No","Answer/report not provided"
"15","Belize","Yes","Answer/report not provided","Answer/report not provided"
"16","Benin","No","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Yes","No","Answer/report not provided"
"18","Bolivia","Answer/report not provided","No","Answer/report not provided"
"19","Bosnia and Herzegovina","Yes","Yes","Answer/report not provided"
"20","Botswana","Answer/report not provided","Yes","Answer/report not provided"
"21","Brazil","No","No","No"
"22","Brunei Darussalam","No","No","Answer/report not provided"
"23","Bulgaria","Yes","Yes","Answer/report not provided"
"24","Burkina Faso","No","No","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Yes","No","Answer/report not provided"
"27","Cameroon","No","Answer/report not provided","Answer/report not provided"
"28","Canada","Yes","Yes","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","No","Answer/report not provided"
"30","Chad","Answer/report not provided","No","Answer/report not provided"
"31","Chile","No","No","Answer/report not provided"
"32","China","No","Answer/report not provided","Answer/report not provided"
"33","Colombia","No","No","Answer/report not provided"
"34","Comoros","Answer/report not provided","No","No"
"35","Congo","No","No","Answer/report not provided"
"36","Cook Islands","Yes","No","Answer/report not provided"
"37","Costa Rica","Yes","Yes","Answer/report not provided"
"38","Côte d'Ivoire","No","No","Answer/report not provided"
"39","Croatia","No","Answer/report not provided","Answer/report not provided"
"40","Cyprus","No","No","Answer/report not provided"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","No","No","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Yes","No","Answer/report not provided"
"45","Djibouti","No","No","Answer/report not provided"
"46","Ecuador","No","No","Answer/report not provided"
"47","Egypt","No","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Yes","Answer/report not provided","Answer/report not provided"
"49","Estonia","Yes","Yes","Answer/report not provided"
"50","European Union","No","No","Answer/report not provided"
"51","Fiji","No","No","Answer/report not provided"
"52","Finland","Yes","Yes","Answer/report not provided"
"53","France","Answer/report not provided","No","Answer/report not provided"
"54","Gabon","No","No","Answer/report not provided"
"55","Gambia","No","No","Answer/report not provided"
"56","Georgia","No","No","Answer/report not provided"
"57","Germany","Yes","Yes","Answer/report not provided"
"58","Ghana","No","No","Answer/report not provided"
"59","Greece","No","No","Answer/report not provided"
"60","Grenada","No","Answer/report not provided","Answer/report not provided"
"61","Guatemala","No","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","No","Answer/report not provided"
"63","Honduras","Yes","No","No"
"64","Hungary","No","No","Answer/report not provided"
"65","Iceland","Yes","Yes","Answer/report not provided"
"66","India","Yes","Yes","Answer/report not provided"
"67","Iran (Islamic Republic of)","Yes","Yes","Answer/report not provided"
"68","Iraq","No","No","Answer/report not provided"
"69","Ireland","No","Yes","Answer/report not provided"
"70","Israel","Answer/report not provided","No","Answer/report not provided"
"71","Italy","Yes","Answer/report not provided","Answer/report not provided"
"72","Jamaica","No","Answer/report not provided","Answer/report not provided"
"73","Japan","Yes","No","Answer/report not provided"
"74","Jordan","Yes","Yes","Answer/report not provided"
"75","Kazakhstan","No","No","Answer/report not provided"
"76","Kenya","No","Answer/report not provided","Answer/report not provided"
"77","Kiribati","Yes","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Yes","Yes","Yes"
"79","Kyrgyzstan","Yes","No","Answer/report not provided"
"80","Lao People's Democratic Republic","No","Answer/report not provided","Answer/report not provided"
"81","Latvia","No","No","Answer/report not provided"
"82","Lebanon","No","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Yes","Answer/report not provided","Answer/report not provided"
"84","Libyan Arab Jamahiriya","No","No","Answer/report not provided"
"85","Lithuania","No","No","Answer/report not provided"
"86","Luxembourg","No","No","Answer/report not provided"
"87","Madagascar","No","No","Answer/report not provided"
"88","Malaysia","No","No","Answer/report not provided"
