"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","No","Answer/report not provided"
"2","Albania","Yes","Yes","Answer/report not provided"
"3","Algeria","No","No","No"
"4","Antigua and Barbuda","Yes","Yes","Answer/report not provided"
"5","Armenia","No","Yes","Yes"
"6","Australia","No","No","Answer/report not provided"
"7","Austria","Yes","Yes","Answer/report not provided"
"8","Azerbaijan","No","Yes","Yes"
"9","Bahamas","No","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","No","No","Answer/report not provided"
"11","Bangladesh","No","No","Answer/report not provided"
"12","Barbados","No","No","Answer/report not provided"
"13","Belarus","Yes","Yes","Answer/report not provided"
"14","Belgium","Answer/report not provided","No","No"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","No","No","No"
"17","Bhutan","Yes","Yes","Yes"
"18","Bolivia","Answer/report not provided","No","Answer/report not provided"
"19","Bosnia and Herzegovina","No","Yes","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","No","No","No"
"22","Brunei Darussalam","Yes","No","Answer/report not provided"
"23","Bulgaria","Yes","Yes","Yes"
"24","Burkina Faso","Yes","No","Answer/report not provided"
"25","Burundi","Answer/report not provided","No","Answer/report not provided"
"26","Cambodia","No","No","No"
"27","Cameroon","No","Answer/report not provided","Answer/report not provided"
"28","Canada","No","No","No"
"29","Central African Republic","Answer/report not provided","No","Answer/report not provided"
"30","Chad","Answer/report not provided","Yes","Answer/report not provided"
"31","Chile","No","No","Answer/report not provided"
"32","China","Yes","No","No"
"33","Colombia","Yes","No","Answer/report not provided"
"34","Comoros","Answer/report not provided","No","No"
"35","Congo","Answer/report not provided","No","Answer/report not provided"
"36","Cook Islands","Yes","No","Yes"
"37","Costa Rica","No","Yes","Answer/report not provided"
"38","Côte d'Ivoire","Yes","No","Answer/report not provided"
"39","Croatia","No","No","Answer/report not provided"
"40","Cyprus","No","No","No"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","No","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Yes","Yes","No"
"45","Djibouti","Answer/report not provided","No","Answer/report not provided"
"46","Ecuador","Yes","Yes","Answer/report not provided"
"47","Egypt","No","No","Answer/report not provided"
"48","El Salvador","No","Answer/report not provided","Answer/report not provided"
"49","Estonia","No","No","Answer/report not provided"
"50","European Union","No","No","Answer/report not provided"
"51","Fiji","Yes","Answer/report not provided","Answer/report not provided"
"52","Finland","No","No","Answer/report not provided"
"53","France","Answer/report not provided","No","No"
"54","Gabon","No","No","Answer/report not provided"
"55","Gambia","Answer/report not provided","No","Answer/report not provided"
"56","Georgia","No","No","Answer/report not provided"
"57","Germany","No","No","No"
"58","Ghana","No","No","No"
"59","Greece","No","No","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","No","No","Answer/report not provided"
"62","Guyana","Answer/report not provided","Yes","Yes"
"63","Honduras","No","Answer/report not provided","Answer/report not provided"
"64","Hungary","No","No","No"
"65","Iceland","Yes","Yes","Answer/report not provided"
"66","India","Yes","Yes","Yes"
"67","Iran (Islamic Republic of)","No","No","Answer/report not provided"
"68","Iraq","Yes","Yes","Answer/report not provided"
"69","Ireland","No","No","No"
"70","Israel","Answer/report not provided","No","Answer/report not provided"
"71","Italy","No","Answer/report not provided","Answer/report not provided"
"72","Jamaica","Yes","Answer/report not provided","Answer/report not provided"
"73","Japan","No","No","Answer/report not provided"
"74","Jordan","Yes","No","Answer/report not provided"
"75","Kazakhstan","No","No","Answer/report not provided"
"76","Kenya","No","Answer/report not provided","No"
"77","Kiribati","No","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Yes","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","No","Yes","Answer/report not provided"
"80","Lao People's Democratic Republic","Yes","No","Answer/report not provided"
"81","Latvia","No","No","Yes"
"82","Lebanon","Yes","No","No"
"83","Lesotho","Answer/report not provided","Answer/report not provided","No"
"84","Libyan Arab Jamahiriya","Yes","Yes","Answer/report not provided"
"85","Lithuania","No","No","No"
"86","Luxembourg","No","No","No"
"87","Madagascar","No","No","No"
"88","Malaysia","Yes","No","No"
"89","Maldives","No","Answer/report not provided","Answer/report not provided"
"90","Mali","No","No","Answer/report not provided"
"91","Malta","No","No","No"
"92","Marshall Islands","No","No","Yes"
"93","Mauritania","No","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Yes","Yes","No"
"95","Mexico","No","Yes","Yes"
"96","Micronesia (Federated States of)","No","No","Answer/report not provided"
"97","Mongolia","No","Yes","Yes"
"98","Montenegro","No","No","No"
"99","Myanmar","No","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","No","Answer/report not provided"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","No","No","Answer/report not provided"
"103","Netherlands","No","No","No"
"104","New Zealand","No","No","No"
"105","Niger","Answer/report not provided","No","Answer/report not provided"
"106","Nigeria","No","Answer/report not provided","Answer/report not provided"
"107","Niue","Yes","Answer/report not provided","Yes"
"108","Norway","No","No","No"
"109","Oman","No","Yes","No"
"110","Pakistan","No","No","Answer/report not provided"
"111","Palau","No","Yes","No"
"112","Panama","Yes","No","No"
"113","Papua New Guinea","No","Answer/report not provided","Answer/report not provided"
"114","Paraguay","No","No","Answer/report not provided"
"115","Peru","No","No","Answer/report not provided"
"116","Philippines","Yes","Yes","Answer/report not provided"
"117","Poland","Yes","Answer/report not provided","Answer/report not provided"
"118","Portugal","No","No","No"
"119","Qatar","Yes","Yes","No"
"120","Republic of Korea","Yes","Yes","No"
"121","Republic of Moldova","No","No","Answer/report not provided"
"122","Romania","No","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","No","No","Answer/report not provided"
"124","Rwanda","Answer/report not provided","No","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","No","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","No","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","No","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","No","No","No"
"130","Sao Tome and Principe","No","No","Answer/report not provided"
"131","Saudi Arabia","No","No","Answer/report not provided"
"132","Senegal","No","No","Answer/report not provided"
"133","Serbia","No","No","Answer/report not provided"
"134","Seychelles","No","Yes","Yes"
"135","Sierra Leone","No","No","Answer/report not provided"
"136","Singapore","No","No","No"
"137","Slovakia","No","No","No"
"138","Slovenia","No","No","No"
"139","Solomon Islands","No","Answer/report not provided","Answer/report not provided"
"140","South Africa","No","No","No"
"141","Spain","Answer/report not provided","No","No"
"142","Sri Lanka","Answer/report not provided","No","Answer/report not provided"
"143","Sudan","Answer/report not provided","No","Answer/report not provided"
"144","Suriname","Yes","Yes","Answer/report not provided"
"145","Swaziland","Answer/report not provided","No","Answer/report not provided"
"146","Sweden","No","No","No"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","No"
"148","Tajikistan","No","Answer/report not provided","Answer/report not provided"
"149","Thailand","Yes","Yes","Yes"
"150","The former Yugoslav Republic of Macedonia","No","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","No","No","No"
"153","Tonga","No","No","No"
"154","Trinidad and Tobago","No","No","Answer/report not provided"
"155","Tunisia","Yes","Yes","Answer/report not provided"
"156","Turkey","No","No","No"
"157","Turkmenistan","No","Answer/report not provided","Answer/report not provided"
"158","Tuvalu","No","No","Answer/report not provided"
"159","Uganda","No","Answer/report not provided","Answer/report not provided"
"160","Ukraine","No","No","No"
"161","United Arab Emirates","Yes","Yes","Answer/report not provided"
"162","United Kingdom","No","No","No"
"163","United Republic of Tanzania","Yes","No","Answer/report not provided"
"164","Uruguay","No","No","No"
"165","Uzbekistan","No","Answer/report not provided","Answer/report not provided"
"166","Vanuatu","No","No","Answer/report not provided"
"167","Venezuela","Yes","No","Answer/report not provided"
"168","Viet Nam","Yes","Yes","Yes"
"169","Yemen","No","Yes","Answer/report not provided"
