"","Party","2014","2012","2010"
"1","Afghanistan","No","Indicator not used","Indicator not used"
"2","Albania","Yes","Indicator not used","Indicator not used"
"3","Algeria","No","Indicator not used","Indicator not used"
"4","Antigua and Barbuda","No","Indicator not used","Indicator not used"
"5","Armenia","Yes","Indicator not used","Indicator not used"
"6","Australia","No","Indicator not used","Indicator not used"
"7","Austria","Yes","Indicator not used","Indicator not used"
"8","Azerbaijan","Yes","Indicator not used","Indicator not used"
"9","Bahamas","No","Indicator not used","Indicator not used"
"10","Bahrain (Kingdom of)","Yes","Indicator not used","Indicator not used"
"11","Bangladesh","Yes","Indicator not used","Indicator not used"
"12","Barbados","No","Indicator not used","Indicator not used"
"13","Belarus","Yes","Indicator not used","Indicator not used"
"14","Belgium","Yes","Indicator not used","Indicator not used"
"15","Belize","No","Indicator not used","Indicator not used"
"16","Benin","Yes","Indicator not used","Indicator not used"
"17","Bhutan","Yes","Indicator not used","Indicator not used"
"18","Bolivia","Answer/report not provided","Indicator not used","Indicator not used"
"19","Bosnia and Herzegovina","Yes","Indicator not used","Indicator not used"
"20","Botswana","Answer/report not provided","Indicator not used","Indicator not used"
"21","Brazil","No","Indicator not used","Indicator not used"
"22","Brunei Darussalam","No","Indicator not used","Indicator not used"
"23","Bulgaria","Yes","Indicator not used","Indicator not used"
"24","Burkina Faso","Yes","Indicator not used","Indicator not used"
"25","Burundi","Answer/report not provided","Indicator not used","Indicator not used"
"26","Cambodia","No","Indicator not used","Indicator not used"
"27","Cameroon","No","Indicator not used","Indicator not used"
"28","Canada","Yes","Indicator not used","Indicator not used"
"29","Central African Republic","Answer/report not provided","Indicator not used","Indicator not used"
"30","Chad","Answer/report not provided","Indicator not used","Indicator not used"
"31","Chile","No","Indicator not used","Indicator not used"
"32","China","No","Indicator not used","Indicator not used"
"33","Colombia","No","Indicator not used","Indicator not used"
"34","Comoros","Answer/report not provided","Indicator not used","Indicator not used"
"35","Congo","Yes","Indicator not used","Indicator not used"
"36","Cook Islands","Yes","Indicator not used","Indicator not used"
"37","Costa Rica","Yes","Indicator not used","Indicator not used"
"38","Côte d'Ivoire","No","Indicator not used","Indicator not used"
"39","Croatia","Yes","Indicator not used","Indicator not used"
"40","Cyprus","No","Indicator not used","Indicator not used"
"41","Czech Republic","Yes","Indicator not used","Indicator not used"
"42","Democratic People's Republic of Korea","Yes","Indicator not used","Indicator not used"
"43","Democratic Republic of the Congo","Answer/report not provided","Indicator not used","Indicator not used"
"44","Denmark","Yes","Indicator not used","Indicator not used"
"45","Djibouti","Yes","Indicator not used","Indicator not used"
"46","Ecuador","Yes","Indicator not used","Indicator not used"
"47","Egypt","Yes","Indicator not used","Indicator not used"
"48","El Salvador","Yes","Indicator not used","Indicator not used"
"49","Estonia","Yes","Indicator not used","Indicator not used"
"50","European Union","No","Indicator not used","Indicator not used"
"51","Fiji","Yes","Indicator not used","Indicator not used"
"52","Finland","Yes","Indicator not used","Indicator not used"
"53","France","Yes","Indicator not used","Indicator not used"
"54","Gabon","No","Indicator not used","Indicator not used"
"55","Gambia","No","Indicator not used","Indicator not used"
"56","Georgia","Yes","Indicator not used","Indicator not used"
"57","Germany","Answer/report not provided","Indicator not used","Indicator not used"
"58","Ghana","No","Indicator not used","Indicator not used"
"59","Greece","Yes","Indicator not used","Indicator not used"
"60","Grenada","No","Indicator not used","Indicator not used"
"61","Guatemala","No","Indicator not used","Indicator not used"
"62","Guyana","Answer/report not provided","Indicator not used","Indicator not used"
"63","Honduras","Yes","Indicator not used","Indicator not used"
"64","Hungary","No","Indicator not used","Indicator not used"
"65","Iceland","No","Indicator not used","Indicator not used"
"66","India","Yes","Indicator not used","Indicator not used"
"67","Iran (Islamic Republic of)","Yes","Indicator not used","Indicator not used"
"68","Iraq","Yes","Indicator not used","Indicator not used"
"69","Ireland","Yes","Indicator not used","Indicator not used"
"70","Israel","Answer/report not provided","Indicator not used","Indicator not used"
"71","Italy","Yes","Indicator not used","Indicator not used"
"72","Jamaica","Yes","Indicator not used","Indicator not used"
"73","Japan","No","Indicator not used","Indicator not used"
"74","Jordan","Yes","Indicator not used","Indicator not used"
"75","Kazakhstan","Yes","Indicator not used","Indicator not used"
"76","Kenya","Yes","Indicator not used","Indicator not used"
"77","Kiribati","Yes","Indicator not used","Indicator not used"
"78","Kuwait","Yes","Indicator not used","Indicator not used"
"79","Kyrgyzstan","No","Indicator not used","Indicator not used"
"80","Lao People's Democratic Republic","No","Indicator not used","Indicator not used"
"81","Latvia","No","Indicator not used","Indicator not used"
"82","Lebanon","No","Indicator not used","Indicator not used"
"83","Lesotho","Answer/report not provided","Indicator not used","Indicator not used"
"84","Libyan Arab Jamahiriya","No","Indicator not used","Indicator not used"
"85","Lithuania","Yes","Indicator not used","Indicator not used"
"86","Luxembourg","No","Indicator not used","Indicator not used"
"87","Madagascar","No","Indicator not used","Indicator not used"
"88","Malaysia","No","Indicator not used","Indicator not used"
"89","Maldives","No","Indicator not used","Indicator not used"
"90","Mali","No","Indicator not used","Indicator not used"
"91","Malta","Answer/report not provided","Indicator not used","Indicator not used"
"92","Marshall Islands","No","Indicator not used","Indicator not used"
"93","Mauritania","No","Indicator not used","Indicator not used"
"94","Mauritius","No","Indicator not used","Indicator not used"
"95","Mexico","Yes","Indicator not used","Indicator not used"
"96","Micronesia (Federated States of)","No","Indicator not used","Indicator not used"
"97","Mongolia","Yes","Indicator not used","Indicator not used"
"98","Montenegro","Yes","Indicator not used","Indicator not used"
"99","Myanmar","No","Indicator not used","Indicator not used"
"100","Namibia","Answer/report not provided","Indicator not used","Indicator not used"
"101","Nauru","Answer/report not provided","Indicator not used","Indicator not used"
"102","Nepal","Yes","Indicator not used","Indicator not used"
"103","Netherlands","No","Indicator not used","Indicator not used"
"104","New Zealand","No","Indicator not used","Indicator not used"
"105","Niger","Answer/report not provided","Indicator not used","Indicator not used"
"106","Nigeria","Yes","Indicator not used","Indicator not used"
"107","Niue","No","Indicator not used","Indicator not used"
"108","Norway","No","Indicator not used","Indicator not used"
"109","Oman","Yes","Indicator not used","Indicator not used"
"110","Pakistan","No","Indicator not used","Indicator not used"
"111","Palau","No","Indicator not used","Indicator not used"
"112","Panama","Yes","Indicator not used","Indicator not used"
"113","Papua New Guinea","No","Indicator not used","Indicator not used"
"114","Paraguay","No","Indicator not used","Indicator not used"
"115","Peru","No","Indicator not used","Indicator not used"
"116","Philippines","Answer/report not provided","Indicator not used","Indicator not used"
"117","Poland","Yes","Indicator not used","Indicator not used"
"118","Portugal","Yes","Indicator not used","Indicator not used"
"119","Qatar","Yes","Indicator not used","Indicator not used"
"120","Republic of Korea","No","Indicator not used","Indicator not used"
"121","Republic of Moldova","No","Indicator not used","Indicator not used"
"122","Romania","No","Indicator not used","Indicator not used"
"123","Russian Federation","No","Indicator not used","Indicator not used"
"124","Rwanda","Answer/report not provided","Indicator not used","Indicator not used"
"125","Saint Kitts and Nevis","Answer/report not provided","Indicator not used","Indicator not used"
"126","Saint Lucia","Answer/report not provided","Indicator not used","Indicator not used"
"127","Saint Vincent and the Grenadines","Answer/report not provided","Indicator not used","Indicator not used"
"128","Samoa","Answer/report not provided","Indicator not used","Indicator not used"
"129","San Marino","No","Indicator not used","Indicator not used"
"130","Sao Tome and Principe","No","Indicator not used","Indicator not used"
"131","Saudi Arabia","Yes","Indicator not used","Indicator not used"
"132","Senegal","No","Indicator not used","Indicator not used"
"133","Serbia","No","Indicator not used","Indicator not used"
"134","Seychelles","Yes","Indicator not used","Indicator not used"
"135","Sierra Leone","No","Indicator not used","Indicator not used"
"136","Singapore","Yes","Indicator not used","Indicator not used"
"137","Slovakia","Yes","Indicator not used","Indicator not used"
"138","Slovenia","Yes","Indicator not used","Indicator not used"
"139","Solomon Islands","Yes","Indicator not used","Indicator not used"
"140","South Africa","Yes","Indicator not used","Indicator not used"
"141","Spain","No","Indicator not used","Indicator not used"
"142","Sri Lanka","Answer/report not provided","Indicator not used","Indicator not used"
"143","Sudan","Answer/report not provided","Indicator not used","Indicator not used"
"144","Suriname","Yes","Indicator not used","Indicator not used"
"145","Swaziland","Answer/report not provided","Indicator not used","Indicator not used"
"146","Sweden","No","Indicator not used","Indicator not used"
"147","Syrian Arab Republic","Answer/report not provided","Indicator not used","Indicator not used"
"148","Tajikistan","Yes","Indicator not used","Indicator not used"
"149","Thailand","Yes","Indicator not used","Indicator not used"
"150","The former Yugoslav Republic of Macedonia","Yes","Indicator not used","Indicator not used"
"151","Timor-Leste","Answer/report not provided","Indicator not used","Indicator not used"
"152","Togo","Yes","Indicator not used","Indicator not used"
"153","Tonga","Yes","Indicator not used","Indicator not used"
"154","Trinidad and Tobago","Yes","Indicator not used","Indicator not used"
"155","Tunisia","Yes","Indicator not used","Indicator not used"
"156","Turkey","No","Indicator not used","Indicator not used"
"157","Turkmenistan","No","Indicator not used","Indicator not used"
"158","Tuvalu","Yes","Indicator not used","Indicator not used"
