"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Indicator not used","Indicator not used"
"2","Albania","Answer/report not provided","Indicator not used","Indicator not used"
"3","Algeria","Answer/report not provided","Indicator not used","Indicator not used"
"4","Antigua and Barbuda","Answer/report not provided","Indicator not used","Indicator not used"
"5","Armenia","Answer/report not provided","Indicator not used","Indicator not used"
"6","Australia","The regulation impact statement will take into account the guidelines for implementation of Articles 9 and 10 of the WHO FCTC.","Indicator not used","Indicator not used"
"7","Austria","Answer/report not provided","Indicator not used","Indicator not used"
"8","Azerbaijan","Answer/report not provided","Indicator not used","Indicator not used"
"9","Bahamas","Answer/report not provided","Indicator not used","Indicator not used"
"10","Bahrain (Kingdom of)","Answer/report not provided","Indicator not used","Indicator not used"
"11","Bangladesh","Answer/report not provided","Indicator not used","Indicator not used"
"12","Barbados","Answer/report not provided","Indicator not used","Indicator not used"
"13","Belarus","Answer/report not provided","Indicator not used","Indicator not used"
"14","Belgium","Answer/report not provided","Indicator not used","Indicator not used"
"15","Belize","Answer/report not provided","Indicator not used","Indicator not used"
"16","Benin","Answer/report not provided","Indicator not used","Indicator not used"
"17","Bhutan","Answer/report not provided","Indicator not used","Indicator not used"
"18","Bolivia","Answer/report not provided","Indicator not used","Indicator not used"
"19","Bosnia and Herzegovina","Answer/report not provided","Indicator not used","Indicator not used"
"20","Botswana","Answer/report not provided","Indicator not used","Indicator not used"
"21","Brazil","Answer/report not provided","Indicator not used","Indicator not used"
"22","Brunei Darussalam","Answer/report not provided","Indicator not used","Indicator not used"
"23","Bulgaria","Answer/report not provided","Indicator not used","Indicator not used"
"24","Burkina Faso","Answer/report not provided","Indicator not used","Indicator not used"
"25","Burundi","Answer/report not provided","Indicator not used","Indicator not used"
"26","Cambodia","Answer/report not provided","Indicator not used","Indicator not used"
"27","Cameroon","Answer/report not provided","Indicator not used","Indicator not used"
"28","Canada","Answer/report not provided","Indicator not used","Indicator not used"
"29","Central African Republic","Answer/report not provided","Indicator not used","Indicator not used"
"30","Chad","Answer/report not provided","Indicator not used","Indicator not used"
"31","Chile","Las directrices del convenio marco se han utilizado en los antecedentes y redacción de proyectos de regulación de contenidos de productos de tabaco. No se han aprobado a la fecha reglamentos asociados a la prohibición o control de productos.","Indicator not used","Indicator not used"
"32","China","Answer/report not provided","Indicator not used","Indicator not used"
"33","Colombia","Answer/report not provided","Indicator not used","Indicator not used"
"34","Comoros","Answer/report not provided","Indicator not used","Indicator not used"
"35","Congo","Answer/report not provided","Indicator not used","Indicator not used"
"36","Cook Islands","Answer/report not provided","Indicator not used","Indicator not used"
"37","Costa Rica","Se anexan Ley 9028 y sus reglamentos","Indicator not used","Indicator not used"
"38","Côte d'Ivoire","Answer/report not provided","Indicator not used","Indicator not used"
"39","Croatia","Answer/report not provided","Indicator not used","Indicator not used"
"40","Cyprus","Answer/report not provided","Indicator not used","Indicator not used"
"41","Czech Republic","Answer/report not provided","Indicator not used","Indicator not used"
"42","Democratic People's Republic of Korea","Answer/report not provided","Indicator not used","Indicator not used"
"43","Democratic Republic of the Congo","Answer/report not provided","Indicator not used","Indicator not used"
"44","Denmark","Answer/report not provided","Indicator not used","Indicator not used"
"45","Djibouti","Answer/report not provided","Indicator not used","Indicator not used"
"46","Ecuador","Answer/report not provided","Indicator not used","Indicator not used"
"47","Egypt","Answer/report not provided","Indicator not used","Indicator not used"
"48","El Salvador","Answer/report not provided","Indicator not used","Indicator not used"
"49","Estonia","Answer/report not provided","Indicator not used","Indicator not used"
"50","European Union","Answer/report not provided","Indicator not used","Indicator not used"
"51","Fiji","Answer/report not provided","Indicator not used","Indicator not used"
"52","Finland","Answer/report not provided","Indicator not used","Indicator not used"
"53","France","Answer/report not provided","Indicator not used","Indicator not used"
"54","Gabon","Answer/report not provided","Indicator not used","Indicator not used"
"55","Gambia","Answer/report not provided","Indicator not used","Indicator not used"
"56","Georgia","Answer/report not provided","Indicator not used","Indicator not used"
"57","Germany","Answer/report not provided","Indicator not used","Indicator not used"
"58","Ghana","Answer/report not provided","Indicator not used","Indicator not used"
"59","Greece","Answer/report not provided","Indicator not used","Indicator not used"
"60","Grenada","Answer/report not provided","Indicator not used","Indicator not used"
"61","Guatemala","Answer/report not provided","Indicator not used","Indicator not used"
"62","Guyana","Answer/report not provided","Indicator not used","Indicator not used"
"63","Honduras","El Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA está en la mayor disposición de realizar los análisis y medición del contenido de los productos de tabaco. así como. el análisis y medición de las emisiones de los productos de tabaco. por lo que. si la Organización Mundial de la Salud apoyase dicha labor sería un magnífico aporte","Indicator not used","Indicator not used"
"64","Hungary","Answer/report not provided","Indicator not used","Indicator not used"
"65","Iceland","Answer/report not provided","Indicator not used","Indicator not used"
"66","India","Answer/report not provided","Indicator not used","Indicator not used"
"67","Iran (Islamic Republic of)","Article 18 of the Act requires the Iran Tobacco Company to comply with the national standards in production and supply of tobacco products. The Iran Standard and Research Institute (ISRI) developed 57 standards for tobacco products in accordance with the relevant ISO standards and required testing for tar nicotine carbon monoxide alkaloids and nitrate. These tests have been agreed with Iran Tobacco Company. Due to lack of laboratory facilities for the testing of tobacco products in ISRI and the Ministry of Health and Medical Education the testing of tobacco products is carried out either in the laboratory of the Iran Tobacco Company or in a foreign laboratory chosen by the industry. 17 

The Bylaw in its Article 22 mandates the Ministry of Health and Medical Education to provide the necessary facilities and laboratory equipment for the assessment of the materials and compounds contained in and emitted by tobacco products. Due to the current sanctions against I.R. Iran access to sophisticated laboratory equipment causes problems in equipping reference laboratories for the Ministry of Health and Medical Education. 
The Conference of the Parties at its fourth and fifth sessions adopted partial guidelines for the implementation of Articles 9 and 10 of the Convention which Parties can use to develop their own regulations and standards. 
According to the needs assessment of the FCTC some gaps identified in implementation of Articles 9 as follow: 
1. The partial guidelines for the implementation of Articles 9 and 10 adopted by the Conference of the Parties have not been used in the development of the national regulations and standards concerning contents emissions and disclosures of tobacco products including the banning of additives as a strong public health measure. 
2. The national standards on tobacco products are limited to the scope of constituents to harmful constituents such as tar nicotine and carbon monoxide. 
3. The competent authority does not have exclusive laboratory facilities for the testing of tobacco products.","Indicator not used","Indicator not used"
"68","Iraq","Answer/report not provided","Indicator not used","Indicator not used"
"69","Ireland","Answer/report not provided","Indicator not used","Indicator not used"
"70","Israel","Answer/report not provided","Indicator not used","Indicator not used"
"71","Italy","Answer/report not provided","Indicator not used","Indicator not used"
"72","Jamaica","Answer/report not provided","Indicator not used","Indicator not used"
"73","Japan","Ministry of Health Labour and Welfare sets Technical Committee for Health Risk Assessment of Tobacco.","Indicator not used","Indicator not used"
"74","Jordan","The Jordanian standards for cigarettes have been modified (No. 446/2012) to determine the percentage of CO2 in addition to the development of Standard Tobacco Molasses in which there have been identified additives and the percentage of glycerol which is under the legal action will be issued mid-2014.","Indicator not used","Indicator not used"
"75","Kazakhstan","On November 22 2011 signed by Government Resolution ? 1366 ''On approval of rules for placing a pack of tobacco products tobacco product packaging information on the composition on the levels of tar nicotine and systemic poisons carcinogenic and mutagenic substances and health warnings'' demonstration that integrates three carcinogenic mutagenic substances and poisons on the pack tobacco packaging in April 2013.","Indicator not used","Indicator not used"
"76","Kenya","The guidelines have been used to draft legislation. The Tobacco industry keeps referring to the guidelines as not being legally binding","Indicator not used","Indicator not used"
"77","Kiribati","Answer/report not provided","Indicator not used","Indicator not used"
"78","Kuwait","Answer/report not provided","Indicator not used","Indicator not used"
"79","Kyrgyzstan","Answer/report not provided","Indicator not used","Indicator not used"
"80","Lao People's Democratic Republic","Answer/report not provided","Indicator not used","Indicator not used"
"81","Latvia","Answer/report not provided","Indicator not used","Indicator not used"
"82","Lebanon","Answer/report not provided","Indicator not used","Indicator not used"
"83","Lesotho","Answer/report not provided","Indicator not used","Indicator not used"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Indicator not used","Indicator not used"
"85","Lithuania","Answer/report not provided","Indicator not used","Indicator not used"
"86","Luxembourg","Answer/report not provided","Indicator not used","Indicator not used"
"87","Madagascar","Answer/report not provided","Indicator not used","Indicator not used"
"88","Malaysia","Answer/report not provided","Indicator not used","Indicator not used"
"89","Maldives","Answer/report not provided","Indicator not used","Indicator not used"
"90","Mali","Answer/report not provided","Indicator not used","Indicator not used"
"91","Malta","Answer/report not provided","Indicator not used","Indicator not used"
"92","Marshall Islands","Answer/report not provided","Indicator not used","Indicator not used"
"93","Mauritania","Answer/report not provided","Indicator not used","Indicator not used"
"94","Mauritius","Answer/report not provided","Indicator not used","Indicator not used"
"95","Mexico","Ley General para el Control del Tabaco:
http://www.cofepris.gob.mx/MJ/Paginas/Leyes.aspx 
Reglamento de la Ley General para el Control del Tabaco:
http://www.cofepris.gob.mx/MJ/Paginas/Reglamentos.aspx","Indicator not used","Indicator not used"
"96","Micronesia (Federated States of)","Answer/report not provided","Indicator not used","Indicator not used"
"97","Mongolia","The State Administrative Body in charge of inspection shall issue certificate on sanitary condition for tobacco manufacturing import export trade and toxic ingredient of tobacco by each brand of tobacco.","Indicator not used","Indicator not used"
"98","Montenegro","Answer/report not provided","Indicator not used","Indicator not used"
