"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","No","No","Answer/report not provided"
"3","Algeria","Answer/report not provided","Yes","Yes"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Answer/report not provided","No","No"
"6","Australia","Yes","Yes","Yes"
"7","Austria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Answer/report not provided","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","No","Yes","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","No","Answer/report not provided"
"12","Barbados","Yes","Yes","Answer/report not provided"
"13","Belarus","Yes","Yes","Answer/report not provided"
"14","Belgium","Yes","Yes","Yes"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Yes","Yes","Yes"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Yes","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Yes","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Yes","Yes","Yes"
"22","Brunei Darussalam","No","No","Answer/report not provided"
"23","Bulgaria","Yes","Yes","Yes"
"24","Burkina Faso","Yes","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Yes","Answer/report not provided","Answer/report not provided"
"27","Cameroon","No","Answer/report not provided","Answer/report not provided"
"28","Canada","Yes","Yes","Yes"
"29","Central African Republic","Answer/report not provided","No","Answer/report not provided"
"30","Chad","Answer/report not provided","Yes","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","Yes","Answer/report not provided","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","No","Answer/report not provided"
"35","Congo","No","Yes","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"37","Costa Rica","Yes","Yes","Answer/report not provided"
"38","Côte d'Ivoire","Yes","Answer/report not provided","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","No","No","No"
"41","Czech Republic","Yes","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Yes","Yes","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","Yes","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Yes","No","Answer/report not provided"
"47","Egypt","No","Answer/report not provided","No"
"48","El Salvador","No","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"51","Fiji","Answer/report not provided","No","Answer/report not provided"
"52","Finland","Yes","Yes","Yes"
"53","France","Yes","Yes","No"
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","No","Answer/report not provided","Answer/report not provided"
"57","Germany","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"58","Ghana","Yes","Yes","No"
"59","Greece","Yes","Yes","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","No"
"63","Honduras","Yes","Yes","Yes"
"64","Hungary","Yes","Yes","Yes"
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"66","India","Yes","Yes","Yes"
"67","Iran (Islamic Republic of)","Yes","Yes","Answer/report not provided"
"68","Iraq","No","Answer/report not provided","Answer/report not provided"
"69","Ireland","Yes","Answer/report not provided","Answer/report not provided"
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","No","Answer/report not provided","Answer/report not provided"
"72","Jamaica","No","Answer/report not provided","Answer/report not provided"
"73","Japan","No","No","Answer/report not provided"
"74","Jordan","No","No","No"
"75","Kazakhstan","Yes","Yes","Answer/report not provided"
"76","Kenya","Answer/report not provided","Answer/report not provided","Yes"
"77","Kiribati","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"78","Kuwait","No","No","No"
"79","Kyrgyzstan","Yes","Yes","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","Yes","Yes","Yes"
"82","Lebanon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Yes","Answer/report not provided","Yes"
"84","Libyan Arab Jamahiriya","Answer/report not provided","No","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"86","Luxembourg","Yes","Yes","Yes"
"87","Madagascar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"88","Malaysia","Yes","Yes","No"
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"91","Malta","Answer/report not provided","Answer/report not provided","No"
"92","Marshall Islands","Answer/report not provided","No","No"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","No","No","Answer/report not provided"
"95","Mexico","Yes","Yes","Yes"
"96","Micronesia (Federated States of)","Yes","Answer/report not provided","Answer/report not provided"
"97","Mongolia","No","Answer/report not provided","Answer/report not provided"
"98","Montenegro","No","No","No"
"99","Myanmar","No","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","Yes","Yes"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"103","Netherlands","Answer/report not provided","Yes","Yes"
"104","New Zealand","Yes","Yes","Yes"
"105","Niger","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"106","Nigeria","Yes","Answer/report not provided","Answer/report not provided"
"107","Niue","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"108","Norway","Yes","No","Answer/report not provided"
"109","Oman","Answer/report not provided","No","No"
"110","Pakistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"111","Palau","No","No","No"
"112","Panama","Yes","No","Answer/report not provided"
"113","Papua New Guinea","No","Answer/report not provided","Answer/report not provided"
"114","Paraguay","Yes","Yes","Answer/report not provided"
"115","Peru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"116","Philippines","Answer/report not provided","Yes","Answer/report not provided"
"117","Poland","Yes","Yes","Answer/report not provided"
"118","Portugal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"119","Qatar","Yes","Answer/report not provided","No"
"120","Republic of Korea","Yes","Yes","No"
"121","Republic of Moldova","Yes","Answer/report not provided","Answer/report not provided"
"122","Romania","Yes","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","Yes","Yes","Answer/report not provided"
"124","Rwanda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","No","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","Yes","Answer/report not provided","Answer/report not provided"
"130","Sao Tome and Principe","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"131","Saudi Arabia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"132","Senegal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"133","Serbia","Yes","Yes","Yes"
"134","Seychelles","Yes","Yes","Answer/report not provided"
"135","Sierra Leone","No","Answer/report not provided","Answer/report not provided"
"136","Singapore","Yes","Yes","Yes"
"137","Slovakia","Yes","Yes","Yes"
"138","Slovenia","No","No","No"
"139","Solomon Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"140","South Africa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"141","Spain","Yes","Yes","Yes"
"142","Sri Lanka","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"143","Sudan","Answer/report not provided","No","Answer/report not provided"
"144","Suriname","No","No","Answer/report not provided"
"145","Swaziland","Answer/report not provided","No","Answer/report not provided"
"146","Sweden","Yes","No","No"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"148","Tajikistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"149","Thailand","Yes","Yes","Yes"
"150","The former Yugoslav Republic of Macedonia","No","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","No","Answer/report not provided","No"
"153","Tonga","Yes","Answer/report not provided","Answer/report not provided"
"154","Trinidad and Tobago","No","Answer/report not provided","Answer/report not provided"
"155","Tunisia","Yes","Yes","Answer/report not provided"
"156","Turkey","No","Yes","Yes"
"157","Turkmenistan","Yes","Answer/report not provided","Answer/report not provided"
"158","Tuvalu","No","Answer/report not provided","Answer/report not provided"
"159","Uganda","Answer/report not provided","Yes","Answer/report not provided"
"160","Ukraine","No","Answer/report not provided","Answer/report not provided"
"161","United Arab Emirates","Yes","Answer/report not provided","Answer/report not provided"
"162","United Kingdom","Yes","Yes","Yes"
"163","United Republic of Tanzania","Yes","Answer/report not provided","Answer/report not provided"
"164","Uruguay","Answer/report not provided","Yes","Yes"
"165","Uzbekistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"166","Vanuatu","No","Answer/report not provided","Answer/report not provided"
"167","Venezuela","Yes","Yes","Answer/report not provided"
"168","Viet Nam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"169","Yemen","Answer/report not provided","Answer/report not provided","Answer/report not provided"
