"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","shortage of budget and weak coordination","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","-	Manque d’expertise pour mener / élaborer des études d’évaluation des couts liés au tabac 
-	Manque d’expertise d’infrastructures et de dispositifs de contrôle des émissions des produits du tabac.","Resistance partielle à lapplication de linterdiction de lusage dans les lieux publics","Expertise"
"4","Antigua and Barbuda","Very limited time to extend to such activities and this is due to the need to complete several other initiatives within the Ministry of Health. {Shifting of priorities due to national interest}","time limitation due to the need to complete several other duties within the ministry of health. Shifting of priorites due to national intrest.","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"6","Australia","The tobacco industry has taken a number of actions to oppose Australia''s tobacco control agenda. particularly in relation to the world first tobacco plain packaging legislation. 
Imperial Tobacco Australia. Philip Morris Limited and British American Tobacco Australia ran large scale campaigns against the tobacco plain packaging measure using television. radio and print media advertising. social media. cards inserted into cigarette packs. and thousands of postcards sent to Members of Parliament. 
Australian Government departments have been inundated with freedom of information requests seeking access to documents relating to tobacco control and tobacco plain packaging. As at the time of submission of this report. the Department of Health had received 67 such requests since April 2010. including 
53 from the tobacco industry. Handling these requests involves substantial staff and legal resources. 
The Australian Government has faced and is facing a number of legal challenges to the tobacco plain packaging measure. The Government is pursuing tobacco plain packaging as a public health measure and is confident that the measure is consistent with all its legal obligations. 
Constitutional Cases
British American Tobacco Australia. Japan Tobacco International. Philip Morris and Van Nelle challenged the constitutionality of the plain packaging legislation in the High Court of Australia. Two challenges were heard by the High Court of Australia on 17-19 April 2012. 
The British American Tobacco matter was heard on an agreed set of facts and questions reserved; the Japan Tobacco International matter also proceeded on those dates. on the basis of a demurrer. Philip Morris and Van Nelle intervened in the Britsh American Tobacco Australia matter.
On 15 August 2012. the High Court handed down orders for the matters heard on 17 19 April 2012. and found that the Tobacco Plain Packaging Act 2011(the TPP Act) is not contrary to s51(xxxi) of the Constitution. On 5 October 2012. the Court handed down its reasons for the decision.
–	By a 6:1 majority the Court held that there had been no acquisition of property that would have required provision of ''just terms'' under s51(xxxi) of the Constitution. Whilst the TPP Act does now regulate the plaintiff''s intellectual property rights to a greater extent than previously. imposing controls on the packaging and presentation of tobacco products. this does not amount to a conferral of a proprietary benefit or interest on the Commonwealth or any other person. Neither the Commonwealth nor any other person acquired any property and s51(xxxi) was not engaged. 
–	The British American Tobacco and Japan Tobacco International matters have now been concluded. Costs were awarded in favour of the Commonwealth.
International Legal Disputes
The Australian Government received a formal notice of arbitration from Philip Morris Asia on 21 November 2011 under the Australia-Hong Kong Bilateral Investment Treaty. The Government formally responded to Philip Morris Asia''s claim on 21 December 2011. In its Response. Australia rejected the claims made by Philip Morris Asia and outlined the arguments Australia intended to make in defending its right to implement the tobacco plain packaging measure. The documents are available at http://www.ag.gov.au/tobaccoplainpackaging. 
The arbitration is being conducted under the United Nations Commission on International Trade Law (UNCITRAL) Arbitration Rules 2010. 
The tribunal was constituted on 15 May 2012. The first procedural meeting took place on 30 July 2012 in Singapore.
On 31 December 2012. the Tribunal issued Procedural Order No. 7 which amends the timetable for the proceedings until the issue of bifurcation is determined. originally set down in Procedural Order No. 4.
–	Philip Morris Asia submitted its full Statement of Claim on 28 March 2013. and its supporting evidence on 29 March 2013.
–	Australia submitted its full Statement of Defence on 23 October 2013. and the evidence on which it seeks to rely on 24 October 2013. 
–	PM Asia submitted its submissions outlining its opposition to bifurcation on 26 November 2013. 
–	A bifurcation hearing occurred in Toronto. Canada on 20 21 February 2014. 
–	Bifurcation is the term which describes the separation of the proceedings into two phases: a preliminary jurisdictional phase and a subsequent merits phase. if required.
–	At the time of the submission of this report the tribunal had yet to hand down its decision.
Procedural Orders 1 - 7 have been published on the website of the Permanent Court of Arbitration.
At the time of submission of this report. Australia had received five requests for consultations from World Trade Organization (WTO) Members. Ukraine. Honduras. Dominican Republic. Cuba and Indonesia. All of the complainants claim that Australia''s plain packaging measure is inconsistent with certain obligations under the WTO Agreements on Trade-Related Aspects of Intellectual Property Rights. Technical Barriers to Trade. and the General Agreement on Tariffs and Trade 1994.
The WTO Dispute Settlement Body (DSB) established dispute settlement panels at the respective requests of Ukraine (28 September 2012) and Honduras 
(25 September 2013). A record number of WTO members (35) have indicated they will join the dispute with Ukraine as a third party. Thirty-three WTO Members have been accepted to join the dispute with Honduras as third parties.
Australia has consistently engaged with WTO members with regard to the plain-packaging measure. and is prepared to defend any challenge to that measure in the WTO.
Tobacco plain packaging is a public health measure. The Australian Government is confident that the tobacco plain packaging measure is consistent with Australia''s WTO obligations.","The tobacco industry has taken a number of actions to oppose Australias tobacco control agenda particularly in relation to the world-first plain packaging measures. 
Imperial Tobacco Australia Phillip Morris Limited and British American Tobacco Australia ran large scale campaigns against the plain packaging measures using television radio and print media advertising social media cards inserted into cigarette packs and thousands of postcards sent to Members of Parliament. 
Australian Government departments have been inundated with freedom of information requests seeking access to documents relating to tobacco control and plain packaging. As at the time of submission of this report the Department of Health and Ageing had received 64 such requests since April 2010 including 53 from the tobacco industry. Handling these requests involves substantial staff and legal resources. 
The Australian Government is also facing a number of legal challenges against the plain packaging measures. The Government is pursuing tobacco plain packaging as a public health measure and is confident that the measures are consistent with the Constitution and Australias international legal obligations. 
British American Tobacco Japan Tobacco International Philip Morris and Van Nelle challenged the constitutionality of the plain packaging legislation in the High Court of Australia. Two challenges were heard by the High Court on 17-19 April 2012. At the time of submission of this report judgment was reserved in these matters. 
The Australian Government received a formal notice of arbitration from Philip Morris Asia on 21 November 2011 under the Australia-Hong Kong Bilateral Investment Treaty. The Government formally responded to Philip Morris Asias claim on 21 December 2011. In its Response Australia rejects the claims made by Philip Morris Asia and outlines the arguments which the Government will make in defending its right to implement the plain packaging measures. The documents are available at http://www.ag.gov.au/tobaccoplainpackaging. The arbitration will be conducted under the United Nations Commission on International Trade Law Arbitration Rules 2010. 
At the time of submission of this report Australia had also received two requests for consultations from World Trade Organization (WTO) Members Ukraine and Honduras claiming that Australias plain packaging measures are inconsistent with our WTO obligations. Australia has consistently engaged with WTO members with regard to the plain packaging measures and will participate in consultations in a constructive manner. Australia is prepared to defend any challenge that might result from the consultations.","Answer/report not provided"
"7","Austria","ongoing interventions of the Austrian chamber of commerce especially of the hospatility branch that results in serious difficulties in finding necessary parliamentary majorities for implementing among others further restrictions regarding the sale/consumption of tobacco products (ban of vending machines etc.) comprehensive smoking bans in hospitality venues etc.
low compliance with existing smoking bans in some areas (- district authorities competent for controlling the compliance and sanctioning violations are struggling with capacity constraints).","ongoing lobbyism that results in serious difficulties in finding necessary parliamentary majorities for implementing among others further restrictions regarding the sale/consumption of tobacco products (ban of vending machines etc.) comprehensive smoking bans in hospitality venues etc.
low compliance with existing smoking bans in some areas (- district authorities competent for controlling the compliance and sanctioning violations are struggling with capacity constraints)","Answer/report not provided"
"8","Azerbaijan","There is no comprehensive National Tobacco Control Strategy currently in force in Azerbaijan. Approval and implementation of the ''National NCD Strategy and Operational Plan 2013-2020” including measures on tobacco control developed would help to solve this problem.","There is a lack of coordination among different agencies including ministries. The establishment of a national intersectoral committee would help to solve this problem.","There is a lack of coordination among different agencies including ministries. The establishment of a national intersectoral committee would help to solve this problem."
"9","Bahamas","Raising awareness of the need for enacting appropriate legislation resistance from some industries where the sentiment is that reduction of public places for people to smoke will adversely affect their businesses.","Competing priorities with restrictions that would be imposed on the tourism sector","Answer/report not provided"
"10","Bahrain (Kingdom of)","Taxes are not periodically raised and currently ad valorem tax is applied only which makes the prices of tobacco products affordable","Answer/report not provided","Answer/report not provided"
