"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"6","Australia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"7","Austria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","A National Tobacco Control Coalition was established on 14 December 2009 at the First National Tobacco Conference. Members include representatives of the relevant Ministries non-government organizations and the national Parliament. The Coalition was established to raise public awareness and bring the tobacco control agenda to the forefront of the national politics.","A National Tobacco Control Coalition was established on 14 December 2009 at the First National Tobacco Conference. Members include representatives of the relevant Ministries non-government organizations and the national Parliament. The Coalition was established to raise public awareness and bring the tobacco control agenda to the forefront of the national politics."
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","inscription de la lutte anti tabac dans les documents et stratégies nationaux de developpement et de réduction de la pauvreté","inscription de la lutte anti tabac dans les documents et stratégies nationaux de developpement et de réduction de la pauvreté"
"17","Bhutan","Some of the main constraints and challenges are: 
The secretariat office is primarily dependent on the stakeholders on the implementation of the provisions of the ACT and most of them are primarily engaged with their main responsibilities. 
Lack of resources necessary for Supply and Demand reduction measures.
Easy and ready access to Tobacco products through open and porous borders (North & South","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","Brunei Darussalam is a very small country of 5765 sq km with a population of about 393 372. Brunei Darussalam is not a tobacco grower or manufacturer and all tobacco products sold in the country are imported.","Brunei Darussalam is a very small country of 5765 sq km with a population of about 332 844 (Population Census 2001). Brunei Darussalam is not a tobacco grower or manufacturer and all tobacco products sold in the country are imported.","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","un comportement responsable coherent et honnete des responsables du bureau de lOms aux comores dans le domaines de la lutte contre le tabac est plus que necessaire non à la magouille"
"35","Congo","Answer/report not provided","Nayant pas dinformations nous souhaitons avoir un appui pour pouvoir réaliser une enquête nationale qui prendra en compte toutes les informations possibles telle que la consommation du tabac sniffé ou autres etc.","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"37","Costa Rica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","This report was completed by the Ministry of Health in close cooperation with other relevant ministries and the Office of the Government of the Czech Republic (coordinated within the newly established inter-ministerial working group on problems of complex protection against damages caused by tobacco) and with other stakeholders including the National Public Health Institute and nongovernmental organizations (e.g. The Society for Treatment of Tobacco Dependence the Czech Coalition against Tobacco the Association for Addiction Medicine of the Czech Medical Association of J. E. Purkyne The Clinic of Addictology of 1st Faculty of Medicine and General Teaching Hospital Charles University Prague)","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","More detailed information on the smoking prevalence in Denmark is available (in Danish) at:http://sundhedsstyrelsen.dk/da/sundhed/planlaegning-og-beredskab/kommuner/~/media/8538E83A23B64880B3960909F85FED4D.ashx","Answer/report not provided","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Fortalecer la coordinación y apoyo técnico por parte de la Secretaría del CMCT y OMS. en especial con los países de ingresos medianos y bajos.","Es necesrio una mayor coordinación y apoyo desde la secrearia del CMCT especialmente con los países de menos ingresos económicos.","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","The European Union (EU) is a Party to the FCTC since 30 June 2005. Due to its nature as a regional economic integration organisation the EU only reports on matters which are regulated at EU level on non-binding EU recommendations on activities carried out at EU level or on data which have been collected at EU level. EU legislation exists for example on tobacco product regulation tobacco advertising and tobacco excise duties. Other areas for example smoke free environments cessation aids education fall mainly into the responsibility of the individual EU Member States which are Parties to the FCTC and are reported by them.","The European Union (EU) is a Party to the FCTC since 30 June 2005. Due to its nature as a regional economic integration organisation the EU only reports on matters which are regulated at EU level on non-binding EU recommendations on activities carried out at EU level or on data which have been collected at EU level. EU legislation exists for example on tobacco product regulation tobacco advertising and tobacco excise duties. Other areas for example smoke free environments cessation aids education fall mainly into the responsibility of the individual EU Member States which are Parties to the FCTC and are reported by them.","The European Union (EU) is a Party to the FCTC since 30 June 2005. Due to its nature as a regional economic integration organisation the EU only reports on matters which are regulated at EU level on non-binding EU recommendations on activities carried out at EU level or on data which have been collected at EU level. EU legislation exists for example on tobacco product regulation tobacco advertising and tobacco excise duties. Other areas for example smoke free environments cessation aids education fall mainly into the responsibility of the individual EU Member States which are Parties to the FCTC and are reported by them."
"51","Fiji","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"53","France","La France prépare dans le cadre du troisième plan cancer un programme national de réduction du tabagisme qui devrait être finalisé en 2014","Answer/report not provided","Answer/report not provided"
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"57","Germany","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"58","Ghana","It will be very useful if a simple tool with set of indicators can be made available to parties to track and measures economic and social impact of Tobacco use.","Acknowledgement:
We express our gratitude to the following for their continuous support and guidance: Tibor Szilagyi Divine Logo WHO Ghana Office Fredrick Ghartey","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","Para el IHADFA. siendo que su origen jurídico es constitucional. y es una institución autónoma del Estado de Honduras. cuyos objetivos son: la investigación. la prevención. el tratamiento y la rehabilitación de las personas afectadas y sus familiares. por el consumo de sustancias que generan adicción como la nicotina. es un asunto imperativo atender toda iniciativa encaminada al mejoramiento de la salud y dicha población desde su entorno familiar. para generar individuos socialmente adaptados. productivos a la economía nacional y reinsertados a la sociedad hondureña.","Urge un apoyo en todos los aspectos anteriormente mencionado para que el IHADFA pueda contar con datos que se menciuonan en esta encuesta para velar por el cumplimiento total que se plantea en el Conevnio Marco.","Urge un apoyo en todos los aspectos anteriormente mencionado para que el IHADFA pueda contar con datos que se menciuonan en esta encuesta para velar por el cumplimiento total que se plantea en el Conevnio Marco."
"64","Hungary","Answer/report not provided","Answer/report not provided","The present economic crisis influences in a negative way not only human and financial resource problems also results in the increase of tobacco consumption."
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"66","India","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"67","Iran (Islamic Republic of)","Answer/report not provided","There is no special place for e-cigarttes. In Iran we banned this product","Answer/report not provided"
"68","Iraq","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"69","Ireland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"72","Jamaica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"74","Jordan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"75","Kazakhstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"76","Kenya","The current inflow of donor agencies is interfering with coordination at country level and is threatening the cohesion Parties have established in the years past. It is also important to require donors to declare what they have contributed to Parties and the outcome measured and reported by Parties as well as Donors.","Answer/report not provided","Answer/report not provided"
"77","Kiribati","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"82","Lebanon","An important issue to highlight is the need for financial support for bodies such as the National Tobacco Control Program. In our case for example. the ending of an international grant in 2013 meant that most of our activities in tobacco control that involve additional costs were limited. It is necessary to highlight the need for sustainable funding and support. whether from international bodies or through the state.","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"86","Luxembourg","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"87","Madagascar","COLLABORATION INTERMINISTERIELLE ET AVEC D’AUTRES PARTENAIRES INTERNATIONAUX ET ONG","Surveillance de la consommation du tabac à chiquer","Surveillance du tabac à chiquer local"
"88","Malaysia","Tobacco to be excluded in any free trade agreement","Answer/report not provided","Answer/report not provided"
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"91","Malta","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"92","Marshall Islands","Answer/report not provided","Answer/report not provided","None"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Answer/report not provided","Answer/report not provided","Answer/report not provided"
