"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Manufacturing of tobacco products is licensed according to the RA Law ''On Licensing''. Distribution of tobacco products does not require a direct licensing but according to the RA Law “On Local Duties and Payments ” the points of sale in order to sell tobacco products have to pay local duties and then to get the right (certificate) to sell tobacco products","Manufacturing of tobacco products is licensed according to the RA Law On Licensing. Distribution of tobacco products does not require direct licensing but according to the RA Law On Local Duties and Payments the points of sale in order to sell tobacco products have to pay local duties and then get the right (certificate) to sell tobacco products.","Manufacturing of tobacco products is licensed according to the RA Law On Licensing. Distribution of tobacco products does not require a direct licensing but according to the RA Law On Local Duties and Payments the points of sale in order to sell tobacco products have to pay local duties and then to get the right (certificate) to sell tobacco products."
"6","Australia","Answer/report not provided","Answer/report not provided","Current Excise law provides a strong regulatory regime for licensing the growing manufacture and storage of tobacco products controlling the movement of product on which excise has not been paid and attendant sanctions and penalties for contravention of the regulatory provisions. Primary legislation is the Excise Act 1901 and the Excise Tariff Act 1921 accessible at www.comlaw.gov.au."
"7","Austria","Para. 7 of the Austrian tobacco act requires marking of all tobacco products in an adequete way that secures the identification and tracing of the products. Therefore every packing unit must carry a batch number or an equivalent indication allowing to identfy the place and date of its production.
Para. 11 (2) of the Austrian tobacco taxation act (''Tabaksteuergesetz'' Federal Law Gazette No. 704/1994 idgF) requires that tobacco products that are dedicated for sale on the Austrian market are marked with the indication ''for sale in Austria''. For details see https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004877
Under Austrian law there is a state monopoly on the sale of tobacco. The sale of tobacco products to customers is limited to tobacconists hospitality venues and pit stops with gastronomical services. Tobacconists need a license issued by the monopoly administration authority (Monopolverwaltungsgesellschaft). 
Smuggling of cigarettes and other tobacco products constitutes the offence of smuggling or evasion of import duties (Hinterziehung von Eingangs-abgaben) under Para. 35 of the Austrian Fiscal Penalties Act (Finanzstrafgesetz Federal Law Gazette No 129/1958 idgF).
The fiscal offence of smuggling and evasion of import duties is punishable under Para. 35 (4) of the Fiscal Penalties Act with a fine of up to the twice amount of the tax being payable on the goods imported or with a fine of up to the twice amount of the aforesaid reduction illegally gained by the evasion of import duties. In addition to the fine a term imprisonment of up to two years may be imposed.
In addition to the fiscal offence under Para. 35 of the Fiscal Penalties act the financial offence of intentional violation of state monopoly on tobacco regulations under Para. 44 of the fiscal penalties act also applies and is punishable with a fine of up to the amount of the so called basis of assessment (Bemessungsgrundlage) which is equivalent to the price attainable for the tobacco product on the regular domestic market or to the retail price fixed for such items being subject to monopoly regulations.
Counterfeiting of tobacco products can be prosecuted according to the provisions of § 14 of the Austrian Tobacco Act (Tabakgesetz) since it usually constitutes a violation of requirements to mark tobacco products in order to identify their indicated manufacturer and determine their origin (fines up to Para. 7 260 - in the case of repetition up to Para. 14 530 -) or be prosecuted as offence of Para. 60 of the Austrian trade mark protection act (Markenschutzgesetz - Federal Law Gazette No. 260/1970 idgF). Violations under § 60 of the trade mark protection act are only prosecuted on request of victim. Fines of up to 360 daily rates or in the case of a commission on a professional basis term imprisonment of up to 2 years can be imposed.
For financial offences under Para. 35 and 44 of the Financial Penalties Act Para. 17 (2) a leg.cit. provides for a forfeiture of the tobacco products which have been the subject of the financial offence committed. Under Para. 44 (3) of the Fiscal Penalties Act this forfeiture is also applicable to raw materials auxiliary materials semi finished products machines and devices used for the production of items which are subject to the state monopoly provisions on tobacco.
As a compensation for a not or not fully realizable forfeiture Para. 19 of the Fisacl Penalties Act provides for the imposition of a financial compensation payment (Wertersatz) which is assessed on the basis of the common value of the items being subject to forfeiture at the time of the commission of the financial offense. 
The collateral punishment of forfeiture under Para. 17 Fiscal Penalties Act and the collateral punishment of compensation instead of forfeiture under Section 19 leg.cit. guarantees that in case of financial offences committed under Para. 35 and Para. 44 of the Financial Penalties Act the offenders are prevented from generating proceeds from illicit trade in tobacco.","§ 7 of the Austrian tobacco act requires marking of all tobacco products in an adequete way that secures the identification and tracing of the products. Therefore every packing unit must carry a batch number or an equivalent indication allowing to identfy the place and date of its production.
§ 11 (2) of the Austrian tobacco taxation act (Tabaksteuergesetz Federal Law Gazette No. 704/1994 idgF) requires that tobacco products that are dedicated for sale on the Austrian market are marked with the indication for sale in Austria. For details see https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004877
Under Austrian law there is a state monopoly on the sale of tobacco. The sale of tobacco products to customers is limited to tobacconists hospitality venues and pit stops with gastronomical services. Tobacconists need a license issued by the monopoly administration authority (Monopolverwaltungsgesellschaft). 
Smuggling of cigarettes and other tobacco products constitutes the offence of smuggling or evasion of import duties (Hinterziehung von Eingangs-abgaben) under § 35 of the Austrian Fiscal Penalties Act (Finanzstrafgesetz Federal Law Gazette No 129/1958 idgF).
The fiscal offence of smuggling and evasion of import duties is punishable under § 35 (4) of the Fiscal Penalties Act with a fine of up to the twice amount of the tax being payable on the goods imported or with a fine of up to the twice amount of the aforesaid reduction illegally gained by the evasion of import duties. In addition to the fine a term imprisonment of up to two years may be imposed.
In addition to the fiscal offence under § 35 of the Fiscal Penalties act the financial offence of intentional violation of state monopoly on tobacco regulations under § 44 of the fiscal penalties act also applies and is punishable with a fine of up to the amount of the so called basis of assessment (Bemessungsgrundlage) which is equivalent to the price attainable for the tobacco product on the regular domestic market or to the retail price fixed for such items being subject to monopoly regulations.
Counterfeiting of tobacco products can be prosecuted according to the provisions of § 14 of the Austrian Tobacco Act (Tabakgesetz) since it usually constitutes a violation of requirements to mark tobacco products in order to identify their indicated manufacturer and determine their origin (fines up to € 7 260 - in the case of repetition up to € 14 530 -) or be prosecuted as offence of § 60 of the Austrian trade mark protection act (Markenschutzgesetz - Federal Law Gazette No. 260/1970 idgF). Violations under § 60 of the trade mark protection act are only prosecuted on request of victim. Fines of up to 360 daily rates or in the case of a commission on a professional basis term imprisonment of up to 2 years can be imposed.
For financial offences under §§ 35 and 44 of the Financial Penalties Act § 17 (2) a leg.cit. provides for a forfeiture of the tobacco pr","Answer/report not provided"
"8","Azerbaijan","Sources: 
Law on Tobacco and Tobacco Product of Azerbaijan Republic – Articles 15 16 and 19;
The Tax Code of the Republic of Azerbaijan – Article 89","Source: the Law on Tobacco and Tobacco Product and Taxes Legislation of Azerbaijan Republic","Source: the Law on Tobacco and Tobacco Product and Taxes Legislation of Azerbaijan Republic"
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","A broad stakeholder meeting was convened late in 2013 including the Office of the Attorney General and the Department of Commerce. It is proposed that this dialogue should be continued with law enforcement agencies and the Customs Department. The complex nature of the protocol will require significance changes to the laws of Barbados and therefore can only be achieved through a step-wise approach.","Answer/report not provided","Answer/report not provided"
"13","Belarus","Regulation of tobacco products provided by Presidential Decree of 17.12.2002 ? 28 ''On state regulation of production trafficking and consumption of tobacco and tobacco products'' and Presidential Decree of September 1 2010 ? 450 ''On licensing certain types of activities.'' Manufacture of tobacco products may only be legal persons of the Republic of Belarus. 
Also the above mentioned normative legal acts establish requirements for production equipment for the manufacture of tobacco products namely the state registration of the main technological equipment owned or economic management of a legal entity; optional equipment serviceable and attorneys metered finished products that have passed state tests (included in the State register of measuring the Republic of Belarus) or metrological certification; Meters must be installed controls fiscal memory providing long-term storage and protection from unauthorized change credentials and ability to connect and collaborate with IBM-compatible PC.","Product has stipulated by Decree of the President of the Republic of Belarus of 17.12.2002 ? 28 On state regulation of production trafficking and consumption of raw tobacco and tobacco products and the Decree of the President of the Republic of Belarus on September 1 2010 ? 450 On licensing of certain activities. Manufacture of tobacco products may only be legal entities of the Republic of Belarus.
Also the above mentioned legal acts established the requirements for process equipment for the production of tobacco products namely the state registration of the main technological equipment owned or administered by the economic entity; equipment serviceable equipment and attorneys with meters of finished products that have passed state tests (included in the State register of measuring the Republic of Belarus) or metrological certification metering devices must be mounted controls fiscal memory which provides long-term storage and protection from unauthorized change the credentials to connect and collaborate with an IBM-compatible PC.","Answer/report not provided"
"14","Belgium","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","El control se realiza mediante la Aduana Nacional Control Operativo Aduanero Policía Nacional Instituto Boliviano de Normalización y Calidad (IBNORCA).","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Afin de Lutter contre le commerce illicité au Tchad chaque paquet de Cigarette en vente doit comporter la mention suivante:fabriquées et vendues au Tchad.","Answer/report not provided"
"31","Chile","Se está estudiando junto al Ministerio de Relaciones Exteriores el Protocolo de Comercio Ilícito de Productos de Tabaco.","Answer/report not provided","Answer/report not provided"
"32","China","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"33","Colombia","Se está en proceso de ratificación del Protocolo para la eliminación del comercio ilícito de productos de tabaco (Colombia lo firmó en la Quinta Conferencia de las Partes en Seúl. 2012).","Colombia participó activamente en la Quinta Reunión del Órgano de Negociación Intergubernamental de un Protocolo de Comercio Ilícito de Productos de Tabaco que se llevó a cabo en la ciudad de Ginebra (Suiza) del 28 de marzo al 4 de abril de 2012. A esta reunión asistieron delegados del Ministerio de Salud y Protección Social del Ministerio de Relaciones Exteriores del Ministerio de Industria Comercio y Turismo y de la Dirección de Impuestos y Aduanas Nacionales. En el trabajo previo de articulación de los intereses nacionales participaron además el Ministerio de Agricultura y Desarrollo Rural y el Ministerio de Justicia.
En esta Reunión se logró aprobar el texto de Protocolo para la eliminación del comercio ilícito texto que se someterá a discusión en la Quinta Reunión de la Conferencia de las Partes del Convenio Marco para el Control de Tabaco.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Answer/report not provided","Toutes ces informations sont prises en compte dans le projet de loi contre le tabagisme qui est dejà votée et est en voie de promulgation","Answer/report not provided"
"36","Cook Islands","Cook Islands did not sign the WHO FCTC Protocol on Illicit Trade on Tobacco Products","Answer/report not provided","Answer/report not provided"
"37","Costa Rica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Source :1) Base juridique sur le commerce illicite du tabac Décret N° 65-74 DU 06/03/1965 fixant les règles particulières de marquage des tabacs à fumer des cigares et des cigarettes ; 2) loi N° 2013-865 du 23/12/2013 RELATIVE A LA LUTTE CONTRE LA CONTREFACON ET LE PIRATAGE","Cet aspect de la problématique du tabagisme sera pris en compte par une prochaine loi nationale antitabac qui sera proposée aux députés dans les prochaines semaines","Answer/report not provided"
