"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Full","Full","Answer/report not provided"
"3","Algeria","None","None","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Full","Full","Full"
"6","Australia","Partially","Partially","Partially"
"7","Austria","Partially","Partially","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Full","Partially","Answer/report not provided"
"10","Bahrain (Kingdom of)","Full","Full","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","None","Answer/report not provided"
"12","Barbados","None","None","Answer/report not provided"
"13","Belarus","Full","Full","Full"
"14","Belgium","Partially","Partially","Partially"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","None","None","None"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","None","Answer/report not provided"
"19","Bosnia and Herzegovina","Full","Partially","Answer/report not provided"
"20","Botswana","Answer/report not provided","Full","Answer/report not provided"
"21","Brazil","Full","Full","Full"
"22","Brunei Darussalam","Full","Full","Answer/report not provided"
"23","Bulgaria","Partially","Partially","Partially"
"24","Burkina Faso","None","None","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","None","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Partially","Answer/report not provided"
"30","Chad","Answer/report not provided","None","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","Partially","Answer/report not provided","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","None","None","Answer/report not provided"
"36","Cook Islands","Full","None","Partially"
"37","Costa Rica","None","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","None","Answer/report not provided","Answer/report not provided"
"39","Croatia","Full","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","None","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Full","Full","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","None","Full","Full"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Partially","Answer/report not provided","Answer/report not provided"
"47","Egypt","None","Answer/report not provided","None"
"48","El Salvador","None","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"51","Fiji","Partially","Full","Answer/report not provided"
"52","Finland","Partially","Partially","Partially"
"53","France","Partially","Partially","Partially"
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","Partially","Answer/report not provided","Answer/report not provided"
"57","Germany","Partially","Partially","Partially"
"58","Ghana","Answer/report not provided","None","None"
"59","Greece","Partially","Partially","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Full","Full"
"63","Honduras","Full","Full","Full"
"64","Hungary","Full","Full","Full"
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"66","India","Full","Full","Full"
"67","Iran (Islamic Republic of)","Partially","Full","Answer/report not provided"
"68","Iraq","None","Answer/report not provided","Answer/report not provided"
"69","Ireland","Full","Full","Full"
"70","Israel","Answer/report not provided","Full","Answer/report not provided"
"71","Italy","Full","Full","Answer/report not provided"
"72","Jamaica","Full","Answer/report not provided","Answer/report not provided"
"73","Japan","Partially","Partially","Partially"
"74","Jordan","Full","Full","Full"
"75","Kazakhstan","Full","Full","Answer/report not provided"
"76","Kenya","Partially","Answer/report not provided","None"
"77","Kiribati","Partially","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Partially","Full","Full"
"79","Kyrgyzstan","Partially","Full","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","Partially","Partially","Partially"
"82","Lebanon","None","Answer/report not provided","Answer/report not provided"
"83","Lesotho","None","Answer/report not provided","Full"
"84","Libyan Arab Jamahiriya","None","None","Answer/report not provided"
"85","Lithuania","Full","Full","Full"
"86","Luxembourg","Partially","Partially","Partially"
"87","Madagascar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"88","Malaysia","Full","Partially","Partially"
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"91","Malta","Partially","Full","Full"
"92","Marshall Islands","Answer/report not provided","Partially","None"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Full","Full","Answer/report not provided"
"95","Mexico","Full","None","None"
"96","Micronesia (Federated States of)","Partially","Partially","Answer/report not provided"
"97","Mongolia","Answer/report not provided","Partially","Partially"
"98","Montenegro","Full","Full","Full"
"99","Myanmar","Partially","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","Partially","Partially"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"103","Netherlands","Full","Full","Full"
"104","New Zealand","Partially","Partially","Partially"
"105","Niger","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"106","Nigeria","None","Answer/report not provided","Answer/report not provided"
"107","Niue","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"108","Norway","Partially","Partially","Answer/report not provided"
"109","Oman","Partially","None","Answer/report not provided"
"110","Pakistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"111","Palau","Full","Partially","Answer/report not provided"
"112","Panama","Full","Partially","Partially"
"113","Papua New Guinea","None","Answer/report not provided","Answer/report not provided"
"114","Paraguay","Full","Full","Answer/report not provided"
"115","Peru","None","Answer/report not provided","Answer/report not provided"
"116","Philippines","Answer/report not provided","None","Answer/report not provided"
"117","Poland","Partially","Partially","Answer/report not provided"
"118","Portugal","Full","Full","Full"
"119","Qatar","Full","Partially","Partially"
"120","Republic of Korea","Partially","Partially","Partially"
"121","Republic of Moldova","Full","Answer/report not provided","Answer/report not provided"
"122","Romania","None","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","Full","Partially","Answer/report not provided"
"124","Rwanda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","None","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","None","Answer/report not provided","Answer/report not provided"
"130","Sao Tome and Principe","Partially","Answer/report not provided","Answer/report not provided"
"131","Saudi Arabia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"132","Senegal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"133","Serbia","Full","Full","Full"
"134","Seychelles","None","None","None"
"135","Sierra Leone","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"136","Singapore","Partially","Partially","Partially"
"137","Slovakia","Partially","Partially","Partially"
"138","Slovenia","Full","Full","Full"
"139","Solomon Islands","Full","Answer/report not provided","Answer/report not provided"
"140","South Africa","None","Answer/report not provided","Answer/report not provided"
"141","Spain","Full","Partially","Full"
"142","Sri Lanka","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"143","Sudan","Answer/report not provided","None","Answer/report not provided"
"144","Suriname","None","None","Answer/report not provided"
"145","Swaziland","Answer/report not provided","Full","Answer/report not provided"
"146","Sweden","Partially","Partially","Partially"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"148","Tajikistan","None","Answer/report not provided","Answer/report not provided"
"149","Thailand","Full","Full","Full"
"150","The former Yugoslav Republic of Macedonia","None","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","None","Answer/report not provided","None"
"153","Tonga","Full","Full","Full"
"154","Trinidad and Tobago","Full","Full","Answer/report not provided"
"155","Tunisia","Partially","Partially","Answer/report not provided"
"156","Turkey","Full","Full","Full"
"157","Turkmenistan","Full","Answer/report not provided","Answer/report not provided"
"158","Tuvalu","Partially","None","Answer/report not provided"
"159","Uganda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"160","Ukraine","None","Answer/report not provided","Answer/report not provided"
"161","United Arab Emirates","Full","Partially","Answer/report not provided"
"162","United Kingdom","Full","Full","Full"
"163","United Republic of Tanzania","Partially","Answer/report not provided","Answer/report not provided"
"164","Uruguay","Full","Full","Full"
"165","Uzbekistan","None","Answer/report not provided","Answer/report not provided"
"166","Vanuatu","None","Answer/report not provided","Answer/report not provided"
"167","Venezuela","Full","Full","Answer/report not provided"
"168","Viet Nam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"169","Yemen","Answer/report not provided","Answer/report not provided","Answer/report not provided"
