"","Party","2014","2012","2010"
"1","Afghanistan","No","No","Answer/report not provided"
"2","Albania","No","No","Answer/report not provided"
"3","Algeria","No","No","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","No","Answer/report not provided","Answer/report not provided"
"6","Australia","No","Answer/report not provided","Answer/report not provided"
"7","Austria","No","No","Answer/report not provided"
"8","Azerbaijan","Yes","Yes","Yes"
"9","Bahamas","No","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","Yes","Yes","Answer/report not provided"
"11","Bangladesh","Yes","Yes","No"
"12","Barbados","No","Answer/report not provided","Answer/report not provided"
"13","Belarus","No","No","No"
"14","Belgium","No","No","No"
"15","Belize","No","Answer/report not provided","Answer/report not provided"
"16","Benin","Yes","Yes","Yes"
"17","Bhutan","Yes","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","No","Answer/report not provided"
"19","Bosnia and Herzegovina","No","No","Answer/report not provided"
"20","Botswana","Answer/report not provided","No","Answer/report not provided"
"21","Brazil","No","No","No"
"22","Brunei Darussalam","No","No","Answer/report not provided"
"23","Bulgaria","No","No","No"
"24","Burkina Faso","Yes","Yes","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Yes","No","Yes"
"27","Cameroon","Yes","Answer/report not provided","Answer/report not provided"
"28","Canada","No","No","No"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Yes","Answer/report not provided"
"31","Chile","No","No","Answer/report not provided"
"32","China","No","No","No"
"33","Colombia","No","No","Answer/report not provided"
"34","Comoros","Answer/report not provided","Yes","No"
"35","Congo","No","Yes","Answer/report not provided"
"36","Cook Islands","No","No","Yes"
"37","Costa Rica","No","Yes","Answer/report not provided"
"38","Côte d'Ivoire","No","No","Answer/report not provided"
"39","Croatia","No","Answer/report not provided","Answer/report not provided"
"40","Cyprus","No","No","No"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","No","No","No"
"45","Djibouti","Answer/report not provided","No","Answer/report not provided"
"46","Ecuador","No","No","Answer/report not provided"
"47","Egypt","No","No","Answer/report not provided"
"48","El Salvador","No","Answer/report not provided","Answer/report not provided"
"49","Estonia","No","No","Answer/report not provided"
"50","European Union","No","No","Answer/report not provided"
"51","Fiji","No","No","Answer/report not provided"
"52","Finland","No","Answer/report not provided","No"
"53","France","No","No","Answer/report not provided"
"54","Gabon","No","No","Answer/report not provided"
"55","Gambia","No","No","Answer/report not provided"
"56","Georgia","No","No","Answer/report not provided"
"57","Germany","No","No","Answer/report not provided"
"58","Ghana","Yes","Yes","Yes"
"59","Greece","No","No","Answer/report not provided"
"60","Grenada","No","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","No","Answer/report not provided"
"62","Guyana","Answer/report not provided","No","Answer/report not provided"
"63","Honduras","No","Answer/report not provided","Answer/report not provided"
"64","Hungary","No","No","Yes"
"65","Iceland","No","No","Answer/report not provided"
"66","India","No","No","No"
"67","Iran (Islamic Republic of)","No","Answer/report not provided","Answer/report not provided"
"68","Iraq","No","Answer/report not provided","Answer/report not provided"
"69","Ireland","No","No","No"
"70","Israel","Answer/report not provided","No","Answer/report not provided"
"71","Italy","No","No","Answer/report not provided"
"72","Jamaica","No","Answer/report not provided","Answer/report not provided"
"73","Japan","No","No","Answer/report not provided"
"74","Jordan","Answer/report not provided","No","Answer/report not provided"
"75","Kazakhstan","No","Answer/report not provided","Answer/report not provided"
"76","Kenya","No","Answer/report not provided","No"
"77","Kiribati","No","Answer/report not provided","Answer/report not provided"
"78","Kuwait","No","No","No"
"79","Kyrgyzstan","No","No","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","No","Answer/report not provided"
"81","Latvia","No","No","No"
"82","Lebanon","Answer/report not provided","No","Answer/report not provided"
"83","Lesotho","Answer/report not provided","No","No"
"84","Libyan Arab Jamahiriya","No","No","Answer/report not provided"
"85","Lithuania","Answer/report not provided","No","No"
"86","Luxembourg","No","No","No"
"87","Madagascar","No","No","No"
"88","Malaysia","No","No","No"
"89","Maldives","No","Answer/report not provided","Answer/report not provided"
"90","Mali","No","Yes","Answer/report not provided"
"91","Malta","No","No","No"
"92","Marshall Islands","No","Answer/report not provided","Answer/report not provided"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Answer/report not provided","Answer/report not provided","No"
"95","Mexico","No","No","Answer/report not provided"
"96","Micronesia (Federated States of)","No","Answer/report not provided","No"
"97","Mongolia","No","No","No"
"98","Montenegro","No","No","No"
"99","Myanmar","No","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","No","Answer/report not provided"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","No","No","Answer/report not provided"
"103","Netherlands","No","No","No"
"104","New Zealand","No","No","No"
"105","Niger","Answer/report not provided","No","Answer/report not provided"
"106","Nigeria","No","Answer/report not provided","Answer/report not provided"
"107","Niue","No","Answer/report not provided","No"
"108","Norway","No","No","No"
"109","Oman","No","No","No"
"110","Pakistan","No","No","Answer/report not provided"
"111","Palau","No","No","Answer/report not provided"
"112","Panama","No","No","No"
"113","Papua New Guinea","No","Answer/report not provided","Answer/report not provided"
"114","Paraguay","Yes","Yes","Answer/report not provided"
"115","Peru","No","Answer/report not provided","Answer/report not provided"
"116","Philippines","No","No","Answer/report not provided"
"117","Poland","No","No","Answer/report not provided"
"118","Portugal","No","No","No"
"119","Qatar","Answer/report not provided","No","No"
"120","Republic of Korea","No","Answer/report not provided","No"
"121","Republic of Moldova","No","No","Answer/report not provided"
"122","Romania","No","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","No","No","Answer/report not provided"
"124","Rwanda","Answer/report not provided","Yes","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","Yes","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","No","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","No","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","No","No","Answer/report not provided"
"130","Sao Tome and Principe","No","Yes","Answer/report not provided"
