"","Party","2014","2012","2010"
"1","Afghanistan","Yes","Yes","Answer/report not provided"
"2","Albania","No","No","Answer/report not provided"
"3","Algeria","Yes","Yes","Answer/report not provided"
"4","Antigua and Barbuda","No","No","Answer/report not provided"
"5","Armenia","Yes","No","Answer/report not provided"
"6","Australia","Yes","Yes","Answer/report not provided"
"7","Austria","Yes","Yes","Answer/report not provided"
"8","Azerbaijan","Yes","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Yes","Yes","Answer/report not provided"
"10","Bahrain (Kingdom of)","Yes","Yes","Answer/report not provided"
"11","Bangladesh","Yes","Yes","Answer/report not provided"
"12","Barbados","No","Answer/report not provided","Answer/report not provided"
"13","Belarus","Yes","Yes","Answer/report not provided"
"14","Belgium","No","No","Answer/report not provided"
"15","Belize","Yes","Answer/report not provided","Answer/report not provided"
"16","Benin","Yes","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Yes","Yes","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Yes","Answer/report not provided"
"19","Bosnia and Herzegovina","No","Yes","Answer/report not provided"
"20","Botswana","Answer/report not provided","No","Answer/report not provided"
"21","Brazil","Yes","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","No","No","Answer/report not provided"
"23","Bulgaria","No","Yes","Answer/report not provided"
"24","Burkina Faso","Yes","Yes","Answer/report not provided"
"25","Burundi","Answer/report not provided","Yes","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Yes","Answer/report not provided","Answer/report not provided"
"28","Canada","Yes","Yes","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","No","Answer/report not provided"
"31","Chile","Yes","Yes","Answer/report not provided"
"32","China","Yes","Answer/report not provided","Answer/report not provided"
"33","Colombia","Yes","No","Answer/report not provided"
"34","Comoros","Answer/report not provided","Yes","No"
"35","Congo","Yes","No","Answer/report not provided"
"36","Cook Islands","No","Yes","Answer/report not provided"
"37","Costa Rica","Yes","Yes","Answer/report not provided"
"38","Côte d'Ivoire","Yes","Yes","Answer/report not provided"
"39","Croatia","No","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Yes","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Yes","Yes","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","No","No","Answer/report not provided"
"45","Djibouti","Yes","No","Answer/report not provided"
"46","Ecuador","Yes","Yes","Answer/report not provided"
"47","Egypt","No","Answer/report not provided","Answer/report not provided"
"48","El Salvador","No","Answer/report not provided","Answer/report not provided"
"49","Estonia","Yes","Yes","Answer/report not provided"
"50","European Union","No","No","Answer/report not provided"
"51","Fiji","No","Yes","Answer/report not provided"
"52","Finland","No","No","Answer/report not provided"
"53","France","No","No","Answer/report not provided"
"54","Gabon","No","Yes","Answer/report not provided"
"55","Gambia","No","No","Answer/report not provided"
"56","Georgia","No","Yes","Answer/report not provided"
"57","Germany","No","No","Answer/report not provided"
"58","Ghana","Yes","Yes","Answer/report not provided"
"59","Greece","Yes","No","Answer/report not provided"
"60","Grenada","Yes","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Yes","Answer/report not provided"
"63","Honduras","No","No","No"
"64","Hungary","No","No","Answer/report not provided"
"65","Iceland","No","No","Answer/report not provided"
"66","India","Yes","Answer/report not provided","Answer/report not provided"
"67","Iran (Islamic Republic of)","Yes","Yes","Answer/report not provided"
"68","Iraq","No","Yes","Answer/report not provided"
"69","Ireland","No","No","Answer/report not provided"
"70","Israel","Answer/report not provided","No","Answer/report not provided"
"71","Italy","No","Answer/report not provided","Answer/report not provided"
"72","Jamaica","No","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"74","Jordan","Yes","Yes","Answer/report not provided"
"75","Kazakhstan","Yes","Yes","Answer/report not provided"
"76","Kenya","No","Answer/report not provided","Answer/report not provided"
"77","Kiribati","Yes","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Yes","Yes","Yes"
"79","Kyrgyzstan","No","No","Answer/report not provided"
"80","Lao People's Democratic Republic","Yes","Answer/report not provided","Answer/report not provided"
"81","Latvia","No","No","Answer/report not provided"
"82","Lebanon","No","No","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Yes","Answer/report not provided"
"84","Libyan Arab Jamahiriya","Yes","Yes","Answer/report not provided"
"85","Lithuania","No","No","Answer/report not provided"
"86","Luxembourg","No","No","Answer/report not provided"
"87","Madagascar","Yes","Answer/report not provided","Answer/report not provided"
"88","Malaysia","Yes","No","Answer/report not provided"
"89","Maldives","No","Answer/report not provided","Answer/report not provided"
"90","Mali","Yes","Yes","Answer/report not provided"
"91","Malta","Yes","Answer/report not provided","Answer/report not provided"
"92","Marshall Islands","No","Yes","Answer/report not provided"
"93","Mauritania","No","No","Answer/report not provided"
"94","Mauritius","No","Answer/report not provided","Answer/report not provided"
