"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","no information at this point","Answer/report not provided"
"2","Albania","Answer/report not provided","A very very small number","Answer/report not provided"
"3","Algeria","Un équivalent en nombre d’emploi permanent de 2.024 sur la base de :
- la moyenne du nombre de jours de travail dans la culture du tabac tous types inclus par hectares : 120 jours
- la superficie cultivée en 2013 : 4.047 hectares.","le nombre total de planteurs 1780","Actuellement : superficie : environ 5 000 Ha
Production moyenne: 2 400 tonnes de feuilles"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Estimating number of workers involved in tobacco-growing in Armenia 17000. 
International Center for Human Development http://nosmoking.ichd.org/index.php?pid=41"
"6","Australia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"7","Austria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"8","Azerbaijan","No information is available on the number of workers involved in tobacco
growing.","No information is available on the number of workers involved in tobacco growing.","No information is available on the number of workers involved in tobacco growing."
"9","Bahamas","New facility/farm as of 2013 therefore numbers not available","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","300 000","300.000","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Très réduit (moins de 10)","65","65"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Culture artisanale non documentée","Culture artisanale","Culture artisanale"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","554 familias cultivadoras de tabaco para el año 2004.","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","No available data","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Jobs in farming – 716.420
Jobs in industry – 29.000
Other jobs (indirect) – 1.440.000 
Total: 2.185.420","200000 family farmers","200000 family farmers"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","The data are based on contracts concluded by the first processors with growers 
2009 - 35 011 units. 
2010 - 30 647 units. 
2011 - 22 552 units. 
2012 - 20 460 units.","There is a small increase but currently we have about 32 000 workers
registered as tobacco growers except their families who are involved too.","There is a small increase but currently we have about 32 000 workers registered as tobacco growers except their family who are involved to."
"24","Burkina Faso","Pas de données disponibles sur le nombre de travailleurs engagés dans la culture traditionnelle qui est pratiquée par une très faible proportion de la population ; les cultures industrielle et encadrée étant interdites et punies par les articles 4 et 42 de la Loi 040-2010/AN portant lutte contre le tabac au Burkina Faso.","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Ne sait pas","Answer/report not provided"
"26","Cambodia","Study on Tobacco farming in Cambodia have been conducted in 2013 and the finding and report of the study have not been finalized yet","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Nous ne les avons pas officiellement mais la culture est se fait","Answer/report not provided","Answer/report not provided"
"28","Canada","Information on the number of workers involved in tobacco-growing is not available. however. 2378 people were employed in tobacco manufacturing in 2012. Data indicates that the number of tobacco farms continues to decrease as there were 565 tobacco farms in 2006 and only 141 in 2011.","Statistics Canada does not collect information specifically on the number of workers involved in tobacco-growing. In the most recent census data available from 2006 Statistics Canada reported that the manufacturing of tobacco employed 3085 individuals (2070 males and 1015 females). However Statistics Canada information does indicate that the number of tobacco farms has been decreasing from 0.4% (1079 farms) of total farms in 2001 to 0.2% (564 farms) of total farms in 2006. The total number of farms in Canada declined during that period from 246 923 in 2001 to 229 373 in 2006. In 2011 approximately 115 licences to grow tobacco were issued in the Canadian provinces of Ontario and Quebec.","Statistics Canada does not collect information specifically on the number of workers involved in tobacco-growing. However Statistics Canada information does indicate that the number of tobacco farms has decreased from 0.4% of total farms in 2001 to 0.2% of total farms in 2006. The total number of farms in Canada declined during that period from 246 923 in 2001 to 229 373 in 2006. In 2009 approximately 120 licenses to grow tobacco were issued in the Canadian provinces of Ontario and Quebec."
"29","Central African Republic","Answer/report not provided","C`est une couture artisanale","Answer/report not provided"
"30","Chad","Answer/report not provided","Cest une culture tradtionnelle pratiquée dans certaines régions du TCHAD donc nous ignorons le nombre des travailleurs engagés.","Answer/report not provided"
