"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","No","Answer/report not provided"
"2","Albania","No","No","Answer/report not provided"
"3","Algeria","No","Yes","Yes"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","No","No","No"
"6","Australia","Yes","Yes","Yes"
"7","Austria","Yes","Yes","Answer/report not provided"
"8","Azerbaijan","No","No","No"
"9","Bahamas","No","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","Yes","No","Answer/report not provided"
"11","Bangladesh","Yes","Yes","No"
"12","Barbados","No","No","Answer/report not provided"
"13","Belarus","No","No","No"
"14","Belgium","Yes","Yes","Yes"
"15","Belize","No","Answer/report not provided","Answer/report not provided"
"16","Benin","Yes","Yes","Yes"
"17","Bhutan","Yes","No","Yes"
"18","Bolivia","Answer/report not provided","No","Answer/report not provided"
"19","Bosnia and Herzegovina","No","No","Answer/report not provided"
"20","Botswana","Answer/report not provided","Yes","Answer/report not provided"
"21","Brazil","No","No","No"
"22","Brunei Darussalam","No","No","Answer/report not provided"
"23","Bulgaria","No","Yes","Yes"
"24","Burkina Faso","No","No","Answer/report not provided"
"25","Burundi","Answer/report not provided","No","Answer/report not provided"
"26","Cambodia","No","No","No"
"27","Cameroon","Yes","Answer/report not provided","Answer/report not provided"
"28","Canada","No","No","No"
"29","Central African Republic","Answer/report not provided","No","Answer/report not provided"
"30","Chad","Answer/report not provided","Yes","Answer/report not provided"
"31","Chile","Yes","Yes","Answer/report not provided"
"32","China","Yes","Yes","Yes"
"33","Colombia","No","No","Answer/report not provided"
"34","Comoros","Answer/report not provided","Yes","Answer/report not provided"
"35","Congo","No","No","Answer/report not provided"
"36","Cook Islands","No","No","Yes"
"37","Costa Rica","No","No","Answer/report not provided"
"38","Côte d'Ivoire","No","No","Answer/report not provided"
"39","Croatia","No","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Yes","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Yes","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","No","No","Yes"
"45","Djibouti","Yes","No","Answer/report not provided"
"46","Ecuador","No","No","Answer/report not provided"
"47","Egypt","No","Answer/report not provided","Yes"
"48","El Salvador","No","Answer/report not provided","Answer/report not provided"
"49","Estonia","No","No","Answer/report not provided"
"50","European Union","No","No","No"
"51","Fiji","Yes","No","Answer/report not provided"
"52","Finland","Yes","Yes","Yes"
"53","France","Yes","Yes","Yes"
"54","Gabon","Yes","No","Answer/report not provided"
"55","Gambia","Yes","Yes","Answer/report not provided"
"56","Georgia","Yes","No","Answer/report not provided"
"57","Germany","Yes","Yes","Yes"
"58","Ghana","No","No","No"
"59","Greece","Yes","Yes","Answer/report not provided"
"60","Grenada","No","Answer/report not provided","Answer/report not provided"
"61","Guatemala","No","Yes","Answer/report not provided"
"62","Guyana","Answer/report not provided","No","No"
"63","Honduras","Yes","Yes","Yes"
"64","Hungary","Yes","No","Yes"
"65","Iceland","No","No","Answer/report not provided"
"66","India","No","No","No"
"67","Iran (Islamic Republic of)","No","No","Answer/report not provided"
"68","Iraq","Yes","No","Answer/report not provided"
"69","Ireland","No","Answer/report not provided","No"
"70","Israel","Answer/report not provided","Yes","Answer/report not provided"
"71","Italy","Yes","No","Answer/report not provided"
"72","Jamaica","No","Answer/report not provided","Answer/report not provided"
"73","Japan","Yes","Yes","Yes"
"74","Jordan","Yes","No","Yes"
"75","Kazakhstan","No","No","Answer/report not provided"
"76","Kenya","Yes","Answer/report not provided","Yes"
"77","Kiribati","No","Answer/report not provided","Answer/report not provided"
"78","Kuwait","No","No","No"
"79","Kyrgyzstan","No","No","Answer/report not provided"
"80","Lao People's Democratic Republic","Yes","Answer/report not provided","Answer/report not provided"
"81","Latvia","No","No","No"
"82","Lebanon","No","No","No"
"83","Lesotho","No","No","No"
"84","Libyan Arab Jamahiriya","No","No","Answer/report not provided"
"85","Lithuania","No","No","No"
"86","Luxembourg","Yes","Yes","Answer/report not provided"
"87","Madagascar","Yes","Yes","Yes"
"88","Malaysia","No","No","No"
"89","Maldives","No","Answer/report not provided","Answer/report not provided"
"90","Mali","No","No","Answer/report not provided"
"91","Malta","Yes","Yes","Yes"
"92","Marshall Islands","Answer/report not provided","Yes","Yes"
"93","Mauritania","No","No","Answer/report not provided"
"94","Mauritius","No","No","No"
"95","Mexico","Answer/report not provided","No","No"
"96","Micronesia (Federated States of)","No","No","Yes"
"97","Mongolia","Yes","No","No"
