"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","technical and financial assistance to establish tobacco control program","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Appui technique à lelaboration dune strategie nationale d aide au sevrage tabagique
Appui technique à la mise en place dun laboratoire de contrôle des produits tabagique","Suivi et application de la stratégie nationale de lutte anti-tabac par la création dun comité intersectoriel et lapplication des mesures pour chaque secteur"
"4","Antigua and Barbuda","Antigua & Barbuda has prepared a draft Tobacco Control Act. It is anticipated that some measure of financial and technical assistance will be received as we progress towards the final draft.","Antigua & Barbuda has prepared a draft tobacco controll act. it is anticipated that some measure of financial and technical assistance will be reieved as we progress towards the final draft.","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"6","Australia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"7","Austria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Answer/report not provided","technical and legal expertise to establish and strengthen national tobacco control strategies plans and programs.","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Evaluation des besoins pour la mise œuvre de la CCLAT au Bénin.","pour le fonctionnement du comité intersectoriel de lutte contre la consommation du tabac de lalcool et de la drogue pour la réalisation du plan daction pour la lutte anti tabac pour la révision et le renforcement de la loi","pour le fonctionnement du comité intersectoriel de lutte contre la consommation du tabac de lalcool et de la drogue pour la réalisation du plan daction pour la lutte anti tabac pour la révision et le renforcement de la loi"
"17","Bhutan","For successful implementation of tobacco control Bhutan requires financial and technical support for tobacco cessation programmes","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","If possible technical assistance of FCTC Secretariat to raise further intersectoral tobacco control and capacity building.","If possible technical assistance of FCTC Secretariat to raise further intersectorial tobacco control and capacity building.","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Technical assistance related to article 19 - Liability","We need to receive technical assistance related to article 19 - Liability","We need to receive technical assistance related to article 19 - Liability"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Appui financier par lOMS","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Funding for the validation of the analytical chemical methods for testing and measuring cigarette contents and emissions is currently under consideration.","Answer/report not provided","n/a"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"33","Colombia","Se espera fortalecer el sistema de seguimiento y monitoreo a la implementación del Convenio Marco y de las estrategias en control integral de tabaco que se plantean para el corto. mediano y largo plazo.
Así mismo. se pretende gestionar alianzas en investigación en temas claves como: cultivos. publicidad de productos de tabaco. indicadores sociales y económicos sobre la producción de tabaco. seguimiento y monitoreo.
De igual forma. se espera fortalecer la capacidad intersectorial del Estado colombiano para la toma de decisiones en el marco de la política de control integral de tabaco. así como la capacidad para hacer inspección. vigilancia y control de la implementación de la política.
Finalmente. se espera desarrollar las alianzas necesarias para el fortalecimiento de las capacidades del Ministerio frente a los desarrollos jurídicos en control de tabaco.","Se solicitó la misión de evaluación de necesidades por parte de la Secretaría del Convenio Marco para el Control de Tabaco para identicar las necesidades prioritarias del país con el fin de fortalecer la implementación de la política de control integral de tabaco en Colombia.
En el marco de lo anterior se espera fortalecer el sistema de seguimiento y monitoreo a la implementación del Convenio Marco y de las estrategias en control integral de tabaco que se plantean para el corto mediano y largo plazo.
Se espera además gestionar la asistencia y asesoría técnica para fortalecer el proceso de evaluación de empaquetado y etiquetado de productos de tabaco y los lineamientos sobre prohibición total de publicidad promoción y patrocinio. 
Asimismo se pretende gestionar alianzas en investigación en temas claves como: cultivos publicidad de productos de tabaco indicadores sociales y económicos sobre la producción de tabaco seguimiento y monitoreo.
De igual forma se espera fortalecer la capacidad intersectorial del Estado colombiano para la toma de decisiones en el marco de la política de control integral de tabaco así como la capacidad para hacer inspección vigilancia y control de la implementación de la política.
Finalmente se espera desarrollar las alianzas necesarias para el fortalecimiento de las capacidades del Ministerio frente a los desarrollos jurídicos en control de tabaco.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","nous souhaiterions avoir de laide sur la formation des agents de santé et les etudiants infirmiers et sages femmes sur le danger du tabac; la prise en charge et la prevention du tabac. Il serait important aussi davoir une aide pour soutenir lOng antitabac dans ses actions de sensibilisation pour quil devient un partenaire de premier plan pour la lutte antitabac enfin une aide pour sensibiliser la population sur la convention cadre de loms pour la lutte antitabac et la sensibilisation et la publication de la nouvelle loie antitabac les acteurs de la lutte antitabac doivent avoir une formation sur le domaine de la prevention de laccompagnement de soutient psychologique…."
"35","Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Financial assistance to conduct ongoing adult smoking surveys and technical assitance in analysis the data onec surveys are conducted.Unfortunately MOH Cook Islands cannot provide funding assistance in any way to other agencies.","Financial assistance for implementing the project - taking the GYTS data and prevention programes to most schools on Rarotonga from WHO"
"37","Costa Rica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Une aide financière ou technique est souhaitée pour:
- la finalisation du processus dadoption de la loi nationale antitabac;
- la mise en place dunités de prise en charge des sujets dépendants à la nicotine dans cinq grandes régions du pays;
- le renforcement des capacités du personnel du PNLTA en addictologie en particulier et en général dans les différents aspects de la problématique du tabagisme ;
- laugmentation significative des ressources matérielles (matériel informatique matériel roulant…) pour assurer notamment le suivi évaluation des différentes activités du PNLTA","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","The provision of technical scientific and other expertise to strengthen national tobacco control strategies plans and programmes. Training of health workers for the treatment of nicotine addiction. Technical assistance on introducing a surveillance system on tobacco control. Provision of the necessary material equipment and supplies as well as logistic support for tobacco control strategies plans and programmes. Promotion of research.","Technical assistance on introducing and implementing a comprehensive national tobacco control strategic plan.
Technical assistance on introducing a surveillance system on tobacco control
Financial assistance on training of health professionals in tobacco control issues generally and in treatment of nicotine dependence specifically","Technical assistance on introducing and implementing a comprehensive national tobacco control strategic plan.
Technical assistance on introducing a surveillance system on tobacco control
Financial assistance on training of health professionals in tobacco control issues generally and in treatment of nicotine dependence specifically"
"41","Czech Republic","World Health Organization under Biennial Collaborative Agreement between the Ministry of Health of the Czech Republic and the Regional Office for Europe of WHO (2012 – 2013) – technical and financial assistance to implement a cross-cutting study (survey) of representative population sample 15+ for the Czech Republic focused on tobacco (and alcohol) consumption in 2012 (Report available on-line: http://www.szu.cz/uploads/documents/czzp/zavislosti/koureni/2013/GYTS_Country_Report_Czech_Republic_2012.pdf)
CDC Foundation - providing financial support to the above mentioned survey on tobacco use in 2012 as well. 
The Regional Office for Europe of WHO and the United States Centers for Disease Control and Prevention (CDC) - providing technical and financial support to the National Institute of Public Health in Prague to participate in the 2011 Global Youth Tobacco Survey (GYTS) and the 2011 Global Health Professions Students Survey (GHPSS). 2011 GHPSS and GYTS findings in the Czech Republic available on-line: http://www.szu.cz/tema/podpora-zdravi/studie-ghpss-2007 
Etc.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Más allá de haber recibido apoyo de varias organizaciones y de Uruguay. es necesario la asesoría y apoyo económico para la implementación plena del CMCT en algunos tópicos críticos. en los que no hay progresos importantes.","Asesoría y apoyo económico para la implementación de las clínicas de cesación tabáquica.
Apoyo económico para realizar estudios de impacto de la implementación de la Ley Orgánica para la Regulación y Control del Tabaco y estudios.
Asesoría en la implementación de campañas de sensibilización y educación a través de las nuevas técnologías de información y comunicación","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Carga económica de las enfermedades crónicas no transmisibles vinculadas al consumo crónico de tabaco","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"51","Fiji","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"53","France","Answer/report not provided","La France participe à des actions de coopération internationales par le biais des associations que les pouvoirs publics (dont lINCa) financent à cette fin.","La France participe à des actions de coopération internationale par le biais des associations que les pouvoirs publics (INCa) financent à cette fin."
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Capacity building in the area of tobacco control","Answer/report not provided"
"56","Georgia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"57","Germany","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"58","Ghana","Will like to receive both financial and technical assistance to conduct the surveys listed under 3.4.3.5","Answer/report not provided","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Se considera importante la promoción de la aprobación de una Ley que permita la implementación del CMCT","Se presentó un proyecto para ejecutarse con apoyo financiero del Secretariado a través del cual se implementará el artículo 12 del CMCT.","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
