"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Indicator not used","Indicator not used"
"2","Albania","Answer/report not provided","Indicator not used","Indicator not used"
"3","Algeria","Answer/report not provided","Indicator not used","Indicator not used"
"4","Antigua and Barbuda","Answer/report not provided","Indicator not used","Indicator not used"
"5","Armenia","Answer/report not provided","Indicator not used","Indicator not used"
"6","Australia","Answer/report not provided","Indicator not used","Indicator not used"
"7","Austria","Answer/report not provided","Indicator not used","Indicator not used"
"8","Azerbaijan","Answer/report not provided","Indicator not used","Indicator not used"
"9","Bahamas","Answer/report not provided","Indicator not used","Indicator not used"
"10","Bahrain (Kingdom of)","Answer/report not provided","Indicator not used","Indicator not used"
"11","Bangladesh","Answer/report not provided","Indicator not used","Indicator not used"
"12","Barbados","Answer/report not provided","Indicator not used","Indicator not used"
"13","Belarus","Answer/report not provided","Indicator not used","Indicator not used"
"14","Belgium","Answer/report not provided","Indicator not used","Indicator not used"
"15","Belize","Answer/report not provided","Indicator not used","Indicator not used"
"16","Benin","Answer/report not provided","Indicator not used","Indicator not used"
"17","Bhutan","Answer/report not provided","Indicator not used","Indicator not used"
"18","Bolivia","Answer/report not provided","Indicator not used","Indicator not used"
"19","Bosnia and Herzegovina","Answer/report not provided","Indicator not used","Indicator not used"
"20","Botswana","Answer/report not provided","Indicator not used","Indicator not used"
"21","Brazil","Answer/report not provided","Indicator not used","Indicator not used"
"22","Brunei Darussalam","Answer/report not provided","Indicator not used","Indicator not used"
"23","Bulgaria","Answer/report not provided","Indicator not used","Indicator not used"
"24","Burkina Faso","Answer/report not provided","Indicator not used","Indicator not used"
"25","Burundi","Answer/report not provided","Indicator not used","Indicator not used"
"26","Cambodia","Answer/report not provided","Indicator not used","Indicator not used"
"27","Cameroon","Answer/report not provided","Indicator not used","Indicator not used"
"28","Canada","Answer/report not provided","Indicator not used","Indicator not used"
"29","Central African Republic","Answer/report not provided","Indicator not used","Indicator not used"
"30","Chad","Answer/report not provided","Indicator not used","Indicator not used"
"31","Chile","Para el desarrollo del Plan Nacional de Educación se utilizó como antecedente las Directrices del Convenio Marco.","Indicator not used","Indicator not used"
"32","China","Answer/report not provided","Indicator not used","Indicator not used"
"33","Colombia","Answer/report not provided","Indicator not used","Indicator not used"
"34","Comoros","Answer/report not provided","Indicator not used","Indicator not used"
"35","Congo","Answer/report not provided","Indicator not used","Indicator not used"
"36","Cook Islands","Answer/report not provided","Indicator not used","Indicator not used"
"37","Costa Rica","Ley 9028 y sus reglamentos","Indicator not used","Indicator not used"
"38","Côte d'Ivoire","Answer/report not provided","Indicator not used","Indicator not used"
"39","Croatia","Answer/report not provided","Indicator not used","Indicator not used"
"40","Cyprus","Answer/report not provided","Indicator not used","Indicator not used"
"41","Czech Republic","Answer/report not provided","Indicator not used","Indicator not used"
"42","Democratic People's Republic of Korea","Answer/report not provided","Indicator not used","Indicator not used"
"43","Democratic Republic of the Congo","Answer/report not provided","Indicator not used","Indicator not used"
"44","Denmark","Answer/report not provided","Indicator not used","Indicator not used"
"45","Djibouti","Answer/report not provided","Indicator not used","Indicator not used"
"46","Ecuador","Estrategias de socialización con los estudiantes universitarios mediante la vinculación con la comunidad y proyectos de intervención en las distintas facultades respecto de los daños del consumo de tabaco. los beneficios de no fumar y la socialización de la Ley. en especial sobre los espacios libres de humo. advertencias sanitarias. publicidad. promoción y patrocinio.
Aplicación del Proyecto concienciación ciudadana en la no venta de cigarrillos a los menores de 18 años por parte de los propietarios de las tiendas barriales. este proyecto se lo realiza en los barrios de la ciudad de Quito. se espera ampliar el mismo a todo el país con la participación de los estudiantes de los colegios de educación media.","Indicator not used","Indicator not used"
"47","Egypt","Answer/report not provided","Indicator not used","Indicator not used"
"48","El Salvador","FOSALUD está en proceso de adoptar disposiciones internas para escrutinar periódicamente a su personal por el consumo de tabaco.","Indicator not used","Indicator not used"
"49","Estonia","Answer/report not provided","Indicator not used","Indicator not used"
"50","European Union","Answer/report not provided","Indicator not used","Indicator not used"
"51","Fiji","Answer/report not provided","Indicator not used","Indicator not used"
"52","Finland","Answer/report not provided","Indicator not used","Indicator not used"
"53","France","Answer/report not provided","Indicator not used","Indicator not used"
"54","Gabon","Answer/report not provided","Indicator not used","Indicator not used"
"55","Gambia","Answer/report not provided","Indicator not used","Indicator not used"
"56","Georgia","Answer/report not provided","Indicator not used","Indicator not used"
"57","Germany","Answer/report not provided","Indicator not used","Indicator not used"
"58","Ghana","The Health Promotion Dept of Ghana Health Service supports guide and facilitate the preparation of messages and participates in education communication and training programmes.
VALD has a website where it post information for public use and was among the positive efforts that won it the WHO Award for 2013 handed over to VALD at the 2013 WNTD at Techiman","Indicator not used","Indicator not used"
"59","Greece","Answer/report not provided","Indicator not used","Indicator not used"
"60","Grenada","Answer/report not provided","Indicator not used","Indicator not used"
"61","Guatemala","Answer/report not provided","Indicator not used","Indicator not used"
"62","Guyana","Answer/report not provided","Indicator not used","Indicator not used"
"63","Honduras","El Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA para ampliar la cobertura del cumplimiento del Artìculo 12 del CMCT y en base a lo estipulado en la Ley Especial para el Control del Tabaco LECT se desarrollaron en el 2010 los manuales de prevención del consumo de tabaco. alcohol y otras drogas para ser utilizados en los niveles de educación de pre-bàsica. básica y media. Potenciando los contenidos establecidos en el currículo nacional básico. fundamentado en valores y de esta manera fomentar la Educación. comunicación. formación y concientización del público en especial en la población estudiantil. fortaleciendo el trinomio del aprendizaje de la prevención del consumo de tabaco. alcohol y otras drogas: padres de familia. educandos y docentes","Indicator not used","Indicator not used"
"64","Hungary","Answer/report not provided","Indicator not used","Indicator not used"
"65","Iceland","Answer/report not provided","Indicator not used","Indicator not used"
"66","India","Answer/report not provided","Indicator not used","Indicator not used"
"67","Iran (Islamic Republic of)","Answer/report not provided","Indicator not used","Indicator not used"
"68","Iraq","Answer/report not provided","Indicator not used","Indicator not used"
"69","Ireland","The Health Service Executive of Ireland adopted a national Tobacco Free Campus Policy in 2012 which prohibits smoking on all HSE campuses. The policy has been adopted in 92% of acute Hospital sites (as of March 5th 2014) and 31% of Primary Care sites. Remaining services and sites are due to be tobacco free before Dec 31st 2015. The purpose of the policy is to de-normalise tobacco use for future generations promote cessation and treat tobacco addiction as a care issue.","Indicator not used","Indicator not used"
"70","Israel","Answer/report not provided","Indicator not used","Indicator not used"
"71","Italy","Answer/report not provided","Indicator not used","Indicator not used"
"72","Jamaica","Answer/report not provided","Indicator not used","Indicator not used"
"73","Japan","Answer/report not provided","Indicator not used","Indicator not used"
"74","Jordan","Answer/report not provided","Indicator not used","Indicator not used"
"75","Kazakhstan","Answer/report not provided","Indicator not used","Indicator not used"
"76","Kenya","Answer/report not provided","Indicator not used","Indicator not used"
"77","Kiribati","Answer/report not provided","Indicator not used","Indicator not used"
"78","Kuwait","Answer/report not provided","Indicator not used","Indicator not used"
"79","Kyrgyzstan","Answer/report not provided","Indicator not used","Indicator not used"
"80","Lao People's Democratic Republic","Answer/report not provided","Indicator not used","Indicator not used"
"81","Latvia","Answer/report not provided","Indicator not used","Indicator not used"
"82","Lebanon","Answer/report not provided","Indicator not used","Indicator not used"
"83","Lesotho","Answer/report not provided","Indicator not used","Indicator not used"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Indicator not used","Indicator not used"
"85","Lithuania","Answer/report not provided","Indicator not used","Indicator not used"
"86","Luxembourg","Answer/report not provided","Indicator not used","Indicator not used"
"87","Madagascar","A titre de référence","Indicator not used","Indicator not used"
"88","Malaysia","Answer/report not provided","Indicator not used","Indicator not used"
"89","Maldives","Answer/report not provided","Indicator not used","Indicator not used"
"90","Mali","Answer/report not provided","Indicator not used","Indicator not used"
"91","Malta","Answer/report not provided","Indicator not used","Indicator not used"
"92","Marshall Islands","RMI has implemented a consistent and sustained programme of public awareness training and communication activities for several years aimed at preventing and reducing tobacco consumption and exposure to tobacco smoke. The Ministry of Health works very closely with other ministries and agencies and television and radio channels to conduct awareness campaigns and community outreach activities. The national television and radio channels have been providing free air time for the broadcasting of educational tobacco control messages at the request of the Ministry of Health and other agencies. The Ministry of Health has also implemented various programmes on tobacco control that address health workers and professionals particularly nursing and outer island health workers. These programmes involve pretesting monitoring and evaluation to enhance their effectiveness. There is a community-based awareness campaign on the adverse health effects of tobacco conducted by health workers.
The Ministry of Education has a strong tobacco-free policy for schools and an integrated curriculum related to tobacco use. Teachers are trained every year on tobacco control related issues as part of the routine in service training. 
Several supportive NGOs play an important role; they receive most of their funding from the Government. Much of this work is supported through the Single State Authority of the Ministry of Finance as part of the prevention and treatment of substance abuse. Tobacco cessation training and services are provided by trained counsellors. The World No Tobacco Day has been annually observed in RMI with the participation of all key partners.
Several faith-based organizations in RMI contribute to education training and public awareness on tobacco control.
Training has been provided to police officers in enforcement of the Tobacco Control Act and to counsellors in cessation counselling both in health-care facilities and in the programme to reduce substance abuse.
The work in this area is in line with obligation under Article 12 of the Convention.
In support of the Government''s efforts to implement Article 12 and the guidelines for its implementation the Convention Secretariat is committed to facilitating the provision of expertise and technical support upon request from the Government.","Indicator not used","Indicator not used"
