"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Indicator not used","Indicator not used"
"2","Albania","No","Indicator not used","Indicator not used"
"3","Algeria","No","Indicator not used","Indicator not used"
"4","Antigua and Barbuda","No","Indicator not used","Indicator not used"
"5","Armenia","No","Indicator not used","Indicator not used"
"6","Australia","Yes","Indicator not used","Indicator not used"
"7","Austria","No","Indicator not used","Indicator not used"
"8","Azerbaijan","No","Indicator not used","Indicator not used"
"9","Bahamas","No","Indicator not used","Indicator not used"
"10","Bahrain (Kingdom of)","Yes","Indicator not used","Indicator not used"
"11","Bangladesh","Answer/report not provided","Indicator not used","Indicator not used"
"12","Barbados","Not applicable","Indicator not used","Indicator not used"
"13","Belarus","Yes","Indicator not used","Indicator not used"
"14","Belgium","No","Indicator not used","Indicator not used"
"15","Belize","Not applicable","Indicator not used","Indicator not used"
"16","Benin","No","Indicator not used","Indicator not used"
"17","Bhutan","Answer/report not provided","Indicator not used","Indicator not used"
"18","Bolivia","Answer/report not provided","Indicator not used","Indicator not used"
"19","Bosnia and Herzegovina","No","Indicator not used","Indicator not used"
"20","Botswana","Answer/report not provided","Indicator not used","Indicator not used"
"21","Brazil","Yes","Indicator not used","Indicator not used"
"22","Brunei Darussalam","No","Indicator not used","Indicator not used"
"23","Bulgaria","No","Indicator not used","Indicator not used"
"24","Burkina Faso","Yes","Indicator not used","Indicator not used"
"25","Burundi","Answer/report not provided","Indicator not used","Indicator not used"
"26","Cambodia","Not applicable","Indicator not used","Indicator not used"
"27","Cameroon","Not applicable","Indicator not used","Indicator not used"
"28","Canada","Yes","Indicator not used","Indicator not used"
"29","Central African Republic","Answer/report not provided","Indicator not used","Indicator not used"
"30","Chad","Answer/report not provided","Indicator not used","Indicator not used"
"31","Chile","Yes","Indicator not used","Indicator not used"
"32","China","No","Indicator not used","Indicator not used"
"33","Colombia","No","Indicator not used","Indicator not used"
"34","Comoros","Answer/report not provided","Indicator not used","Indicator not used"
"35","Congo","No","Indicator not used","Indicator not used"
"36","Cook Islands","No","Indicator not used","Indicator not used"
"37","Costa Rica","Yes","Indicator not used","Indicator not used"
"38","Côte d'Ivoire","No","Indicator not used","Indicator not used"
"39","Croatia","Not applicable","Indicator not used","Indicator not used"
"40","Cyprus","No","Indicator not used","Indicator not used"
"41","Czech Republic","No","Indicator not used","Indicator not used"
