"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","La règlementation de base concernant les environnements sans fumée est la loi de 1985 sur promotion de la santé (article 65 Chapitre IV). Voir annexe 2.","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","We are not of the view that our constitution precludes us from undertaking comprehensive bans on tobacco advertising. Absence of legislation however may more likely be the reason these bans are not yet in place.","Answer/report not provided"
"5","Armenia","Answer/report not provided","See details in annex 4. 
At present the Ministry of Health is are working out a draft law on amendments to be introduced into the Law on Advertising related to tobacco advertising. According to the planned amendments the advertizing sponsorship and promotion of tobacco products should be banned in Armenia.","At present the Ministry of Health and the Standing Committee on Health Care Maternity and Childhood of the National Assembly (Armenian Parliament) are working out a draft law on ammendments to be introduced into the Law on Advertising related to tobacco advertising. According to the planned ammendments the advertizing sponsorship and promotion of tobacco products should be banned in Armenian with the requirements stipulated by Article 13 of the FCTC and principles fixed in the guidelines. This activity is also stipulated by the State Tobacco Control Program of Republic of Armenia for 2010-2015 List of Priority Actions for 2010-2015 . (See supporting documents)."
"6","Australia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"7","Austria","Para. 11 of the Austrian tobacco Act contains a comprehensive ban on tobacco promotion advertising and sponsorship in accordance with EU-directive 003/33/EC on tobacco advertising.
An explicit ban of product placement of tobacco products for all audiovisual media has been introduced in Para. 16 of the Austrian braodcasting company act (''ORF-Gesetz'' Federal law gazette no. 379/1984 idgF) and Para. 38 of the audiovisual media services act (Federal law gazette I No. 84/2001) by amendments of 19/7/2010 (Federal law gazette I No. 50/2010) entering into force on 1/10/2010.","§ 11 of the Austrian tobacco Act contains a comprehensive ban on tobacco promotion advertising and sponsorship in accordance with EU-directive 2003/33/EC on tobacco advertising.","Answer/report not provided"
"8","Azerbaijan","option=com_content&view=article&id=1392:law-of-the-azerbaizhan-republidz-on-advertisinzh&catid=22&Itemid=28&lang=en","Sources: 
http://www.az-customs.net/az/5090.htm - Law on Tobacco and Tobacco Product of Azerbaijan Republic in Azerbaijani language
http://www.sumwee.org/aze/images/pdf/qanunlar/0011.pdf - Law on Advertisement of Azerbaijan Republic in Azerbaijani language","Sources: 
http://www.az-customs.net/az/5090.htm - Law on Tobacco and Tobacco Product of Azerbaijan Republic in Azerbaijani language
http://www.sumwee.org/aze/images/pdf/qanunlar/0011.pdf - Law on Advertisement of Azerbaijan Republic in Azerbaijani language"
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Prohibited the placement (distribution ) on tobacco advertising free (free ) distribution of tobacco products including the use of them as gifts ( prizes) in competitions lotteries games and other gaming advertising cultural educational and sports activities betting and offer citizens buying tobacco or submit evidence of such a purchase goods or rights to participate in contests sweepstakes games and other promotional activities betting. (the law of the Republic of Belarus from 10.05.2007 . ''On Advertising'' ) .","DO NOT place (distribution) of tobacco advertising free (gratis) distribution of tobacco products including their use as gifts (prizes) during contests lotteries games other games advertising cultural educational and sporting events betting and a proposal to citizens who buy tobacco products or representing evidence of such purchases of goods or rights to participate in contests sweepstakes games and other promotional events betting. (the law of the Republic of Belarus from 10.05.2007. On Advertising).","Answer/report not provided"
"14","Belgium","Answer/report not provided","The text of the legislation can be accessed at the following sites:
www.info-tabac.be 
http://www.health.belgium.be/eportal/Myhealth/Healthylife/Tobacco/Productionandsale/Publicite/15710533_FR","The text of the legislation can be accessed at the following sites:
www.info-tabac.be 
http://www.health.belgium.be/eportal/Myhealth/Healthylife/Tobacco/Productionandsale/Publicite/15710533_FR"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Answer/report not provided","Since the restriction of tobacco products advertising to sale points some violations occured through the promotion of its brands in musical cultural and fashion events. Actually the tobacco industry started to diversify its strategies: the sponsorship of cultural legal and educative events using its institutional name and logo; selling its products in different places such as newspapers and gas stations stores; the cigarette packages become more attractive with colorful shapes references to sports fashion and music.","Since the restriction of tobacco products advertising to sale points some violations occured through the promotion of its brands in musical cultural and fashion events. Actually the tobacco industry started to diversify its strategies: the sponsorship of cultural legal and educative events using its institutional name and logo; selling its products in different places such as newspapers and gas stations stores; the cigarette packages become more attractive with colorful shapes references to sports fashion and music."
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","La loi 040 n’a pas implicitement prévu des mesures de contrôle et d’application spécifiques sur la publicité la promotion et le parrainage en faveur des produits du tabac autres que celles prévues par le code pénal du Burkina Faso. L’interdiction de la publicité de la promotion et du parrainage est également inscrite dans le code de la santé publique de 1994 dans la Loi n°25-2001 portant de la publicité et son décret d’application n°2003-360.","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Publicité pour le tabac la promotion et le parrainage sont traitées dans le chapitre VI de la loi. http://www.who.int/entity/fctc/reporting/Annex4_TobaccoControlAct_2010.pdf","Answer/report not provided"
"31","Chile","Originalmente la discusión parlamentaria incluyó la prohibición de la publicidad de Responsabilidad Social Empresarial por lo que los primeros meses de implementación de la ley de tabaco se prohibió esta forma de publicidad. Frente a solicitud de la Industria a la Contraloría General de la República. esta estableció que el Ministerio de Salud y los Inspectores de Salud no están autorizados a prohibir la Responsabilidad Social Empresarial por lo que está en discusión si se puede o no hacer publicidad de esta.","Answer/report not provided","Answer/report not provided"
"32","China","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Answer/report not provided","Circulaire du Ministre de la Santé 2006; voir annexe 4.","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Complete ban of tobacco advertising promotion and sponsorship was implemented way before the Cook Islands ratifiied the FCTC through and agreement between the Cook Islands only Television station and radio and the Government.","Answer/report not provided"
"37","Costa Rica","Answer/report not provided","Se anexa copia de la Ley 7501 y el Proyecto de Ley actualmente en discusión Proyecto de Ley 17371.","Answer/report not provided"
"38","Côte d'Ivoire","Le code de déontologie de la publicité en Côte dIvoire de 1988 interdit la publicité des produits du tabac sur les antennes de télévisions nationales. Dans les autres médias la publicité nest admise que dans la mesure où elle ne vise pas les enfants.","Le code de déontologie de la publicité en Côte dIvoire de 1988 interdit la publicité des produits du tabac sur les antennes de télévisions nationales. Dans les autres médias la publicité nest admise que dans la mesure où elle ne vise pas les enfants.
Toujours est-il que cet aspectde la problématique du tabagisme sera pris en compte par une prochaine loi nationale antitabac qui sera proposée aux députés dans les prochaines semaines","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"45","Djibouti","Answer/report not provided","3.2.7.1: Article 25 de la Loi 2008. Voir à http://www.who.int/entity/fctc/reporting/party_reports/djibouti_annex1_tobacco_control_act_2008.pdf.
3.2.7.2: La loi interdit le parrainage dévénements locaux régionaux et nationaux et les participants à ces activités. Il ne sagit pas cependant dévénements internationaux.
3.2.7.12: Article 30 de la Loi 2008.","Answer/report not provided"
"46","Ecuador","La Industria de tabaco está utilizando los puntos de venta para la publicidad y promoción de sus productos mediante la entrega en las tiendas. micro mercados y bodegas de llamativos dispensadores en los cuales están expuestas directamente las cajetillas de cigarrillos. en general ocultando las advertencias sanitarias y mostrando sólo la marca. Ante esta situación se planteará ante las instancias pertinentes la necesidad de realizar una Reforma a la Ley Orgánica para la Regulación y Control del Tabaco a fin de lograr la prohibición total de la publicidad. promoción y patrocinio de los productos de tabaco.","Answer/report not provided","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","At EU level the Tobacco Advertising Directive 2003/33/EC provides an EU wide ban on cross-border tobacco advertising and sponsorship in the media other than television. The ban covers print media radio internet and sponsorship of events involving several Member States. Free distribution of tobacco is banned in such events. The directive does not distingusish between the domestic and the global Internet.
Tobacco advertising and sponsorship on television was prohibited in the EU in 1989 by the Television without Frontiers Directive (89/552/EEC). This Directive has been replaced by the Audiovisual Media Services Directive (2007/65/EC) adopted in December 2007 which extends the application of this ban to all forms of audiovisual commercial communications including product placement.
The Council Recommendation (2003/54/EC) on the Prevention of Smoking and on Initiatives to improve tobacco control covers other forms of tobacco promotion. It recommends EU Member States to prohibit the use of tobacco brand names on non-tobacco products or services; the use of promotional items and tobacco samples the use and communication of sales promotion such as a discount a free gift a premium or an opportunity to participate in a promotional contest or game; the use of billboards posters and other indoor or outdoor advertising techniques (such as advertising on tobacco vending machines); the use of advertising in cinemas and any other forms of advertising sponsorship or practices directly or indirectly addressed to promote tobacco products.
The European Commission cooperates on cross-border advertising with EU Member States within an informal group on tobacco advertising."
"51","Fiji","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","Questions 3.2.7.3-3.2.7.11 
- Please notice that according to the Tobacco Act (693/1976) the depiction of tobacco in entertainment media products is prohibited whereas the depiction of tobacco use is prohibited only if it would be considered as tobacco advertising as refferd in the Tobacco Act Section 8.
Question 3.2.7.13
- Pleace notice that the Finnish Criminal Code (39/1889) Chapter 1 Section 11 provides that if the offence has been committed in the territory of a foreign State the application of Finnish law may be based on sections 5 (offence directed to a Finn) 6 (offence committed by a Finn) and 8 (other offence committed outside of Finland) only if the offence is punishable also under the law of the place of commission and a sentence could have been passed for it also by a court of that foreign State (requirement of dual criminality) . In this event no sanction that is more severe than what is provided by the law of the place of commission shall be imposed in Finland."
"53","France","Answer/report not provided","Sur les questions dinternet mondial (?) et de publicité transfrontières linterdiction sapplique en principe. Le respect de cette interdiction en pratique savère parfois complexe","Sur les questions dinternet mondial (?) et de publicité transfrontières linterdiction sapplique en principe. Le respect de cette interdiction en pratique savère parfois complexe."
"54","Gabon","Answer/report not provided","La convention-cadre de la lutte antitabac vient dêtre adoptée par lassemblée nationale après son adoption au Sénat le gouvernement sappliquera à légiférer conformément à ce qui y est dit…","Answer/report not provided"
"55","Gambia","The Gambia adopted Tobacco Products (Ban on Advertisements) Act in 2003. It became effective on 2 January 2004. The Act comprehensively bans advertisement and promotion of tobacco products. The purpose of the later Act the Tobacco Products (Ban on Advertisements) Act of 2003 in its own words is “to ban advertisements of tobacco products in The Gambia in recognition of their unquestionable harmful effects on the health of the population.” Under Section 2 of the Act tobacco is defined as “any form of tobacco intended for smoking or chewing including cigarettes.” Hence the ban covers all forms of tobacco products.","Answer/report not provided","Answer/report not provided"
"56","Georgia","Article 8 of National Law on Advertisement (1998) is on restrictions of advertisement of tobacco and alcoholic products.","Article 8 of National Law on Advertisement (1998) is on restictions of advertisement of tobacco and alcoholic products.","Answer/report not provided"
