"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","The contents of tobacco products is regulated by the Government decision #540-n (since 2005) “On Approving the technical Regulation on Tobacco ” which envisages testing and measuring of the contents of the tobacco products. According to the above-mentioned decision testing should be conducted by a certified testing laboratory. The testing methods should be defined under the standards presented the Technical Regulations","The contents of tobacco products is regulated by the Government decision #540-n (since 2005) On Approving the technical Regulation on Tobacco which envisages testing and measuring of the contents of the tobacco products. According to the above-mentioned decision testing should be conducted by a certified testing laboratory. The testing methods should be defined under the standards presented in the Technical Regulations.","The contents of tobacco products is regulated by the Government decision #540-n (since 2005) On Approving the technical Regulation on Tobacco which envisages testing and measuring of the contents of the tobacco products. According to the above-mentioned decision testing should be conducted by a certified testing laboratory. The testing methods should be defined under the standards presented the Technical Regulations."
"6","Australia","Answer/report not provided","Answer/report not provided","Australia has introduced a safety standard for manufactured cigarettes to reduce the risk of death or injury caused by fires which result when smouldering cigarettes come into contact with flammable materials."
"7","Austria","Maximum allowance of nicotine (1 mg) tar (10 mg) and carbonmonoxide (10 mg) for cigarette smoke is defined in § 4 of the national tobacco act.
According to Para. 9 and 10 of the Austrian tobacco act the Federal ministry of health can send inspectors to visit tobacco manufacturing or importing companies that are entitled to take samples of all tobacco products in order to be tested with regard to contents and emissions.","Maximum allowance of nicotine (1 mg) tar (10 mg) and carbonmonoxide (10 mg) for cigarette smoke is defined in § 4 of the national tobacco act.
According to §§ 9 and 10 of the Austrian tobacco act the Federal ministry of health can send inspectors to visit tobacco manufacturing or importing companies that are entitled to take samples of all tobacco products in order to be tested with regard to contents and emissions.","Answer/report not provided"
"8","Azerbaijan","Source: the Law on Tobacco and Tobacco Product of Azerbaijan Republic - Articles 11; 12","Source: the Law on Tobacco and Tobacco Product of Azerbaijan Republic","Source: the Law on Tobacco and Tobacco Product of Azerbaijan Republic"
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Requirements for the cigarettes of tobacco contained: Standard 3935-2000 Cigarettes. General specifications. Recent changes to the standard approved in December 2008 Standard 1505-2001 cigarettes. General technical conditions GOST 8699-76 Cigars. Specifications Standard 858-2000 Tobacco Smoking. General technical conditions GOST 7823 - 2000 Tobacco pipe. General specifications. Currently a technical regdament Customs Union Technical Regulations on Tobacco Products requirements which would be required for 3 of the Customs Union.","Answer/report not provided"
"14","Belgium","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Bolivia integra la mesa de trabajo de los artículos 9 y 10 del Convenio desde la COP 4.","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Answer/report not provided","Deadline for contributions to the new text was 31 March 2011.","Deadline for contributions to the new text was 31 March 2011."
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Le projet de loi en préparation le prévoit.","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","In 2009. Canada amended its Tobacco Act to prohibit. inter alia. the use of additives in cigarettes. little cigars and blunt wraps that contribute to make these products more attractive to youth. The prohibited additives are listed in a Schedule annexed to the Act. This list includes most flavouring preparations. spices. seasonings and herbs. sugars and sweeteners. vitamins and mineral nutrients. fruits and vegetables. essential fatty acids. and other additives. 
In 2005. Canada enacted the Cigarette Ignition Propensity Regulations. to require all cigarettes manufactured or imported for sale in Canada have reduced their likelihood of igniting upholstered furniture. mattresses and bedding. As per the regulations cigarettes must meet a standard that they must burn their full length no more than 25% of the time when tested using ASTM International method E2187-04; Standard Test Method for Measuring the Ignition Strength of Cigarettes. 

In 2000. Canada enacted the Tobacco Reporting Regulations that set out the requirements for the reporting of information on the sales. manufacturing processes. ingredients. toxic constituents. toxic emissions of tobacco products sold in Canada. as well as research activities and promotional activities undertaken by tobacco manufacturers and importers.","Answer/report not provided","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","Ley 19.419 que regula actividades que indica relacionadas con el tabaco. en su artículo 9°. exige que “La casa matriz del fabricante o el importador de los productos hechos con tabaco deberán informar anualmente al Ministerio de Salud. según éste lo determine. sobre sus constituyentes y los aditivos que se incorporan a ellos. en calidad y cantidad. así como las sustancias utilizadas para el tratamiento del tabaco.
El Ministerio de Salud podrá prohibir el uso de los aditivos y sustancias que aumenten el daño o riesgo del consumidor de dichos productos. y establecer los límites máximos permitidos de las sustancias contenidas en los productos hechos con tabaco. Asimismo. fijará las normas sobre difusión de la información referida a los aditivos y sustancias incorporadas al tabaco y sus efectos en la salud de los consumidores.
Los envases de cigarrillos deberán expresar clara y visiblemente en una de las caras laterales los principales componentes de este producto en los términos establecidos por el Ministerio de Salud”.
El artículo 16° regula “La infracción de las disposiciones de la presente ley será sancionada en conformidad a las regla siguiente. entre otros: multa de 3 a 50 unidades tributarias mensuales. si la infracción es cometida por una persona natural o jurídica perteneciente a la industria tabacalera por la venta. la compra para vender la comercialización. en cualquier forma que no cumpla con la legislación vigente. Multa de 500 a 1.000 unidades tributarias mensuales y comiso de las especies objeto de la infracción. por la contravención de lo establecido en el inciso segundo del artículo 9°. utilizando aditivos o sustancias prohibidas por el Ministerio de Salud o excediendo los límites máximos permitidos de las sustancias contenidas en los productos hechos con tabaco”.
El Decreto 44 emanado de la Subsecretaría de Salud Pública. Ministerio de Salud. en Septiembre del 2013. establece la advertencia sanitaria para envases de productos hechos de tabaco. señalando en su artículo 13° que “En una de las caras laterales de las cajetillas de cigarrillos se deberá informar acerca de la presencia de las siguientes sustancias y componentes. en los siguientes términos: 
EL HUMO DE CADA CIGARRILLO QUE TÚ FUMAS CONTIENE. ENTRE OTROS PRODUCTOS TÓXICOS: ALQUITRÁN. PRODUCTO QUE TE PROVOCA CÁNCER. NICOTINA. PRODUCTO QUE TE HACE ADICTO. MONÓXIDO DE CARBONO. GAS TÓXICO IGUAL AL QUE EMANA DE LOS TUBOS DE ESCAPE. ARSÉNICO. QUÍMICO UTILIZADO COMO VENENO PARA RATAS.
Esta información deberá ocupar la totalidad de una de las caras laterales y ajustarse a las especificaciones técnicas que se indican en la normativa gráfica anexa a este decreto”.
La Resolución Exenta 904 emanada de la Subsecretaría de Salud Pública el 2 de Noviembre de 2011. que autoriza la comercialización de los productos del tabaco que. exige en su artículo 2° “Ordenar a los fabricantes o importadores de los productos señalados en el punto anterior que deberán dar cumplimiento a la advertencia sanitaria y la información respecto a los componentes del producto. todo ello en conformidad con el decreto supremo Nº69 de 2008 del Ministerio de Salud o los sucesivos decretos supremos dictados en virtud del artículo 6º de la ley 19.419. El articulo 3° requiere de los fabricantes o importadores de los productos señalados en el punto Nº1 de la presente resolución que deberán hacer llegar al Ministerio de Salud. a más tardar el día 30 de Diciembre de cada año. la siguiente información:
- Listado de sustancias utilizadas o agregadas durante el proceso de elaboración de cada producto.
- Documentación que contenga las mediciones de la información no autorizada por el Ministerio de Salud. la cual haya sido incorporada en el envoltorio o etiqueta. Este certificado deberá incluir el método de medición utilizado. referencias de mediciones por volumen o peso. de las mediciones. etc. 4º Las marcas que soliciten ser incorporadas en la resolución de comercialización deberán presentar antes del 30 de marzo de cada año a lo menos la siguiente información:- Listado de aditivos y sustancias incorporadas o utilizadas en el proceso de elaboración del producto.- En caso de incorporar en el etiquetado algún tipo de información respecto al producto o al humo generado por su combustión. se debe adjuntar certificado emitido por la entidad que realizó medición que incluya: método de medición utilizado. referir mediciones por volumen o peso. fecha de la medición.","Answer/report not provided","Answer/report not provided"
"32","China","First pay close attention to and participate actively in the Framework Convention on Tobacco Control (FCTC) articles 9 and 10 working groups and related activities. Participation in the fifth Conference of the Parties (COP5) on articles 9 and 10; discussion of articles 9 and 10 implementation guidelines; participation on addiction working group background information and electronic nicotine transfer system including electronic cigarette report made views and suggestions; active participation tobacco laboratory network (TobLabNet) technology standard research. Actively participate in tobacco laboratory network meeting organized the participation of experts and led the development of a method for determination of humectants in tobacco determination of benzopyrene in flue gas and tobacco-specific nitrosamines in cigarette smoke VOC and carbonyl multiple testing projects by optimization of experimental conditions for making recommendations for improvement. Proposed standard practice for ammonia-in cut tobacco by ion chromatography method. Strengthened the research work developed by the World Health Organization priority component of nine kinds of detection methods to carry out domestic inter-laboratory data comparison and validation capabilities.","First China paid close attention to and actively participated in the work and relevant activities organized by the Implementation Rules Working Group for Article 9 of the Framework Convention on Tobacco Control (FCTC); took part in the deliberation of the Implementation Rules Draft for Article 9 and Article 10 of FCTC that the Working Group plans to submit to the 4th session of the Conference of Parties (COP4). Also actively organized domestic experts to study the Draft carefully and put forth opinions and suggestions. Second China actively engaged in the research of technical standards of TobLabNet attended the video conference held by TobLabNet and organized experts to undertake the determination of nicotine in tobacco leaves and TSNAs in cigarettes smoke and aligned with Health Science Authority Singapore to put forward the determination of Benzo[a]pyrene in cigarettes smoke in the conference. Moreover China strengthened the research of determination of nine prior contents defined by the World Health Organization conducted data comparison and capacity demonstration among the labs in China.","First China paid close attention to and actively participated in the work and relevant activities organized by the Implementation Rules Working Group for Article 9 of the Framework Convention on Tobacco Control (FCTC); took part in the deliberation of the Implementation Rules Draft for Article 9 and Article 10 of FCTC that the Working Group plans to submit to the 4th session of the Conference of Parties (COP4). Also actively organized domestic experts to study the Draft carefully and put forth opinions and suggestions. Second China actively engaged in the research of technical standards of TobLabNet attended the video conference held by TobLabNet and organized experts to undertake the determination of nicotine in tobacco leaves and TSNAs in cigarettes smoke and aligned with Health Science Authority Singapore to put forward the determination of Benzo[a]pyrene in cigarettes smoke in the conference. Moreover China strengthened the research of determination of nine prior contents defined by the World Health Organization conducted data comparison and capacity demonstration among the labs in China."
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"37","Costa Rica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Cet aspect sera pris en compte par une prochaine loi nationale antitabac qui sera proposée aux députés dans les prochaines semaines","Answer/report not provided"
"39","Croatia","According to the Regulations on the content of information on all ingredients and their quantities strengthened by the type used in the manufacture of tobacco products and the method of informing the public (Official Gazette no. 39 /09 ) manufacturers and importers of tobacco products “ are obliged not later than 31 March of the current year for the previous year to submit to the Ministry of Health and Social Welfare through the Croatian National Institute for Public Health the list of all ingredients and their quantities by type and the type used in the manufacture of tobacco products. The list of ingredients is made specifically for each type of tobacco product and for each component indicates its function and category. The list of ingredients must be accompanied by a statement of the manufacturer or importer of tobacco products which addresses the reasons for the use of certain ingredients in tobacco products”. “All information submitted must be obtained or verified by an accredited laboratory based in Croatia and one of the authorized laboratories in the field of European Union”.“If the content of the contents of tobacco products is changed the manufacturer or importer of tobacco products is obliged to immediately notify the Ministry through the Croatian National Institute of Public Health.”

Tobacco Institute has accredited test methods for carbon monoxide nicotine and tar.","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
