"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","No","Answer/report not provided"
"2","Albania","Yes","Yes","Answer/report not provided"
"3","Algeria","No","No","Yes"
"4","Antigua and Barbuda","No","No","Answer/report not provided"
"5","Armenia","No","No","No"
"6","Australia","Yes","Yes","Yes"
"7","Austria","Yes","Yes","Answer/report not provided"
"8","Azerbaijan","No","No","No"
"9","Bahamas","No","No","Answer/report not provided"
"10","Bahrain (Kingdom of)","Yes","Yes","Answer/report not provided"
"11","Bangladesh","Yes","Yes","Yes"
"12","Barbados","No","No","Answer/report not provided"
"13","Belarus","Yes","Yes","Yes"
"14","Belgium","Yes","No","No"
"15","Belize","Yes","Answer/report not provided","Answer/report not provided"
"16","Benin","Yes","Yes","Yes"
"17","Bhutan","Yes","Yes","Yes"
"18","Bolivia","Answer/report not provided","No","Answer/report not provided"
"19","Bosnia and Herzegovina","No","Yes","Answer/report not provided"
"20","Botswana","Answer/report not provided","Yes","Answer/report not provided"
"21","Brazil","No","No","No"
"22","Brunei Darussalam","No","No","Answer/report not provided"
"23","Bulgaria","Yes","Yes","Yes"
"24","Burkina Faso","Yes","Yes","Answer/report not provided"
"25","Burundi","Answer/report not provided","No","Answer/report not provided"
"26","Cambodia","Yes","No","No"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Yes","Yes","Yes"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Yes","Answer/report not provided"
"31","Chile","No","No","Answer/report not provided"
"32","China","Yes","No","No"
"33","Colombia","No","Yes","Answer/report not provided"
"34","Comoros","Answer/report not provided","Yes","No"
"35","Congo","No","No","Answer/report not provided"
"36","Cook Islands","Yes","Yes","Yes"
"37","Costa Rica","Yes","Yes","Answer/report not provided"
"38","Côte d'Ivoire","Yes","Yes","Answer/report not provided"
"39","Croatia","No","No","Answer/report not provided"
"40","Cyprus","Answer/report not provided","No","No"
"41","Czech Republic","No","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Yes","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Yes","Yes","Yes"
"45","Djibouti","No","No","Answer/report not provided"
"46","Ecuador","No","Yes","Answer/report not provided"
"47","Egypt","Yes","Yes","Yes"
"48","El Salvador","No","Answer/report not provided","Answer/report not provided"
"49","Estonia","Yes","Yes","Answer/report not provided"
"50","European Union","No","No","Answer/report not provided"
"51","Fiji","No","No","Answer/report not provided"
"52","Finland","Yes","Yes","Answer/report not provided"
"53","France","Answer/report not provided","Yes","No"
"54","Gabon","No","No","Answer/report not provided"
"55","Gambia","Yes","Yes","Answer/report not provided"
"56","Georgia","Yes","Answer/report not provided","Answer/report not provided"
"57","Germany","Yes","Yes","Yes"
"58","Ghana","Yes","Yes","Answer/report not provided"
"59","Greece","No","No","Answer/report not provided"
"60","Grenada","No","Answer/report not provided","Answer/report not provided"
"61","Guatemala","No","No","Answer/report not provided"
"62","Guyana","Answer/report not provided","Yes","Yes"
"63","Honduras","Yes","No","No"
"64","Hungary","No","No","No"
"65","Iceland","No","No","Answer/report not provided"
"66","India","Yes","Yes","Yes"
"67","Iran (Islamic Republic of)","Yes","Yes","Answer/report not provided"
"68","Iraq","Yes","Yes","Answer/report not provided"
"69","Ireland","Yes","Yes","Yes"
"70","Israel","Answer/report not provided","No","Answer/report not provided"
"71","Italy","No","Answer/report not provided","Answer/report not provided"
"72","Jamaica","No","Answer/report not provided","Answer/report not provided"
"73","Japan","Yes","Yes","Yes"
"74","Jordan","Yes","Yes","Yes"
"75","Kazakhstan","No","No","Answer/report not provided"
"76","Kenya","Yes","Answer/report not provided","Yes"
"77","Kiribati","Yes","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Yes","Yes","Yes"
"79","Kyrgyzstan","Yes","No","Answer/report not provided"
"80","Lao People's Democratic Republic","No","No","Answer/report not provided"
"81","Latvia","Yes","Yes","Yes"
"82","Lebanon","Yes","Yes","Yes"
"83","Lesotho","Yes","No","No"
"84","Libyan Arab Jamahiriya","Yes","Yes","Answer/report not provided"
"85","Lithuania","No","No","No"
"86","Luxembourg","Yes","Yes","Yes"
"87","Madagascar","Yes","Yes","Yes"
"88","Malaysia","Yes","Yes","No"
"89","Maldives","No","Answer/report not provided","Answer/report not provided"
"90","Mali","Yes","Yes","Answer/report not provided"
"91","Malta","No","No","No"
"92","Marshall Islands","Yes","No","Yes"
"93","Mauritania","Answer/report not provided","No","Answer/report not provided"
"94","Mauritius","Yes","Yes","Yes"
"95","Mexico","Yes","Yes","Yes"
"96","Micronesia (Federated States of)","Yes","Yes","Yes"
"97","Mongolia","No","Yes","Yes"
"98","Montenegro","No","No","No"
"99","Myanmar","No","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","Yes","Yes"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Yes","Yes","Answer/report not provided"
"103","Netherlands","No","No","Yes"
"104","New Zealand","Yes","Yes","Yes"
"105","Niger","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"106","Nigeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"107","Niue","No","Answer/report not provided","No"
"108","Norway","No","No","No"
"109","Oman","No","Yes","No"
"110","Pakistan","Yes","Yes","Answer/report not provided"
"111","Palau","Yes","Yes","No"
"112","Panama","Yes","Yes","Yes"
"113","Papua New Guinea","No","Answer/report not provided","Answer/report not provided"
"114","Paraguay","No","No","Answer/report not provided"
"115","Peru","No","No","Answer/report not provided"
"116","Philippines","Answer/report not provided","Yes","Answer/report not provided"
"117","Poland","No","No","Answer/report not provided"
"118","Portugal","Yes","Yes","Yes"
"119","Qatar","Yes","Yes","Yes"
"120","Republic of Korea","No","No","No"
"121","Republic of Moldova","Yes","No","Answer/report not provided"
"122","Romania","No","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","No","No","Answer/report not provided"
"124","Rwanda","Answer/report not provided","No","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","No","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","No","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","No","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","Yes","No","No"
"130","Sao Tome and Principe","No","No","Answer/report not provided"
"131","Saudi Arabia","Yes","Yes","Answer/report not provided"
"132","Senegal","No","No","Answer/report not provided"
"133","Serbia","No","Yes","Yes"
"134","Seychelles","No","No","No"
"135","Sierra Leone","No","No","Answer/report not provided"
"136","Singapore","Yes","Yes","No"
"137","Slovakia","No","No","No"
"138","Slovenia","Yes","Yes","Yes"
"139","Solomon Islands","No","Yes","Yes"
"140","South Africa","Yes","No","No"
"141","Spain","Yes","Yes","No"
"142","Sri Lanka","Answer/report not provided","Yes","Answer/report not provided"
"143","Sudan","Answer/report not provided","Yes","Answer/report not provided"
"144","Suriname","Yes","Yes","Answer/report not provided"
"145","Swaziland","Answer/report not provided","No","Answer/report not provided"
"146","Sweden","No","Yes","Yes"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","Yes"
"148","Tajikistan","Yes","Answer/report not provided","Answer/report not provided"
"149","Thailand","Yes","Yes","Yes"
"150","The former Yugoslav Republic of Macedonia","Yes","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","Yes","Yes","No"
"153","Tonga","Yes","Yes","Yes"
"154","Trinidad and Tobago","Yes","No","No"
"155","Tunisia","Yes","Yes","Answer/report not provided"
"156","Turkey","Yes","Yes","Yes"
"157","Turkmenistan","Yes","Answer/report not provided","Answer/report not provided"
"158","Tuvalu","No","Yes","Answer/report not provided"
"159","Uganda","Yes","No","Answer/report not provided"
"160","Ukraine","No","No","No"
"161","United Arab Emirates","Yes","Answer/report not provided","Answer/report not provided"
"162","United Kingdom","No","No","No"
"163","United Republic of Tanzania","No","No","Answer/report not provided"
"164","Uruguay","No","No","No"
"165","Uzbekistan","Yes","Answer/report not provided","Answer/report not provided"
"166","Vanuatu","No","No","Answer/report not provided"
"167","Venezuela","Yes","Yes","Answer/report not provided"
"168","Viet Nam","No","No","No"
"169","Yemen","Yes","Yes","Answer/report not provided"
