"","Party","2014","2012","2010"
"1","Afghanistan","To have technical advisors and support on the training of the relevant section personals.","this is very long tool I suggest to have a short and practical one","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Elaboration dun rapport synthetique sur la mise en œuvre de la CCLAT","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"6","Australia","Answer/report not provided","The use of bolding underlining spellcheck italics bullet points and symbols as well as aligning the text against the margins would assist in making the reporting instrument more reader friendly. It would also be useful to be able to highlight and delete small sections of text rather than being limited to highlighting and deleting the entire text box.","Need to better cater for countries who have sub-jurisdictional input which varies between each jurisdiction. The addition of visible page numbers would also assist with completing the questionnaire."
"7","Austria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Answer/report not provided","Looking froward to work in the framework on the new reporting system that has been adopted at COP 4.","Looking froward to work in the framework on the new reporting system that has been adopted at COP 4."
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","linstrument est trop long et détaillé et nécessite des ressources (personnes temps et finances) pour son remplissage. Bien vouloir lalléger.","linstrument est trop long et détaillé et nécessite des ressources (personnes temps et finances) pour son remplissage. Bien vouloir lalléger."
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Sujiero ver la posibilidad de cambio de matriz en el reporte de las entradas numéricas.","Answer/report not provided"
"19","Bosnia and Herzegovina","More frequent meetings/teleconferences of national focal points more available transfer of FCTC reports possible technical visits of Secretariat to some countries with strong tobacco lobby support on collection of data from non-health sectors","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","Nous avions relevé quelques petites insuffisances de forme dans la conception de l’instrument de notification qui pourraient être améliorées ultérieurement. Il s’agit :
Le point 3.2.4.4 sur « Utilisation des directives adoptées par la COP » ne peut être renseigné parce que l’espace consacré à cet effet n’est pas activé.
Il n’existe pas de box relatifs aux options de réponses « NON » de point 5.2.","Pas de commentaires particuliers","Answer/report not provided"
"25","Burundi","Answer/report not provided","Définir un canevas avec des indicateurs SMART","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Des appuis techniques sont requis pour la mise en œuvre des ces activités dans un cadre multidisciplinaire","Answer/report not provided","Answer/report not provided"
