"","Party","2014","2012","2010"
"1","Afghanistan","The law for the adjusting the public mind on Tobacco industry and the usage of the Tobacco as commercial item for the interest in commerce purpose to ban and prevented.","Answer/report not provided","Answer/report not provided"
"2","Albania","; Illicit trade in tobacco products.","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","Antigua & Barbuda has drafted Tobacco Control Legislation which include regulations which would protect Public Health Policies from the Tobacco Industry. This process is currently ongoing","Antigua & Barbuda has drafted Tobacco Control Legistlation which include regulations which would protect Public Health Policies from the Tobacco Industry. This process is currently ongoing","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"6","Australia","Answer/report not provided","Please refer to previous response.","Meetings held between the Australian Government Department of Health and Ageing and the Tobacco Industry are now notified on the Australian Governments website www.health.gov.au."
"7","Austria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Draft Tobacco Control Bill 2014 which is being discussed among Cabinet Members for official tabling and passage contains provisions for all operational portions of the WHO FCTC (except taxation as this is already covered in the Tobacco Excise Stamp Tax Act 2013)","Draft legislation produced in the Ministry of Health by reviewing legislation enacted withing the Caribbean subregion. Drafts forwarded to Attorney Generals office for review.","Answer/report not provided"
"10","Bahrain (Kingdom of)","Bahrain''s business association made an official application requesting to add a member who was a tobacco investor to the National Antismoking Committee as part of community involvement in decision making request was denied and it was stated clearly that tobacco industry representatives are not allowed to interfere with tobacco control policies","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","National Strategic Plan of Action for Tobacco Control 2007-2010 has been formulated."
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Rising prices and excise taxes on tobacco products - annual several times a year. Information campaigns speeches health professionals and other interested government bodies in the media. Information about the dangers of tobacco consumption on health together with recommendations for those who want to quit smoking is located on the sites of health care organizations government authorities in the country annually antismoking campaign various competitions among youth tobacco category.","Rising prices and excise taxes on tobacco - an annual event. Several times a year. Information campaigns speeches health professionals and other interested bodies gostsudarstvennogo control the media. Information about the dangers of tobacco use to health together with recommendations for those wishing to quit smoking is placed on the websites of health organizations government authorities in the country annually anti-smoking campaign various competitions among the youth anti-smoking subjects","Information about the dangers of tobacco consumption on health together with recommendations for smoking cessation available on the websites of health organizations government authorities in the country annually anti-smoking campaign various competitions among the youth anti-smoking topics"
"14","Belgium","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Mise en place dun réseau de suivi de lindustrie du tabac au Bénin le 7 février 2014","Answer/report not provided","Aucun"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","More active involvement of RAK ( Regulatory Agency for Media) as well market inspection services responsible for enforcement of ban of commercial activities of the tobacco industry","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Complete ban of tobacco advertising has been achieved but there are some challenges the country experiences from the tobacco industry and their stakeholders (retailers). They print promotional messages on machandise such as jackets T shirts and shirts. Such goods were siezed and destroyed in 2011.","Answer/report not provided"
"21","Brazil","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","id=2135925321","We planned in our last issue of the National Program for Tobacco Control
2011-2015 to prepare text and to include it in a normative act for
transperancy of all the state institutions and municipal structures when they
have contacts with tobacco industry.","We planed in our last issue of the National Program for Tobacco Control 2011-2015 to prepare text and to include it in a normative act for transperancy of all the state institutions and municipal structures when they have contacts with tobacco industry."
"24","Burkina Faso","Answer/report not provided","Les dispositions contenues dans la loi antitabac constituent un progrès dans lapplication de larticle 5.3 de la CCLAT.","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Prise de conscience des intervenants sur l’existence réelle des manœuvres de l’industrie du tabac","Answer/report not provided","Answer/report not provided"
"28","Canada","Canada has reviewed the possible implications of Article 5.3 of the FCTC in the Canadian context and has taken steps to inform other federal government departments of the commitment. Canada continues to work with with sub-national levels of government to ensure that they are aware of Article 5.3.","Canada has reviewed the possible implications of Article 5.3 of the FCTC in the Canadian context and has taken steps to inform other federal government departments of the commitment. Canada is working with subsidiary levels of government to ensure that they are aware of the issues and how to manage them.","Canada has reviewed the possible implications of Article 5.3 in the Canadian context has taken steps to inform other federal government departments of the issues involved and is working with subsidiary levels of government to ensure that they are aware of the issues and how to manage them."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Nous denonçons lindustrie du tabac par des émissions et conférences débats à la radio et à la télévision sur le langage mensogier de lindustrie du tabac aussi bien sur les composantes chimiques et toxiques du tabac qui nest autre quun produit toxique et un commerce de la mort.","Answer/report not provided"
