"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"6","Australia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"7","Austria","The publication of an updated list of laws and regulations on tobacco control and information about the enforcement of laws on tobacco control as well as pertinent jurisprudence on the website of the the federal ministry of health is available.","Answer/report not provided","Answer/report not provided"
"8","Azerbaijan","Azerbaijan Global Youth Tobacco Survey (GYTS) – 2011 was conducted by support of the WHO/CDC. It was a school-based survey of students in grades 8 through 10. A two-stage cluster sample design was used to produce representative data for Azerbaijan. At the first stage schools were selected with probability proportional to enrollment size. At the second stage classes were randomly selected and all students in selected classes were eligible to participate. A total of 2 047 students participated in the Azerbaijan GYTS of which 2 018 were ages 13 to 15 years. The overall response rate of all students surveyed was 73.2%.
In 2011 Azerbaijan implemented National Survey on Risk Factors for Chronic Noncommunicable Diseases (STEPS metodology). The sampling frame was all population of Azerbaijan aged 18 years and above with the sample size of 2400.","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","The data collection and data entry for GYTS 2013 was recently completed. A representative from the Ministry of Health will be attending the global data analysis meeting in Tunisia in May following this the national report will be finalised.","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","3.4.3.1: Covered mainly through health statistical system and periodical surveys performed by PHI","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","Answer/report not provided","Canada notes that there are no FCTC guidelines for the implementation of on Article 20."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"32","China","Answer/report not provided","If you have any relevant information pertaining to but not covered in this section please provide details in the space below.","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"37","Costa Rica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","If you have any relevant information pertaining to but not covered in this section please provide details in the space below.","Answer/report not provided"
"41","Czech Republic","There is ongoing research related to use of tobacco among pregnant women (Clinic of Addictology of 1st Faculty of Medicine and General Teaching Hospital Charles University Prague)","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","1. Addictiveness and Attractiveness of Tobacco Additives Scientific Committee on Emerging and Newly Identified Health Risks SCENIHR 2010
See http://ec.europa.eu/health/scientific_committees/emerging/docs/scenihr_o_031.pdf
2. Effectiveness of Tax and Price Policies for Tobacco Control - IARC Handbooks of Cancer Prevention Tobacco Control Volume 14 2011 
See http://apps.who.int/bookorders/anglais/detart1.jsp?sesslan=1&codlan=1&codcol=76&codcch=30
Co- funded by PPACTE (Pricing Policies and Control of Tobacco in Europe). PPACTE was a collaborative 3-year project being funded by the European Commission''s Seventh Framework Programme for Research and Technological Development (FP7)
See http://www.ppacte.eu/
3. A project co- funded by the EU and it''s 16 participating countries the so called Public Information Tobacco Control (PITOC) has resulted in websites with fact sheets that inform the public on the general and tobacco industry use of tobacco additives as well as their harmful health effects. 
See http://www.rivm.nl/en/Topics/Topics/T/Tobacco/PITOC_factsheets
4. ''Developing methodologies to reduce inequalities in the determinants of health'' Prof Ken Judge 2011- 2015. This study was financed under the 7th EU Framework Programme. Inequalities in smoking are specifically addressed.
See https://tuhat.halvi.helsinki.fi/portal/en/projects/eu-7th-framework-de(4b42c1c2-db65-4d07-8ee2-9cde529ec7a3).html
5. TobTaxY (Making Tobacco Tax Trendy) was a project that aims to provide tobacco control advocates in Europe with training and expertise on tobacco tax and illicit trade issues by bringing together practical expert knowledge and disseminating its use in the field. The project has received funding from the European Union in the framework of the Health Programme. 
 See http://www.smokefreepartnership.eu/tobtaxy","Answer/report not provided","The EU Health Programme includes the possibility to fund research and training projects envisaged by Articles 20.1(a) and (b) of the FCTC. 
The EU routinely collects data on key tobacco-control indicators (including those listed in Article 20.3(a) in particular via the European Health Interview Survey (EHIS) the European Household Survey (EHS) and special Eurobarometer surveys on tobacco."
"51","Fiji","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"53","France","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"54","Gabon","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"57","Germany","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"58","Ghana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","El IHADFA se mantiene alerta ante la vigilancia del cumplimiento de la Ley Especial para el Control del Tabaco y su Reglamentación y anuente ante la necesidad de intercambio de información a nivel nacional como internacional. Se han atendido comunicaciones de intercambio de información sobre el control de productos de tabaco entre el IHADFA y la Direcciòn Ejecutiva de Ingresos DEI y otras instituciones del Estado","Answer/report not provided","Answer/report not provided"
"64","Hungary","The summary of the data gained during the control of complying with smoking prohibitions needs to comply with qualitative and quantitative requirements. For this purpose. the development of the new software regarding the control of compliance with the law. which is fitting to the registration system had finished.","Answer/report not provided","Answer/report not provided"
"65","Iceland","In relation to 3.4.3.7: the laws and regulations can be found at: http://eng.velferdarraduneyti.is/legislation/acts_of_parliament/","Answer/report not provided","Answer/report not provided"
"66","India","Answer/report not provided","Answer/report not provided","GYTS GSPS and GHPSS were carrried out in 2006 and 2009."
"67","Iran (Islamic Republic of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"68","Iraq","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"69","Ireland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"72","Jamaica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"74","Jordan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"75","Kazakhstan","Education specialists antismoking centers in the Winter School drawing on international coach at Columbia University in 2013.","Answer/report not provided","Answer/report not provided"
"76","Kenya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"77","Kiribati","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"82","Lebanon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Answer/report not provided","The current strategies/programmes and plans cover research on the determinants and consequences of tobacco consumption and consequences of exposure to smoke. The Global Youth Tobacco Survey (GYTS) was conducted twice in 2002 and 2008 and provides data for tobacco use among students 13-15 years of age."
"84","Libyan Arab Jamahiriya","Some studies have been implemented about tobacco consumption and exposure to tobacco smoke.","Answer/report not provided","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"86","Luxembourg","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"87","Madagascar","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"88","Malaysia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"91","Malta","Answer/report not provided","If you have any relevant information pertaining to but not covered in this section please provide details in the space below.","For more information on tobacco legislation in Malta contact the Environmental Health Directorate - Director: John Attard Kingswell john.attard-kingswell@gov.mt"
"92","Marshall Islands","Answer/report not provided","Answer/report not provided","None"
"93","Mauritania","Si vous avez d’autres informations pertinentes relevant de la présente section mais non couvertes par celle-ci veuillez fournir des précisions dans l’espace ci-après.","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Answer/report not provided","If you have any relevant information pertaining to but not covered in this section please provide details in the space below.","Answer/report not provided"
"95","Mexico","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"96","Micronesia (Federated States of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"97","Mongolia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"98","Montenegro","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"99","Myanmar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
