"","Party","2014","2012","2010"
"1","Afghanistan","To have proper law rule regulation and procedures on appropriate manner on production and usage and control of Tobacco","taxition exposure to SHS packaging and labelling education communication and cmmunity awareness tobacco advertising illicit trade sales to and by minores","Answer/report not provided"
"2","Albania","Enforcement of the Smoke-free Policy. 
Improvement of the Albanian legislation as soon as possible. 
Strengthening the implementation of the law. 
The tax reform. 
Strengthening the cessation activities.","Enforcement of the Smoke-free Policy.
Improvement of the Albanian legislation as soon as possible.
Strenthening the implementation of the law.
The tax reform.
Strenghtening the cessation activities.","Answer/report not provided"
"3","Algeria","?	Mise en place dun comité intersectoriel pour la lutte antitabac 
?	Elaboration et mise en œuvre dune stratégie nationale de lutte antitabac conformément aux dispositions de la CCLAT.
?	Application de la réglementation relative à l’interdiction de l’usage du tabac dans les lieux publics 
?	Augmentation progressive les mises en gardes sanitaires sur les méfaits du tabac sur les paquets de cigarettes en vue d’atteindre l’objectif fixé par la CCLAT.
?	Augmentation des taxes et des prix des produits du tabac en tant que mesure dissuasive pour en réduire la consommation.
?	Développement d’une stratégie nationale d’Information d’Education et de communication en direction des jeunes en vue de réduire significativement la consommation du tabac.","Mise en place dun comité intersectoriel pour la lutte antitabac 
Elaboration et mise en œuvre dun programme intersectoriel de lutte antitabac avec un plan de communication pour chaque secteur 
Mise en place dunité d aide au sevrage tabagique","Création dun comité multisectoriel pour lapplication le suivi et lévaluation des actions entreprises par chaque secteur dans le cadre de la stratégie nationale de lutte anti-tabac"
"4","Antigua and Barbuda","Implementation of the WHO-FTCT is of strong priority within the Ministry of Health. With that said. its important to also note that local parties face serious constraints which inhibit the capacity to accomplish timely tobacco control initiatives. The Government of Antigua and Barbuda has supported the FTCT and has produced a Cabinet Decision which aims at providing protection from tobacco smoke within the public sector. However. at this point. tobacco control legislation is still in progress due to attempts to capture or cover recent developments in the tobacco industry","implimentation of the WHO-FTCT is of strong priority within the ministry of health. however local parties face serious constraints which inhibit the capacity to accomplish timely tobacco control innitiatives. government has supported the FTCT and has produced a cabinet decision which aims at providing protection from tobacco smoke within the public sector. at this point tobacco controll lesgistlation is in progress.","Answer/report not provided"
"5","Armenia","The current key priorites are complete ban of all forms of tobacco advertising sponsorship and promotion to change the packaging and labeling of tobacco products","The key current priority for Armenia is complete ban of all forms of tobacco advertising sponsorship and promotion.","-First priority is complete ban of all forms of advertizing sponsorship and promotion.
-The tax reform.
-Cessation.
-Enforcement of the Ssmoke Free Policy."
"6","Australia","One of the priorities for Australia is to finalise the domestic processes required in order to make a decision on whether to accede to the Protocol to Eliminate Illicit Trade in Tobacco Products.","The key current priority for Australia is successful implementation of the plain packaging measures and updated and expanded graphic health warning requirements. 
The world-first plain packaging legislation was passed by the Australian Parliament in late 2011. Plain packaging is recommended in the guidelines for implementation of Articles 11 and 13 of the Convention and is the next logical step in banning one of the last forms of tobacco advertising in Australia. 
The Australian Government warmly welcomes international interest in and support for the plain packaging measures and is committed to sharing information about the measures and providing assistance and support to other Parties moving towards full and effective implementation of Articles 11 and 13 of the Convention. 
The plain packaging and updated and expanded graphic health warning requirements are part of a comprehensive package of measures that will assist Australia to reach the Council of Australian Governments National Healthcare Agreement target of reducing the adult daily smoking rate in Australia to ten per cent by 2018 and halving Aboriginal and Torres Strait Islander smoking rates within the same period. Other current priorities include extending support for Indigenous communities to reduce smoking uptake and promote cessation continued delivery of national anti-smoking social marketing campaigns and successful implementation of legislation to restrict internet advertising of tobacco products.","- Tightening legislation in relation to internet sales
- Identifying mechanisms to more appropriately meet the requirements of the Article 5.3 guidelines."
"7","Austria","stronger enforcement of the existing smoking restrictions under current legislation; further development of a national tobacco control strategy.","stronger enforcement of the existing smoking restrictions under current legislation; further development of a national tobacco control strategy","Answer/report not provided"
"8","Azerbaijan","Protection of a human right for health","Protection of a human right for health","Protection of a human right for health"
"9","Bahamas","Passage of the draft legislation enforcement of relevant penalties education of providers on tobacco dependence strategies targeting funding gained from taxation of tobacco products toward health acre for those affected.","Of prime importance is the completion of the legislative framework and regulations required for enforcement of the FCTC","Answer/report not provided"
"10","Bahrain (Kingdom of)","Our priorities are to reduce demand on tobacco products by implementing complete ban to tobacco products promotion advertisement and sponsorship also complete ban of sales to and by minors in addition to reduce illicit trade of tobacco products as much as possible","pectorial warning taxation health promotion reduction of expoture to second hand smoking","Answer/report not provided"
