"","Party","2014","2012","2010"
"1","Afghanistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"5","Armenia","In accordance with the Government decision there are restrictions for duty 
free sale to international travellers (the limit is 400 cigarettes and 25 cigars)","In accordance with the Government decision there are restrictions for duty free sale to international travelers (the limit is 400 cigarettes and 25 cigars)","In accordance with the Government decision there are restrictions for duty free sale to international travelers (the limit is 400 cigarettes and 25 cigars).
At present the National Assembly (Armenian Parliament) has on the agenda the reform of tax legislation related to tobacco products envisaging adoption of a new law on taxation of tobacco products. www.parliament.am"
"6","Australia","Answer/report not provided","Answer/report not provided","Summary for answers at 3.2.1.1-3.2.1.3: Excise and excise-equivalent customs duty apply to tobacco with an objective of reducing consumption. Sales of tobacco to international travellers and imports by international travellers are restricted by quantity."
"7","Austria","Allowances for the import of tobacco products are limited to
200 cigarettes or
100 cigarillos or
50 cigars or
250 gram tobacco or
A combination of these products within the limits","allowances for the import of tobacco products are limited to
200 cigarettes or
100 cigarillos or
50 cigars or
250 gramm tobacco or
a combination of these products within the limits","Answer/report not provided"
"8","Azerbaijan","name=qanun&cat=3 – The Tax Code of the Republic of Azerbaijan – Article 188.1.1","Source: Taxes Legislation of Azerbaijan Republic. http://www.taxes.gov.az/qanun/mecelle2010_eng.pdf (page 141 Article 188.1.1)","Source: Taxes Legislation of Azerbaijan Republic. http://www.taxes.gov.az/qanun/mecelle2010_eng.pdf (page 141 Article 188.1.1)"
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","International travellers can import upto 200 sticks of cigarette tax-free."
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","The increase in retail prices for tobacco products the growth rates of excise","Answer/report not provided"
"14","Belgium","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"21","Brazil","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"24","Burkina Faso","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Canada is proposing to adjust the excise duty on cigarettes and other tobacco products in 2014 to account for inflation since 2002. Rates are proposed to increase from $0.425 per 5 cigarettes to $0.52575 per 5 cigarettes. This will result in an increase of $4.03 per carton of 200 cigarettes. Rates on duty free tobacco products are also proposed for increase. Tax rates will be increased every five years – indexed to Canada''s Consumer Price Index.","The Promotion of Tobacco Products and Accessories Regulations (Prohibited Terms) came into force on September 22 2011. They prohibit the use of the terms light and mild and variations thereof on various tobacco products their packaging promotions retail displays as well as on tobacco accessories. These regulations apply to cigarettes little cigars cigarette tobacco kreteks bidis tobacco sticks cigarette papers cigarette tubes and filters.","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","Se están desarrollando mayores coordinaciones entre el Servicio de Impuestos Internos y la Oficina de Tabaco del Ministerio de Salud. pues el DL828 que regula la comercialización de productos de tabaco. establece que no podrán comercializarse aquellos productos que no cuenten con Autorización Comercial del Ministerio de Salud. En estos dos años se ha regularizado el proceso y prohibido la venta de productos que no cumplan con la normativa.","Answer/report not provided","Answer/report not provided"
"32","China","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Answer/report not provided","la Taxe sur la valeur ajoutée est passée de 18% à 35%; le droit daccises de 24% à 25% ( voir loi N 20-2010 du 29/12/2010 portant loi de finances pour lannée 2011)
la loi ne concerne pas la réduction de la demande du tabac mais le tabac en bénéficie car il fait parti des produits qui sont taxés au Congo","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Consultations with National Statistics Department is underway for the collating and analysis of 2011 Census relaevant to tobacco control questions","Answer/report not provided"
"37","Costa Rica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Cet aspect sera pris en compte par une prochaine loi nationale antitabac qui sera proposée aux députés dans les prochaines semaines","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"45","Djibouti","Answer/report not provided","3.2.1.1: La référence aux mesures financiéres étant un outil efficace dans la réduction de la consommation de tabac est mentionné dans le chapitre VII (article 31) de la Loi 2008.","Answer/report not provided"
"46","Ecuador","De acuerdo con la Resolución DGN Nº 2011-0679. publicada en el Registro Oficial 631-2012. se establece los siguiente: literal t) En caso de viajeros mayores de 18 años de edad. máximo 3 litros de bebidas alcohólicas. 20 cajetillas de cigarrillos de 20 unidades. 1libra de tabaco o 25 unidades de habanos o cigarros no se considerará como efectos personales del viajero. debiéndose tributar por todo el contenido del envase; la Resolución SENAE-DGN-2012-2019 reformó el siguiente contenido de la Resolución 0679: Art.4 en el literal t) del artículo 24. sustituir la frase: “no se considerará como efectos personales del viajero. debiéndose tributar por todo l contenido del envase”. por la siguiente: “se deberá tributar en la parte proporcional a la diferencia no exenta. Se anexa las Resoluciones","Answer/report not provided","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Disposiciones de ley sobre los impuestos a los productos de tabaco (anexada en formato digital) y de la ley del viajero (archivo digital en formato pdf. relativa a exoneración de impuestos de productos de tabaco que traen los viajeros). También se ha presentado una propuesta al órgano legislativo para modificar esta ley","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Please see a summary of the EU legislation in the area of taxation of tobacco products: http://ec.europa.eu/taxation_customs/taxation/excise_duties/tobacco_products/legislation/index_en.htm","The EU is a key facilitator for the Working Group for development of guidelines for Article 6 and provides the chair for the WG. 
Please see a summary of the EU legislation in the area of taxation of tobacco products: http://ec.europa.eu/taxation_customs/taxation/excise_duties/tobacco_products/legislation/index_en.htm","Answer/report not provided"
"51","Fiji","Answer/report not provided","Fiji does not ban duty-free sales of tobacco products and does not ban or limit sales of tobacco products to international travellers leaving the country. On the other hand there is a limit of tobacco products that can be introduced tax-free into the country by returning travellers: 250 pieces of cigarettes and 500 grams of cut tobacco.","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"53","France","Circulaire du 18 février 2013 relative à la fiscalité applicable aux tabacs manufacturés. Les franchises reprises ci-dessous et précisées dans cette circulaire ne sappliquent quaux importations en France métropolitaine de tabac par les particuliers avant application de la fiscalité propre aux tabacs manufacturés. Il doit être tenu compte en complément des règles de circulation intracommunautaire et de taxation pour les tabacs manufacturés détenus par les particuliers conformément aux articles 32 et suivants de la directive 2008/118/CE du 16 décembre 2008. La circulation de tabac manufacturé est admise notamment sous la condition que le transport soit assuré par le particulier lui-même et pour ses besoins propres. Ces règles sont détaillées au sein de la circulaire du 7 mai 2013 (http://douane.budget.gouv.fr/data/file/8288.pdf). A défaut la circulation doit seffectuer sous couvert dun document simplifié daccompagnement (https:www.formulaires.modernisation.gouv.fr/gf/cerfa_10752.do) conformément à larticle 302 M II du CGI. En outre le particulier détenant ou transportant des tabacs manufacturés doit pouvoir produire à première réquisition du service des quittances des factures dachat ou toutes autres justifications dorigine prouvant que ces tabacs ont été régulièrement importés. Les achats par correspondance ou par Internet sont interdits (article 568 ter du CGI","Franchise tabac : Cigarettes : 200 unités ; ou Cigarillos : 100 unités ; ou Tabacs à fumer : 250 g ; ou Cigares : 50 unités.
Franchise relative à la circulation communautaire : inférieur à 2 kilogrammes de tabacs manufacturés (articles 575 G et 575 H du code général des impôts).
Pour voir les articles correspondants du code général des impôts : 
http://www.legifrance.gouv.fr/affichCode.do?idSectionTA=LEGISCTA000006179712&cidTexte=LEGITEXT000006069577&dateTexte=20120531","Les mesures réglementaires mentionnées comme étant des compléments à cette augmentation des prix sont linterdiction de fumer prévue par le décret n 2006-1386 ci-dessous et linterdiction de vente de tabac aux mineurs prévue par la loi n 2009-879 ci-dessous également."
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","According to the current legislation limit of cigarettes which can be brought in the country by the returning travellers without applicable import duties are 400 sticks of cigarettes 50 cigars and cigarillos and 250 gr. Other tobacco product or the combination of the above not exceeding the limits.","limit of cigarettes which can be brought in the country by the returning travellers without applicable import duties is 400 sticks of cigarettes 50 cigars and cigareallas and 250 gr.other tobacco product or the cumbination of the above not exceeding the limits.","Answer/report not provided"
"57","Germany","The limits for travellers are
a) 200 cigarettes or
b) 100 cigarillos or
c) 50 cigars or
d) 250 g of smoking tobacco
or a combination of these products within the limits","The limits for travellers are
a) 200 cigarettes or
b) 100 cigarillos or
c) 50 cigars or
d) 250 g of smoking tobacco
or a combination of these products within the limits","Answer/report not provided"
"58","Ghana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","Ha continuado en el 2014 la disminución del consumo de tabaco dada la medida de aumento de impuestos a los mismos. lo cual impacta con el aumento en los precios de mercado nacional","El reglamento la Ley Especial Control del Tabaco esta en proceso de aprobacion.","El reglamento la Ley Especial Control del Tabaco esta en proceso de aprobacion."
"64","Hungary","In the case of air travellers from third countries above 17 years of age imports of 200 cigarettes or 100 cigarillos (cigars of a maximum weight of three grams each) or 50 cigars or 250 grams of smoking tobacco are subjects to exemption from VAT and excise duty.
In the case of other travellers from third countries above 17 years of age imports of 40 cigarettes or 20 cigarillos (cigars of a maximum weight of three grams each) or 10 cigars or 50 grams of smoking tobacco are subjects to exemption from VAT and excise duty.","The quantities that can be imported duty-free from third countries by persons aged minimum of 17 years are the following: 
in case of air passangers:
200 cigarettes or 100 cigarillos (not heavier than 3 grs per piece) or 50 cigars or 250 grs of smoking tobacco
in case of other passangers:
40 cigarettes or 20 cigarillos (not heavier than 3 grs per piece) or 10 cigars or 50 grs of smoking tobacco","Answer/report not provided"
"65","Iceland","Answer/report not provided","For 3.2.1.3: there is a restriction for imports of tobacco products for personal use: 200 cigarettes can be brought duty free by returning travellers.","Answer/report not provided"
