"","Party","2014","2012","2010"
"1","Afghanistan","The law indicated the protection of the environment and the health of the personal will be strictly considered to be safe","no progress","Answer/report not provided"
"2","Albania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"3","Algeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"4","Antigua and Barbuda","This Article of the FCTC is embodied in our draft legislation of which we are currently awaiting legal processing","Answer/report not provided","Answer/report not provided"
"5","Armenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"6","Australia","Commercial tobacco farming no longer occurs in Australia. Three tobacco manufacturing companies operate in Australia. The Commonwealth and state and territory governments have environmental and occupational health and safety legislation. regulation and policies in place to protect the environment and the health of persons in relation to the environment. Tobacco manufacturers are subject to these requirements.","Commercial tobacco farming no longer occurs in Australia. Three tobacco manufacturing companies operate in Australia. The Commonwealth and State and Territory governments have environmental and occupational health and safety legislation regulation and policies in place to protect the environment and the health of persons in relation to the environment. Tobacco manufacturers are subject to these requirements.","Not applicable"
"7","Austria","Answer/report not provided","The last remaining tobacco manufacturing site within Austrian territory (Austria Tabak in Hainburg) closed down in December 2011;","Answer/report not provided"
"8","Azerbaijan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"9","Bahamas","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"10","Bahrain (Kingdom of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","The law provides that no person in the country shall cultivate harvest or manufacture tobacco or tobacco products","The law provides no person in the country to cultivate or harvest tobacco.","The law provides no person in the country to cultivate or harvest tobacco."
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","manufacturers are inspected routinley to ensure that they meet the set standards of protecting the environment and the eployees.","Answer/report not provided"
"21","Brazil","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","From November 17 2011 in Bulgaria can offer only „cigarettes with reduced ignition propensity” or so-called „RIP cigarettes” (Reduced Ignition Propensity). All cigarettes at the market will have to conform the standard EN 16156:2010 on fire „Cigarettes. Evaluation of the ignition propensity. Safety requirement. „The standard was developed under a mandate from the European Commission and the European Free Trade Association (EFTA) and supports essential requirements for the general safety of products in accordance with Directive 2001/95/EC.
Compliance with the standard is mandatory for manufacturers and for retailers of tobacco products - cigarettes and supplies for RYO cigarettes. The conformity assessment of cigarettes will be evidenced by a document certifying the results of the laboratory tests of the burning ability of cigarette paper.
In Bulgaria requirements for fire safety about tobacco products are provided in Standard EN 16156:2010 „Cigarettes. Evaluation of the ignition propensity. Safety” in connection with BDS EN ISO 12863:2010 ”Standard method for assessing the ignition propensity of cigarettes” under the provisions of the Directive on general product safety 2001/95/EC of the European Parliament and the Council therefore that they are made of cigarette paper with a reduced ability of ignition..","The Ministry of Agriculture and Foods implements the politics of the European Union which requires the soil to be kept in well agricultural and ecological condition when it distributes the resources for direct payments.","The Ministry of Agriculture and Foods implements the politics of the European Union which requires the soil to be keeped in well agricultural and ecological condition when it distributes the resources for direct payments."
"24","Burkina Faso","Il n’existe aucune politique portant sur la protection de l’environnement.","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Health Canada''s Pest Management Regulatory Agency (PMRA) regulates pesticides for all agricultural crops. including tobacco. In doing so. it takes health and the environment into consideration. 
While the Tobacco Act does not provide environmental measures with respect to manufacturing. Canada has extensive national and sub-national legislation and regulations that provide for the protection of the environment. labour standards. and measures that protect the health of persons in relation to the environment.","Health Canadas Pest Management Regulatory Agency (PMRA) regulates pesticides for all agricultural crops including tobacco. In doing so it takes health and the environment into consideration.","Health Canadas Pest Management Regulatory Agency (PMRA) regulates pesticides for all agricultural crops including tobacco. In doing so it takes health and the environment into consideration."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","La loi a pris en compte la protection de lenvironnement aussi bien quà la santé des personnes eu égard à lenvironnement de la population mais nos ambitions ne sont pas encore matérialisées.","Answer/report not provided"
"31","Chile","En la mayoría de los Planes Comunales enviados al Departamento de Promoción de Salud (2013). se integra en el ámbito comunal la estrategia : Plazas y Parques sin Humo 
Por otra parte; las modificaciones a la Ley 19.419. en su Artículo 10º se señala:
 Se prohíbe fumar en los siguientes lugares incorpora en la letra b) y el número 4 respectivamente lo siguiente:
b) Espacios cerrados o abiertos públicos o privados. que correspondan a dependencias de: 
4. En las galerías. tribunas y otras aposentadurías destinadas al público en los recintos deportivos. gimnasios o estadios. Esta prohibición se extiende a la cancha y a toda el área comprendida en el perímetro conformado por dichas galerías. tribunas y aposentadurías. salvo en los lugares especialmente habilitados para fumar que podrán tener los mencionados recintos.","Actualmente se discute en el Parlamento dentro de las modificaciones a la Ley 19419 la incorporación de plazas y parques sin humo de Tabaco","Answer/report not provided"
"32","China","The Tobacco Monopoly Administration is active in energy saving and emission reduction in the cigarette manufacturing process. Total industrial emissions of sulfur dioxide 3273 tons down 25.9%; total COD discharge the amount of 2316 tons down 8.5%.","The State Tobacco Monopoly Administration has formulated and implemented the Assessment Standards of Clean Production for Cigarette Manufacturers Rules for Disposal of Wastes from Raw Materials of Tobacco and other relevant standards since 2006. Meanwhile the Administration actively pushed the energy saving and emission reduction in the course of cigarettes production. In 2009 the energy consumption per RMB10 000 output value for the tobacco industry was 34.6kg which represents a year-on-year drop of 12.6%; the energy consumption per 10 000 cigarettes was 4.08kg a year-on-year decrease of 6.0% the total emission of industrial sulfur dioxide was 10 098 tonnes a year-on-year decrease of 14.2% and the total emission of chemical oxygen demand was 6 886 tons a year-on-year decrease of 6.2%.","The State Tobacco Monopoly Administration has formulated and implemented the Assessment Standards of Clean Production for Cigarette Manufacturers Rules for Disposal of Wastes from Raw Materials of Tobacco and other relevant standards since 2006. Meanwhile the Administration actively pushed the energy saving and emission reduction in the course of cigarettes production. In 2009 the energy consumption per RMB10 000 output value for the tobacco industry was 34.6kg which represents a year-on-year drop of 12.6%; the energy consumption per 10 000 cigarettes was 4.08kg a year-on-year decrease of 6.0% the total emission of industrial sulfur dioxide was 10 098 tonnes a year-on-year decrease of 14.2% and the total emission of chemical oxygen demand was 6 886 tons a year-on-year decrease of 6.2%."
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","rien"
"35","Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Local production and manufacturing of tobacco products is not implemented in the Cook Islands will be included as one of the amended issue in the reviewing of the tobacco act to safeguard Cook Islands from growing and manufacturing in the future","Answer/report not provided","No tobacco industry in the Cook Islands"
"37","Costa Rica","El Ministerio de Salud de Costa Rica es ente rector en la Gestión Integral de Residuos. la cual está regulada por ley. Actualmente se trabaja en una normativa para clasificar las colillas de cigarrillo como residuos especiales. lo cual establecerá un tratamiento diferenciado a este tipo de desecho. impactando a nivel ambiental.","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","General rules concerning protection of the environment (integrated pollution prevention and control) and occupational health apply also to manufacturing of tobacco products.
No substantial progress in the past two years.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","It is implemented according to the Implementation Rule of Law on Tobacco Control (adopted on 21 March 2011).","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","No changes","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","No se cultiva tabaco en El Salvador","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Rural Development programmes may grant an aid (per hectare) to compensate the loss of revenue for farmers (lower yield or higher costs) that implement more ''environment friendly'' practices. These practices cover different aspects of cultivation such as: set-aside areas areas not cultivated along rivers lake or wood; less use of fertilizers and/or pesticides; better irrigation…Aid may also be granted for training and exchange of experiences as well as for reforestation …These measures may indirectly protect health of the farmers and (seasonal) workers.","Rural Development programmes may grant an aid (per hectare) to compensate the lost of revenue for farmers (lower yield or higher costs) that implement practices more environmental. These practices cover different aspects of cultivation such as: set-aside areas areas not cultivated along rivers lake or wood; less use of fertilizers and/or pesticides; better irrigation…Aid may also be granted for training and exchange of experiences as well as for reforestation …These measures may indirectly protect health of the farmers and (seasonal) workers.","Answer/report not provided"
"51","Fiji","The progress so far is the banning of smoking in public places and in passenger carrying vehicles boats and ships workplaces etc.","Answer/report not provided","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"53","France","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"54","Gabon","Progrès relatif à la promulgation de la loi antitabac.","Answer/report not provided","Answer/report not provided"
"55","Gambia","TOBACCO IS NOT GROWN IN THE COUNTRY","Answer/report not provided","Answer/report not provided"
"56","Georgia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"57","Germany","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"58","Ghana","Ghana has Environmental Protection Agency (EPA) that regulates and ensures occupational safety","As part of industrial occupational and environmental safety policy pre-employment and periodic employee health assessments are required and overseen by Environmental Protection Agency and Ministry of Health
Environmental Protecion Agency (EPA) carries out routine assessment of industrial environment for safety","Answer/report not provided"
